Date,Basic Shares Outstanding,Diluted Weighted Avg Shares,Basic Weighted Avg Shares,Per Share Data Items,Revenue,Net Revenue,EBITDA,Operating Income,Net Income to Common - Basic,Net Income before XO - Basic,Normalized Net Income - Basic,Net Income to Common - Diluted,Net Income before XO - Diluted,Normalized Net Income - Diluted,Dividends,Cash Flow,Free Cash Flow,Cash & Equivalents,Book Value,Tangible Book Value,Source: Bloomberg
02/28/1995,,1202.859985,1202.859985,,3.628851,1.895482,,0.359975,0.21,0.21,0.21,0.21,0.21,0.21,0.04,,,,,,
05/31/1995,,1221.491943,1221.491943,,3.777348,2.107259,,0.520675,0.315,0.315,0.315,0.315,0.315,0.315,0.04,,,,,,
08/31/1995,,1224.911987,1224.911987,,4.017431,2.281797,,0.533916,0.335,0.335,0.335,0.335,0.335,0.335,0.04,,,,,,
11/30/1995,,1226.264038,1226.264038,,3.940424,2.359198,,0.464011,0.285,0.285,0.285,0.285,0.285,0.285,0.26,,,,,,
02/29/1996,,1241.615968,1213.171996,,4.511314,2.656672,,0.6924,0.415,0.415,0.415,0.405,0.405,0.405,0.055,,,,,,
05/31/1996,,1225.235962,1200.439941,,4.655793,2.785645,,0.703076,0.435,0.435,0.435,0.43,0.43,0.43,0.055,,,,,,
08/31/1996,,1209.76001,1183.764038,,4.679142,2.63566,,0.598092,0.375,0.375,0.375,0.365,0.365,0.365,0.055,,,,,,
11/30/1996,1145.36804,1202.878052,1174.23596,,4.744362,3.024094,,0.617423,0.38,0.38,0.38,0.37,0.37,0.37,0.055,,,5.713447,9.217125,,
02/28/1997,1171.098022,1211.381958,1146.822021,,5.720155,3.357975,3.171373,0.809193,0.48,0.48,0.48,0.455,0.455,0.455,0.07,-5.012112,-5.044375,4.844172,9.332267,,
05/31/1997,1172.686035,1220.862061,1155.969971,,5.515714,3.37206,2.97153,0.827876,0.44,0.44,0.495,0.42,0.42,0.475,0.07,5.318477,5.287335,3.693231,9.683751,,
08/31/1997,1183.791992,1220.037964,1156.166016,,6.27678,3.885255,3.348135,0.95661,0.575,0.575,0.575,0.545,0.545,0.545,0.07,3.764165,3.729568,7.928758,10.125934,,
11/30/1997,1189.417969,1224.18396,1161.972046,,5.971744,3.515575,3.624011,1.167842,0.685,0.685,0.685,0.65,0.65,0.65,0.07,-3.964811,-4.144678,6.940369,11.054146,,
02/28/1998,1201.715942,1232.755127,1173.502686,,6.463556,3.783545,,0.964633,0.475,0.575,0.575,0.455,0.55,0.55,,-12.126943,-12.199376,5.157625,11.414511,,
05/31/1998,1175.345947,1225.250732,1162.653198,,7.248937,4.192136,,1.201562,0.72,0.72,0.72,0.685,0.685,0.685,,4.321151,4.22826,7.88789,11.075888,,
08/31/1998,1165.582031,1209.559204,1146.341064,,6.540811,3.594916,,0.79383,0.535,0.535,0.535,0.505,0.505,0.505,,5.055215,4.976704,8.424975,11.184112,,
11/30/1998,1131.342041,1171.06604,1120.218018,,6.802247,3.733202,,1.125674,1.08,1.08,0.79,1.0355,1.0355,0.745,0.1,16.765486,16.698535,14.918565,11.93715,,
02/28/1999,1141.18,1169.186,1107.872,,7.814982,4.978915,,1.5092,0.93,0.93,0.93,0.88,0.88,0.88,0.12,-21.128795,-21.451034,5.45488,12.464291,,
05/31/1999,1133.574,2346.62274,2216.586328,,3.960595,2.600395,,0.838226,0.515,0.515,0.515,0.485,0.485,0.485,,7.124469,7.080708,9.360659,13.000475,,
08/31/1999,1118.488,1161.402,1100.114,,7.841006,4.94676,,1.420762,0.87,0.87,0.87,0.83,0.83,0.83,0.12,0.813552,0.717198,11.964366,13.262547,,
11/30/1999,1104.63,1142.086,1079.522,,8.269401,5.329211,,2.440895,1.5,1.5,1.5,1.42,1.42,1.42,0.12,-20.888875,-20.977803,11.157582,14.845695,13.66883,
02/29/2000,1134.181,1146.854036,1093.904751,,10.588673,6.99421,,2.223228,1.4,1.4,1.4,1.34,1.34,1.34,0.2,-2.922558,-3.024943,13.515479,15.307962,14.161761,
05/31/2000,1124.979,1145.401309,1098.24549,,10.664282,6.639681,,2.089697,1.32,1.32,1.32,1.26,1.26,1.26,0.2,10.993899,10.985704,14.183376,15.662515,14.418047,
08/31/2000,1121.598,1137.304026,1088.218669,,10.775408,5.958361,,1.722999,1.14,1.14,1.12,1.09,1.09,1.07,0.2,-5.457543,-5.669816,15.3843,16.194751,14.946532,
11/30/2000,1107.270331,1150.486725,1103.064593,,9.033016,4.879134,7.259774,1.712502,1.09,1.09,1.09,1.04,1.04,1.04,0.2,-4.787571,-5.280742,16.99585,16.911859,15.737801,
02/28/2001,1114.434,1134.150225,1089.270364,,11.641738,5.97556,,1.560678,0.93,0.98,0.98,0.89,0.94,0.94,0.23,-6.785276,-7.266332,19.452027,17.23386,16.067349,
05/31/2001,1110.061,1120.687197,1085.305558,,11.614241,5.711756,,1.3563,0.85,0.85,0.85,0.82,0.82,0.82,0.23,-32.318088,-32.5899,24.409469,17.54318,16.191903,
08/31/2001,1106.317,1119.301107,1085.447127,,9.518658,5.032949,,1.079739,0.64,0.67,0.67,0.62,0.65,0.65,0.23,-1.111984,-1.59842,21.843649,17.756213,16.400363,
11/30/2001,1093.007,1109.0,1078.5,,7.655076,4.611961,,1.288827,0.8,0.8,0.8,0.78,0.78,0.78,0.23,18.156699,17.553083,24.332873,18.637575,17.321938,
02/28/2002,1101.194,1112.959092,1082.380245,,7.895562,5.183021,,1.244479,0.78,0.78,0.78,0.76,0.76,0.76,,-6.674179,-7.004932,23.13398,18.972134,17.670819,
05/31/2002,1097.11,1113.949482,1084.993202,,7.517098,4.895883,,1.149316,0.73,0.73,0.73,0.72,0.72,0.72,,-10.970576,-11.224955,20.245919,19.392768,18.079317,
08/31/2002,1093.052,1105.494894,1081.708833,,7.542695,4.595507,,0.895805,0.57,0.57,0.57,0.55,0.55,0.55,,20.359453,20.153298,25.584327,19.592846,18.26903,
11/30/2002,1081.417,1095.7,1074.7,,7.043826,4.250489,,1.295245,0.68,0.68,0.82,0.67,0.67,0.81,0.23,-7.357402,-7.605843,27.012706,20.237337,18.897428,
02/28/2003,1089.746,1099.72414,1079.052442,,7.875428,5.384354,4.281534,1.32153,0.84,0.84,0.84,0.82,0.82,0.82,0.23,-14.720323,-14.912158,26.895258,20.614896,19.275134,
05/31/2003,1086.735,1097.478,1077.386468,,7.664845,4.969433,4.005991,0.849277,0.56,0.56,0.72,0.55,0.55,0.71,0.23,11.195611,11.033181,25.818622,20.824764,19.466567,
08/31/2003,1088.108,1100.593,1077.681,,8.282599,5.158298,5.015399,1.417859,0.96,0.96,0.96,0.94,0.94,0.94,0.23,1.626641,1.494876,22.306609,21.787359,20.440067,
11/30/2003,1084.696,1103.3,1077.9,,8.43492,5.008813,,1.437054,0.94,0.94,0.94,0.92,0.92,0.92,0.23,4.105205,4.030986,27.373568,22.925317,21.529535,
02/29/2004,1097.652112,1106.001,1078.718,,9.262847,6.028452,5.41198,1.776182,1.14,1.14,1.14,1.11,1.11,1.11,0.25,-18.852008,-18.908556,30.57435,23.745228,22.343145,
05/31/2004,1098.127106,1110.357,1082.212,,9.057375,6.330553,4.798505,1.765828,1.13,1.13,1.19,1.1,1.1,1.16,0.25,-21.364576,-21.48008,29.20427,24.589139,23.194947,
08/31/2004,1096.707183,1105.55,1081.45,,9.111841,5.238337,5.429747,1.185445,0.78,0.8,0.8,0.76,0.78,0.78,0.25,4.957233,4.858292,42.165312,25.002116,23.004317,
11/30/2004,1087.087116,1098.282118,1076.221276,,9.627202,5.247991,6.474505,1.570309,1.11,1.11,1.11,1.09,1.09,1.09,0.25,9.884584,9.661582,30.182494,25.946403,23.923566,
02/28/2005,1103.263369,1090.166326,1069.097162,,10.848406,6.522326,6.393245,1.72482,1.31,1.26,1.39,1.29,1.24,1.37,0.27,-13.404769,-13.48521,30.8793,25.827922,23.504814,
05/31/2005,1086.652691,1079.811172,1053.812487,,11.198387,5.921357,7.03256,1.322816,0.88,0.88,0.96,0.86,0.86,0.94,0.27,-15.615681,-15.790285,23.085573,26.070887,23.744477,
08/31/2005,1082.727,1072.033275,1045.874085,,12.579908,6.856466,7.805911,1.665592,0.14,1.12,1.12,0.13,1.09,1.09,0.27,-0.025816,-0.165412,25.566001,26.06936,23.731744,
11/30/2005,1057.677994,1063.147962,1031.343423,,15.053182,7.050998,9.663125,2.065267,2.39,1.69,1.42,2.32,1.64,1.38,0.27,-10.048059,-10.168291,27.809976,27.590628,25.22696,
02/28/2006,1070.407513,1061.764798,1020.041181,,17.811046,8.53593,11.862266,2.411667,1.54,1.57,1.57,1.48,1.51,1.51,0.27,-20.577601,-20.704066,23.737688,28.141619,25.457594,
05/31/2006,1071.786172,1054.733745,1013.241715,,18.553322,8.718551,12.972225,2.825584,1.82,1.81,1.81,1.75,1.74,1.74,0.27,-20.645617,-20.645617,13.802193,30.094622,26.94474,
08/31/2006,1058.664567,1055.664392,1010.468365,,18.420171,6.990818,14.05091,2.220752,1.83,1.57,1.57,1.75,1.5,1.5,0.27,-2.61265,-3.268781,17.518297,31.239357,28.459439,
11/30/2006,1048.877006,1052.831345,997.89231,,15.188012,5.245055,11.820915,1.539244,2.21,1.3,1.02,2.09,1.24,0.97,0.27,-16.288331,-16.623036,19.645773,32.667319,29.384761,
02/28/2007,1061.644077,1057.912545,1009.186993,,22.980875,9.903021,16.704536,3.424539,2.63,2.28,2.28,2.51,2.17,2.17,0.27,-29.846798,-30.139112,15.670035,34.714082,30.699554,
05/31/2007,1051.690047,1045.643087,996.544761,,26.285824,10.560489,19.516434,3.536218,2.57,2.35,2.35,2.45,2.24,2.24,0.27,15.469451,15.156369,30.223734,36.523118,32.594204,
08/31/2007,1062.450986,1057.495875,1002.330181,,21.180645,7.9395,15.79719,2.259734,1.52,1.45,1.45,1.44,1.38,1.38,0.27,11.878321,11.258765,34.437353,32.142659,28.894509,
11/30/2007,1056.289659,999.553568,999.553568,,14.670549,-0.497222,9.317159,-5.853613,-3.61,-3.61,-3.61,-3.61,-3.61,-3.61,0.27,-19.458687,-19.699795,24.233883,28.561294,24.707238,
02/29/2008,1105.30155,1057.867487,1020.802234,,20.752306,8.152412,14.892209,2.168882,1.5,1.5,1.5,1.45,1.45,1.45,0.27,-18.701958,-19.030131,18.967674,29.114227,25.440116,
05/31/2008,1108.865416,1067.184178,1038.145038,,15.915888,6.2708,11.117907,1.392869,0.97,0.97,0.97,0.95,0.95,0.95,0.27,8.11351,7.655963,21.447147,30.114565,26.606475,
08/31/2008,1109.155431,1072.015729,1042.541501,,16.017588,7.720556,10.261462,1.868511,1.36,1.36,1.36,1.32,1.32,1.32,0.27,15.270375,14.970147,21.369413,31.25351,27.650768,
11/30/2008,1047.598394,1011.232326,1011.232326,,7.365271,1.808684,2.72341,-3.31279,-2.34,-2.24,-2.24,-2.34,-2.24,-2.24,0.27,67.407853,67.13393,75.080298,30.236778,27.241355,
03/31/2009,1081.607788,1011.74121,1011.74121,,5.145585,2.86338,1.812717,-0.622689,-0.57,-0.41,0.377122,-0.57,-0.41,0.377122,0.27,-32.143595,-33.257517,44.87856,27.102246,24.259256,
06/30/2009,1359.20401,1138.44449,1138.44449,,6.185633,4.565001,1.290357,-0.512981,-1.1,-1.36,0.104045,-1.1,-1.36,0.104045,0.067,-7.859847,-8.520398,25.75478,27.213722,18.098828,
09/30/2009,1358.900574,1300.070107,1294.298229,,7.588668,6.542542,2.559688,1.153521,0.39,0.51,0.998649,0.38,0.5,0.973474,0.05,-6.736469,-7.06715,21.053785,27.045393,17.731982,
12/31/2009,1360.595214,1297.0,1297.0,,6.190439,5.270625,1.727833,0.50347,0.29,0.18,0.464534,0.29,0.18,0.464534,0.05,3.266769,2.827294,23.512504,27.260863,18.28244,
03/31/2010,1398.469576,1626.207327,1314.60802,,7.941531,6.900916,3.070877,1.913118,1.07,1.12,0.865125,0.99,1.03,0.819879,0.05,16.051172,15.946198,25.369161,27.649511,18.949286,
06/30/2010,1397.007417,1748.208948,1317.686493,,7.26197,6.043167,3.298205,1.292417,1.2,0.802163,0.234009,1.09,0.791981,0.234009,0.05,6.292847,6.066693,26.017757,29.646228,21.29051,
09/30/2010,1512.989777,1443.100524,1377.230354,,6.192138,4.922924,2.319873,0.581602,-0.07,0.07,0.310936,-0.07,0.05,0.282992,0.04,-7.382207,-7.646506,21.887127,31.248724,23.59897,
12/31/2010,1512.022095,1448.0,1437.0,,6.565762,5.388309,1.715379,0.82881,0.42,0.44,0.852088,0.41,0.44,0.847079,0.05,14.893528,14.614475,31.490942,31.490281,23.94674,
03/31/2011,1545.064012,1472.307592,1456.015979,,6.474517,5.201866,2.151762,0.618812,0.51,0.52,0.289798,0.5,0.51,0.286507,0.05,-0.907957,-1.188861,34.049075,31.447888,24.118742,
06/30/2011,1929.032583,1464.295984,1464.295984,,7.673312,6.287663,2.990516,1.345356,-0.38,-0.36,-0.46507,-0.38,-0.36,-0.46507,0.05,-2.630616,-2.846419,26.306969,30.170045,24.354695,
09/30/2011,1927.539703,1868.743943,1848.246471,,6.177747,5.307734,3.095366,1.993782,1.16,1.15,0.010064,1.15,1.14,0.010064,0.05,8.691481,8.495079,27.966739,31.293778,25.546037,
12/31/2011,1926.98613,1850.0,1850.0,,3.832432,3.067568,0.635676,-0.246486,-0.15,-0.13,-0.414054,-0.15,-0.13,-0.414054,0.05,2.428108,2.311351,24.55233,31.417455,25.724108,
03/31/2012,1978.337922,1876.961836,1876.961836,,4.541914,3.68894,1.160386,0.107621,-0.06,-0.05,0.767197,-0.06,-0.05,0.767197,0.05,4.262207,4.149259,19.574512,30.740956,25.246445,
06/30/2012,1977.402742,1911.709377,1885.179182,,4.469071,3.682409,1.505427,0.497035,0.3,0.28,0.166058,0.29,0.28,0.166058,0.05,5.021273,4.902452,21.243017,31.016949,25.657899,
09/30/2012,1975.040372,1889.300631,1889.300631,,3.606626,2.794685,0.251945,-0.784947,-0.55,-0.55,0.341105,-0.55,-0.55,0.341105,0.05,2.805271,2.578203,18.524178,30.526465,25.196447,
12/31/2012,1974.042123,1937.0,1892.0,,4.366279,3.680233,1.332981,0.455074,0.3,0.34,0.492363,0.29,0.33,0.484646,0.05,1.053383,0.817125,23.760385,30.69894,25.413845,
03/31/2013,1960.582868,1940.264085,1901.204729,,4.92109,4.286756,1.656318,0.83263,0.49,0.5,0.647011,0.48,0.49,0.631785,0.05,2.36429,2.225957,21.882268,31.213167,25.945856,
06/30/2013,1959.32627,1951.362736,1907.737175,,5.021132,4.463403,1.685767,0.941429,0.42,0.44,0.31346,0.41,0.43,0.309059,0.05,7.289788,7.12205,24.089403,31.476636,26.269744,
09/30/2013,1953.350711,1964.81261,1909.350788,,4.769684,4.166861,1.510461,0.714903,0.46,0.45,0.515882,0.45,0.44,0.501583,0.05,-0.828554,-1.017623,29.580454,32.128383,26.955221,
12/31/2013,1944.868751,1970.0,1905.0,,4.671391,4.11811,0.671391,-0.106037,0.02,0.02,0.540026,0.02,0.02,0.51835,0.05,9.833596,9.63832,30.790253,32.239194,27.158645,
03/31/2014,1971.686139,1969.652798,1924.27016,,5.212885,4.675019,1.938917,1.231636,0.75,0.75,0.715232,0.74,0.74,0.702582,0.05,2.484578,2.484578,28.109951,32.383957,27.408013,
06/30/2014,1964.503356,1969.698239,1928.250328,,4.973939,4.464151,1.660054,1.001945,0.94,0.94,0.596396,0.92,0.92,0.579846,0.1,0.542461,0.32724,20.811876,33.461383,28.504914,
09/30/2014,1958.386188,1970.922473,1922.995835,,5.061893,4.631835,1.65523,1.154449,0.85,0.85,0.778473,0.83,0.83,0.760489,0.1,0.969321,0.906918,28.506124,34.159759,29.235807,
12/31/2014,1950.980142,1920.0,1920.0,,4.477604,4.04375,-0.877604,-1.526563,-0.91,-0.91,-0.064896,-0.91,-0.91,-0.068125,0.1,-3.440104,-3.679167,24.082254,33.25508,28.259129,
03/31/2015,1971.443739,1962.996441,1924.122199,,5.643093,5.181584,2.112132,1.483793,1.2,1.21,0.870527,1.18,1.18,0.85193,0.1,-6.784912,-6.951222,20.438321,33.803653,28.903183,
06/30/2015,1955.65532,1960.0,1919.0,,5.422616,5.064096,1.953101,1.421053,0.87,0.87,0.80667,0.85,0.85,0.789286,0.15,2.398124,2.241793,23.705097,34.524489,29.541504,
09/30/2015,1938.069312,1949.0,1904.0,,4.478466,4.116597,1.329832,0.77416,0.49,0.49,0.457458,0.48,0.48,0.444084,0.15,0.257353,0.076681,27.614079,34.966242,29.983964,
12/31/2015,1920.024027,1939.0,1889.0,,4.389095,4.13658,1.231339,0.761779,0.4,0.4,0.443621,0.39,0.39,0.430227,0.15,1.852832,1.636316,28.167877,35.240184,30.256913,
03/31/2016,1938.294368,1915.0,1883.0,,4.656399,4.206054,1.593733,0.922995,0.56,0.56,0.56,0.55,0.55,0.55,0.15,2.218269,2.050982,27.672783,35.33519,30.436553,
06/30/2016,1917.509492,1899.0,1866.0,,5.180064,4.775991,1.983387,1.330654,0.76,0.77,0.77,0.75,0.75,0.75,0.15,6.478564,6.301715,29.27391,36.294996,31.385503,
09/30/2016,1876.466446,1879.0,1838.0,,5.24864,4.850925,1.95321,1.29543,0.83,0.82,0.82,0.81,0.8,0.8,0.2,-4.59358,-4.754625,22.676664,37.106446,32.133801,
12/31/2016,1852.481601,1853.0,1806.0,,5.543743,4.998339,1.998893,1.243632,0.84,0.84,0.893272,0.81,0.81,0.86626,0.2,-1.374308,-1.559801,23.417776,36.99362,31.974407,
03/31/2017,1851.94259,1842.0,1801.0,,6.087729,5.424764,2.463076,1.559134,1.02,1.03,1.03,1.0,1.01,1.01,0.2,0.049972,-0.144364,23.140026,37.476324,32.491288,
06/30/2017,1839.578174,1830.0,1791.0,,6.062535,5.305974,2.485762,1.475154,0.89,0.89,0.89,0.87,0.87,0.87,0.2,-7.955891,-8.164154,24.276761,38.218544,33.240229,
09/30/2017,1812.472419,1818.0,1776.0,,6.059122,5.182432,2.528153,1.397523,0.95,0.95,0.95,0.93,0.93,0.93,0.25,3.158784,2.903153,26.588543,38.873971,33.863688,
12/31/2017,1788.086805,1796.0,1752.0,,6.328767,5.420662,2.554224,1.410388,0.29,0.293379,1.105194,0.29,0.288886,1.080813,0.25,0.917808,0.659817,25.817539,38.516586,33.458107,
03/31/2018,1773.934393,1771.0,1740.0,,7.464368,6.381034,3.272989,1.965517,1.48,1.48,1.48,1.45,1.46,1.46,0.25,7.268966,7.033333,29.34325,39.750061,34.601618,
06/30/2018,1749.653071,1748.0,1720.0,,7.525,6.136628,3.496512,1.807558,1.32,1.319186,1.319186,1.3,1.301144,1.301144,0.25,-7.400581,-7.690116,27.938682,40.34457,35.186976,
09/30/2018,1725.792278,1727.0,1697.0,,7.404243,5.818503,3.541544,1.680024,1.19,1.190336,1.190336,1.17,1.170579,1.170579,0.3,8.582793,8.315852,34.348862,40.667119,35.498478,
12/31/2018,1699.828943,1705.0,1674.0,,6.978495,5.113501,3.25448,1.109319,0.81,0.812425,0.843333,0.8,0.799413,0.82976,0.3,-4.28853,-4.589606,30.497186,42.196011,36.989016,
03/31/2019,1685.996391,1677.0,1658.0,,8.201448,6.225573,4.256936,1.782268,1.41,1.41,1.41,1.39,1.39,1.39,0.3,10.278046,9.958987,29.63826,42.825714,37.624043,
