Date,Total Assets,"Cash, Cash Equivalents & STI",Cash & Cash Equivalents,ST Investments,Accounts & Notes Receiv,"Accounts Receivable, Net","Notes Receivable, Net",Inventories,Raw Materials,Work In Process,Finished Goods,Other Inventory,Other ST Assets,Derivative & Hedging Assets,Deferred Tax Assets,Misc ST Assets,Total Current Assets,"Property, Plant & Equip, Net","Property, Plant & Equip",Accumulated Depreciation,LT Investments & Receivables,Other LT Assets,Total Intangible Assets,Goodwill,Other Intangible Assets,Prepaid Pension Costs,Investments in Affiliates,Misc LT Assets,Total Noncurrent Assets,Liabilities & Shareholders' Equity,Payables & Accruals,Accounts Payable,Accrued Taxes,Interest & Dividends Payable,Other Payables & Accruals,ST Debt,ST Borrowings,ST Lease Liabilities,ST Finance Leases,ST Operating Leases,Current Portion of LT Debt,Other ST Liabilities,Deferred Revenue,Derivatives & Hedging,Deferred Tax Liabilities,Misc ST Liabilities,Total Current Liabilities,LT Debt,LT Borrowings,LT Lease Liabilities,LT Finance Leases,LT Operating Leases,Other LT Liabilities,Accrued Liabilities,Pension Liabilities,Misc LT Liabilities,Total Noncurrent Liabilities,Total Liabilities,Preferred Equity and Hybrid Capital,Share Capital & APIC,Common Stock,Additional Paid in Capital,Treasury Stock,Retained Earnings,Other Equity,Equity Before Minority Interest,Minority/Non Controlling Interest,Total Equity,Total Liabilities & Equity,Source: Bloomberg
10/03/1993,312.600006,2.4,2.4,0.0,47.0,,,36.299999,,,,,11.0,,,,96.699997,174.100006,,,0.0,41.799999,,,,,,41.799999,215.900005,,16.200001,16.200001,,,,7.7,,,,,,27.899999,,,,27.899999,51.799999,30.6,,,,,36.5,,,36.5,67.1,118.9,0.0,,,,,,183.100006,183.100006,10.6,193.700006,312.600006,
12/31/1993,309.200012,5.2,5.2,0.0,43.299999,,,34.5,,,,,12.0,,,,95.0,172.800003,322.799988,-150.0,0.0,41.400002,,,,,,41.400002,214.200005,,14.1,14.1,,,,7.7,,,,,,26.799998,,,,26.799998,48.599998,24.6,,,,,37.0,,,37.0,61.6,110.199999,0.0,24.200001,,,-17.0,,180.899994,188.099995,10.9,198.999994,309.199993,
03/31/1994,326.399994,6.9,6.9,0.0,51.5,,,36.5,,,,,12.5,,,,107.400002,173.600006,,,0.0,45.400002,,,,,,45.400002,219.000008,,14.3,14.3,,,,11.0,,,,,,29.900001,,,,29.900001,55.200001,25.200001,,,,,38.099998,,,38.099998,63.299999,118.5,0.0,,,,,,195.800003,195.800003,12.1,207.900003,326.400003,
06/30/1994,351.700012,8.8,8.8,0.0,54.900002,,,38.099998,,,,,13.8,,,,115.599998,186.100006,,,0.0,50.0,,,,,,50.0,236.100006,,15.2,15.2,,,,20.9,,,,,,32.099998,,,,32.099998,68.199997,26.0,,,,,40.0,,,40.0,66.0,134.199997,0.0,,,,,,203.800003,203.800003,13.7,217.500003,351.7,
09/30/1994,363.700012,15.4,15.4,0.0,53.900002,,,37.700001,,,,,12.8,,,,119.800003,188.899994,,,0.0,55.0,,,,,,55.0,243.899994,,14.1,14.1,,,,27.1,,,,,,32.299999,,,,32.299999,73.5,23.200001,,,,,41.599998,,,41.599998,64.799999,138.299999,0.0,,,,,,210.699997,210.699997,14.7,225.399997,363.699996,
12/31/1994,397.399994,27.200001,27.200001,0.0,57.799999,,,38.099998,,,,,13.6,,,,136.699997,192.199997,366.799988,-174.600006,0.0,68.5,,,,,,68.5,260.699997,,19.299999,19.299999,,,,21.9,,,,,,45.100004,,,,45.100004,86.300003,35.900002,,,,,46.0,,,46.0,81.900002,168.200005,0.0,27.4,,,-7.0,,206.899994,227.299994,1.9,229.199993,397.399998,
03/31/1995,421.600006,28.9,28.9,0.0,59.0,,,46.200001,,,,,13.5,,,,147.600006,200.300003,,,0.0,73.699997,,,,,,73.699997,274.0,,17.0,17.0,,,,12.8,,,,,,29.100001,,,,29.100001,58.900002,72.0,,,,,48.900002,,,48.900002,120.900002,179.800003,0.0,,,,,,239.5,239.5,2.3,241.8,421.600003,
06/30/1995,485.100006,15.3,15.3,0.0,66.199997,,,51.900002,,,,,22.700001,,,,156.100006,230.5,,,0.0,98.5,,,,,,98.5,329.0,,19.200001,19.200001,,,,42.200001,,,,,,32.400002,,,,32.400002,93.800003,82.099998,,,,,57.400002,,,57.400002,139.5,233.300003,0.0,,,,,,249.100006,249.100006,2.7,251.800006,485.100009,
09/30/1995,477.700012,17.299999,17.299999,0.0,65.800003,,,50.5,,,,,21.5,,,,155.100006,231.600006,,,0.0,91.0,,,,,,91.0,322.600006,,19.700001,19.700001,,,,14.2,,,,,,28.3,,,,28.3,62.200001,105.5,,,,,57.200001,,,57.200001,162.700001,224.900002,0.0,,,,,,250.0,250.0,2.8,252.8,477.700001,
12/31/1995,480.100006,17.4,17.4,0.0,67.900002,,,48.299999,,,,,14.8,,,,148.399994,229.300003,440.100006,-210.800003,0.0,102.400002,,,,,,102.400002,331.700005,,22.5,22.5,,,,9.8,,,,,,29.499999,,,,29.499999,61.799999,104.5,,,,,59.5,,,59.5,164.0,225.799999,0.0,27.700001,,,-4.2,,230.599994,254.099995,0.2,254.299995,480.099994,
03/31/1996,469.700012,14.3,14.3,0.0,69.800003,,,50.400002,,,,,16.9,,,,151.399994,211.5,426.899994,-215.399994,0.0,106.800003,,,,,,106.800003,318.300003,,22.6,22.6,,,,10.5,,,,,,40.700003,,,,40.700003,73.800003,97.900002,,,,,55.900002,,,55.900002,153.800003,227.600006,0.0,,,,,,241.899994,241.899994,0.2,242.099994,469.7,
06/30/1996,467.399994,15.0,15.0,0.0,72.199997,,,49.200001,,,,,12.7,,,,149.100006,211.199997,429.799988,-218.600006,0.0,107.099998,,,,,,107.099998,318.299995,,23.5,23.5,,,,9.1,,,,,,35.200003,,,,35.200003,67.800003,106.900002,,,,,54.799999,,,54.799999,161.700001,229.500004,0.0,,,,,,237.699997,237.699997,0.2,237.899997,467.400001,
09/30/1996,468.0,22.1,22.1,0.0,68.699997,,,45.099998,,,,,11.8,,,,147.699997,211.199997,434.899994,-223.699997,0.0,109.099998,,,,,,109.099998,320.299995,,23.299999,23.299999,,,,12.9,,,,,,38.499998,,,,38.499998,74.699997,95.0,,,,,54.200001,,,54.200001,149.200001,223.899998,0.0,,,,,,243.800003,243.800003,0.3,244.100003,468.000001,
12/31/1996,477.399994,27.299999,27.299999,0.0,69.300003,,,44.0,,,,,16.1,,,,156.699997,210.300003,431.600006,-221.300003,0.0,110.400002,,,,,,110.400002,320.700005,,23.9,23.9,,,,2.9,,,,,,38.799999,,,,38.799999,65.599998,95.5,,,,,64.0,,,64.0,159.5,225.099998,0.0,28.200001,,,-10.6,,234.400003,252.000004,0.3,252.300004,477.400002,
03/31/1997,476.5,28.9,28.9,0.0,76.800003,,,43.700001,,,,,17.9,,,,167.300003,202.300003,424.100006,-221.800003,0.0,106.900002,,,,,,106.900002,309.200005,,21.6,21.6,,,,2.3,,,,,,45.799997,,,,45.799997,69.699997,90.599998,,,,,62.5,,,62.5,153.099998,222.799995,0.0,,,,,,253.399994,253.399994,0.3,253.699994,476.499989,
06/30/1997,475.600006,41.400002,41.400002,0.0,70.800003,,,40.099998,,,,,15.4,,,,167.699997,201.399994,428.299988,-226.899994,0.0,106.5,,,,,,106.5,307.899994,,21.6,21.6,,,,1.9,,,,,,40.699997,,,,40.699997,64.199997,89.099998,,,,,62.5,,,62.5,151.599998,215.799995,0.0,,,,,,259.399994,259.399994,0.4,259.799994,475.599989,
09/30/1997,485.799988,53.099998,53.099998,0.0,62.400002,,,39.599998,,,,,19.5,,,,174.600006,199.899994,431.600006,-231.699997,0.0,111.300003,,,,,,111.300003,311.199997,,16.700001,16.700001,,,,2.4,,,,,,47.300001,,,,47.300001,66.400002,88.0,,,,,56.200001,,,56.200001,144.200001,210.600002,0.0,,,,,,274.799988,274.799988,0.4,275.199988,485.79999,
12/31/1997,477.899994,52.299999,52.299999,0.0,60.400002,,,38.299999,,,,,19.700001,,,,170.699997,202.199997,428.600006,-226.399994,0.0,105.0,,,,,,105.0,307.199997,,18.6,18.6,,,,1.6,,,,,,37.8,,,,37.8,58.0,87.400002,,,,,54.400002,,,54.400002,141.800003,199.800003,0.0,28.200001,,,-6.5,,256.0,277.700001,0.4,278.100001,477.900004,
03/31/1998,508.399994,66.400002,66.400002,0.0,70.0,,,43.200001,,,,,19.9,,,,199.5,201.600006,434.0,-232.399994,0.0,107.300003,,,,,,107.300003,308.900009,,18.6,18.6,,,,40.900002,,,,,,45.199995,,,,45.199995,104.699997,84.900002,,,,,54.700001,,,54.700001,139.600002,244.299999,0.0,,,,,,264.100006,264.100006,0.0,264.100006,508.400005,
06/30/1998,496.5,48.599998,48.599998,0.0,69.800003,,,42.799999,,,,,20.700001,,,,181.899994,205.600006,444.399994,-238.800003,0.0,109.0,,,,,,109.0,314.600006,,15.7,15.7,,,,16.4,,,,,,43.099998,,,,43.099998,75.199997,95.199997,,,,,55.0,,,55.0,150.199997,225.399994,0.0,,,,,,271.100006,271.100006,0.0,271.100006,496.5,
09/30/1998,521.700012,50.0,50.0,0.0,71.199997,,,44.799999,15.3,13.9,15.6,,20.299999,,,,186.300003,213.800003,466.700012,-252.899994,0.0,121.599998,36.200001,,,,,85.399998,335.400002,,16.200001,16.200001,,,,17.799999,,,,,,57.5,,,,57.5,91.5,94.900002,,,,,55.900002,,,55.900002,150.800003,242.300003,0.0,,,,,,279.399994,279.399994,0.0,279.399994,521.699997,
12/31/1998,505.600006,31.299999,31.299999,0.0,64.400002,,,43.5,14.1,13.7,15.7,,20.5,,,,159.699997,220.300003,472.200012,-251.899994,0.0,125.599998,61.200001,,,,,64.399998,345.900002,,20.799999,20.799999,,,,36.099998,,,,,,47.299999,,,,47.299999,104.199997,105.0,,,,,65.699997,,,65.699997,170.699997,274.899994,0.0,37.200001,,,-63.599998,,256.499992,230.099995,0.6,230.699995,505.599989,
03/31/1999,500.299988,33.0,33.0,0.0,68.099998,,,41.200001,16.1,11.4,13.7,,20.200001,,,,162.5,212.898438,464.5,-251.600006,0.0,124.900002,58.099998,58.099998,0.0,,,66.800003,337.798439,,18.4,18.4,,,,0.7,,,,,,48.499999,,,,48.499999,67.599998,139.600006,,,,,65.300003,,,65.300003,204.900009,272.500008,0.0,,,,,,227.300003,227.300003,0.5,227.800003,500.300011,
06/30/1999,530.0,39.6,39.6,0.0,75.2,75.2,,40.5,13.0,13.7,13.8,0.0,21.1,,,,176.4,214.5,471.7,-257.2,,139.1,71.3,71.3,0.0,,15.5,52.3,353.6,,19.9,19.9,,,,5.1,,,,,,53.2,,,,53.2,78.2,160.3,,,,,66.0,,,66.0,226.3,304.5,,,,,,,224.9,224.9,0.6,225.5,530.0,
09/30/1999,540.9,37.5,37.5,0.0,74.9,74.9,,42.0,13.2,14.8,14.0,0.0,21.4,,,,175.8,222.4,486.7,-264.3,,142.7,71.0,71.0,0.0,,17.1,54.6,365.1,,18.3,18.3,,,,8.2,,,,,,57.1,,,,57.1,83.6,155.4,,,,,66.7,,,66.7,222.1,305.7,,,,,,,234.6,234.6,0.6,235.2,540.9,
12/31/1999,551.8,45.3,45.3,0.0,74.6,74.6,,42.1,15.3,12.8,14.0,0.0,22.7,,,,184.7,227.6,489.2,-261.6,,139.5,66.5,66.5,0.0,,20.2,52.8,367.1,,25.5,25.5,,,,29.6,29.6,0.0,0.0,,,48.9,,,,48.9,104.0,141.5,141.5,0.0,0.0,,74.3,,,74.3,215.8,319.8,,36.0,,,-77.6,278.1,-5.3,231.2,0.8,232.0,551.8,
03/31/2000,562.8,55.0,55.0,0.0,69.3,69.3,,43.1,14.1,14.8,14.2,0.0,26.0,,,,193.4,228.7,491.8,-263.1,0.0,140.7,64.4,64.4,0.0,,20.6,55.7,369.4,,22.4,22.4,,,,64.3,,,,,,46.8,,,,46.8,133.5,130.7,,,,,73.1,,,73.1,203.8,337.3,0.0,,,,,,224.7,224.7,0.8,225.5,562.8,
06/30/2000,555.799988,37.299999,37.299999,0.0,69.800003,,,43.700001,13.3,14.4,16.0,0.0,27.299999,,,,178.100006,233.100006,500.5,-267.399994,0.0,144.600006,63.200001,63.200001,0.0,,,81.400005,377.700012,,22.6,22.6,,,,11.9,,,,,,52.099998,,,,52.099998,86.599998,172.600006,,,,,72.300003,,,72.300003,244.900009,331.500008,0.0,,,,,,223.5,223.5,0.8,224.3,555.800008,
09/30/2000,562.0,41.599998,41.599998,0.0,67.800003,,,41.599998,12.8,13.5,15.3,0.0,31.9,,,,182.899994,235.699997,505.200012,-269.5,0.0,143.399994,60.5,60.5,0.0,,,82.899994,379.099991,,25.700001,25.700001,,,,0.5,,,,,,51.899998,,,,51.899998,78.099998,192.0,,,,,71.599998,,,71.599998,263.599998,341.699997,0.0,,,,,,219.399994,219.399994,0.9,220.299994,561.999991,
12/31/2000,549.099976,42.700001,42.700001,0.0,53.700001,,,34.799999,17.299999,5.5,12.0,0.0,27.6,,,,158.800003,201.600006,451.0,-249.399994,0.0,188.699997,34.900002,34.900002,0.0,,,153.799995,390.300003,,23.5,23.5,,,,3.6,,,,,,43.9,,,,43.9,71.0,195.800003,,,,,76.5,,,76.5,272.300003,343.300003,0.0,36.400002,,,-86.900002,,255.299995,204.799995,1.0,205.799995,549.099998,
03/31/2001,556.299988,37.799999,37.799999,0.0,70.699997,,,43.099998,15.5,9.9,17.700001,0.0,22.200001,,,,173.800003,233.699997,517.900024,-284.200012,0.0,148.800003,49.799999,42.5,7.299999,,,99.000004,382.5,,25.4,25.4,,,,13.9,13.9,0.0,0.0,,,47.500004,,,,47.500004,86.800003,195.199997,195.199997,0.0,0.0,,75.699997,,,75.699997,270.899994,357.699997,0.0,,,,,,197.699997,197.699997,0.9,198.599997,556.299994,
06/30/2001,555.6,39.3,39.3,,69.7,69.7,,41.3,15.0,10.2,16.1,0.0,22.3,,,,172.6,234.1,515.4,-281.3,,148.9,48.6,48.6,0.0,,20.4,79.9,383.0,,26.2,26.2,,,,14.9,,,,,,49.6,,,,49.6,90.7,195.1,,,,,74.8,,,74.8,269.9,360.6,,35.9,,,-86.0,273.2,-29.1,194.0,1.0,195.0,555.6,
09/30/2001,576.5,41.599998,41.599998,0.0,75.0,,,42.400002,16.5,10.4,15.5,0.0,24.200001,,,,183.199997,241.399994,531.0,-289.600006,0.0,151.899994,50.0,50.0,0.0,,,101.899994,393.299988,,24.0,24.0,,,,24.5,,,,,,52.199997,,,,52.199997,100.699997,195.399994,,,,,75.300003,,,75.300003,270.699997,371.399994,0.0,35.900002,,,-85.699997,,253.899994,204.099998,1.0,205.099998,576.499992,
12/31/2001,511.299988,42.099998,42.099998,0.0,61.799999,,,34.299999,12.3,6.3,15.7,0.0,20.299999,,,,158.5,210.300003,459.5,-249.199997,0.0,142.5,32.599998,32.599998,0.0,,,109.900002,352.800003,,22.6,22.6,,,,8.7,8.7,0.0,0.0,,,44.000003,,,,44.000003,75.300003,184.300003,184.300003,0.0,0.0,,74.900002,,,74.900002,259.200005,334.500008,0.0,35.900002,,,-85.699997,,226.599991,176.799995,0.0,176.799995,511.300003,
03/31/2002,506.700012,28.9,28.9,0.0,70.900002,,,36.5,12.1,7.5,16.9,0.0,16.1,,,,152.399994,211.600006,465.799988,-254.199997,0.0,142.699997,32.099998,32.099998,0.0,,,110.599998,354.300003,,22.0,22.0,,,,15.0,15.0,0.0,0.0,,,46.699997,,,,46.699997,83.699997,171.399994,171.399994,0.0,0.0,,75.0,,,75.0,246.399994,330.099991,0.0,35.5,,,-83.300003,,224.400009,176.600006,0.0,176.600006,506.699997,
06/30/2002,525.099976,28.0,28.0,0.0,70.699997,,,40.400002,13.4,7.6,19.4,0.0,14.4,,,,153.5,222.5,491.799988,-269.299988,0.0,149.100006,43.400002,35.599998,7.800003,,,105.700005,371.600006,,20.4,20.4,,,,13.3,13.3,0.0,0.0,,,49.8,,,,49.8,83.5,172.0,172.0,0.0,0.0,,75.800003,,,75.800003,247.800003,331.300003,0.0,35.5,,,-82.099998,,240.400002,193.800003,0.0,193.800003,525.100006,
09/30/2002,516.4,35.7,35.7,0.0,63.2,63.2,,40.4,14.7,7.4,18.3,0.0,15.4,,,,154.7,217.3,490.0,-272.7,0.0,144.4,42.8,35.1,7.7,,18.9,82.7,361.7,,19.7,19.7,,,,6.1,,,,,,49.3,,,,49.3,75.1,172.0,,,,,75.6,,,75.6,247.6,322.7,0.0,35.5,,,-82.1,260.6,-20.3,193.7,0.0,193.7,516.4,
12/31/2002,536.799988,33.200001,33.200001,0.0,66.199997,,,41.299999,15.0,7.4,18.9,0.0,20.6,,,,161.300003,223.300003,499.600006,-276.299988,0.0,152.199997,44.5,35.5,9.0,,,107.699997,375.5,,19.200001,19.200001,,,,15.8,15.8,0.0,0.0,,,52.699996,,,,52.699996,87.699997,159.199997,159.199997,0.0,0.0,,88.400002,,,88.400002,247.599998,335.299995,0.0,35.200001,,,-81.5,,247.800003,201.500004,0.0,201.500004,536.799999,
03/31/2003,541.900024,37.099998,37.099998,0.0,72.599998,,,42.400002,14.9,8.7,18.799999,0.0,20.4,,,,172.5,213.699997,497.700012,-284.0,0.0,155.699997,45.200001,36.299999,8.900002,,,110.499996,369.399994,,21.6,21.6,,,,12.9,12.9,0.0,0.0,,,58.199997,,,,58.199997,92.699997,160.699997,160.699997,0.0,0.0,,81.5,,,81.5,242.199997,334.899994,0.0,35.200001,,,-81.5,,253.300003,207.000004,0.0,207.000004,541.899998,
06/30/2003,567.400024,44.299999,44.299999,0.0,80.900002,,,45.0,16.9,10.1,18.0,0.0,19.1,,,,189.300003,222.100006,516.599976,-294.5,0.0,156.0,47.099998,38.200001,8.899998,,,108.900002,378.100006,,21.9,21.9,,,,15.5,15.5,0.0,0.0,,,61.699999,,,,61.699999,99.099998,164.100006,164.100006,0.0,0.0,,82.5,,,82.5,246.600006,345.700005,0.0,35.200001,,,-81.099998,266.100006,1.499992,221.700001,0.0,221.700001,567.400005,
09/30/2003,575.6,54.5,54.5,,76.3,76.3,,45.9,17.0,10.3,18.6,0.0,16.7,,,,193.4,232.9,524.4,-291.5,,149.3,47.4,38.6,8.8,,20.2,81.7,382.2,,25.1,25.1,,,,16.2,,,,,,62.9,,,,62.9,104.2,162.7,,,,,83.1,,,83.1,245.8,350.0,,34.8,,,-79.3,267.2,2.9,225.6,,225.6,575.6,
12/31/2003,623.599976,37.799999,37.799999,0.0,72.300003,,,47.599998,17.299999,8.6,21.700001,0.0,59.0,,,,216.699997,251.100006,551.700012,-300.600006,0.0,155.800003,40.900002,39.5,1.400002,,,114.900002,406.900009,,28.6,28.6,,,,8.0,8.0,0.0,0.0,,,82.300001,,,,82.300001,118.900002,167.0,167.0,0.0,0.0,,80.099998,,,80.099998,247.099998,366.0,0.0,34.400002,,,-76.900002,281.200012,18.899986,257.599998,0.0,257.599998,623.599998,
03/31/2004,604.799988,40.599998,40.599998,0.0,83.699997,,,52.200001,18.700001,10.7,22.799999,0.0,18.299999,,,,194.800003,259.700012,572.700012,-313.0,0.0,150.300003,48.200001,41.200001,7.0,,,102.100002,410.000015,,26.6,26.6,,,,3.6,3.6,0.0,0.0,,,79.600003,,,,79.600003,109.800003,148.600006,148.600006,0.0,0.0,,83.300003,,,83.300003,231.900009,341.700012,0.0,33.900002,,,-71.400002,285.0,15.599998,263.099998,0.0,263.099998,604.800011,
06/30/2004,618.299988,52.900002,52.900002,0.0,81.0,,,55.5,18.4,10.6,26.5,0.0,19.1,,,,208.5,261.399994,577.700012,-316.299988,0.0,148.399994,47.5,40.799999,6.700001,,,100.899994,409.799988,,24.5,24.5,,,,4.8,4.8,0.0,0.0,,,78.799998,,,,78.799998,108.099998,153.199997,153.199997,0.0,0.0,,84.699997,,,84.699997,237.899994,345.999992,0.0,35.700001,,,-58.799999,289.5,5.900005,272.300007,0.0,272.300007,618.299999,
09/30/2004,636.2,63.3,63.3,0.0,78.8,,,57.9,19.6,11.0,27.3,0.0,18.9,,,,218.9,269.8,592.3,-322.5,0.0,147.5,47.7,41.3,6.4,,,99.8,417.3,,26.2,26.2,,,,0.3,0.3,0.0,0.0,,,80.8,,,,80.8,107.3,162.4,162.4,0.0,0.0,,85.6,,,85.6,248.0,355.3,0.0,35.7,,,-57.3,290.5,12.0,280.9,0.0,280.9,636.2,
12/31/2004,658.7,68.8,68.8,0.0,72.9,72.9,,56.7,18.3,9.6,28.8,0.0,28.1,,,,226.5,283.8,605.1,-321.3,0.0,148.4,43.7,42.4,1.3,,,104.7,432.2,,29.3,29.3,,,,10.0,10.0,0.0,0.0,,,77.2,,,,77.2,116.5,150.8,150.8,0.0,0.0,,90.3,,,90.3,241.1,357.6,0.0,36.3,,,-55.9,287.5,33.2,301.1,0.0,301.1,658.7,
03/31/2005,650.0,54.0,54.0,0.0,84.3,84.3,,62.5,22.2,12.0,28.3,0.0,22.2,,,,223.0,277.5,594.6,-317.1,0.0,149.5,45.4,44.1,1.3,,,104.1,427.0,,23.4,23.4,,,,0.0,,,,,,75.6,,,,75.6,99.0,152.7,,,,,90.6,,,90.6,243.3,342.3,0.0,34.3,,,-102.8,594.8,-218.6,307.7,0.0,307.7,650.0,
