Date,Revenue,Sales & Services Revenue,Cost of Revenue,Cost of Goods & Services,Gross Profit,Other Operating Income,Operating Expenses,"Selling, General & Admin",Research & Development,Other Operating Expense,Operating Income (Loss),Non-Operating (Income) Loss,"Interest Expense, Net",Interest Expense,Interest Income,Foreign Exch (Gain) Loss,(Income) Loss from Affiliates,Other Non-Op (Income) Loss,Pretax Income,Income Tax Expense (Benefit),Income (Loss) from Cont Ops,Net Extraordinary Losses (Gains),Discontinued Operations,XO & Accounting Changes,Income (Loss) Incl. MI,Minority Interest,"Net Income, GAAP",Preferred Dividends,Other Adjustments,"Net Income Avail to Common, GAAP","Net Income Avail to Common, Adj",Net Abnormal Losses (Gains),Basic Weighted Avg Shares,"Basic EPS, GAAP",Basic EPS from Cont Ops,"Basic EPS from Cont Ops, Adjusted",Diluted Weighted Avg Shares,"Diluted EPS, GAAP",Diluted EPS from Cont Ops,"Diluted EPS from Cont Ops, Adjusted",Source: Bloomberg
12/31/1989,111.710991,,,,,,,,,,,,,,,,,,,,,,,,,,-2.064,,,-2.064,-2.064,,117.575989,-0.0175,-0.0175,,117.575989,-0.0175,-0.0175,-0.0175,
03/31/1990,113.169998,,-69.387001,,43.782997,,-49.471001,,,,-5.688,-1.151,,1.353,,,,-0.202,-6.839,2.188,-4.651,0.0,,,-4.651,0.0,-4.651,0.0,,-4.651,-4.651,,118.751999,-0.04,-0.04,,118.751999,-0.04,-0.04,-0.04,
06/30/1990,108.475998,,-67.855003,,40.620995,,-49.376999,,,,-8.756,-1.429,,1.569,,,,-0.14,-10.185,3.259,-6.926,0.0,,,-6.926,0.0,-6.926,0.0,,-6.926,-6.926,,118.975998,-0.0575,-0.0575,,118.975998,-0.0575,-0.0575,-0.0575,
09/29/1990,116.981003,,-72.780998,,44.200005,,-48.855999,,,,-4.656,-3.266,,1.522,,,,1.744,-7.922,0.0,-7.922,0.0,,,-7.922,0.0,-7.922,0.0,,-7.922,-7.922,,119.639999,-0.065,-0.065,,119.639999,-0.065,-0.065,-0.065,
12/31/1990,120.25,,-72.677002,,47.572998,,-49.200001,,,,-1.627,-1.294,,1.568,,,,-0.274,-2.921,1.088,-1.833,0.0,,,-1.833,0.0,-1.833,0.0,,-1.833,-1.833,,118.654,-0.015,-0.015,-0.015,118.654,-0.015,-0.015,-0.015,
03/30/1991,117.560997,,-69.471001,,48.089996,,-47.436001,,,,0.654,-1.131,,1.285,,,,-0.154,-0.477,0.0,-0.477,0.0,,,-0.477,0.0,-0.477,0.0,,-0.477,-0.477,,121.043999,-0.005,-0.005,,121.043999,-0.005,-0.005,-0.005,
06/29/1991,130.524002,,-76.690002,,53.834,,-47.945999,,,,5.888,-1.183,,1.376,,,,-0.193,4.705,-0.423,4.282,0.0,,,4.282,0.0,4.282,0.0,,4.282,4.282,,123.751999,0.035,0.035,,123.751999,0.035,0.035,0.035,
09/28/1991,130.313004,,-75.474998,,54.838005,,-46.102001,,,,8.736,-0.908,,1.361,,,,-0.453,7.828,-0.783,7.045,0.0,,,7.045,0.0,7.045,0.0,,7.045,7.045,,124.164001,0.0575,0.0575,,124.164001,0.0575,0.0575,0.0575,
12/31/1991,130.524994,,-74.718002,,55.806992,,-47.018002,,,,8.789,-0.563,,1.183,,,,-0.62,8.226,-0.823,7.403,0.0,,,7.403,0.0,7.403,0.0,,7.403,7.403,,124.39,0.0575,0.0575,0.0575,124.39,0.0575,0.0575,0.0575,
03/29/1992,133.923996,,-77.087997,,56.835999,,-47.682999,,,,9.153,-0.273,,1.04,,,,-0.767,8.88,-1.776,7.104,0.0,,,7.104,0.0,7.104,0.0,,7.104,7.104,,135.352005,0.0525,0.0525,,135.352005,0.0525,0.0525,0.0525,
