Date,Basic Shares Outstanding,Diluted Weighted Avg Shares,Basic Weighted Avg Shares,Per Share Data Items,Revenue,EBITDA,Operating Income,Net Income to Common - Basic,Net Income before XO - Basic,Normalized Net Income - Basic,Net Income to Common - Diluted,Net Income before XO - Diluted,Normalized Net Income - Diluted,Dividends,Cash Flow,Free Cash Flow,Cash & Equivalents,Book Value,Tangible Book Value,Source: Bloomberg
12/31/1989,472.644012,472.800018,472.800018,,2.264805,0.199662,0.119289,0.055833,0.055833,,0.055833,0.055833,0.055833,0.025,0.087563,,0.041046,2.114065,,
03/31/1990,472.716019,472.800018,472.800018,,2.29357,0.154822,0.071489,0.0125,0.0125,,0.0125,0.0125,0.0125,0.025,0.237944,,0.135388,2.104223,,
06/30/1990,472.943985,474.0,474.0,,2.473418,0.222996,0.13692,0.0525,0.0525,,0.0525,0.0525,0.0525,0.025,0.190928,,0.071256,2.136194,,
09/30/1990,472.800024,472.871976,472.871976,,2.487777,0.287816,0.154164,0.056667,0.056667,0.056667,0.056667,0.056667,0.056667,0.025,0.176581,,0.114848,1.821277,,
12/31/1990,473.171997,474.0,474.0,,2.422574,0.218143,0.121308,0.0475,0.0475,,0.0475,0.0475,0.0475,0.025833,0.160127,,0.158082,2.22435,,
03/31/1991,473.31601,474.0,474.0,,2.264768,0.17616,0.070886,0.016667,0.016667,,0.016667,0.016667,0.016667,0.025833,0.1,,0.103102,2.210574,,
06/30/1991,473.640015,475.199982,475.199982,,2.39436,0.236111,0.127525,0.0575,0.0575,,0.0575,0.0575,0.0575,0.025833,0.156145,,0.094164,2.216451,,
09/30/1991,475.199976,474.42,474.42,,2.52814,0.266852,0.162514,0.060833,0.060833,0.060833,0.060833,0.060833,0.060833,0.025833,0.225749,,0.192971,1.872896,,
12/31/1991,475.943985,477.599991,477.599991,,2.544807,0.237018,0.132328,0.055,0.055,,0.055,0.055,0.055,0.026667,0.186977,,0.067445,2.291446,,
03/31/1992,478.115982,480.0,480.0,,2.465625,0.179583,0.078125,0.03,0.03,,0.03,0.03,0.03,0.026667,0.0675,,0.014013,2.301952,,
06/30/1992,480.863983,483.599991,483.599991,,2.702647,0.259305,0.150538,0.070833,0.070833,,0.070833,0.070833,0.070833,0.026667,0.236559,,0.0183,2.347441,,
