Date,Revenue,Sales & Services Revenue,Cost of Revenue,Cost of Goods & Services,Gross Profit,Other Operating Income,Operating Expenses,"Selling, General & Admin",General & Administrative,Depreciation & Amortization,Other Operating Expense,Operating Income (Loss),Non-Operating (Income) Loss,"Interest Expense, Net",Interest Expense,Interest Income,Foreign Exch (Gain) Loss,(Income) Loss from Affiliates,Other Non-Op (Income) Loss,Pretax Income,Income Tax Expense (Benefit),Income (Loss) from Cont Ops,Net Extraordinary Losses (Gains),Discontinued Operations,XO & Accounting Changes,Income (Loss) Incl. MI,Minority Interest,"Net Income, GAAP",Preferred Dividends,Other Adjustments,"Net Income Avail to Common, GAAP","Net Income Avail to Common, Adj",Net Abnormal Losses (Gains),Basic Weighted Avg Shares,"Basic EPS, GAAP",Basic EPS from Cont Ops,"Basic EPS from Cont Ops, Adjusted",Diluted Weighted Avg Shares,"Diluted EPS, GAAP",Diluted EPS from Cont Ops,"Diluted EPS from Cont Ops, Adjusted",Source: Bloomberg
03/31/2011,6387.0,6387.0,-4625.0,4625.0,1762.0,0.0,-1258.0,485.0,485.0,340.0,433.0,504.0,-136.0,136.0,150.0,-14.0,,65.0,0.0,368.0,-123.0,310.0,-49.0,-49.0,0.0,359.0,-5.0,354.0,0.0,0.0,354.0,332.0,27.0,430.2,0.82,0.71,0.771734,433.8,0.81,0.7,0.762241,
06/30/2011,6648.0,6648.0,-4880.0,4880.0,1768.0,0.0,-1338.0,484.0,484.0,336.0,518.0,430.0,-137.0,137.0,150.0,-13.0,,52.0,0.0,293.0,-118.0,227.0,0.0,0.0,0.0,227.0,-8.0,219.0,0.0,0.0,219.0,333.0,114.0,428.6,0.51,0.51,0.776948,430.5,0.51,0.51,0.774808,
09/30/2011,6632.0,6632.0,-4793.0,4793.0,1839.0,0.0,-1328.0,477.0,477.0,335.0,516.0,511.0,-130.0,130.0,144.0,-14.0,,0.0,0.0,381.0,84.0,465.0,0.0,0.0,0.0,465.0,3.0,468.0,0.0,0.0,468.0,224.45,-243.55,432.3,1.08,1.08,0.5192,435.2,1.08,1.08,0.5192,
12/31/2011,6367.0,6367.0,-4662.0,4662.0,1705.0,0.0,-1151.0,441.0,441.0,321.0,389.0,554.0,-138.0,138.0,152.0,-14.0,,23.0,0.0,416.0,-154.0,285.0,0.0,0.0,0.0,285.0,-4.0,281.0,0.0,0.0,281.0,334.25,53.25,436.3,0.65,0.65,0.766101,436.3,0.65,0.65,0.766101,
03/31/2012,6655.0,6655.0,-4984.0,4984.0,1671.0,0.0,-1290.0,513.0,513.0,362.0,415.0,381.0,-168.0,168.0,183.0,-15.0,,44.0,0.0,213.0,-70.0,187.0,-5.0,-5.0,0.0,192.0,-4.0,188.0,,0.0,188.0,233.0,50.0,434.1,0.43,0.42,0.536743,438.6,0.43,0.42,0.533999,
06/30/2012,7077.0,7077.0,-5270.0,5270.0,1807.0,0.0,-1431.0,474.0,474.0,366.0,591.0,376.0,-172.0,172.0,179.0,-7.0,,-26.0,0.0,204.0,-57.0,121.0,-16.0,-16.0,0.0,137.0,-3.0,134.0,,0.0,134.0,201.0,83.0,434.8,0.31,0.27,0.462282,438.2,0.31,0.27,0.459411,
09/30/2012,7026.0,7026.0,-5140.0,5140.0,1886.0,0.0,-1403.0,527.0,527.0,383.0,493.0,483.0,-163.0,163.0,197.0,-34.0,,34.0,0.0,320.0,-130.0,224.0,-14.0,-14.0,0.0,238.0,-1.0,237.0,,0.0,237.0,331.0,108.0,435.1,0.54,0.51,0.760745,439.8,0.54,0.51,0.755566,
12/31/2012,7075.0,7075.0,-5193.0,5193.0,1882.0,0.0,-1426.0,578.0,578.0,375.0,473.0,456.0,-169.0,169.0,184.0,-15.0,,9.0,0.0,287.0,-74.0,222.0,-10.0,-10.0,0.0,232.0,3.0,235.0,0.0,0.0,235.0,269.882353,44.882353,441.5,0.54,0.52,0.611285,441.5,0.53,0.51,0.611285,
03/31/2013,7090.0,7090.0,-5220.0,5220.0,1870.0,0.0,-1476.0,567.0,567.0,379.0,530.0,394.0,-164.0,164.0,177.0,-13.0,,-10.0,0.0,230.0,69.0,289.0,-26.0,-26.0,0.0,315.0,3.0,318.0,,0.0,318.0,243.0,-49.0,441.5,0.72,0.66,0.550396,446.1,0.71,0.65,0.540159,
06/30/2013,7335.0,7335.0,-5414.0,5414.0,1921.0,0.0,-1390.0,515.0,515.0,396.0,479.0,531.0,-168.0,168.0,181.0,-13.0,,-36.0,0.0,363.0,-94.0,233.0,-24.0,-24.0,0.0,257.0,2.0,259.0,0.0,0.0,259.0,237.0,2.0,444.9,0.58,0.53,0.532704,448.5,0.57,0.52,0.524459,
09/30/2013,5975.0,5975.0,-4048.0,4048.0,1927.0,0.0,-1378.0,473.0,473.0,397.0,508.0,549.0,-146.0,146.0,161.0,-15.0,,16.0,0.0,403.0,-38.0,381.0,5.0,5.0,0.0,376.0,6.0,382.0,0.0,0.0,382.0,438.65,51.65,445.9,0.86,0.87,0.983741,449.7,0.85,0.86,0.974854,
12/31/2013,5848.0,5848.0,-4040.0,4040.0,1808.0,0.0,-1435.0,444.0,444.0,367.0,624.0,373.0,-134.0,134.0,150.0,-16.0,,-9.0,0.0,239.0,559.0,789.0,359.0,359.0,0.0,430.0,6.0,436.0,0.0,0.0,436.0,690.0,-105.0,440.40404,0.99,1.8,1.566743,445.3,0.98,1.78,1.544204,
03/31/2014,5724.0,5724.0,-4034.0,4034.0,1690.0,0.0,-1686.0,428.0,428.0,347.0,911.0,4.0,-143.0,143.0,164.0,-21.0,,-33.0,0.0,-139.0,80.0,-92.0,7.0,7.0,0.0,-99.0,4.0,-95.0,0.0,0.0,-95.0,270.7496,358.7496,435.6,-0.21,-0.2,0.621556,435.6,-0.21,-0.2,0.621556,
06/30/2014,5899.0,5899.0,-4060.0,4060.0,1839.0,0.0,-1523.0,436.0,436.0,355.0,732.0,316.0,-164.0,164.0,176.0,-12.0,,41.0,0.0,152.0,-22.0,171.0,13.0,13.0,0.0,158.0,3.0,161.0,0.0,0.0,161.0,383.7,209.7,428.9,0.37,0.4,0.894614,432.1,0.37,0.4,0.885304,
09/30/2014,6051.0,6051.0,-4055.0,4055.0,1996.0,0.0,-1286.0,467.0,467.0,358.0,461.0,710.0,-158.0,158.0,172.0,-14.0,,-72.0,0.0,552.0,-147.0,333.0,-16.0,-16.0,0.0,349.0,6.0,355.0,0.0,0.0,355.0,393.0,54.0,425.3,0.84,0.8,0.924054,428.6,0.83,0.79,0.915992,
12/31/2014,5943.0,5943.0,-4105.0,4105.0,1838.0,0.0,-1389.0,462.0,462.0,346.0,581.0,449.0,-142.0,142.0,165.0,-23.0,,-136.0,0.0,307.0,-34.0,137.0,9.0,9.0,0.0,128.0,6.0,134.0,0.0,0.0,134.0,195.25,52.25,424.9,0.32,0.34,0.45952,424.9,0.32,0.34,0.45952,
03/31/2015,5517.0,5517.0,-3844.0,3844.0,1673.0,0.0,-1130.0,406.0,406.0,323.0,401.0,543.0,-137.0,137.0,159.0,-22.0,,35.0,0.0,406.0,-130.0,311.0,0.0,0.0,0.0,311.0,2.0,313.0,0.0,0.0,313.0,355.37,42.37,421.2,0.74,0.74,0.843708,423.7,0.74,0.74,0.84,
06/30/2015,5714.0,5714.0,-3968.0,3968.0,1746.0,0.0,-1336.0,403.0,403.0,328.0,605.0,410.0,-144.0,144.0,164.0,-20.0,,62.0,0.0,266.0,-110.0,218.0,0.0,0.0,0.0,218.0,9.0,227.0,0.0,0.0,227.0,476.0,249.0,420.0,0.54,0.54,1.133333,421.9,0.54,0.54,1.130187,
09/30/2015,5691.0,5691.0,-3891.0,3891.0,1800.0,0.0,-1330.0,417.0,417.0,329.0,584.0,470.0,-141.0,141.0,158.0,-17.0,,-13.0,0.0,329.0,-106.0,210.0,0.0,0.0,0.0,210.0,10.0,220.0,0.0,0.0,220.0,430.0,210.0,415.09434,0.53,0.53,1.035909,417.5,0.53,0.53,1.032994,
12/31/2015,5443.0,5443.0,-3765.0,3765.0,1678.0,0.0,-1280.0,419.0,419.0,314.0,547.0,398.0,-133.0,133.0,163.0,-30.0,,33.0,0.0,265.0,-120.0,178.0,0.0,0.0,0.0,178.0,0.0,178.0,0.0,0.0,178.0,482.2,304.2,413.953488,0.43,0.43,1.164865,416.3,0.43,0.43,1.160723,
03/31/2016,5110.0,5110.0,-3611.0,3611.0,1499.0,0.0,-1059.0,376.0,376.0,284.0,399.0,440.0,-123.0,123.0,160.0,-37.0,,63.0,0.0,317.0,-41.0,339.0,5.0,5.0,0.0,334.0,0.0,334.0,0.0,0.0,334.0,303.0,-36.0,410.8,0.81,0.82,0.737585,414.0,0.81,0.82,0.733043,
06/30/2016,5322.0,5322.0,-4112.0,4112.0,1210.0,0.0,-1095.0,386.0,386.0,301.0,408.0,115.0,-129.0,129.0,172.0,-43.0,,45.0,0.0,-14.0,9.0,40.0,0.0,0.0,0.0,40.0,0.0,40.0,0.0,0.0,40.0,350.0,310.0,411.2,0.1,0.1,0.851167,414.7,0.1,0.1,0.847528,
09/30/2016,5266.0,5266.0,-3622.0,3622.0,1644.0,0.0,-1139.0,380.0,380.0,314.0,445.0,505.0,-132.0,132.0,181.0,-49.0,,43.0,0.0,373.0,-107.0,309.0,0.0,0.0,0.0,309.0,3.0,312.0,0.0,0.0,312.0,354.0,42.0,411.2,0.76,0.76,0.860895,415.3,0.75,0.75,0.851132,
12/31/2016,5000.0,5000.0,-3544.0,3544.0,1456.0,0.0,-1077.0,409.0,409.0,302.0,366.0,379.0,-135.0,135.0,182.0,-47.0,,47.0,0.0,244.0,-96.0,195.0,-24.0,-24.0,0.0,219.0,-1.0,218.0,0.0,0.0,218.0,233.0,39.0,415.6,0.53,0.47,0.560635,415.6,0.53,0.47,0.560635,
03/31/2017,5132.0,5132.0,-3638.0,3638.0,1494.0,0.0,-1097.0,393.0,393.0,320.0,384.0,397.0,-180.0,142.0,187.0,-45.0,,48.0,38.0,217.0,-73.0,192.0,-17.0,-17.0,0.0,209.0,0.0,209.0,0.0,0.0,209.0,211.0,19.0,412.1,0.51,0.47,0.512012,416.0,0.5,0.46,0.505673,
06/30/2017,5383.0,5383.0,-3749.0,3749.0,1634.0,0.0,-1474.0,393.0,393.0,334.0,747.0,160.0,-183.0,137.0,186.0,-49.0,,20.0,46.0,-23.0,87.0,84.0,4.0,4.0,0.0,80.0,0.0,80.0,0.0,0.0,80.0,294.0,210.0,412.9,0.19,0.2,0.712037,416.4,0.19,0.2,0.704323,
09/30/2017,5517.0,5517.0,-3713.0,3713.0,1804.0,0.0,-1146.0,401.0,401.0,350.0,395.0,658.0,-201.0,152.0,198.0,-46.0,,45.0,49.0,457.0,-136.0,366.0,-29.0,-29.0,0.0,395.0,0.0,395.0,0.0,0.0,395.0,399.1,33.1,412.9,0.96,0.89,0.966578,417.4,0.95,0.88,0.9593,
12/31/2017,5711.0,5711.0,-4086.0,4086.0,1625.0,0.0,-1287.0,447.0,447.0,339.0,501.0,338.0,-141.0,141.0,187.0,-46.0,,64.0,0.0,197.0,1207.0,1468.0,8.0,8.0,0.0,1460.0,0.0,1460.0,0.0,0.0,1460.0,602.0,-866.0,412.4,3.54,3.56,1.459748,417.8,3.5,3.52,1.447238,
03/31/2018,5621.0,5621.0,-3948.0,3948.0,1673.0,0.0,-1178.0,421.0,421.0,325.0,432.0,495.0,-139.0,135.0,180.0,-45.0,,95.0,4.0,356.0,-89.0,362.0,-368.0,-368.0,0.0,730.0,-1.0,729.0,0.0,0.0,729.0,392.0,31.0,413.5,1.76,0.87,0.948005,418.2,1.74,0.86,0.934127,
06/30/2018,5833.0,5833.0,-3922.0,3922.0,1911.0,0.0,-1252.0,451.0,451.0,330.0,471.0,659.0,-169.0,133.0,183.0,-50.0,,70.0,36.0,490.0,-130.0,430.0,23.0,23.0,0.0,407.0,-2.0,405.0,0.0,0.0,405.0,501.0,73.0,413.2,0.98,1.03,1.212488,417.7,0.97,1.02,1.194767,
09/30/2018,5901.0,5901.0,-3887.0,3887.0,2014.0,0.0,-1303.0,405.0,405.0,335.0,563.0,711.0,-158.0,133.0,184.0,-51.0,,92.0,25.0,553.0,-83.0,562.0,0.0,0.0,0.0,562.0,0.0,562.0,0.0,0.0,562.0,622.0,60.0,407.4,1.38,1.38,1.526755,411.4,1.37,1.37,1.515843,
12/31/2018,5951.0,5951.0,-3798.0,3798.0,2153.0,0.0,-1207.0,446.0,446.0,338.0,423.0,946.0,-564.0,135.0,187.0,-52.0,,79.0,429.0,382.0,-143.0,318.0,0.0,0.0,0.0,318.0,-2.0,316.0,0.0,0.0,316.0,681.0,365.0,406.6,0.79,0.79,1.674865,406.6,0.78,0.78,1.674865,
03/31/2019,5643.0,5643.0,-3929.0,3929.0,1714.0,0.0,-1153.0,413.0,413.0,315.0,425.0,561.0,-143.0,133.0,184.0,-51.0,,114.0,10.0,418.0,-106.0,426.0,0.0,0.0,0.0,426.0,-2.0,424.0,0.0,0.0,424.0,439.0,15.0,400.5,1.06,1.06,1.09613,403.2,1.05,1.05,1.087202,
06/30/2019,5667.0,5667.0,-3901.0,3901.0,1766.0,0.0,-1302.0,402.0,402.0,321.0,579.0,464.0,-130.0,122.0,177.0,-55.0,,80.0,8.0,334.0,-128.0,286.0,0.0,0.0,0.0,286.0,6.0,292.0,0.0,0.0,292.0,470.0,178.0,396.1,0.74,0.74,1.186569,398.2,0.73,0.73,1.177012,
09/30/2019,5568.0,5568.0,-3772.0,3772.0,1796.0,0.0,-1212.0,387.0,387.0,327.0,498.0,584.0,-132.0,123.0,177.0,-54.0,,27.0,9.0,452.0,-137.0,342.0,0.0,0.0,0.0,342.0,2.0,344.0,0.0,0.0,344.0,426.0,82.0,392.6,0.88,0.88,1.085074,395.4,0.87,0.87,1.077385,
12/31/2019,5498.0,5498.0,-3666.0,3666.0,1832.0,0.0,-1310.0,445.0,445.0,343.0,522.0,522.0,-122.0,113.0,168.0,-55.0,,29.0,9.0,400.0,-263.0,166.0,0.0,0.0,0.0,166.0,-1.0,165.0,0.0,0.0,165.0,425.0,260.0,392.1,0.42,0.42,1.083907,395.6,0.42,0.42,1.07723,
03/31/2020,5352.0,5352.0,-3746.0,3746.0,1606.0,0.0,-1511.0,418.0,418.0,323.0,770.0,95.0,-111.0,117.0,163.0,-46.0,,-31.0,-6.0,-16.0,-94.0,-141.0,0.0,0.0,0.0,-141.0,0.0,-141.0,0.0,0.0,-141.0,231.0,372.0,392.6,-0.36,-0.36,0.588385,392.6,-0.36,-0.36,0.587529,
06/30/2020,4866.0,4866.0,-3427.0,3427.0,1439.0,0.0,-1076.0,332.0,332.0,312.0,432.0,363.0,-102.0,116.0,156.0,-40.0,,72.0,-14.0,261.0,-67.0,266.0,0.0,0.0,0.0,266.0,0.0,266.0,0.0,0.0,266.0,339.91,73.91,393.1,0.67,0.67,0.864691,393.1,0.67,0.67,0.858018,
09/30/2020,4984.667,,,,1383.2450925,,,,,,,297.25,,,,,,,,183.75,,181.25,,,,,,181.25,,,181.25,180.375,,,0.446,0.446,0.479,,0.446,0.446,0.479,
12/31/2020,5096.667,,,,1546.8384345,,,,,,,377.5,,,,,,,,260.75,,252.75,,,,,,252.75,,,252.75,247.25,,,0.608,0.608,0.638,,0.608,0.608,0.638,
