Date,Revenue,Net Premiums Earned,Net Premiums Earned (NL),Net Premiums Earned (L),Other Premiums Earned (NL & L),Investment Income,Other Operating Income,Policy Charges & Fees,Other Income,Claims & Losses,Claims & Losses (NL),Claims & Losses (L),LT Charges (L),Underwriting Expense & Acq Cost,Underwriting & Acq Cost (NL),Underwriting Cost (NL),Amort Def Acq Cost (NL),Underwriting & Acq Cost (L),Underwriting Cost (L),Amort Def Acq Cost (L),Other Cost (NL & L),Other Operating Expense,Operating Income (Loss),Interest Expense,Other Non-Op (Income) Loss,"Pretax Income (Loss), GAAP",Income Tax Expense (Benefit),Income (Loss) from Cont Ops,Net Extraordinary Losses (Gains),Discontinued Operations,XO & Accounting Changes,Income (Loss) Incl. MI,Minority Interest,"Net Income, GAAP",Preferred Dividends,Other Adjustments,"Net Income Avail to Common, GAAP","Net Income Avail to Common, Adj",Net Abnormal Losses (Gains),Basic Weighted Avg Shares,"Basic EPS, GAAP",Basic EPS from Cont Ops,"Basic EPS from Cont Ops, Adjusted",Diluted Weighted Avg Shares,"Diluted EPS, GAAP",Diluted EPS from Cont Ops,"Diluted EPS from Cont Ops, Adjusted",Source: Bloomberg
03/31/2011,8095.0,7017.0,6448.0,569.0,0.0,1078.0,0.0,0.0,0.0,-5348.0,4476.0,454.0,418.0,-1889.0,1634.0,730.0,904.0,279.0,132.0,147.0,-24.0,-32.0,826.0,-92.0,0.0,734.0,-215.0,519.0,0.0,0.0,0.0,519.0,,519.0,0.0,0.0,519.0,602.0,83.0,531.0,0.98,0.98,1.13371,533.6,0.97,0.97,1.125547,
06/30/2011,8081.0,7004.0,6457.0,547.0,0.0,1077.0,0.0,0.0,0.0,-7194.0,6355.0,422.0,417.0,-1828.0,1593.0,726.0,867.0,228.0,135.0,93.0,7.0,-4.0,-945.0,-91.0,0.0,-1036.0,412.0,-624.0,0.0,0.0,0.0,-624.0,,-624.0,0.0,0.0,-624.0,-599.0,25.0,523.1,-1.19,-1.19,-1.145097,523.1,-1.19,-1.19,-1.145097,
09/30/2011,8242.0,6984.0,6432.0,552.0,0.0,1258.0,0.0,0.0,0.0,-5992.0,5132.0,455.0,405.0,-1934.0,1601.0,735.0,866.0,309.0,129.0,180.0,24.0,-5.0,311.0,-92.0,0.0,219.0,-44.0,175.0,0.0,0.0,0.0,175.0,,175.0,0.0,0.0,175.0,336.0,161.0,512.0,0.34,0.34,0.65625,514.2,0.34,0.34,0.653108,
12/31/2011,8236.0,7175.0,6605.0,570.0,0.0,1061.0,0.0,0.0,0.0,-5033.0,4198.0,430.0,405.0,-2064.0,1793.0,913.0,880.0,237.0,159.0,78.0,34.0,-13.0,1126.0,-92.0,0.0,1034.0,-322.0,712.0,0.0,0.0,0.0,712.0,,712.0,0.0,0.0,712.0,756.0,44.0,504.5,1.41,1.41,1.498513,506.8,1.4,1.4,1.45,
03/31/2012,8362.0,7183.0,6630.0,553.0,0.0,1179.0,0.0,0.0,0.0,-5156.0,4339.0,439.0,378.0,-1996.0,1762.0,884.0,878.0,243.0,142.0,101.0,-9.0,-3.0,1207.0,-95.0,0.0,1112.0,-346.0,766.0,0.0,0.0,0.0,766.0,,766.0,0.0,0.0,766.0,863.0,97.0,498.7,1.54,1.54,1.730499,501.5,1.53,1.53,1.42,
06/30/2012,8278.0,7225.0,6666.0,559.0,0.0,1053.0,,0.0,0.0,-5638.0,4810.0,462.0,366.0,-1938.0,1712.0,847.0,865.0,212.0,135.0,77.0,14.0,-7.0,695.0,-93.0,0.0,602.0,-179.0,423.0,0.0,0.0,0.0,423.0,,423.0,0.0,0.0,423.0,444.55,21.55,490.6,0.86,0.86,0.906135,493.8,0.86,0.86,0.903641,
09/30/2012,8128.0,7260.0,6697.0,563.0,0.0,868.0,0.0,0.0,0.0,-4961.0,4293.0,453.0,215.0,-2026.0,1736.0,866.0,870.0,293.0,147.0,146.0,-3.0,0.0,1141.0,-93.0,0.0,1048.0,-325.0,723.0,0.0,0.0,0.0,723.0,,723.0,0.0,0.0,723.0,708.0,-15.0,485.9,1.49,1.49,1.45709,489.9,1.48,1.48,1.449382,
12/31/2012,8547.0,7310.0,6744.0,566.0,0.0,1237.0,,,,-5863.0,5042.0,464.0,357.0,-2042.0,1809.0,939.0,870.0,223.0,152.0,71.0,10.0,-6.0,636.0,-92.0,0.0,544.0,-150.0,394.0,0.0,0.0,0.0,394.0,,394.0,,0.0,394.0,521.0,127.0,482.2,0.82,0.82,1.080465,487.0,0.81,0.81,0.59,
03/31/2013,8463.0,7349.0,6770.0,579.0,0.0,1114.0,0.0,0.0,0.0,-5263.0,4460.0,458.0,345.0,-2048.0,1828.0,957.0,871.0,223.0,148.0,75.0,-3.0,-24.0,1128.0,-98.0,0.0,1030.0,-321.0,709.0,0.0,0.0,0.0,709.0,0.0,709.0,0.0,0.0,709.0,799.0,90.0,475.4,1.49,1.49,1.68069,480.8,1.47,1.47,1.35,
06/30/2013,8787.0,7441.0,6862.0,579.0,0.0,1346.0,0.0,0.0,0.0,-5523.0,4741.0,471.0,311.0,-2051.0,1833.0,943.0,890.0,211.0,140.0,71.0,7.0,-500.0,713.0,-99.0,0.0,614.0,-180.0,434.0,0.0,0.0,0.0,434.0,0.0,434.0,0.0,0.0,434.0,993.0,559.0,468.3,0.93,0.93,2.120436,473.8,0.92,0.92,1.14,
09/30/2013,8465.0,7556.0,6972.0,584.0,0.0,909.0,0.0,0.0,0.0,-5242.0,4427.0,498.0,317.0,-1963.0,1839.0,910.0,929.0,229.0,132.0,97.0,-105.0,-668.0,592.0,-83.0,0.0,509.0,-193.0,316.0,0.0,0.0,0.0,316.0,0.0,316.0,-6.0,0.0,310.0,759.0,449.0,461.1,0.67,0.67,1.646064,467.1,0.66,0.66,1.53,
12/31/2013,8792.0,7624.0,7014.0,610.0,0.0,1168.0,0.0,0.0,0.0,-5078.0,4283.0,490.0,305.0,-2327.0,1926.0,942.0,984.0,230.0,145.0,85.0,171.0,-57.0,1330.0,-87.0,0.0,1243.0,-422.0,821.0,0.0,0.0,0.0,821.0,0.0,821.0,-11.0,0.0,810.0,955.0,145.0,452.8,1.79,1.79,2.109099,459.6,1.76,1.76,1.7,
03/31/2014,8684.0,7671.0,7064.0,607.0,0.0,1013.0,0.0,0.0,0.0,-5554.0,4759.0,488.0,307.0,-2129.0,1929.0,968.0,961.0,192.0,118.0,74.0,8.0,-65.0,936.0,-87.0,0.0,849.0,-249.0,600.0,0.0,0.0,0.0,600.0,0.0,600.0,-13.0,0.0,587.0,633.0,46.0,446.4,1.31,1.31,1.418011,452.8,1.3,1.3,1.3,
06/30/2014,8860.0,7722.0,7204.0,518.0,0.0,1138.0,0.0,0.0,0.0,-5767.0,5142.0,413.0,212.0,-2058.0,1870.0,901.0,969.0,178.0,112.0,66.0,10.0,4.0,1039.0,-84.0,0.0,955.0,-310.0,645.0,0.0,0.0,0.0,645.0,0.0,645.0,-31.0,0.0,614.0,745.0,131.0,434.3,1.41,1.41,1.715404,440.7,1.39,1.39,1.01,
09/30/2014,8936.0,7819.0,7307.0,512.0,0.0,1117.0,0.0,0.0,0.0,-5540.0,4909.0,433.0,198.0,-2098.0,1920.0,948.0,972.0,173.0,115.0,58.0,5.0,-30.0,1268.0,-78.0,0.0,1190.0,-409.0,781.0,0.0,0.0,0.0,781.0,0.0,781.0,-31.0,0.0,750.0,970.95,220.95,424.5,1.77,1.77,2.287279,431.2,1.74,1.74,2.252407,
12/31/2014,8759.0,7874.0,7354.0,520.0,0.0,885.0,0.0,0.0,0.0,-5251.0,4618.0,431.0,202.0,-2191.0,1994.0,1021.0,973.0,183.0,121.0,62.0,14.0,-2.0,1315.0,-73.0,0.0,1242.0,-418.0,824.0,0.0,0.0,0.0,824.0,0.0,824.0,-29.0,0.0,795.0,865.25,70.25,420.2,1.89,1.89,2.059139,427.7,1.86,1.86,1.72,
03/31/2015,8952.0,7963.0,7426.0,537.0,0.0,989.0,0.0,0.0,0.0,-5633.0,4993.0,441.0,199.0,-2160.0,1962.0,962.0,1000.0,193.0,123.0,70.0,5.0,-5.0,1154.0,-73.0,0.0,1081.0,-404.0,677.0,0.0,0.0,0.0,677.0,0.0,677.0,-29.0,0.0,648.0,783.0,135.0,415.8,1.56,1.56,1.883117,422.6,1.53,1.53,1.46,
06/30/2015,8982.0,8085.0,7549.0,536.0,0.0,897.0,,,,-6218.0,5587.0,446.0,185.0,-2147.0,1955.0,934.0,1021.0,183.0,118.0,65.0,9.0,-18.0,599.0,-73.0,0.0,526.0,-171.0,355.0,0.0,0.0,0.0,355.0,0.0,355.0,-29.0,0.0,326.0,408.0,82.0,407.0,0.8,0.8,1.002457,412.6,0.79,0.79,0.63,
09/30/2015,9028.0,8188.0,7650.0,538.0,0.0,840.0,0.0,0.0,0.0,-5909.0,5255.0,460.0,194.0,-2084.0,1896.0,867.0,1029.0,175.0,112.0,63.0,13.0,-7.0,1028.0,-73.0,0.0,955.0,-305.0,650.0,0.0,0.0,0.0,650.0,0.0,650.0,-29.0,0.0,621.0,647.85,26.85,397.0,1.56,1.56,1.631864,402.1,1.54,1.54,1.606774,
12/31/2015,8691.0,8231.0,7684.0,547.0,0.0,460.0,0.0,0.0,0.0,-5838.0,5199.0,456.0,183.0,-2054.0,1116.0,,1116.0,175.0,112.0,63.0,763.0,-6.0,793.0,-73.0,0.0,720.0,-231.0,489.0,0.0,0.0,0.0,489.0,0.0,489.0,-29.0,0.0,460.0,305.0,-155.0,385.0,1.19,1.19,0.792208,390.2,1.18,1.18,0.782768,
03/31/2016,8871.0,8289.0,7723.0,566.0,0.0,582.0,0.0,0.0,0.0,-6329.0,5684.0,455.0,190.0,-2111.0,1909.0,853.0,1056.0,196.0,123.0,73.0,6.0,-3.0,428.0,-73.0,0.0,355.0,-109.0,246.0,0.0,0.0,0.0,246.0,0.0,246.0,-29.0,0.0,217.0,125.25,-91.75,378.1,0.57,0.57,0.331262,382.9,0.57,0.57,0.331262,
06/30/2016,9164.0,8378.0,7814.0,564.0,0.0,786.0,0.0,0.0,0.0,-6540.0,5901.0,454.0,185.0,-2166.0,1969.0,912.0,1057.0,190.0,121.0,69.0,7.0,-10.0,448.0,-72.0,0.0,376.0,-105.0,271.0,0.0,0.0,0.0,271.0,0.0,271.0,-29.0,0.0,242.0,268.15,26.15,373.6,0.65,0.65,0.717746,378.1,0.64,0.64,0.62,
09/30/2016,9221.0,8440.0,7869.0,571.0,0.0,781.0,0.0,0.0,0.0,-6220.0,5553.0,484.0,183.0,-2159.0,1956.0,888.0,1068.0,196.0,126.0,70.0,7.0,-4.0,838.0,-73.0,0.0,765.0,-245.0,520.0,0.0,0.0,0.0,520.0,0.0,520.0,-29.0,0.0,491.0,472.25,-18.75,371.5,1.32,1.32,1.271198,375.9,1.31,1.31,1.26012,
12/31/2016,9278.0,8475.0,7901.0,574.0,0.0,803.0,0.0,0.0,0.0,-5715.0,5083.0,464.0,168.0,-2220.0,2173.0,804.0,1369.0,-147.0,-147.0,,194.0,-8.0,1335.0,-77.0,0.0,1258.0,-418.0,840.0,0.0,0.0,0.0,840.0,0.0,840.0,-29.0,0.0,811.0,808.2,-2.8,368.0,2.2,2.2,2.196196,372.5,2.18,2.18,2.172483,
03/31/2017,9644.0,8552.0,7959.0,593.0,0.0,882.0,210.0,0.0,210.0,-6063.0,5416.0,474.0,173.0,-2476.0,2220.0,1130.0,1090.0,237.0,162.0,75.0,19.0,-8.0,1097.0,-85.0,0.0,1012.0,-317.0,695.0,0.0,0.0,0.0,695.0,0.0,695.0,-29.0,0.0,666.0,587.1,-78.9,365.7,1.82,1.82,1.605414,371.3,1.79,1.79,1.577503,
06/30/2017,9813.0,8609.0,8018.0,591.0,0.0,978.0,226.0,0.0,226.0,-6350.0,5689.0,486.0,175.0,-2488.0,2259.0,1156.0,1103.0,227.0,158.0,69.0,2.0,-41.0,934.0,-83.0,0.0,851.0,-272.0,579.0,0.0,0.0,0.0,579.0,0.0,579.0,-29.0,0.0,550.0,526.0,-24.0,363.6,1.51,1.51,1.446645,369.0,1.49,1.49,1.424959,
09/30/2017,9888.0,8714.0,8121.0,593.0,0.0,946.0,228.0,0.0,228.0,-6175.0,5545.0,456.0,174.0,-2646.0,2144.0,1084.0,1060.0,216.0,156.0,60.0,286.0,-13.0,1054.0,-83.0,0.0,971.0,-305.0,666.0,0.0,0.0,0.0,666.0,0.0,666.0,-29.0,0.0,637.0,580.1,-56.9,361.3,1.76,1.76,1.605591,367.1,1.74,1.74,1.585001,
12/31/2017,10062.0,8803.0,8202.0,601.0,0.0,1040.0,219.0,0.0,219.0,-5954.0,5279.0,507.0,168.0,-2715.0,2133.0,680.0,1453.0,36.0,6.0,30.0,546.0,-152.0,1241.0,-84.0,0.0,1157.0,92.0,1249.0,0.0,0.0,0.0,1249.0,0.0,1249.0,-29.0,0.0,1220.0,765.8,-454.2,357.5,3.41,3.41,2.142098,363.8,3.35,3.35,2.101512,
03/31/2018,9770.0,8902.0,8286.0,616.0,0.0,652.0,216.0,0.0,216.0,-5794.0,5129.0,504.0,161.0,-2612.0,2359.0,1161.0,1198.0,237.0,162.0,75.0,16.0,-18.0,1346.0,-83.0,0.0,1263.0,-257.0,1006.0,0.0,0.0,0.0,1006.0,0.0,1006.0,-29.0,0.0,977.0,1095.01,118.01,354.1,2.76,2.76,3.092375,359.9,2.71,2.71,3.037897,
06/30/2018,10099.0,9072.0,8460.0,612.0,0.0,799.0,228.0,0.0,228.0,-6425.0,5777.0,483.0,165.0,-2670.0,2437.0,1214.0,1223.0,260.0,164.0,96.0,-27.0,-21.0,983.0,-86.0,0.0,897.0,-180.0,717.0,0.0,0.0,0.0,717.0,0.0,717.0,-39.0,0.0,678.0,735.17,57.17,349.2,1.94,1.94,2.105298,354.6,1.91,1.91,2.071224,
09/30/2018,10465.0,9207.0,8595.0,612.0,0.0,1020.0,238.0,0.0,238.0,-6466.0,5805.0,498.0,163.0,-2727.0,2888.0,1637.0,1251.0,159.0,95.0,64.0,-320.0,-12.0,1260.0,-82.0,0.0,1178.0,-199.0,979.0,0.0,0.0,0.0,979.0,0.0,979.0,-37.0,0.0,942.0,779.27,-162.73,346.0,2.72,2.72,2.252225,351.7,2.68,2.68,2.217305,
12/31/2018,9481.0,9332.0,8707.0,625.0,0.0,-108.0,257.0,0.0,257.0,-6720.0,6067.0,488.0,165.0,-3380.0,2594.0,1328.0,1266.0,250.0,180.0,70.0,536.0,-10.0,-629.0,-81.0,0.0,-710.0,168.0,-542.0,0.0,0.0,0.0,-542.0,0.0,-542.0,-43.0,0.0,-585.0,165.48,750.48,341.9,-1.71,-1.71,0.484001,347.1,-1.71,-1.71,0.452143,
03/31/2019,10990.0,9430.0,8802.0,628.0,0.0,1310.0,250.0,,250.0,-6479.0,5820.0,497.0,162.0,-2791.0,2513.0,1222.0,1291.0,305.0,169.0,136.0,-27.0,-17.0,1703.0,-83.0,0.0,1620.0,-328.0,1292.0,0.0,0.0,0.0,1292.0,,1292.0,-31.0,0.0,1261.0,755.22,-505.78,332.6,3.79,3.79,2.270655,337.5,3.74,3.74,2.241393,
06/30/2019,11144.0,9607.0,8986.0,621.0,0.0,1266.0,271.0,0.0,271.0,-7023.0,6356.0,511.0,156.0,-2899.0,2515.0,1218.0,1297.0,267.0,170.0,97.0,117.0,-62.0,1160.0,-82.0,0.0,1078.0,-227.0,851.0,0.0,0.0,0.0,851.0,0.0,851.0,-30.0,0.0,821.0,643.11,-177.89,332.0,2.47,2.47,1.937078,336.9,2.44,2.44,1.91198,
09/30/2019,11069.0,9719.0,9094.0,625.0,0.0,1077.0,273.0,0.0,273.0,-6733.0,6051.0,513.0,169.0,-3096.0,2968.0,1662.0,1306.0,204.0,84.0,120.0,-76.0,0.0,1240.0,-80.0,0.0,1160.0,-229.0,931.0,0.0,0.0,0.0,931.0,0.0,931.0,-42.0,0.0,889.0,742.0,-147.0,327.7,2.71,2.71,2.264266,333.0,2.67,2.67,2.228559,
12/31/2019,11472.0,9821.0,9194.0,627.0,0.0,1391.0,260.0,,260.0,-6420.0,5749.0,518.0,153.0,-2677.0,2654.0,1356.0,1298.0,244.0,160.0,84.0,-221.0,-62.0,2313.0,-82.0,0.0,2231.0,-458.0,1773.0,0.0,0.0,0.0,1773.0,0.0,1773.0,-66.0,0.0,1707.0,1230.06,-476.94,320.7,5.32,5.32,3.835547,326.3,5.23,5.23,3.768339,
03/31/2020,10076.0,9852.0,9235.0,617.0,0.0,-41.0,265.0,0.0,265.0,-5974.0,5341.0,501.0,132.0,-3146.0,2566.0,1246.0,1320.0,296.0,165.0,131.0,284.0,-214.0,742.0,-81.0,0.0,661.0,-112.0,549.0,0.0,0.0,0.0,549.0,0.0,549.0,-36.0,0.0,513.0,870.95,357.95,317.4,1.62,1.62,2.744014,322.4,1.59,1.59,2.700267,
06/30/2020,11197.0,9827.0,9223.0,604.0,0.0,1113.0,257.0,0.0,257.0,-5919.0,5222.0,497.0,200.0,-2902.0,2579.0,1270.0,1309.0,8.0,7.0,1.0,315.0,-751.0,1625.0,-79.0,0.0,1546.0,-296.0,1250.0,0.0,0.0,0.0,1250.0,0.0,1250.0,-26.0,0.0,1224.0,733.06,-490.94,313.7,3.9,3.9,2.336819,317.0,3.86,3.86,2.311293,
09/30/2020,10788.0,,,,,,,,,,,,,,,,,,,,,,1061.2,,,1360.25,,1186.857,,,,,,1186.857,,,1186.857,1365.667,,,3.514,3.514,3.889,,3.514,3.514,3.889,
12/31/2020,10974.0,,,,,,,,,,,,,,,,,,,,,,1020.8,,,1283.5,,1037.571,,,,,,1037.571,,,1037.571,1084.333,,,3.298,3.298,3.405,,3.298,3.298,3.405,
