Date,Revenue,Consensus Estimate,Comparable Actual,Revenue Surprise %,GAAP Actual,Adjusted Actual,FFO Per Share,FFO Per Share Surprise %,EBIT,EBIT Surprise %,EBITDA,EBITDA Surprise %,Net Income,Net Income Surprise %,Source: Bloomberg
06/30/2012,,14.42,16.024,1.74220032840722,28.16,13.932,,4.72659870250231,,,,4.04870129870129,,11.123439667129,
09/30/2012,,18.267,16.491,-0.011799410029499,30.866,13.896,,0.817438692098103,,,,3.17021981663536,,-9.72245032024963,
12/31/2012,,17.2,19.712,0.599693251533729,22.307,17.05,,4.58081244598098,,,,6.4010695990506,,14.6046511627907,
03/31/2013,,17.72,21.343,0.402008537035218,21.18,19.551,,4.95382031905961,,,,5.18119590758497,,20.4458239277652,
06/30/2013,,24.833,,,59.089,19.573,,,,,,,,,
09/30/2013,,21.1,,,44.284,20.339,,,,,,,,,
12/31/2013,,9.993,-12.774,0.675210084033613,-9.272,11.89,,5.4481546572935,,,,9.61341905703924,,,
03/31/2014,,20.453,-0.05624,1.31234578688736,14.866,11.778,,1.17056856187291,,,,3.19770554493309,,,
06/30/2014,,22.217,32.704,-1.98236472945892,31.613,35.859,,-4.06504065040651,,,,0.0466165413533923,,47.2025926092632,
09/30/2014,,42.44,69.174,1.75092024539878,66.976,70.274,,5.78512396694215,,,,-1.97591240875912,,62.9924599434496,
12/31/2014,,33.5,35.509,1.70151057401812,34.525,35.763,,3.04449648711945,,,,2.57913669064749,,5.99701492537314,
03/31/2015,,39.238,61.267,2.00237388724035,61.267,34.434,,1.53846153846154,,,,1.88739946380696,,56.1420051990418,
06/30/2015,,51.357,136.812,1.12929687500001,136.299,30.438,,4.77657935285054,,,,3.65168337723296,,166.394065073895,
09/30/2015,,51.11,91.739,0.207683922663558,91.734,37.123,,3.75939849624059,,6.56389783340377,,2.4174520069808,,79.4932498532577,
12/31/2015,,45.333,43.218,0.0588946052541483,42.987,43.29,,3.57142857142857,,4.43945578231293,,1.37822445561138,,-4.66547548143735,
03/31/2016,,43.033,41.846,1.44579948865308,43.413,41.975,,2.05527994330262,,6.27590940288264,,2.26608579088472,,-2.75834824437061,
06/30/2016,,46.382,42.773,-0.218815172651416,45.144,42.773,,1.91518467852257,,0.662805662805663,,0.666013071895428,,-7.78103574662584,
09/30/2016,,50.236,40.506,0.204463455323829,84.279,40.506,,0.067159167226319,,-1.28652037617554,,0.505487411233045,,-19.3685803009794,
12/31/2016,,66.567,44.552,-3.48365935039556,39.079,44.177,,-23.8544474393531,,15.8252840909091,,0.570966658507281,,-33.0719425541184,
03/31/2017,,64.844,47.185,1.62287418500926,40.983,47.185,,2.24089635854342,,-12.8687635574837,,-0.708577039460332,,-27.2330516316082,
06/30/2017,,41.489,49.301,0.141530412034008,47.393,51.038,,2.77777777777778,,2.02807742057983,,-0.415663354763301,,18.8290872279399,
09/30/2017,,45.388,57.687,-0.684400826446275,113.787,57.687,,2.31923601637108,,6.87598647125141,,-2.86438356164383,,27.0974706971006,
12/31/2017,,57.267,64.0,-0.845077720207254,122.528,59.792,,1.55721056194989,,22.247906097085,,10.7190650779102,,11.7572074667784,
03/31/2018,,54.733,51.518,0.427186991869918,48.097,50.72021,,-1.16678105696638,,-14.5703905540418,,-2.01885057471264,,-5.87396999981729,
06/30/2018,,55.8,59.972,-0.00974081735711398,58.885,58.154,,4.44743935309973,,-2.97752808988765,,3.88253968253969,,7.47670250896058,
09/30/2018,,52.314,53.481,0.392359109708871,51.869,51.97,,-0.199600798403186,,1.66091370558375,,0.0824053452115823,,2.23076040830371,
12/31/2018,,57.267,60.944,-0.43537081540127,60.36,59.285,,0.453661697990934,,2.11830985915493,,0.347276688453158,,6.42080081023975,
03/31/2019,,56.663,54.153,-0.0386212945359663,62.738,52.252,,4.4973544973545,,,,4.8329988851728,,-4.42969839224891,
06/30/2019,,58.143,62.225,0.652254478072881,60.995,60.436,,2.61437908496732,,,,2.12674216027875,,7.02062157095437,
09/30/2019,,60.044,79.118,1.05324580598103,77.723,76.682,,10.896196002579,,,,8.77158071870119,,31.766704416761,
12/31/2019,,71.075,69.608,-0.139674173454713,148.667,64.581,,2.68948655256724,,,,1.39327731092437,,-2.06401688357369,
03/31/2020,,65.8,36.366,0.0576752333932387,35.726,36.131,,1.44020037570445,,,,1.20169921800252,,-44.7325227963526,
06/30/2020,,64.236,76.33,-0.0496090564357427,74.14,73.982,,2.64686894770821,,,,2.31459694989107,,18.8274487826141,
09/30/2020,,61.05,,,,,,,,,,,,,
12/31/2020,,65.8,,,,,,,,,,,,,
