Date,Basic Shares Outstanding,Diluted Weighted Avg Shares,Basic Weighted Avg Shares,Per Share Data Items,Revenue,EBITDA,Operating Income,Net Income to Common - Basic,Net Income before XO - Basic,Normalized Net Income - Basic,Net Income to Common - Diluted,Net Income before XO - Diluted,Normalized Net Income - Diluted,Dividends,Cash Flow,Free Cash Flow,Cash & Equivalents,Book Value,Source: Bloomberg
03/31/1994,45.816002,46.807999,46.807999,,10.697359,1.876282,0.919907,0.35,0.35,,0.35,0.35,0.35,0.0,1.877158,,1.467871,19.951829,
06/30/1994,45.941002,46.82,46.82,,11.866019,1.973067,0.982935,0.39,0.39,,0.39,0.39,0.39,0.0,2.93255,,0.995015,20.299993,
09/30/1994,57.876999,47.063,47.063,,11.896139,2.208635,1.13244,0.46,0.46,,0.46,0.46,0.46,0.0,1.438242,,0.995404,21.358744,
12/31/1994,52.924999,53.764999,53.764999,,10.220869,1.781959,0.88221,0.4,0.4,0.4,0.4,0.4,0.4,0.0,0.620497,,0.795352,23.586679,
03/31/1995,53.014999,53.703999,53.703999,,9.419969,1.757709,0.813682,0.36,0.36,,0.36,0.36,0.36,0.0,0.819157,-0.044782,1.093558,23.932643,
06/30/1995,53.095001,53.888,53.888,,10.502672,1.911687,0.958135,0.45,0.45,,0.45,0.45,0.45,0.0,0.426254,-0.450286,1.142254,24.411488,
09/30/1995,53.194,53.950001,53.950001,,10.554828,2.062502,1.087488,0.54,0.54,,0.54,0.54,0.54,0.0,1.478999,0.836237,1.496973,24.973287,
12/31/1995,53.291,54.034,54.034,,10.817041,1.979828,1.014898,0.5,0.5,0.5,0.5,0.5,0.5,0.0,1.978513,0.726783,2.190145,25.461091,
03/31/1996,53.419998,54.244999,54.244999,,5.697097,1.472984,0.485317,0.43,0.22,0.22,0.42,0.21,0.21,0.0,0.647691,-0.25713,2.461456,25.919658,
06/30/1996,53.581001,54.414001,54.414001,,6.660731,1.707943,0.689216,0.56,0.33,0.33,0.56,0.33,0.33,0.0,0.381795,-0.855975,0.88509,26.498776,
09/30/1996,53.630001,54.469002,54.469002,,6.656465,1.855551,0.818943,0.68,0.41,0.41,0.67,0.41,0.41,0.0,2.163047,0.56153,0.96791,27.184765,
12/31/1996,53.705002,54.674999,54.674999,,7.024436,1.905734,0.713489,0.67,0.34,0.34,0.67,0.34,0.34,0.0,2.810627,0.982972,0.303435,27.985065,
03/31/1997,53.768002,54.734001,53.743,,7.069684,1.899243,0.650708,0.58,0.3,0.3,0.57,0.29,0.29,0.0,2.690564,0.3043,0.28145,28.437061,
06/30/1997,53.93,54.945,54.945,,7.616799,1.660497,0.864737,-3.15,0.31,0.59,-3.07,0.3,0.58,0.0,1.060042,-0.93226,0.346876,25.465622,
09/30/1997,54.509998,55.325001,55.325001,,7.595372,2.15718,1.036548,0.77,0.5,0.5,0.75,0.49,0.49,0.0,0.900099,-0.420931,0.297101,26.052138,
12/31/1997,54.588001,56.155998,54.433998,,8.073722,4.973417,1.116729,0.64,0.58,0.58,0.62,0.57,0.57,0.0,7.239391,5.137249,0.613761,16.246555,
03/31/1998,54.803001,56.075001,54.688999,,8.973377,3.064785,1.224926,0.61,0.61,0.61,0.6,0.6,0.6,0.0,3.671232,2.083765,0.300422,16.86716,
06/30/1998,,56.456001,54.888,,9.959664,,,0.66,0.66,0.66,0.64,0.64,0.64,,,,,,
