Date,Total Assets,"Cash, Cash Equivalents & STI",Cash & Cash Equivalents,ST Investments,Accounts & Notes Receiv,"Accounts Receivable, Net","Notes Receivable, Net",Inventories,Raw Materials,Work In Process,Finished Goods,Other Inventory,Other ST Assets,Derivative & Hedging Assets,Deferred Tax Assets,Misc ST Assets,Total Current Assets,"Property, Plant & Equip, Net","Property, Plant & Equip",Accumulated Depreciation,LT Investments & Receivables,LT Investments,Other LT Assets,Total Intangible Assets,Goodwill,Other Intangible Assets,Misc LT Assets,Total Noncurrent Assets,Liabilities & Shareholders' Equity,Payables & Accruals,Accounts Payable,Accrued Taxes,Interest & Dividends Payable,Other Payables & Accruals,ST Debt,ST Borrowings,ST Lease Liabilities,ST Finance Leases,ST Operating Leases,Other ST Liabilities,Deferred Revenue,Derivatives & Hedging,Misc ST Liabilities,Total Current Liabilities,LT Debt,LT Borrowings,LT Lease Liabilities,LT Finance Leases,LT Operating Leases,Other LT Liabilities,Accrued Liabilities,Pension Liabilities,Pensions,Other Post-Ret Benefits,Misc LT Liabilities,Total Noncurrent Liabilities,Total Liabilities,Preferred Equity and Hybrid Capital,Share Capital & APIC,Common Stock,Additional Paid in Capital,Treasury Stock,Retained Earnings,Other Equity,Equity Before Minority Interest,Minority/Non Controlling Interest,Total Equity,Total Liabilities & Equity,Source: Bloomberg
06/30/2007,808.698,305.886,65.712,240.174,105.649,105.649,,24.04,10.003,2.131,11.906,0.0,19.925,,,,455.5,62.04,,,141.626,,149.532,123.162,118.207,4.955,26.37,353.198,,16.214,16.214,,,,0.0,0.0,0.0,0.0,,75.225,,,75.225,91.439,0.0,0.0,0.0,0.0,,5.91,,,,,5.91,5.91,97.349,0.0,606.69,,,0.0,103.437,1.222,711.349,0.0,711.349,808.698,
09/30/2007,912.247,368.958,86.393,282.565,120.456,120.456,,26.773,10.251,1.489,15.033,0.0,22.515,,,,538.702,64.153,,,164.531,,144.861,116.695,112.17,4.525,28.166,373.545,,22.26,22.26,,,,0.0,0.0,0.0,0.0,,81.404,,,81.404,103.664,8.432,8.432,0.0,0.0,,0.0,,,,,0.0,8.432,112.096,0.0,655.595,,,0.0,144.356,0.2,800.151,0.0,800.151,912.247,
12/31/2007,1039.998,427.467,122.825,304.642,130.37,130.37,,32.416,12.809,3.257,16.35,0.0,19.338,,,,609.591,68.093,102.02,-33.927,207.914,,154.4,134.214,110.74,23.474,20.186,430.407,,29.791,29.791,,,,0.0,0.0,0.0,0.0,,101.979,,,101.979,131.77,0.0,0.0,0.0,0.0,,19.554,,,,,19.554,19.554,151.324,0.0,694.635,,,0.0,193.509,0.53,888.674,0.0,888.674,1039.998,
03/31/2008,1123.285,386.968,230.808,156.16,135.69,135.69,,38.832,14.411,2.556,21.865,0.0,20.522,,,,582.012,71.905,,,312.686,,156.682,132.725,110.74,21.985,23.957,541.273,,24.042,24.042,,,,0.0,0.0,0.0,0.0,,95.222,,,95.222,119.264,0.0,0.0,0.0,0.0,,22.21,,,,,22.21,22.21,141.474,0.0,744.275,,,0.0,238.29,-0.754,981.811,0.0,981.811,1123.285,
06/30/2008,1231.387,339.637,223.023,116.614,162.088,162.088,,42.594,16.038,3.924,22.633,0.0,15.221,,,,559.54,94.568,,,400.145,,177.134,150.142,110.74,39.402,26.992,671.847,,20.018,20.018,,,,0.0,0.0,0.0,0.0,,109.399,,,109.399,129.417,0.0,0.0,0.0,0.0,,27.983,,,,,27.983,27.983,157.4,0.0,790.254,,,0.0,289.472,-5.739,1073.987,0.0,1073.987,1231.387,
09/30/2008,1364.671,408.222,227.614,180.608,173.708,173.708,,52.498,18.743,5.209,28.546,0.0,17.136,,,,651.564,98.081,,,413.209,,201.817,168.322,110.74,57.582,33.495,713.107,,26.159,26.159,,,,0.0,,,,,120.683,,,120.683,146.842,0.0,,,,,34.401,,,,,34.401,34.401,181.243,0.0,847.254,,,0.0,347.066,-10.892,1183.428,0.0,1183.428,1364.671,
12/31/2008,1474.624,451.369,194.623,256.746,170.107,170.107,,63.46,19.901,4.097,39.462,0.0,18.954,,,,703.89,117.021,164.215,-47.194,450.504,,203.209,166.964,110.74,56.224,36.245,770.734,,20.501,20.501,,,,0.0,0.0,0.0,0.0,,144.015,,,144.015,164.516,0.0,0.0,0.0,0.0,,43.342,,,,,43.342,43.342,207.858,0.0,871.885,,,0.0,397.824,-2.943,1266.766,0.0,1266.766,1474.624,
03/31/2009,1386.053,340.016,96.605,243.411,139.341,139.341,0.0,64.383,21.003,4.054,39.326,0.0,20.764,,38.18,11.121,564.504,122.571,,,481.667,481.667,217.311,178.816,110.74,68.076,0.315,821.549,,66.116,21.209,,,44.907,0.0,0.0,,,,96.861,,,0.0,162.977,0.0,0.0,,,,47.956,,,,,47.956,47.956,210.933,,868.845,0.038,868.807,0.0,307.252,-0.977,1175.12,0.0,1175.12,1386.053,
06/30/2009,1501.282,380.662,173.421,207.241,175.216,175.216,0.0,59.247,16.285,2.956,40.006,0.0,22.933,,44.124,13.634,638.058,122.584,,,521.399,521.399,219.241,174.732,110.74,63.992,0.385,863.224,,90.785,26.555,,,64.23,0.0,0.0,,,,88.215,,,0.0,179.0,0.0,0.0,,,,51.098,,,,,51.098,51.098,230.098,,900.75,0.038,900.712,0.0,369.64,0.794,1271.184,0.0,1271.184,1501.282,
09/30/2009,1637.811,512.797,206.095,306.702,186.53,186.53,,56.646,16.096,3.341,37.209,0.0,25.252,,51.216,16.211,781.225,122.865,,,511.187,511.187,222.534,170.851,110.74,60.111,0.467,856.586,,94.902,24.968,,,69.934,0.0,0.0,,,,90.697,,,0.0,185.599,0.0,0.0,,,,61.95,,,,,61.95,61.95,247.549,0.0,954.893,0.038,954.855,0.0,434.164,1.205,1390.262,0.0,1390.262,1637.811,
12/31/2009,1809.7,555.4,221.4,334.0,205.4,205.4,0.0,57.6,16.3,2.5,38.8,0.0,28.7,0.0,53.4,21.4,847.1,125.7,191.3,-65.6,616.6,616.6,220.3,166.9,110.7,56.2,0.0,962.6,,103.0,27.6,0.0,0.0,75.4,0.0,0.0,0.0,0.0,,99.8,0.0,0.0,0.0,202.8,0.0,0.0,0.0,0.0,,69.6,0.0,0.0,0.0,0.0,69.6,69.6,272.4,0.0,1024.3,,,0.0,511.7,1.3,1537.3,0.0,1537.3,1809.7,
03/31/2010,2016.6,743.4,313.6,429.8,180.2,180.2,0.0,68.5,17.5,2.9,48.1,0.0,27.4,,48.4,20.1,1019.5,132.9,,,652.1,652.1,212.1,163.1,110.7,52.4,0.6,997.1,,70.5,34.4,,,36.1,0.0,0.0,,,,103.3,,,0.0,173.8,0.0,0.0,,,,72.8,,,,,72.8,72.8,246.6,0.0,1170.8,,,,597.0,2.2,1770.0,0.0,1770.0,2016.6,
06/30/2010,2243.1,967.9,420.0,547.9,194.7,194.7,0.0,74.0,17.2,4.8,52.0,0.0,27.5,,53.2,20.3,1264.1,144.4,,,620.3,620.3,214.3,160.5,110.7,49.8,0.6,979.0,,135.7,41.6,,,94.1,0.0,0.0,,,,107.6,,,0.0,243.3,0.0,0.0,,,,75.4,,,,,75.4,75.4,318.7,0.0,1238.0,,,0.0,685.7,0.7,1924.4,0.0,1924.4,2243.1,
09/30/2010,2351.8,980.9,382.0,598.9,207.9,207.9,,85.0,27.4,2.4,55.2,0.0,27.7,,65.2,20.3,1301.5,156.6,,,639.7,639.7,254.0,187.5,116.9,70.6,1.3,1050.3,,150.5,35.7,,,114.8,0.0,0.0,,,,116.8,,,0.0,267.3,0.0,0.0,,,,76.2,,,,,76.2,76.2,343.5,0.0,1287.5,,,0.0,720.1,0.7,2008.3,0.0,2008.3,2351.8,
12/31/2010,2390.4,910.4,279.8,630.6,246.8,246.8,0.0,86.8,25.6,2.5,58.7,0.0,31.8,0.0,73.3,23.3,1275.8,159.8,246.8,-87.0,698.5,698.5,256.3,183.0,116.9,66.1,0.0,1114.6,,145.6,35.6,0.0,0.0,110.0,0.0,0.0,0.0,0.0,,128.2,0.0,0.0,0.0,273.8,0.0,0.0,0.0,0.0,,79.2,0.0,0.0,0.0,0.0,79.2,79.2,353.0,0.0,1316.9,,,0.0,718.9,1.6,2037.4,0.0,2037.4,2390.4,
03/31/2011,2568.3,1089.8,449.8,640.0,259.9,259.9,0.0,93.3,25.5,3.4,64.4,0.0,40.6,,65.5,32.2,1483.6,162.6,,,667.2,667.2,254.9,189.4,116.9,72.5,0.0,1084.7,,122.0,43.2,,,78.8,0.0,0.0,,,,130.3,,,0.0,252.3,0.0,0.0,,,,85.1,,,,,85.1,85.1,337.4,0.0,1419.6,,,0.0,812.0,-0.7,2230.9,0.0,2230.9,2568.3,
06/30/2011,2649.9,993.9,382.0,611.9,250.3,250.3,0.0,100.1,26.8,2.6,70.7,0.0,21.0,,77.3,17.0,1365.3,194.2,,,828.1,828.1,262.3,185.0,116.9,68.1,0.0,1284.6,,139.7,37.5,,,102.2,0.0,0.0,,,,134.3,,,0.0,274.0,0.0,0.0,,,,87.4,,,,,87.4,87.4,361.4,0.0,1487.4,,,0.0,798.5,2.6,2288.5,0.0,2288.5,2649.9,
09/30/2011,2746.0,910.6,298.2,612.4,265.1,265.1,0.0,108.6,29.8,3.0,75.8,0.0,27.6,,69.1,22.8,1311.9,196.0,,,976.7,976.7,261.4,192.3,116.9,75.4,0.0,1434.1,,140.4,43.2,,,97.2,0.0,0.0,,,,143.7,,,0.0,284.1,0.0,0.0,,,,92.9,,,,,92.9,92.9,377.0,0.0,1616.8,,,0.0,750.7,1.5,2369.0,0.0,2369.0,2746.0,
12/31/2011,3063.1,1029.2,465.8,563.4,297.9,297.9,0.0,112.1,34.8,2.5,74.8,0.0,27.1,0.0,69.1,17.4,1466.3,197.2,305.8,-108.6,1142.6,1142.6,257.0,187.9,116.9,71.0,0.0,1596.8,,166.4,45.8,0.0,0.0,120.6,0.0,0.0,0.0,0.0,,154.2,0.0,0.0,0.0,320.6,0.0,0.0,0.0,0.0,,96.9,0.0,0.0,0.0,0.0,96.9,96.9,417.5,0.0,1742.8,,,0.0,901.9,0.9,2645.6,0.0,2645.6,3063.1,
03/31/2012,3332.9,971.3,325.9,645.4,299.7,299.7,0.0,118.8,31.9,2.6,84.3,0.0,46.3,,67.5,39.9,1436.1,210.1,,,1399.7,1399.7,287.0,219.5,138.1,81.4,0.0,1896.8,,151.7,49.8,,,101.9,0.0,0.0,,,,161.9,,,0.0,313.6,0.0,0.0,,,,92.0,,,,,92.0,92.0,405.6,0.0,1880.4,,,0.0,1045.4,1.5,2927.3,0.0,2927.3,3332.9,
06/30/2012,3626.1,1212.5,484.4,728.1,323.2,323.2,0.0,119.4,34.3,3.3,81.8,0.0,48.2,0.0,74.6,39.6,1703.3,216.1,,,1418.7,1418.7,288.0,213.4,138.1,75.3,0.0,1922.8,,178.6,54.6,,,124.0,0.0,0.0,,,,168.2,,0.0,0.0,346.8,0.0,0.0,,,,96.9,,,,,96.9,96.9,443.7,0.0,1993.0,,,0.0,1185.8,3.6,3182.4,0.0,3182.4,3626.1,
09/30/2012,3732.2,1141.4,396.2,745.2,336.2,336.2,0.0,125.8,37.2,3.1,85.5,0.0,49.7,0.0,88.1,42.6,1653.1,223.4,,,1559.7,1559.7,296.0,207.9,138.1,69.8,0.0,2079.1,,190.9,56.1,,,134.8,0.0,0.0,,,,174.0,,0.0,0.0,364.9,0.0,0.0,,,,73.8,,,,,73.8,73.8,438.7,0.0,2078.9,,,0.0,1208.8,5.8,3293.5,0.0,3293.5,3732.2,
12/31/2012,4059.2,1324.4,553.7,770.7,370.3,370.3,0.0,121.5,41.2,4.4,75.9,0.0,76.6,0.0,87.0,67.3,1892.8,241.8,376.2,-134.4,1596.1,1596.1,328.5,241.5,138.1,103.4,0.0,2166.4,,213.2,57.6,,0.0,155.6,0.0,0.0,0.0,0.0,,188.4,0.0,0.0,0.0,401.6,0.0,0.0,0.0,0.0,,77.5,0.0,0.0,0.0,0.0,77.5,77.5,479.1,0.0,2240.1,,,0.0,1333.4,6.6,3580.1,0.0,3580.1,4059.2,
03/31/2013,4235.8,1358.2,427.5,930.7,345.1,345.1,0.0,135.5,43.8,4.0,87.7,0.0,55.9,0.0,95.6,44.1,1894.7,249.9,,,1757.8,1757.8,333.4,237.8,138.0,99.8,0.0,2341.1,,185.5,67.9,,0.0,117.6,0.0,0.0,,,,192.1,,,0.0,377.6,0.0,0.0,,,,86.0,,,,,86.0,86.0,463.6,0.0,2378.5,,,0.0,1385.6,8.1,3772.2,0.0,3772.2,4235.8,
06/30/2013,4201.3,1290.2,432.7,857.5,358.6,358.6,0.0,169.3,50.2,6.4,112.7,0.0,42.9,,106.2,31.5,1861.0,267.6,,,1737.0,1737.0,335.7,229.5,137.4,92.1,0.0,2340.3,,194.2,67.2,,,127.0,0.0,0.0,,,,196.7,,,0.0,390.9,0.0,0.0,,,,91.6,,,,,91.6,91.6,482.5,0.0,2428.0,,,0.0,1292.9,-2.1,3718.8,0.0,3718.8,4201.3,
09/30/2013,3697.4,1212.9,586.8,626.1,280.6,280.6,0.0,200.1,59.1,6.8,134.2,0.0,39.9,0.0,121.6,30.0,1733.5,294.2,,,1319.4,1319.4,350.3,228.7,137.4,91.3,0.0,1963.9,,174.7,62.0,,,112.7,0.0,0.0,,,,192.6,,,0.0,367.3,0.0,0.0,,,,65.8,,,,,65.8,65.8,433.1,0.0,2450.7,,,0.0,813.2,0.4,3264.3,0.0,3264.3,3697.4,
