Date,Assets,Total Investments,Fixed Income-Trading/AFS & ST Inv,Loans & Mortgages,Fixed Income Securities-HTM,Equity Securities,Real Estate Investments,Other Investments,Cash & Near Cash Items,Accounts & Notes Receivable,Net Fixed Assets,Deferred Policy Acquisition Costs,Other Assets,Total Assets,Liabilities & Shareholders' Equity,Reserve for Outstanding Claim & Loss,Premium Reserve (Unearned),Life Policy Benefits,Other Insurance Reserves,Total Insurance Reserves,Short-Term Borrowings,Other Short-Term Liabilities,Long-Term Borrowings,Other Long-Term Liabilities,Total Liabilities,Total Preferred Equity,Minority Interest,Policyholders' Equity,Share Capital & APIC,Retained Earnings & Other Equity,Total Equity,Total Liabilities & Equity,Source: Bloomberg
03/31/1990,,3805.455078,,,,,,,155.201004,109.505997,64.120003,223.779999,146.673004,4504.734863,,,,2728.508057,,2728.508057,0.0,257.075989,0.0,74.797997,3060.382042,0,0,0,70.963997,1373.389038,1444.353035,4504.735077,
06/30/1990,,3837.572021,,,,,,,95.538002,108.570999,101.556999,228.537003,120.260002,4492.035156,,,,2765.541992,,2765.541992,0.0,228.145996,0.0,74.247002,3067.93499,0,0,0,71.073997,1353.026001,1424.099998,4492.034988,
09/30/1990,,3751.99292,,,,,,,99.749001,108.438004,102.359001,232.393997,118.335999,4413.269043,,,,2800.645996,,2800.645996,0.0,184.951004,0.0,85.457001,3071.054001,0,0,0,43.983002,1298.232056,1342.215057,4413.269058,
12/31/1990,,3774.233887,13.456,767.476013,2327.358887,609.984985,30.950001,25.007999,115.244003,108.899002,105.419998,236.412994,114.697998,4454.908203,,172.567001,65.288002,2551.700928,95.902,2885.458008,0.0,54.895,0.0,161.565994,3101.919003,0,0,0,43.153999,1309.834961,1352.98896,4454.907963,
03/31/1991,,3918.964111,,,,,,,121.042,110.292,103.079002,240.057007,116.806,4610.240234,,,,2881.824951,,2881.824951,0.0,205.274994,0.0,78.890999,3165.990944,0,0,0,42.886002,1401.363037,1444.249039,4610.239983,
06/30/1991,,3969.039062,,,,,,,123.487999,112.885002,101.139999,244.292999,117.336998,4668.182129,,,,2921.238037,,2921.238037,0.0,193.792999,0.0,82.810997,3197.842033,0,0,0,42.745998,1427.593994,1470.339993,4668.182026,
09/30/1991,,4037.295898,,,,,,,158.348999,107.917999,98.427002,247.248001,119.603996,4768.841797,,,,2966.694092,,2966.694092,0.0,201.973007,0.0,89.600998,3258.268097,0,0,0,42.738998,1467.834961,1510.573959,4768.842056,
12/31/1991,,4189.066895,8.379,769.153992,2571.710938,783.98999,29.344999,26.488001,156.694,109.398003,98.695999,248.626999,122.737999,4925.220215,,177.429001,71.884003,2721.61499,111.759003,3082.687012,0.0,65.154999,0.0,214.362,3362.20401,0,0,0,42.743,1520.272949,1563.015949,4925.219959,
03/31/1992,,4246.290039,,,,,,,159.578003,111.012001,96.464996,251.763,121.666,4986.773926,,,,3059.864014,,3059.864014,0.0,223.162994,0.0,110.805,3393.832008,0,0,0,42.758999,1550.182983,1592.941982,4986.773991,
06/30/1992,,4293.701172,,,,,,,180.287003,108.302002,94.456001,254.516998,124.186996,5055.450195,,,,3097.814941,,3097.814941,0.0,215.087997,0.0,97.260002,3410.162941,0,0,0,63.811001,1581.475952,1645.286953,5055.449894,
09/30/1992,,4398.582031,,,,,,,128.912003,112.002998,91.821999,257.169006,128.384003,5116.87207,,,,3140.121094,,3140.121094,0.0,222.143997,0.0,99.692001,3461.957092,0,0,0,63.313999,1591.600952,1654.914951,5116.872044,
12/31/1992,,4493.466797,42.248001,781.651001,2773.825928,837.935974,28.83,28.976,155.669006,110.110001,92.649002,260.161987,123.779999,5235.836914,,171.712006,75.135002,2892.125,123.452003,3262.424072,0.0,60.512001,0.0,226.136002,3549.072075,0,0,0,63.049,1623.715942,1686.764942,5235.837017,
03/31/1993,,4621.358887,,,,,,,159.311996,112.010002,93.108002,263.848999,139.544006,5389.182129,,,,3251.806885,,3251.806885,0.0,294.079987,0.0,138.451996,3684.338867,0,0,0,63.073002,1641.77002,1704.843021,5389.181889,
06/30/1993,,4792.64209,,,,,,,,123.473999,91.601997,268.15799,150.940002,5426.815918,,,,3314.593018,,3314.593018,0.0,257.429993,0.0,128.242004,3700.265015,0,0,0,62.883999,1663.666992,1726.550991,5426.816006,
09/30/1993,,4911.003906,,,,,,,,113.117996,89.593002,271.505005,152.009003,5537.229004,,,,3370.739014,,3370.739014,0.0,271.52301,0.0,122.794998,3765.057022,0,0,0,62.904999,1709.266968,1772.171967,5537.228989,
12/31/1993,,4916.937012,3.065,798.247986,3221.87793,833.440002,30.959,29.347,31.563,155.645996,98.433998,277.730988,160.309998,5640.621094,,177.807007,84.473,2954.24707,322.010986,3538.538086,39.700001,60.919998,0.0,268.391998,3907.550083,0,0,0,61.831001,1671.23999,1733.070991,5640.621074,
03/31/1994,,5259.327148,1807.682983,,1740.927002,831.5,,879.21698,,147.804993,102.023003,275.506012,171.557007,5956.217773,,,,3507.288086,,3507.288086,238.076996,79.439003,0.0,370.377014,4195.181099,0,0,0,60.938999,1700.098022,1761.037022,5956.218121,
07/01/1994,,5297.461914,1730.114014,,1841.863037,844.070007,,881.414978,,151.503998,104.566002,293.432007,175.309006,6022.272949,,,,3594.134033,,3594.134033,311.859985,79.941002,0.0,289.786987,4275.722008,0,0,0,60.588001,1685.963013,1746.551014,6022.273022,
09/30/1994,,5369.10791,1722.541016,640.35199,1880.771973,835.169006,,290.273987,,149.162003,101.974998,313.529999,180.529007,6114.304199,,,,3677.699951,,3677.699951,315.191986,81.833,0.0,278.454987,4353.179924,0,0,0,60.563,1700.561035,1761.124035,6114.303959,
12/31/1994,,5220.668945,1606.86499,886.986023,1940.046021,718.02301,30.888,37.861,22.774,161.598007,100.671997,329.139008,305.484009,6140.335938,,172.216003,94.019997,3125.020996,452.730988,3843.988037,296.187988,53.473999,0.0,214.143005,4407.793029,0,0,0,60.563999,1671.979004,1732.543003,6140.336032,
03/31/1995,,5496.931152,1697.578979,701.455994,1974.412964,761.377991,,362.105011,,157.813004,98.530998,333.049988,308.516998,6394.841797,,,,3730.815918,,3730.815918,270.825989,75.273003,0.0,477.335999,4554.250908,0,0,0,60.571999,1780.019043,1840.591042,6394.841949,
06/30/1995,,6494.726074,2668.843018,730.229004,2005.844971,761.965027,,327.843994,,220.102997,94.751999,552.41803,332.242004,7694.241211,,,,4774.595215,248.992996,5023.587891,317.346008,74.983002,0.0,345.006012,5760.922913,0,0,0,59.330002,1873.988037,1933.318039,7694.240952,
