Date,Revenue,Sales & Services Revenue,Cost of Revenue,Cost of Goods & Services,Gross Profit,Other Operating Income,Operating Expenses,"Selling, General & Admin",Selling & Marketing,General & Administrative,Research & Development,Other Operating Expense,Operating Income (Loss),Non-Operating (Income) Loss,"Interest Expense, Net",Interest Expense,Interest Income,Foreign Exch (Gain) Loss,(Income) Loss from Affiliates,Other Non-Op (Income) Loss,Pretax Income,Income Tax Expense (Benefit),Income (Loss) from Cont Ops,Net Extraordinary Losses (Gains),Discontinued Operations,XO & Accounting Changes,Income (Loss) Incl. MI,Minority Interest,"Net Income, GAAP",Preferred Dividends,Other Adjustments,"Net Income Avail to Common, GAAP","Net Income Avail to Common, Adj",Net Abnormal Losses (Gains),Basic Weighted Avg Shares,"Basic EPS, GAAP",Basic EPS from Cont Ops,"Basic EPS from Cont Ops, Adjusted",Diluted Weighted Avg Shares,"Diluted EPS, GAAP",Diluted EPS from Cont Ops,"Diluted EPS from Cont Ops, Adjusted",Source: Bloomberg
04/01/1990,301.152008,,-134.929993,,166.222015,,-134.104004,,,,,,32.118,0.816,,3.563,,,,-4.379,32.934,-13.503,19.431,0.0,,,19.431,0.0,19.431,0.0,,19.431,19.431,,199.786497,0.097778,0.097778,,199.786497,0.097778,0.097778,0.097778,
07/01/1990,277.290985,,-133.104996,,144.185989,,-128.393005,,,,,,15.793,-0.597,,2.793,,,,-2.196,15.196,-6.471,8.725,0.0,,,8.725,0.0,8.725,0.0,,8.725,8.725,,196.850251,0.044444,0.044444,,196.850251,0.044444,0.044444,0.044444,
09/30/1990,448.774994,,-209.061005,,239.713989,,-178.832993,,,,,,60.881001,-4.3,,4.762,,,,-0.462,56.581,-23.481001,33.099998,0.0,,,33.1,0.0,33.099998,0.0,,33.099998,33.099998,,195.679125,0.168889,0.168889,,195.679125,0.168889,0.168889,0.168889,
12/30/1990,492.813995,,-220.720993,,272.093002,,-220.593002,,,,,,51.5,-3.763,,5.405,,,,-1.642,47.737,-19.811001,27.926001,0.0,,,27.925999,0.0,27.926001,0.0,,27.926001,27.926001,,191.754007,0.145185,0.145185,0.145185,191.754007,0.145185,0.145185,0.145185,
03/31/1991,306.557007,,-132.757004,,173.800003,,-142.494003,,,,,,31.306,2.788,,2.368,,,,-5.156,34.094,-13.638,20.455999,0.0,,,20.456,0.0,20.455999,0.0,,20.455999,20.455999,,192.918373,0.106667,0.106667,,192.918373,0.106667,0.106667,0.106667,
06/30/1991,368.501007,,-170.763,,197.738007,,-177.119003,,,,,,20.618999,-62.344999,,6.615,,,,55.73,-41.726,10.577,-31.149,0.0,,,-31.149,0.0,-31.149,0.0,,-31.149,-31.149,,192.047625,-0.162963,-0.162963,,192.047625,-0.162963,-0.162963,-0.162963,
09/29/1991,704.833008,,-322.484009,,382.348999,,-288.243988,,,,,,94.105003,-14.034,,14.238,,,,-0.204,80.071003,-32.57,47.500999,0.0,,,47.501004,0.0,47.500999,0.0,,47.500999,47.500999,,196.084122,0.242963,0.242963,,196.084122,0.242963,0.242963,0.242963,
12/29/1991,761.205017,,-341.355011,,419.850006,,-328.506989,,,,,,91.343002,-18.230999,,19.375999,,,,-1.145,73.112003,-28.266001,44.846001,0.0,,,44.846002,0.0,44.846001,0.0,,44.846001,44.846001,,198.021375,0.225185,0.225185,0.225185,198.021375,0.225185,0.225185,0.225185,
03/29/1992,452.569,,-195.960007,,256.608994,,-213.473999,,,,,,43.134998,-4.797,,7.452,,,,-2.655,38.337998,-15.144,23.194,-0.214,,,23.407998,0.0,23.408001,0.0,,23.408001,23.408001,,199.334255,0.115556,0.115556,,199.334255,0.115556,0.115556,0.115556,
06/28/1992,485.958008,,-209.412994,,276.545013,,-231.048996,,,,,,45.495998,-7.956,,7.973,,,,-0.017,37.539998,-14.828,22.712,0.0,,,22.711998,0.0,22.712,0.0,,22.712,22.712,,199.662746,0.115556,0.115556,,199.662746,0.115556,0.115556,0.115556,
