Date,Assets,Real Estate Held for Sale,Real Estate Equity Interests,Net Real Estate Property,Gross Real Estate Property,Accumulated Depreciation,Net Mortgages & Notes,Mortgage Loan (REIT),Notes Receivable,Allowance for Loan Losses,Mortgage Backed Invt,Total Real Estate Investments,Cash & Near Cash Items,Accounts Receivable,Other Investments,Other Assets,Restricted Assets,Total Assets,Liabilities & Shareholders' Equity,Accounts Payable,ST Liabilities & Deposits,Secured & Unsecured Debt,Unsecured Debt,Secured Debt,Other Long-Term Liabilities,Total Liabilities,Total Preferred Equity,Minority Interest,Share Capital & APIC,Retained Earnings & Other Equity,Total Equity,Total Liabilities & Equity,Source: Bloomberg
03/31/1997,,0.0,75.475998,4918.633789,4876.515137,-33.356998,0.0,0.0,0.0,0.0,0.0,4918.633789,31.485001,8.126,0.0,17.378,33.654999,5009.277832,,0.0,98.481003,1598.118942,,,98.481003,1696.599976,0.0,253.792007,3058.885986,0.0,3312.677994,5009.277832,
09/30/1997,,0.0,93.825996,5093.984863,5022.945801,-22.787001,0.0,0.0,0.0,0.0,0.0,5093.984863,132.649002,16.190001,0.0,70.132004,42.966,5355.921875,,98.369003,44.256001,1716.458008,,,33.087002,1892.170044,0.0,310.045013,3161.638916,-7.932,3463.751929,5355.921875,
12/31/1997,,0.0,387.332001,11363.651367,11041.013672,-64.695,0.0,0.0,0.0,0.0,0.0,11363.651367,228.852997,52.581001,0.0,80.815002,25.771999,11751.671875,,260.401001,1.924,4284.317139,,,45.055,4591.696777,200.0,754.817993,6222.005859,-16.849001,7159.974852,11751.671875,
03/31/1998,,0.0,359.803986,11560.480469,11329.910156,-129.235001,0.0,0.0,0.0,0.0,0.0,11560.480469,11.681,70.477997,0.0,131.432007,29.923,11803.990234,,190.889999,92.231003,3987.530029,,,93.072998,4363.724121,500.0,747.919983,6222.711914,-30.362,7440.269897,11803.990234,
06/30/1998,,0.0,350.022003,12567.769531,12415.870117,-198.125,0.0,0.0,0.0,0.0,0.0,12567.769531,52.750999,84.258003,0.0,138.643005,31.712999,12875.129883,,252.332001,93.875999,4939.448975,,,94.885002,5380.541992,500.0,748.500977,6276.757812,-30.667,7494.591789,12875.129883,
09/30/1998,,0.0,370.552002,13147.679688,13049.80957,-272.679993,0.0,0.0,0.0,0.0,0.0,13147.679688,140.356003,113.155998,0.0,193.865997,36.775002,13631.830078,,269.981995,108.106003,5672.11499,,,94.990997,6145.193848,500.0,743.861023,6285.921875,-43.143002,7486.639896,13631.830078,
12/31/1998,,0.0,378.533997,13710.09375,13683.819336,-352.259003,0.0,0.0,0.0,0.0,0.0,13710.09375,67.080002,123.307999,0.0,201.233002,159.576004,14261.291016,,347.970001,6.216,6025.404785,,,93.022003,6472.612793,615.0,737.715027,6486.167969,-50.205002,7788.677994,14261.291016,
03/31/1999,,0.0,387.407013,13903.589844,13951.360352,-435.17099,0.0,0.0,0.0,0.0,0.0,13903.589844,41.966,150.063995,0.0,217.667999,28.566,14341.860352,,278.351013,110.834,6074.712158,,,106.883003,6570.779785,615.0,731.833008,6491.844238,-67.601997,7771.075249,14341.860352,
06/30/1999,,0.0,396.162994,13808.576172,13928.248047,-515.835022,0.0,0.0,0.0,0.0,0.0,13808.576172,35.917,158.494995,0.0,206.643997,130.259995,14339.891602,,320.790985,111.365997,6045.702148,,,97.695,6575.554199,615.0,785.700989,6439.367188,-75.730003,7764.338173,14339.891602,
09/30/1999,,0.0,404.524994,13866.498047,14061.96582,-599.992981,0.0,0.0,0.0,0.0,0.0,13866.498047,19.749001,174.738007,0.0,301.700989,40.355999,14403.041992,,330.382996,125.317001,6108.822876,,,97.788002,6662.311035,615.0,935.184021,6290.535156,-99.987999,7740.731178,14403.041992,
12/31/1999,,0.0,865.862976,13438.019531,13202.540039,-630.387024,0.0,0.0,0.0,0.0,0.0,13438.019531,2.338,193.194,0.0,392.756012,19.754,14046.05957,,318.002991,5.446,5851.917847,,,161.164001,6336.530762,615.0,883.453979,6271.774902,-60.702,7709.526882,14046.05957,
03/31/2000,,0.0,875.458984,13372.879883,13210.400391,-712.97699,0.0,0.0,0.0,0.0,0.0,13372.879883,16.375999,193.621994,0.0,438.692993,68.258003,14089.830078,,246.988998,277.57901,5962.783936,,,0.0,6487.352051,613.922974,858.633972,6175.774902,-45.851002,7602.480846,14089.830078,
06/30/2000,,0.0,946.966003,17647.300781,17468.859375,-768.526978,0.0,0.0,0.0,0.0,0.0,17647.300781,82.353996,217.440002,0.0,540.008972,173.001999,18660.109375,,374.076996,148.761993,8593.168213,,,227.054993,9343.061523,613.922974,1310.26001,7487.879883,-95.016998,9317.045868,18660.109375,
09/30/2000,,0.0,1104.094971,17807.839844,17581.929688,-878.187012,0.0,0.0,0.0,0.0,0.0,17807.839844,59.080002,245.638,0.0,540.396973,75.196999,18728.150391,,406.130005,337.860992,8683.912109,,,0.0,9427.90332,613.922974,1258.10498,7582.524902,-154.307999,9300.244858,18728.150391,
12/31/2000,,0.0,1164.613037,16641.320312,17619.380859,-978.054993,0.0,0.0,0.0,0.0,0.0,17805.939453,53.256001,308.872009,0.0,586.35498,39.832001,18794.25,,497.811005,3.681,8802.993896,,,204.298004,9508.78418,613.922974,1218.395996,7648.971191,-195.820999,9285.469162,18794.25,
03/31/2001,,0.0,1135.205,16612.557,17712.83,-1100.273,0.0,0.0,0.0,0.0,0.0,17747.762,37.61,306.835,0.0,585.96,45.131,18723.298,,418.781,342.594,8658.159,5873.904,2784.255,0.0,9419.534,613.423,1194.223,7702.759,-206.641,9303.764,18723.298,
06/30/2001,,0.0,1146.276001,16610.310547,17826.890625,-1216.584961,0.0,0.0,0.0,0.0,0.0,17756.580078,80.079002,320.985992,0.0,557.992981,43.334,18758.980469,,424.453003,160.953995,8702.074219,,,178.554001,9466.035156,613.422974,1155.040039,7738.26123,-213.783005,9292.941238,18758.980469,
09/30/2001,,0.0,1319.387939,23454.060547,24812.560547,-1358.494019,0.0,0.0,0.0,0.0,0.0,24773.449219,377.549988,368.384003,0.0,687.965027,62.995998,26270.349609,,568.382996,245.039993,12092.140869,,,254.011002,13159.580078,969.672974,1625.102051,10778.919922,-262.925995,13110.768951,26270.349609,
12/31/2001,,0.0,1321.126953,23322.048828,24816.349609,-1494.301025,0.0,0.0,0.0,0.0,0.0,24643.175781,61.120998,390.221008,0.0,517.614014,196.289001,25808.421875,,570.744019,6.06,11988.625,,,330.277008,12895.706055,863.422974,1604.349976,10792.416992,-347.475006,12912.714935,25808.421875,
03/31/2002,,0.0,1220.855,23219.793,24859.472,-1639.679,0.0,0.0,0.0,0.0,0.0,24440.648,303.838,491.947,0.0,532.971,47.247,25816.651,,511.116,610.298,11763.375,9128.422,2634.953,0.0,12884.789,863.423,1590.109,10846.074,-367.744,12931.862,25816.651,
06/30/2002,,0.0,1237.095,23136.96,24922.697,-1785.737,0.0,0.0,0.0,0.0,0.0,24374.055,300.24,408.72,0.0,553.256,45.579,25681.85,,530.641,558.211,11773.506,9149.145,2624.361,0.0,12862.358,863.423,1461.989,10892.551,-398.471,12819.492,25681.85,
09/30/2002,,0.0,1269.511963,22988.460938,24927.609375,-1939.146973,0.0,0.0,0.0,0.0,0.0,24257.970703,455.533997,392.584991,0.0,563.802002,37.062,25706.960938,,542.703979,239.613007,11801.617188,,,362.545013,12946.480469,876.072998,1440.406006,10880.740234,-436.744995,12760.474243,25706.960938,
12/31/2002,,0.0,1087.814941,23085.900391,25163.519531,-2077.613037,0.0,0.0,0.0,0.0,0.0,24173.720703,58.471001,409.528992,0.0,575.880005,29.184999,25246.779297,,560.101013,5.654,11771.240479,,,391.963013,12728.959961,876.072998,1432.352051,10695.719727,-486.322998,12517.821777,25246.779297,
03/31/2003,,0.0,1100.409,22913.154,25143.333,-2230.179,0.0,0.0,0.0,0.0,0.0,24013.563,63.323,422.341,0.0,576.948,62.073,25138.248,,470.595,638.574,11729.754,9249.017,2480.737,0.0,12838.923,876.073,1414.979,10554.857,-546.584,12299.325,25138.248,
06/30/2003,,0.0,1089.894043,22664.382812,25043.650391,-2379.268066,0.0,0.0,0.0,0.0,0.0,23754.275391,57.595001,436.041992,0.0,653.731018,33.692001,24935.335938,,522.905029,227.438004,11995.239746,,,436.42099,13182.003906,626.072998,1390.137939,10377.849609,-640.726013,11753.334534,24935.339844,
09/30/2003,,0.0,978.150024,22641.460938,25174.949219,-2533.490967,0.0,0.0,0.0,0.0,0.0,23619.609375,105.785004,463.010986,0.0,651.14801,43.814999,24883.369141,,480.830994,227.459,12063.736084,,,413.627991,13185.650391,626.072998,1380.668945,10377.530273,-686.55603,11697.716187,24883.369141,
12/31/2003,,0.0,1127.232056,21734.138672,24312.220703,-2578.082031,0.0,0.0,0.0,0.0,0.0,22861.369141,69.398003,459.209015,0.0,723.844971,75.185997,24189.007812,,573.06897,3.899,11478.801025,,,398.27301,12454.041992,626.072998,1375.604004,10400.870117,-667.578003,11734.969116,24189.011719,
03/31/2004,,0.0,972.674988,22650.230469,25476.150391,-2825.922119,0.0,0.0,0.0,0.0,0.0,23622.900391,54.984001,512.835022,0.0,628.236023,60.280998,24879.240234,,433.502991,229.072998,12291.694581,,,472.333008,13426.599609,512.0,1351.474976,10460.870117,-871.705017,11452.640076,24879.240234,
06/30/2004,,0.0,967.973022,22387.310547,25346.296875,-2958.986084,0.0,0.0,0.0,0.0,0.0,23355.283203,73.313004,521.229004,0.0,647.427002,75.752998,24673.005859,,479.812988,229.595001,12457.180908,,,490.987,13657.576172,212.5,1318.666016,10443.327148,-959.064026,11015.429138,24673.005859,
09/30/2004,,0.0,1178.965,22222.27,25285.943,-3063.673,0.0,0.0,0.0,0.0,0.0,23401.235,122.76,529.887,0.0,647.067,75.543,24776.492,,458.926,230.828,12674.538,,,455.226,13819.518,512.0,1268.945,10463.37,-1287.341,10956.974,24776.492,
12/31/2004,,163.389999,1117.142944,22140.175781,25128.232422,-3151.446045,0.0,0.0,0.0,0.0,0.0,23257.318359,107.125999,553.958984,0.0,704.351013,48.784,24671.539062,,556.851013,487.029999,13108.958496,,,0.0,14152.839844,212.5,1247.416992,10483.342773,-1424.561035,10518.69873,24671.539062,
03/31/2005,,106.938,1120.317,21795.087,24975.428,-3287.279,0.0,0.0,0.0,0.0,0.0,22915.404,102.298,565.684,0.0,753.598,62.704,24399.688,,441.964,740.949,12776.501,9984.779,2791.722,0.0,13959.414,212.5,1214.775,10537.803,-1524.804,10440.274,24399.688,
06/30/2005,,55.875,1068.968994,20518.349609,23608.900391,-3146.426025,0.0,0.0,0.0,0.0,0.0,21587.318359,615.997009,560.330017,0.0,744.267029,129.570999,23637.482422,,490.839996,666.344971,12458.212646,,,,13615.398438,212.5,1122.623047,10620.165039,-1933.203003,10022.085083,23637.482422,
09/30/2005,,70.177,971.574,20406.699,23566.978,-3230.456,0.0,0.0,0.0,0.0,0.0,21378.273,145.913,548.475,0.0,710.456,117.606,22900.723,,496.631,680.772,11895.181,,,,13072.584,212.5,1089.605,10567.673,-2041.639,9828.139,22900.723,
12/31/2005,,75.210999,947.989014,20432.142578,23693.720703,-3336.789062,0.0,0.0,0.0,0.0,0.0,21380.130859,78.164001,591.684021,0.0,884.916016,38.658001,22973.552734,,574.224976,487.20401,13127.315186,,,0.0,14188.744141,212.5,1036.20105,9749.625977,-2213.518066,8784.80896,22973.552734,
03/31/2006,,106.947,105.052,22877.131,26556.572,-3786.388,0.0,0.0,0.0,0.0,0.0,22982.183,115.743,667.989,0.0,965.114,54.417,24785.446,,555.053,137.508,14202.238,10884.039,3318.199,501.475,15396.274,212.5,2169.559,9293.498,-2286.385,9389.172,24785.446,
06/30/2006,,0.0,120.678001,22660.970703,26631.650391,-3970.680908,0.0,0.0,0.0,0.0,0.0,22781.648438,152.628006,641.642029,0.0,999.054016,230.169998,24805.142578,,582.476013,643.10199,14912.405273,,,0.0,16137.983398,212.5,2092.177979,8674.617188,-2312.135986,8667.15918,24805.142578,
09/30/2006,,16.896,118.085,22932.57,26874.261,-3958.587,,,,,,23050.655,196.371,657.811,,1059.087,336.501,25300.425,,634.299,131.711,15387.074,11868.289,3518.785,633.286,16786.37,212.5,2150.496,8716.099,-2565.04,8514.055,25300.425,
12/31/2006,,28.757,108.679001,22378.552734,26360.783203,-4010.988037,,,,,,22487.230469,153.869995,688.559021,,1129.67395,313.626007,24772.960938,,725.807007,2.496,14396.468994,,,671.513977,15796.286133,360.153015,2097.552002,8885.120117,-2366.150879,8976.674255,24772.960938,
03/31/2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06/30/2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
