Date,Net Revenue,Net Interest Income,Total Interest Income,Interest Income,Investment Income,Total Interest Expense,Total Non-Interest Income,Trading Securities G/L,Trading Account Profits/Losses,Investment & Loan Inc (Loss),Other Income (Loss),Commissions & Fees Earned,Other Operating Income (Losses),Provision for Loan Losses,Net Revenue after Provisions,Total Non-Interest Expense,Commissions & Fees Paid,Other Operating Expenses,Operating Income (Loss),Non-Operating (Income) Loss,Other Non-Op (Income) Loss,"Pretax Income (Loss), GAAP",Income Tax Expense (Benefit),Income (Loss) from Cont Ops,Net Extraordinary Losses (Gains),Discontinued Operations,XO & Accounting Changes,Income (Loss) Incl. MI,Minority Interest,"Net Income, GAAP",Preferred Dividends,Other Adjustments,"Net Income Avail to Common, GAAP","Net Income Avail to Common, Adj",Net Abnormal Losses (Gains),Basic Weighted Avg Shares,"Basic EPS, GAAP",Basic EPS from Cont Ops,"Basic EPS from Cont Ops, Adjusted",Diluted Weighted Avg Shares,"Diluted EPS, GAAP",Diluted EPS from Cont Ops,"Diluted EPS from Cont Ops, Adjusted",Source: Bloomberg
03/31/1990,55.308999,29.518999,66.664999,56.022999,10.642,-37.146,25.79,0.029,,,,21.278,4.483,-2.464,52.844999,-40.495998,0.0,40.495998,12.349,0.0,0.0,12.349,-3.175,9.174,0.0,,,9.174,-0.481,8.693,0.0,,8.693,8.693,,25.14977,0.345679,0.345679,,25.14977,0.345679,0.345679,0.345679,
06/30/1990,58.925998,30.401998,69.073998,58.175999,10.898,-38.672001,28.524001,-0.028,,,,24.610001,3.942,-2.625,56.300998,-43.167,0.0,43.167,13.134,0.0,0.0,13.134,-3.607,9.527,0.0,,,9.527,-0.547,8.98,0.0,,8.98,8.98,,25.150493,0.359506,0.359506,,25.150493,0.359506,0.359506,0.359506,
09/30/1990,63.093,31.661999,72.889999,62.181,10.709,-41.228001,31.431001,0.026,,,,27.481001,3.924,-3.108,59.985,-46.405998,0.0,46.405998,13.579,0.0,0.0,13.579,-3.796,9.783,0.0,,,9.783,-0.59,9.193,0.0,,9.193,9.193,,25.155556,0.359506,0.359506,,25.155556,0.359506,0.359506,0.359506,
12/31/1990,68.461998,32.095999,73.833998,63.058998,10.775,-41.737999,36.365999,-0.141,,,,36.528999,-0.022,-4.719,63.742998,-49.859001,0.0,49.859001,13.884,0.0,0.0,13.884,-4.188,9.696,0.0,,,9.696,-0.686,9.01,0.0,,9.01,9.01,,24.679318,0.359506,0.359506,0.359506,24.679318,0.359506,0.359506,0.359506,
03/31/1991,39.842003,39.842003,92.217003,92.217003,,-52.375,,,,,,,,-4.354,35.488003,-19.139999,,19.139999,16.348,0.0,0.0,16.348,-5.007,11.341,0.0,,,11.341,0.0,11.341,0.0,,11.341,11.341,,30.377885,0.373333,0.373333,,30.377885,0.373333,0.373333,0.373333,
06/30/1991,41.578995,41.578995,94.922997,94.922997,,-53.344002,,,,,,,,-5.643,35.935995,-18.952999,,18.952999,16.983,0.0,0.0,16.983,-5.258,11.725,0.0,,,11.725,0.0,11.725,0.0,,11.725,11.725,,29.753026,0.394074,0.400988,,29.753026,0.394074,0.400988,0.400988,
09/30/1991,47.597,47.597,106.431,106.431,,-58.834,,,,,,,,-7.145,40.452,-21.792999,,21.792999,18.659,0.0,0.0,18.659,-6.013,12.646,0.0,,,12.646,0.0,12.646,0.0,,12.646,12.646,,32.090456,0.394074,0.400988,,32.090456,0.394074,0.400988,0.400988,
12/31/1991,48.375,48.375,107.040001,107.040001,,-58.665001,,,,,,,,-9.545,38.83,-19.965,,19.965,18.865,0.0,0.0,18.865,-6.008,12.857,0.0,,,12.857,0.0,12.857,0.0,,12.857,12.857,,32.625633,0.394074,0.394074,0.394074,32.625633,0.394074,0.394074,0.394074,
03/31/1992,94.659997,49.311998,102.035997,82.586998,19.448999,-52.723999,45.347998,0.675,,,,37.807999,6.865,-6.267,88.392997,-67.105003,0.0,67.105003,21.288,0.0,0.0,21.288,-6.638,14.65,0.0,,,14.65,-0.627,14.023,0.0,,14.023,14.023,,31.963651,0.435556,0.428642,,31.963651,0.435556,0.428642,0.428642,
06/30/1992,98.472998,51.796,100.999998,82.198997,18.801001,-49.203999,46.676998,-0.007,,,,39.669998,7.014,-6.556,91.916997,-68.445,0.0,68.445,23.472,0.0,0.0,23.472,-7.548,15.924,0.0,,,15.924,-0.74,15.184,0.0,,15.184,15.184,,32.010419,0.477037,0.483951,,32.010419,0.477037,0.483951,0.483951,
