Date,Cash from Operating Activities,Net Income,Depreciation & Amortization,Non-Cash Items,Stock-Based Compensation,Deferred Income Taxes,Other Non-Cash Adj,Chg in Non-Cash Work Cap,(Inc) Dec in Accts Receiv,(Inc) Dec in Inventories,Inc (Dec) in Accts Payable,Inc (Dec) in Other,Net Cash From Disc Ops,Cash from Investing Activities,Change in Fixed & Intang,Disp in Fixed & Intang,Disp of Fixed Prod Assets,Disp of Intangible Assets,Acq of Fixed & Intang,Acq of Fixed Prod Assets,Acq of Intangible Assets,Net Change in LT Investment,Dec in LT Investment,Inc in LT Investment,Net Cash From Acq & Div,Cash from Divestitures,Cash for Acq of Subs,Cash for JVs,Other Investing Activities,Cash from Financing Activities,Dividends Paid,Cash From (Repayment) Debt,Cash From (Repay) ST Debt,Cash From LT Debt,Repayments of LT Debt,Cash (Repurchase) of Equity,Increase in Capital Stock,Decrease in Capital Stock,Other Financing Activities,Effect of Foreign Exchange Rates,Net Changes in Cash,Source: Bloomberg
12/31/1996,114.0,179.0,142.0,-87.0,,16.0,-103.0,-120.0,24.0,-17.0,-181.0,54.0,,423.0,446.0,559.0,,,-113.0,,,0.0,0.0,0.0,,,,,-23.0,-399.0,-63.0,-241.0,,,,-47.0,14.0,-61.0,-48.0,,138.0,
03/31/1997,215.0,189.0,81.0,55.0,,-41.0,96.0,-51.0,-49.0,-10.0,88.0,-80.0,,-205.0,-1262.0,,,,-1262.0,,,,,,,,,,1057.0,-152.0,-63.0,164.0,,,,-262.0,19.0,-281.0,9.0,,-140.0,
09/30/1997,72.0,109.0,34.0,115.0,,,115.0,-118.0,,,,-118.0,,,-136.0,,,,-136.0,,,,,,,,,,136.0,,,,,,,,,,,,,
12/31/1997,104.0,72.0,52.0,83.0,,,83.0,-103.0,,,,-103.0,,-204.0,-46.0,13.0,,,-59.0,,,0.0,0.0,0.0,,,,,-158.0,0.0,-52.0,283.0,,,,-231.0,8.0,-239.0,0.0,,-100.0,
03/31/1998,21.0,109.0,101.0,-95.0,,,-95.0,-94.0,,,,-94.0,,-65.0,-68.0,,,,-68.0,,,0.0,0.0,0.0,,,,,3.0,133.0,-51.0,490.0,,,,-306.0,50.0,-356.0,0.0,,89.0,
06/30/1998,127.0,-482.0,84.0,477.0,,,477.0,48.0,,,,48.0,,-28.0,-28.0,83.0,,,-111.0,,,0.0,0.0,0.0,,,,,0.0,-197.0,-50.0,123.0,,,,-270.0,12.0,-282.0,0.0,,-98.0,
09/30/1998,471.0,-126.0,69.0,542.0,,,542.0,-14.0,,,,-14.0,,-168.0,-168.0,2.0,,,-170.0,,,0.0,0.0,0.0,,,,,0.0,-360.0,-49.0,-41.0,,,,-98.0,5.0,-103.0,-172.0,,-57.0,
12/31/1998,54.0,114.0,68.0,-138.0,,-96.0,-42.0,10.0,85.0,-36.0,-59.0,20.0,,-9.0,-55.0,,,,-55.0,,,0.0,0.0,0.0,,,,,46.0,47.0,-48.0,180.0,,,,-38.0,18.0,-56.0,-47.0,,92.0,
03/31/1999,280.0,143.0,83.0,70.0,,57.0,13.0,-16.0,-7.0,-50.0,55.0,-14.0,,-193.0,-89.0,,,,-89.0,,,0.0,0.0,0.0,,,,,-104.0,-178.0,-49.0,-145.0,,,,16.0,18.0,-2.0,0.0,,-91.0,
06/30/1999,142.0,150.0,85.0,-1.0,,9.0,-10.0,-92.0,-3.0,11.0,-46.0,-54.0,,-149.0,-97.0,0.0,,,-97.0,,,0.0,0.0,0.0,,,,,-52.0,-35.0,-49.0,-59.0,,,,26.0,70.0,-44.0,47.0,,-42.0,
09/30/1999,361.0,152.0,101.0,53.0,,,53.0,55.0,,,,55.0,,-69.0,-45.0,91.0,,,-136.0,,,0.0,0.0,0.0,,,,,-24.0,-45.0,-48.0,45.0,,,,-51.0,10.0,-61.0,9.0,,247.0,
12/31/1999,107.0,157.0,85.0,-65.0,,-5.0,-60.0,-70.0,110.0,,-130.0,-50.0,,-53.0,-54.0,,,,-54.0,,,0.0,0.0,0.0,,,,,1.0,-114.0,-49.0,-3.0,,,,-62.0,5.0,-67.0,0.0,,-60.0,
03/31/2000,195.0,164.0,68.0,-95.0,,,-95.0,58.0,18.0,-21.0,-36.0,97.0,,-64.0,-4.0,56.0,,,-60.0,,,0.0,0.0,0.0,,,,,-60.0,-255.0,-48.0,-160.0,,,,-35.0,9.0,-44.0,-12.0,,-124.0,
06/30/2000,216.0,170.0,47.0,-118.0,,5.0,-123.0,117.0,-80.0,-36.0,107.0,126.0,,-44.0,-90.0,,,,-90.0,,,0.0,0.0,0.0,,,,,46.0,-120.0,-48.0,-4.0,,,,-106.0,1.0,-107.0,38.0,,52.0,
09/30/2000,186.0,145.0,70.0,120.0,,,120.0,-149.0,,,,-149.0,,-67.0,-67.0,2.0,,,-69.0,,,0.0,0.0,0.0,,,,,0.0,-153.0,-47.0,-6.0,,,,-109.0,0.0,-109.0,9.0,,-34.0,
12/31/2000,26.0,134.0,67.0,-162.0,,,-162.0,-13.0,8.0,-33.0,-29.0,41.0,,-27.0,-21.0,8.0,,,-29.0,,,0.0,0.0,0.0,,,,,-6.0,-7.0,-47.0,430.0,,,,-58.0,5.0,-63.0,-332.0,,-8.0,
03/31/2001,105.0,125.0,70.0,-28.0,,,-28.0,-62.0,2.0,-31.0,-96.0,63.0,,-34.0,-39.0,,,,-39.0,,,0.0,0.0,0.0,,,,,5.0,-56.0,-46.0,-35.0,,,,19.0,19.0,0.0,6.0,,15.0,
06/30/2001,212.0,34.0,70.0,99.0,,,99.0,9.0,38.0,49.0,6.0,-84.0,,251.0,-50.0,,,,-50.0,,,0.0,0.0,0.0,,,,,301.0,-32.0,-47.0,-340.0,,,,18.0,18.0,0.0,337.0,,431.0,
12/31/2001,87.0,-6.0,53.0,44.0,,,44.0,-4.0,63.0,5.0,-54.0,-18.0,,-19.0,-19.0,,,,-19.0,,,,,,,,,,0.0,-19.0,-30.0,1.0,,,,4.0,4.0,,6.0,,49.0,
03/31/2002,26.0,61.0,54.0,-48.0,,,-48.0,-41.0,5.0,4.0,31.0,-81.0,,-83.0,-28.0,0.0,,,-28.0,,,0.0,0.0,0.0,,,,,-55.0,74.0,-31.0,89.0,,,,11.0,11.0,0.0,5.0,,17.0,
