Date,Revenue,Consensus Estimate,Comparable Actual,Revenue Surprise %,GAAP Actual,Adjusted Actual,Earnings Per Share,EPS Surprise %,EBIT,EBITDA,Gross Margin %,Pretax Income (Loss),Pretax Income (Loss) Surprise %,Net Income,Net Income Surprise %,Source: Bloomberg
09/30/1988,,,0.0,,1225.0,1225.0,,,,,,,,,,
12/31/1988,,,0.0,,1380.0,1380.0,,,,,,,,,,
03/31/1989,,,0.0,,1810.0,1810.0,,,,,,,,,,
06/30/1989,,,0.0,,140.0,140.0,,,,,,,,,,
09/30/1989,,,0.0,,1075.0,1075.0,,,,,,,,,,
12/31/1989,,,0.0,,485.0,485.0,,,,,,,,,,
03/31/1990,,,1261.0,,1261.0,1261.0,,,,,,,,,,
06/30/1990,,,1081.0,,1081.0,1081.0,,,,,,,,,,
09/30/1990,,,1056.0,,1056.0,1056.0,,,,,,,,,,
12/31/1990,,,0.0,,1537.0,1537.0,,,,,,,,,,
03/31/1991,,,2222.0,,2222.0,2222.0,,,,,,,,,,
06/30/1991,,,1108.0,,1108.0,1108.0,,,,,,,,,,
09/30/1991,,,1098.0,,1098.0,1098.0,,,,,,,,,,
12/31/1991,,,0.0,,1103.0,1103.0,,,,,,,,,,
03/31/1992,,,1334.0,,1279.0,1279.0,,,,,,,,,,
06/30/1992,,,940.0,,915.0,915.0,,,,,,,,,,
09/30/1992,,,1120.0,,1130.0,1130.0,,,,,,,,,,
12/31/1992,,,0.0,,1385.0,1385.0,,,,,,,,,,
03/31/1993,,,1171.5,,1171.5,1171.5,,,,,,,,,,
06/30/1993,,,1221.5,,1221.5,1221.5,,,,,,,,,,
09/30/1993,,,1346.5,,1346.5,1346.5,,,,,,,,,,
12/31/1993,,,0.0,,1486.5,1486.5,,,,,,,,,,
03/31/1994,,,1148.5,,1148.5,1148.5,,,,,,,,,,
06/30/1994,,,873.5,,873.5,873.5,,,,,,,,,,
09/30/1994,,,1143.5,,1143.5,1143.5,,,,,,,,,,
12/31/1994,,,0.0,,1888.5,1888.5,,,,,,,,,,
03/31/1995,,,1650.5,,1650.5,1650.5,,,,,,,,,,
06/30/1995,,,1620.5,,1620.5,1620.5,,,,,,,,,,
09/30/1995,,,1490.5,,1490.5,1490.5,,,,,,,,,,
12/31/1995,,,0.0,,1670.5,1670.5,,,,,,,,,,
03/31/1996,,,1878.25,,1878.25,1878.25,,,,,,,,,,
06/30/1996,,,1563.25,,1563.25,1563.25,,,,,,,,,,
09/30/1996,,,1553.25,,1553.25,1553.25,,,,,,,,,,
12/31/1996,,,0.0,,2488.25,2488.25,,,,,,,,,,
03/31/1997,,,2170.75,,2170.75,2170.75,,,,,,,,,,
06/30/1997,,,1960.75,,1960.75,1960.75,,,,,,,,,,
09/30/1997,,,1815.75,,1815.75,1815.75,,,,,,,,,,
12/31/1997,,,0.0,,2495.75,2495.75,,,,,,,,,,
03/31/1998,,,1887.5,,1817.5,1817.5,,,,,,,,,,
06/30/1998,,,1617.5,,1617.5,1617.5,,,,,,,,,,
09/30/1998,,,1397.5,,1397.5,1397.5,,,,,,,,,,
12/31/1998,,,1527.5,,3231.5,3231.5,,,,,,,,,,
03/31/1999,,,1018.0,,1470.0,1470.0,,,,,,,,,,
06/30/1999,,,1204.0,,1941.0,1941.0,,,,,,,,,,
09/30/1999,,,1500.0,,2176.0,2176.0,,,,,,,,,,
12/31/1999,,,2272.0,,4185.0,4185.0,,,,,,,,,,
03/31/2000,,,3025.0,,3480.0,3480.0,,,,,,,,,,
06/30/2000,,,4000.0,,4530.0,4530.0,,,,,,,,,,
09/30/2000,,,4060.0,,4490.0,4490.0,,-0.175131348511384,,,,,,,,
12/31/2000,,,4905.0,,5220.0,5220.0,,7.41885625965996,,,,,,,,
03/31/2001,,,4960.0,,5000.0,5000.0,,4.94752623688155,,,,,,,,
06/30/2001,,,4285.0,,4460.0,4460.0,,-2.02177293934681,,,,,,,,
09/30/2001,,,3180.0,,3180.0,3180.0,,-10.3313840155945,,,,,,,,
12/31/2001,,,2680.0,,2680.0,2680.0,,-1.51515151515152,,,,,,,,
03/31/2002,,,2090.0,,2090.0,2090.0,,-24.4332493702771,,,,,,,,
06/30/2002,,,2640.0,,2640.0,2640.0,,-14.0969162995595,,,,,,,,
09/30/2002,,,2640.0,,2640.0,2640.0,,-5.79710144927535,,,,,,,,
12/31/2002,,,3690.0,,4090.0,4090.0,,9.53346855983774,,,,,,,,
03/31/2003,,,6490.0,,7040.0,7040.0,,46.0843373493976,,,,,,,,
06/30/2003,,,4170.0,,4170.0,4170.0,,11.913357400722,,,,,,,,
09/30/2003,,,3650.0,,3650.0,3650.0,,-6.93739424703891,,,,,,,,
12/31/2003,,,6650.0,,6650.0,6650.0,,72.3549488054608,,,,,,,,
03/31/2004,,,5440.0,,5440.0,5440.0,,11.8598382749326,,,,,,,,
06/30/2004,,,5790.0,,5790.0,5790.0,,2.92397660818714,,,,,,,,
09/30/2004,,,5680.0,,5680.0,5680.0,,2.44470314318976,,,,,,,,
12/31/2004,,,8420.0,,8420.0,8420.0,,22.1804511278195,,,,,,,,
03/31/2005,,,7860.0,,7860.0,7860.0,,3.04054054054054,,,,,,,,
06/30/2005,,7993.0,7640.0,,7640.0,7640.0,,-2.28013029315961,,,,,,,-4.41636431877893,
09/30/2005,,8257.0,9920.0,,9920.0,9920.0,,14.5757795503988,,,,,,,20.1404868596342,
12/31/2005,,8586.667,10710.0,,10710.0,10710.0,,17.8497587870434,,,,,,,24.7282560276298,
03/31/2006,,8812.5,8400.0,,8400.0,8400.0,,-4.52961672473867,,,,,,,-4.68085106382979,
06/30/2006,,9812.333,10360.0,,10360.0,10360.0,,5.7160417947142,,,,,,,5.58141473592467,
09/30/2006,,9624.5,10490.0,,10490.0,10490.0,,7.59878419452887,,,,,,,8.99267494415294,
12/31/2006,,9138.8,10250.0,,10250.0,10250.0,,17.4899866488652,,,,,,,12.1591456208693,
03/31/2007,,8611.8,9280.0,,9280.0,9280.0,,5.88235294117648,,,,,,,7.75912120578742,
06/30/2007,,10822.0,10260.0,,10260.0,10260.0,,-1.98178896625602,,,,,,,-5.19312511550545,
09/30/2007,,9603.0,9410.0,-9.41544072087383,9410.0,9410.0,,0.591715976331361,,,,,,,-2.00978860772675,
12/31/2007,,10713.0,11660.0,1.52228595301716,11660.0,11660.0,,9.51156812339331,,,,,,,8.83972743395874,
03/31/2008,,11843.8,10890.0,4.71726857245273,10890.0,10890.0,,-5.84415584415586,,,,,,,-8.05315861463381,
06/30/2008,,12866.333,11680.0,1.62403259105512,11680.0,11680.0,,-11.5537848605578,,,,,,,-9.22044377368439,
09/30/2008,,11948.0,14830.0,1.99819285834628,14830.0,14830.0,,23.6489407695633,,,,,,,24.1211918312688,
12/31/2008,,7322.6,7820.0,12.0637700629907,7820.0,7820.0,,10.8726752503577,,,,,,,6.79266927047769,
03/31/2009,,4630.4,4550.0,33.0839101245038,4550.0,4550.0,,-2.95358649789029,,,,,,,-1.73635107118175,
06/30/2009,,4525.6,3950.0,4.43948830163272,3950.0,4090.0,,-20.2755905511811,,,,,,,-12.7187555241294,
09/30/2009,,5430.0,4730.0,3.7437808592346,4730.0,4730.0,,-11.1514052583862,,,,,,,-12.8913443830571,
12/31/2009,,5492.5,6050.0,3.09783513021924,6050.0,6050.0,,10.4347826086957,,,,,,,10.150204824761,
03/31/2010,,6511.5,6300.0,-13.4544172103685,6300.0,6500.0,,-4.24766018718502,,,,,,,-3.2480995162405,
06/30/2010,,7043.2,7560.0,-6.26545587221794,7560.0,7969.75,,9.43912448700411,,,,,,,7.33757383007724,
09/30/2010,,7195.0,7350.0,-2.86221026236927,7350.0,7351.3,,2.56410256410257,,,,,,,2.15427380125087,
12/31/2010,,8035.0,9250.0,5.05494395741313,9250.0,9250.65,,15.7697121401752,,,,,,,15.1213441194773,
03/31/2011,,10210.0,10650.0,0.498242224000957,10650.0,10650.0,,5.10805500982319,,,,,,,4.30950048971596,
06/30/2011,,11231.167,10680.0,2.01483485573249,10680.0,10680.0,,-6.03448275862068,,,,,,,-4.90747755776403,
09/30/2011,,10161.5,10330.0,4.38703745040096,10330.0,10330.0,,1.23574144486691,,,,,,,1.65821975102101,
12/31/2011,,9350.25,9400.0,-2.25362663648757,9400.0,9400.0,,0.254452926208646,,,,,,,0.532071334991043,
03/31/2012,,9829.2,9450.0,3.50515635951006,9450.0,9450.0,,-5.57129367327667,,,,,,,-3.85789280918081,
06/30/2012,,9298.4,15910.0,13.4655165962572,15910.0,8410.0,,70.6706706706707,,,,,,,71.1047061860105,
09/30/2012,,9027.667,9570.0,2.69398689190328,9570.0,9570.0,,6.30722278738555,,,,,,,6.00745463916647,
12/31/2012,,9137.25,9950.0,-2.49739678132117,9950.0,9350.0,,10.0,,,,,,,8.89490820542286,
03/31/2013,,9252.25,9500.0,-7.49989044057497,9500.0,9500.0,,2.76296655356277,,,,,,,2.6777270393688,
06/30/2013,,8528.0,6860.0,0.87943876660515,6860.0,6860.0,,-17.2450613988254,,,,,,,-19.5590994371482,
09/30/2013,,8042.333,7870.0,0.94713896582112,7870.0,7870.0,,2.28571428571429,,,,,,,-2.14282348169368,
12/31/2013,,8835.5,,,8350.0,8350.0,,,,,,,,,,
03/31/2014,,8016.333,9100.0,1.19944079804753,9100.0,9100.0,,13.3297355639504,,,,,9.43653873796177,,13.5182383266763,
06/30/2014,,8111.4,8780.0,7.11136907645741,8780.0,8780.0,,7.72464529689962,,,,,-0.373134328358209,,8.24272012229702,
09/30/2014,,7542.333,8070.0,-0.979245161349755,8070.0,8070.0,,10.5263157894737,,,,,-0.664216384004135,,6.99607137473247,
12/31/2014,,5722.0,6570.0,-1.57128880643515,6570.0,6301.0,,15.5555555555556,,,,,1.05431583759536,,14.8199930094373,
03/31/2015,,3768.5,4940.0,22.9332508518088,4940.0,4940.0,,27.5899672846238,,,,,31.4381933438986,,31.0866392463845,
06/30/2015,,4641.4,4190.0,10.9896961373091,4190.0,4190.0,,-9.74729241877257,,,,,8.08206403481505,,-9.72551385357865,
09/30/2015,,3722.231,4240.0,13.3988282963013,4240.0,4240.0,,14.7727272727273,,,,,-7.79101006455752,,13.9101791371895,
12/31/2015,,2687.5,2780.0,14.213237472155,2780.0,2780.0,,6.85805422647529,,,,,-48.8715953307393,,3.44186046511628,
03/31/2016,,1273.154,1810.0,10.2160331098404,1810.0,1810.0,,52.4822695035461,,,,,-33.4564197245942,,42.1666192777936,
06/30/2016,,2604.917,1700.0,5.00042550524288,1700.0,1700.0,,-35.4330708661417,,,,,-45.9581378563695,,-34.7388035780027,
09/30/2016,,2419.308,2650.0,-4.88679604647299,2650.0,2650.0,,7.14285714285715,,,,,-22.1262009366099,,9.53545393972161,
12/31/2016,,2936.615,1680.0,-1.86152834714216,1680.0,3815.0,,-41.5954415954416,,,,,-44.8563533030919,,-42.7912749883795,
03/31/2017,,3719.214,4010.0,-5.02011045743787,4010.0,4010.0,,10.4651162790698,,,,,16.4456337806462,,7.81847992613493,
06/30/2017,,3641.235,3350.0,2.10424779393377,3350.0,3350.0,,-7.14285714285714,,,,,-23.0634946463781,,-7.99824784722766,
09/30/2017,,3755.571,3970.0,4.89290151774868,3970.0,3970.0,,6.89655172413794,,,,,3.07394073663805,,5.70962444858585,
12/31/2017,,4405.182,8380.0,-7.86072098310526,8380.0,3732.0,,90.5222437137331,,,,,,,90.2305057997604,
03/31/2018,,4842.333,4650.0,1.70973784516742,4650.0,4650.0,,-1.71325518485121,,,,,4.05538621004558,,-3.97190775603412,
06/30/2018,,5353.0,3950.0,2.99430065320059,3950.0,3950.0,,-27.5590551181102,,,,,-18.7523393636931,,-26.2096020922847,
09/30/2018,,5269.667,6240.0,4.15845192027911,6240.0,6240.0,,19.3785772690106,,,,,4.176227627352,,18.4135544048609,
12/31/2018,,4998.538,6000.0,-1.6376621244459,6000.0,6409.0,,30.3142329020333,,,,,13.0550033134526,,20.035098262732,
03/31/2019,,3327.308,2350.0,-2.28165613586728,2350.0,2350.0,,-22.0963172804532,,,,,4.82280205109556,,-29.3723334299079,
06/30/2019,,3212.692,3130.0,-1.38642985814354,3130.0,3130.0,,10.7738998482549,,,,,-11.7041555470835,,-2.5739162048525,
