Date,Revenue,Cost of Revenue,Gross Profit,Operating Expenses,Operating Income or Losses,Interest Expense,Foreign Exchange Losses (Gains),Net Non-Operating Losses (Gains),Pretax Income,Income Tax Expense (Benefit),Income Before XO Items,Extraordinary Loss Net of Tax,Minority/Non Controlling Interests (Credits),Net Income/Net Profit (Losses),Total Cash Preferred Dividends,Net Inc Avail to Common Shareholders,Normalized Income,Basic EPS Before Abnormal Items,Basic EPS Before XO Items,Basic Earnings per Share,Basic Weighted Avg Shares,Diluted EPS Before Abnormal Items,Diluted EPS Before XO Items,Diluted EPS,Diluted Weighted Avg Shares,Source: Bloomberg
09/27/1992,1215.28894,-804.059998,411.228943,-294.746002,116.483002,-26.240999,0.0,21.018,111.260002,-49.099998,62.16,0.0,,62.16,0.0,62.16,62.160004,,0.374,0.374,166.299992,,,,,
12/31/1992,1642.095947,-1076.834961,565.260986,-326.588013,238.673004,-23.313,0.0,12.147,227.507004,-89.599998,137.906998,0.0,,137.906998,0.0,137.906998,137.907006,0.836,0.836,0.838,164.64998,0.836,0.836,0.836,164.64998,
03/28/1993,1178.337036,-737.007996,441.329041,-300.393005,140.936005,-21.02,0.0,3.778,123.694004,-53.200001,70.494003,-12.122,,58.372002,0.0,58.372002,70.494004,,0.429,0.355,164.349995,,,,,
06/27/1993,1438.82605,-871.487976,567.338074,-296.652008,270.686005,-13.972,0.0,10.463,267.177005,-115.300003,151.876999,0.0,,151.876999,0.0,151.876999,151.877002,,0.921,0.921,164.850006,,,,,
09/26/1993,1301.370972,-834.122986,467.247986,-319.216003,148.031998,-11.777,0.0,6.316,142.570997,-64.300003,78.271004,0.0,,78.271004,0.0,78.271004,78.270994,,0.475,0.475,164.850006,,,,,
12/31/1993,1755.119019,-1114.682007,640.437012,-337.941986,302.494995,-13.003,0.0,5.445,294.936995,-128.199997,166.737,0.0,0.0,166.737,0.0,166.737,166.736998,1.035,1.035,1.035,161.10001,1.035,1.035,1.035,161.10001,
04/03/1994,1404.948975,-864.448975,540.5,-326.738007,213.761993,-13.031,0.0,4.75,205.480993,-89.400002,116.081001,0.0,0.0,116.081001,0.0,116.081001,116.080992,,0.756,0.756,153.450003,,,,,
07/03/1994,1538.092041,-857.361023,680.731018,-338.404999,342.325989,-13.406,0.0,6.368,335.287989,-145.800003,189.488007,0.0,0.0,189.488007,0.0,189.488007,189.487986,,1.23,1.23,154.029999,,,,,
10/02/1994,1461.932007,-858.369995,603.562012,-360.459015,243.102997,-14.129,0.0,7.001,235.974997,-102.300003,133.675003,0.0,,133.675003,0.0,133.675003,133.674994,,0.87,0.87,154.035004,,,,,
12/31/1994,1974.264038,-1165.509033,808.755005,-369.13501,439.619995,-14.504,0.0,3.454,428.569995,-188.0,240.570007,0.0,0.0,240.570007,0.0,240.570007,240.569995,,1.56,1.56,154.039993,,,,,
04/02/1995,1606.814941,-951.59198,655.222961,-370.32901,284.894012,-14.493,0.0,8.758,279.159013,-121.400002,157.759003,0.0,0.0,157.759003,0.0,157.759003,157.759011,,1.02,1.02,154.059998,,,,,
07/02/1995,1648.688965,-930.557983,718.130981,-365.958008,352.173004,-14.555,0.0,32.966,370.584003,-161.699997,208.884003,0.0,0.0,208.884003,0.0,208.884003,208.884007,,1.36,1.36,154.029999,,,,,
09/30/1995,1566.527954,-943.583008,622.944946,-347.712006,275.233002,-14.983,0.0,-32.213001,228.037001,-101.0,127.037003,0.0,0.0,127.037003,0.0,127.037003,127.037001,,0.83,0.83,153.860001,,,,,
12/31/1995,2056.525879,,,,,,,,,,,,,234.955994,,234.955994,,,1.53,1.53,153.895004,,,,,
