Date,Revenue,Sales & Services Revenue,Other Revenue,Cost of Revenue,Cost of Goods & Services,Gross Profit,Other Operating Income,Operating Expenses,"Selling, General & Admin",Other Operating Expense,Operating Income (Loss),Non-Operating (Income) Loss,"Interest Expense, Net",Interest Expense,Interest Income,Foreign Exch (Gain) Loss,(Income) Loss from Affiliates,Other Non-Op (Income) Loss,Pretax Income,Income Tax Expense (Benefit),Income (Loss) from Cont Ops,Net Extraordinary Losses (Gains),Discontinued Operations,XO & Accounting Changes,Income (Loss) Incl. MI,Minority Interest,"Net Income, GAAP",Preferred Dividends,Other Adjustments,"Net Income Avail to Common, GAAP","Net Income Avail to Common, Adj",Net Abnormal Losses (Gains),Basic Weighted Avg Shares,"Basic EPS, GAAP",Basic EPS from Cont Ops,"Basic EPS from Cont Ops, Adjusted",Diluted Weighted Avg Shares,"Diluted EPS, GAAP",Diluted EPS from Cont Ops,"Diluted EPS from Cont Ops, Adjusted",Source: Bloomberg
07/31/1994,283.770996,,,-189.009995,,94.761002,,-82.459,,,12.302,-3.362,,3.362,,0.0,,,8.94,-3.205,5.735,0.0,,,5.735,0.0,5.735,0.0,,5.735,5.735,,27.198,0.21,0.21,,27.198,0.21,0.21,0.21,
10/30/1994,379.406006,,,-258.117004,,121.289001,,-91.484001,,,29.805,-3.377,,3.377,,0.0,,,26.428,-8.578,17.85,0.0,,,17.85,0.0,17.85,0.0,,17.85,17.85,,27.093,0.66,0.66,,27.093,0.66,0.66,0.66,
01/29/1995,353.391998,,,-238.792999,,114.598999,,-104.794998,,,9.804,-2.732,,2.732,,0.0,,,7.072,2.889,9.961,0.0,,,9.961,0.0,9.961,0.0,,9.961,9.961,,26.922001,0.37,0.37,,26.922001,0.37,0.37,0.37,
04/30/1995,282.987,,,-185.584,,97.403,,-97.754997,,,-0.352,-4.783,,4.783,,,,0.0,-5.135,1.775,-3.36,0.0,,,-3.36,0.0,-3.36,0.0,,-3.36,-3.36,,26.641001,-0.13,-0.13,-0.13,26.641001,-0.13,-0.13,-0.13,
07/28/1995,349.493011,,,-229.895996,,119.597015,,-107.704002,,,11.893,-5.939,,5.939,,0.0,,,5.954,-2.06,3.894,0.0,,,3.894,0.0,3.894,0.0,,3.894,3.894,,25.959999,0.15,0.15,0.15,25.959999,0.15,0.15,0.15,
10/29/1995,448.006989,,,-308.951996,,139.054993,,-116.749001,,,22.306,-31.559,,6.559,,0.0,,25.0,-9.253,4.879,-4.374,0.0,,,-4.374,0.0,-4.374,0.0,,-4.374,-4.374,,26.76,-0.16,-0.16,-0.16,26.76,-0.16,-0.16,-0.16,
01/28/1996,383.640991,,,-263.489014,,120.151978,,-106.426003,,,13.726,-7.918,,5.918,,0.0,,2.0,5.808,-1.674,4.134,0.0,,,4.134,0.0,4.134,0.0,,4.134,4.134,,26.823,0.15,0.15,,26.823,0.15,0.15,0.15,
04/28/1996,273.660004,,,-180.563004,,93.097,,-96.358002,,,-3.261,-6.153,,6.153,,,,0.0,-9.414,2.86,-6.554,0.0,,,-6.554,0.0,-6.554,0.0,,-6.554,-6.554,,26.983999,-0.24,-0.24,-0.24,26.983999,-0.24,-0.24,-0.24,
07/28/1996,313.807007,,,-208.481995,,105.325012,,-96.362999,,,8.962,-5.918,,5.918,,,,0.0,3.044,-0.918,2.126,0.0,,,2.126,0.0,2.126,0.0,,2.126,2.126,,26.575001,0.08,0.08,0.08,26.992001,0.08,0.08,0.08,
10/27/1996,391.244995,,,-261.536011,,129.708984,,-102.817001,,,26.892,-5.958,,5.958,,,,0.0,20.934,-5.899,15.035,0.0,,,15.035,0.0,15.035,0.0,,15.035,15.035,,26.848,0.56,0.56,0.56,27.004999,0.55,0.55,0.55,
02/02/1997,380.881012,,,-259.936005,,120.945007,,-105.800003,,,15.145,-5.135,,5.135,,,,0.0,10.01,-2.087,7.923,0.0,,,7.923,0.0,7.923,0.0,,7.923,7.923,,27.035,0.29,0.29,0.29,27.035,0.29,0.29,0.29,
05/04/1997,285.924988,,,-186.957001,,98.967987,,-100.653999,,,-1.686,-4.932,,4.932,,,,0.0,-6.618,2.078,-4.54,0.0,,,-4.54,0.0,-4.54,0.0,,-4.54,-4.54,,27.084999,-0.17,-0.17,-0.17,27.084999,-0.17,-0.17,-0.17,
08/03/1997,313.458008,,,-219.270004,,94.188004,,-99.551003,,,-5.363,-46.494001,,5.344,,,,41.150002,-51.857001,18.572001,-33.285,0.0,,,-33.285001,0.0,-33.285,0.0,,-33.285,-33.285,,27.073999,-1.23,-1.23,0.13,27.073999,-1.23,-1.23,0.13,
11/02/1997,413.643005,,,-273.877014,,139.765991,,-113.803001,,,25.962999,-5.958,,5.958,,,,0.0,20.004999,-5.453,14.552,0.0,,,14.551999,0.0,14.552,0.0,,14.552,14.552,,26.948,0.54,0.54,0.54,27.457001,0.53,0.53,0.53,
02/01/1998,336.980988,,,-257.860992,,79.119995,,-98.487,,,-19.367001,-49.987999,,4.438,,0.0,,45.549999,-69.355,26.049,-43.306,0.0,,,-43.306,0.0,-43.306,0.0,,-43.306,-43.306,,27.236,-1.59,-1.59,0.2,27.236,-1.59,-1.59,0.2,
05/03/1998,295.765015,,,-193.257004,,102.508011,,-101.954002,,,0.554,-7.466,,5.466,,,,2.0,-6.912,2.427,-4.485,1.06,,,-5.545,0.0,-5.545,0.0,,-5.545,-5.545,,27.725,-0.2,-0.16,-0.16,27.725,-0.2,-0.16,-0.16,
08/02/1998,306.371002,,,-197.307999,,109.063004,,-95.769997,,,13.293,-8.904,,6.654,,,,2.25,4.389,-1.669,2.72,0.0,,,2.72,0.0,2.72,0.0,,2.72,2.72,,27.200001,0.1,0.1,0.1,27.200001,0.1,0.1,0.1,
11/01/1998,374.391998,,,-246.328995,,128.063004,,-98.848999,,,29.214001,-9.499,,7.374,,,,2.125,19.715001,-5.699,14.016,0.0,,,14.016001,0.0,14.016,0.0,,14.016,14.016,,27.482,0.51,0.51,0.51,27.482,0.51,0.51,0.51,
01/31/1999,326.557007,,,-219.266006,,107.291,,-106.866997,,,0.424,-0.243,,6.618,,,,-6.375,0.181,0.455,0.636,0.0,,,0.636,0.0,0.636,0.0,,0.636,0.636,,26.465,0.02,0.02,0.02,26.465,0.02,0.02,0.02,
05/02/1999,289.699,,,-188.891,,100.808,,-100.834,,,-0.026,-12.286,,6.143,,,,6.143,-12.312,1.544,-4.625,0.0,,,-10.768,0.0,-4.625,0.0,,-4.625,-4.625,,27.288,-0.17,-0.17,-0.17,27.288,-0.17,-0.17,-0.17,
08/01/1999,316.790009,,,-205.005997,,111.784012,,-98.226997,,,13.557,-8.748,,6.038,,,,2.71,4.809,-1.236,3.573,0.0,,,3.573,0.0,3.573,0.0,,3.573,3.573,,27.288,0.13,0.13,0.13,27.32,0.13,0.13,0.13,
10/31/1999,368.040985,,,-239.238998,,128.801987,,-100.121002,,,28.681,-5.686,,5.686,,,,0.0,22.995,-7.702,15.293,0.0,,,15.293,0.0,15.293,0.0,,15.293,15.293,,27.289,0.56,0.56,0.56,27.306999,0.56,0.56,0.56,
01/30/2000,296.959991,,,-187.328003,,109.631988,,-106.978996,,,2.653,1.592,,4.563,,,,-6.155,4.245,-1.613,2.632,0.0,,,2.632,0.0,2.632,0.0,,2.632,2.632,,27.155001,0.1,0.1,0.1,27.211,0.1,0.1,0.1,
04/30/2000,310.309998,,,-204.067001,,106.242996,,-104.197998,,,2.045,-5.127,,,,0.0,,5.127,-3.082,1.171,-1.911,0.0,,,-1.911,0.0,-1.911,0.0,0.0,-1.911,-1.911,,27.290001,-0.07,-0.07,-0.07,27.290001,-0.07,-0.07,-0.07,
07/30/2000,327.832001,,,-211.731003,,116.100998,,-101.175003,,,14.926,-5.235,,,,0.0,,5.235,9.691,-3.682,6.009,0.0,,,6.009,0.0,6.009,0.0,0.0,6.009,6.009,,27.291,0.22,0.22,0.22,27.306999,0.22,0.22,0.22,
10/29/2000,443.373993,,,-293.641998,,149.731995,,-111.853996,,,37.877998,-6.521,,,,0.0,,6.521,31.356998,-11.917,19.440001,0.0,,,19.439999,0.0,19.440001,0.0,0.0,19.440001,19.440001,,27.294001,0.71,0.71,0.71,27.382999,0.71,0.71,0.71,
02/04/2001,374.032013,,,-240.735992,,133.296021,,-117.608002,,,15.688,-5.439,,,,0.0,,5.439,10.249,-3.687,6.562,0.0,,,6.562,0.0,6.562,0.0,0.0,6.562,6.562,,27.347,0.24,0.24,0.24,27.684,0.24,0.24,0.24,
05/06/2001,366.923004,,,-245.214996,,121.708008,,-114.334999,,,7.373,-6.492,,6.492,,0.0,,0.0,0.881,-0.317,0.564,0.0,,,0.564,0.0,0.564,0.0,0.0,0.564,0.564,,27.469,0.02,0.02,0.02,28.18,0.02,0.02,0.02,
08/05/2001,334.377991,,,-214.593994,,119.783997,,-102.741997,,,17.042,-6.145,,6.145,,0.0,,0.0,10.897,-3.923,6.974,0.0,,,6.974,0.0,6.974,0.0,0.0,6.974,6.974,,27.621,0.25,0.25,0.25,28.351,0.25,0.25,0.25,
11/04/2001,405.002014,,,-261.247986,,143.754028,,-117.769997,,,25.983999,-6.284,,6.284,,0.0,,0.0,19.699999,-7.093,12.607,0.0,,,12.606999,0.0,12.607,0.0,0.0,12.607,12.607,,27.645,0.46,0.46,0.46,27.84,0.45,0.45,0.45,
02/03/2002,325.588989,,,-199.205002,,126.383987,,-114.643997,,,11.74,-26.530001,,26.530001,,0.0,,0.0,-14.790001,5.325,-9.465,0.0,,,-9.465001,0.0,-9.465,0.0,0.0,-9.465,-9.465,,27.816999,-0.34,-0.34,0.14,27.816999,-0.34,-0.34,0.14,
05/05/2002,349.42099,,,-230.541,,118.87999,,-114.454002,,,4.426,-5.724,,5.861,,0.0,,-0.137,-1.298,0.467,-0.831,0.0,,,-0.831,0.0,-0.831,0.0,0.0,-0.831,-0.831,,27.673,-0.03,-0.03,-0.03,27.673,-0.03,-0.03,-0.03,
08/04/2002,331.191986,,,-201.531998,,129.659988,,-111.885002,,,17.775,-5.505,,5.505,,0.0,,0.0,12.27,-4.417,7.853,0.0,,,7.853,0.0,7.853,0.0,0.0,7.853,7.853,,27.783001,0.28,0.28,0.28,28.33,0.28,0.28,0.28,
11/03/2002,409.102997,,,-258.602997,,150.5,,-118.332001,,,32.167999,-5.7,,5.936,,0.0,,-0.236,26.467999,-8.779,17.688999,0.0,,,17.688999,0.0,17.688999,0.0,0.0,17.688999,17.688999,,27.812,0.64,0.64,0.64,28.087999,0.63,0.63,0.63,
02/02/2003,315.256989,,,-183.067001,,132.189987,,-117.524002,,,14.666,-5.8,,6.59,,0.0,,-0.79,8.866,-3.14,5.726,0.0,,,5.726,0.0,5.726,0.0,0.0,5.726,5.726,,28.07,0.21,0.21,0.21,28.07,0.2,0.2,0.2,
05/04/2003,383.677002,,,-222.063004,,161.613998,,-156.311996,,,5.302,-8.564,,8.657,-0.093,0.0,,0.0,-3.262,1.109,-2.153,0.0,,,-2.153,0.0,-2.153,-4.493,0.0,-6.646,-6.646,,29.929001,-0.22,-0.22,0.11,30.174999,-0.22,-0.22,0.11,
08/03/2003,379.377991,,,-221.296005,,158.081985,,-138.031006,,,20.051001,-6.164999,,10.065,-0.403,0.0,,-3.497,13.886001,-4.909,8.977,0.0,,,8.977001,0.0,8.977,-5.076,0.0,3.901,3.901,,30.358999,0.13,0.13,0.22,30.888,0.13,0.13,0.21,
11/02/2003,453.596985,,,-275.272003,,178.324982,,-142.654999,,,35.669998,-9.184,,9.352,-0.168,0.0,,0.0,26.485998,-9.452,17.034,0.0,,,17.033998,0.0,17.034,-5.177,0.0,11.857,11.857,,30.228001,0.39,0.39,0.479,49.726002,0.34,0.34,0.429,
02/01/2004,357.088989,,,-205.845993,,151.242996,,-174.001007,,,-22.757999,8.553999,,9.402,-0.44,0.0,,-17.515999,-14.204,5.052,-9.152,0.0,,,-9.152,0.0,-9.152,-5.281,0.0,-14.433001,-14.433001,,30.57,-0.47,-0.47,0.14,30.57,-0.47,-0.47,0.14,
05/02/2004,378.238007,,,-207.951996,,170.286011,,-149.992996,,,20.292999,-17.842,,18.181,-0.338,0.0,,-0.001,2.450999,-0.858,1.593,0.0,,,1.593,0.0,1.593,-5.281,0.0,-3.688,-3.688,,30.715,-0.12,-0.12,0.2,32.063999,-0.12,-0.12,0.188,
08/01/2004,375.924011,,,-202.921005,,173.003006,,-144.483002,,,28.52,-8.535,,8.917,-0.382,0.0,,0.0,19.985001,-6.995,12.99,0.0,,,12.990001,0.0,12.99,-5.28,0.0,7.71,7.71,,30.885,0.25,0.25,0.28,32.153999,0.24,0.24,0.27,
10/31/2004,473.455994,,,-263.544006,,209.911987,,-160.408005,,,49.504002,-8.365,,8.822,-0.457,0.0,,0.0,41.139002,-14.398,26.740999,0.0,,,26.741002,0.0,26.740999,-5.28,0.0,21.460999,21.460999,,31.066,0.69,0.69,0.827,51.611,0.52,0.52,0.603,
01/30/2005,413.81,,,-216.02,,197.79,0.0,-166.229,166.229,0.0,31.561,-8.114,8.114,,,,,0.0,23.447,-6.156,17.291,,,,17.291,,17.291,-5.281,0.0,12.01,12.01,,31.801,0.38,0.38,0.38,52.896,0.227049,0.227049,0.227049,
05/01/2005,472.109,,,-262.715,,209.394,,-161.765,,,47.629,-7.978,7.978,8.58,-0.602,0.0,,0.0,39.651,-14.671,24.98,0.0,,,24.98,0.0,24.98,-5.281,,19.699,19.699,,32.978,0.6,0.6,0.6,53.921,0.46,0.46,0.46,
07/31/2005,443.469,,,-233.313,,210.156,,-165.034,,,45.122,-7.328,7.328,8.592,-1.264,0.0,,0.0,37.794,-14.294,23.5,0.0,,,23.5,0.0,23.5,-3.229,-14.205,6.066,6.066,,35.533,0.17,0.17,0.42985,37.508,0.16,0.16,0.41985,
10/30/2005,533.181,,,-283.935,,249.246,,-177.638,,,71.608,-7.249,7.249,8.6,-1.351,0.0,,0.0,64.359,-24.07,40.289,0.0,,,40.289,0.0,40.289,-3.229,0.0,37.06,37.06,,42.063,0.88,0.88,0.88,55.406,0.73,0.73,0.73,
01/29/2006,460.089,,,-237.83,,222.259,,-179.772,177.638,2.134,42.487,-6.022,6.022,8.618,-2.596,0.0,,0.0,64.359,-13.546,22.919,0.0,,,50.813,0.0,22.919,-3.23,0.0,19.689,19.689,,42.66,0.46,0.46,0.46,55.77,0.35,0.35,0.35,
04/30/2006,506.437988,,,-263.713989,,242.723999,,-191.029007,,,51.695,25.800001,5.568,8.538,-2.97,0.0,,-31.368001,77.495001,-28.75,48.744999,0.0,,,48.745001,0.0,48.744999,-3.23,0.0,45.514999,45.514999,,43.433998,1.05,1.05,0.885,56.342999,0.87,0.87,0.74,
07/30/2006,458.928009,,,-231.781006,,227.147003,,-177.380997,,,49.765999,-3.735001,4.41,8.593,-4.183,0.0,,-0.675,46.030998,-17.077999,28.952999,0.0,,,28.952999,0.0,28.952999,0.0,-10.948,18.004999,18.004999,,53.896999,0.33,0.33,0.54,55.032001,0.33,0.33,0.54,
10/29/2006,568.260986,,,-287.880005,,280.380981,,-195.738007,,,84.642998,-3.923,3.923,8.568,-4.645,0.0,,0.0,80.719998,-29.947001,50.772999,0.0,,,50.772997,0.0,50.772999,0.0,0.0,50.772999,50.772999,,55.43,0.92,0.92,0.92,56.813,0.89,0.89,0.89,
02/04/2007,557.021,,,-277.409,,279.612,,-232.453,,,47.159,-2.972,2.972,8.573,-5.601,0.0,,0.0,52.76,-17.429,26.758,0.0,,,35.331,0.0,26.758,0.0,0.0,26.758,26.758,,55.678,0.48,0.48,0.48,57.312,0.47,0.47,0.47,
05/06/2007,591.906,,,-299.333,,292.573,0.0,-207.029,207.029,0.0,85.544,-1.139,4.474,8.48,-4.006,,,-3.335,84.405,-31.399,53.006,0.0,,,53.006,0.0,53.006,0.0,0.0,53.006,53.006,,55.928,0.95,0.95,0.95,57.604,0.92,0.92,0.92,
08/05/2007,552.376,,,-274.923,,277.453,0.0,-209.517,209.517,0.0,67.936,-3.943,3.943,8.493,-4.55,,,0.0,63.993,-24.893,39.1,,,,39.1,,39.1,0.0,0.0,39.1,39.1,,56.34,0.69,0.69,0.69,57.843,0.68,0.68,0.68,
11/04/2007,696.37,,,-367.762,,328.608,0.0,-226.31,226.31,0.0,102.298,-4.105,4.105,8.405,-4.3,,,0.0,98.193,-37.314,60.879,,,,60.879,,60.879,,0.0,60.879,60.879,,56.475,1.08,1.08,1.08,57.833,1.05,1.05,1.05,
02/03/2008,584.523,,,-292.17,,292.353,,-239.636,,,52.717,-4.487,4.487,8.375,-3.888,0.0,,0.0,48.23,-17.896,30.334,0.0,,,30.334,0.0,30.334,0.0,0.0,30.334,30.334,,54.04,0.56,0.56,0.66,55.05,0.55,0.55,0.64,
05/04/2008,625.698,565.71,59.988,-314.908,314.908,310.79,0.0,-228.217,230.081,-1.864,82.573,-6.512,6.512,8.376,-1.864,,,0.0,76.061,-29.26,46.801,0.0,0.0,0.0,46.801,0.0,46.801,0.0,0.0,46.801,45.5894,-1.2116,51.337,0.91,0.91,0.888042,52.279,0.9,0.9,0.876824,
08/03/2008,560.967,504.992,55.975,-272.03,272.03,288.937,0.0,-234.451,234.451,0.0,54.486,-6.827,6.827,8.388,-1.561,,,0.0,47.659,-18.453,29.206,0.0,0.0,0.0,29.206,0.0,29.206,0.0,0.0,29.206,34.33125,5.12525,51.428,0.57,0.57,0.66756,52.461,0.56,0.56,0.657696,
11/02/2008,727.484,660.794,66.69,-386.184,386.184,341.3,0.0,-254.832,254.832,0.0,86.468,-7.031,7.031,8.486,-1.455,,,0.0,79.437,-25.738,53.699,0.0,0.0,0.0,53.699,0.0,53.699,0.0,0.0,53.699,55.95255,2.25355,51.467,1.04,1.04,1.087154,52.294,1.03,1.03,1.073094,
02/01/2009,577.786,523.887,53.899,-318.145,318.145,259.641,0.0,-309.42,309.42,0.0,-49.779,-7.074,7.074,8.389,-1.315,,,0.0,-56.853,18.918,-37.935,0.0,0.0,0.0,-37.935,0.0,-37.935,0.0,0.0,-37.935,17.3696,55.3046,51.48,-0.74,-0.74,0.337405,51.48,-0.74,-0.74,0.334293,
05/03/2009,557.425,498.507,58.918,-285.599,285.599,271.826,0.0,-222.712,222.712,0.0,49.114,-7.86,7.86,8.366,-0.506,,,0.0,41.254,-16.543,24.711,0.0,0.0,0.0,24.711,,24.711,0.0,0.0,24.711,30.318,5.607,51.511,0.48,0.48,0.588573,51.882,0.48,0.48,0.588072,
08/02/2009,529.283,476.712,52.571,-263.527,263.527,265.756,0.0,-214.307,214.307,0.0,51.449,-7.985,7.985,8.378,-0.393,,,0.0,43.464,-16.907,26.557,0.0,0.0,0.0,26.557,0.0,26.557,0.0,0.0,26.557,31.28,4.723,51.605,0.51,0.51,0.606143,52.194,0.51,0.51,0.600489,
11/01/2009,697.44,626.84,70.6,-359.766,359.766,337.674,0.0,-247.238,247.238,0.0,90.436,-8.133,8.133,8.37,-0.237,,,0.0,82.303,1.316,83.619,0.0,0.0,0.0,83.619,0.0,83.619,0.0,0.0,83.619,57.036,-26.583,51.67,1.62,1.62,1.103851,52.859,1.58,1.58,1.077096,
01/31/2010,614.583,554.646,59.937,-307.236,307.236,307.347,0.0,-254.534,254.534,0.0,52.813,-8.251,8.251,8.41,-0.159,,,0.0,44.562,-17.539,27.023,0.0,0.0,0.0,27.023,0.0,27.023,0.0,0.0,27.023,32.70855,5.68555,51.77,0.52,0.52,0.631805,53.088,0.51,0.51,0.617097,
05/02/2010,619.044,554.185,64.859,-302.011,302.011,317.033,0.0,-339.59,287.2,52.39,-22.557,-8.275,8.275,8.382,-0.107,,,0.0,-30.832,3.219,-27.613,0.0,0.0,0.0,-27.613,0.0,-27.613,0.0,0.0,-27.613,149.9813,177.5943,52.279,-0.53,-0.53,2.868863,52.279,-0.53,-0.53,2.867049,
08/01/2010,1103.268,1035.162,68.106,-528.027,528.027,575.241,0.0,-619.387,524.637,94.75,-44.146,-39.225,39.225,39.706,-0.481,,,0.0,-83.371,12.747,-70.624,0.0,0.0,0.0,-70.624,0.0,-70.624,,0.0,-70.624,28.686507,99.310507,65.875,-1.07,-1.07,0.435469,65.875,-1.07,-1.07,0.435469,
10/31/2010,1516.419,1422.286,94.133,-722.952,722.952,793.467,0.0,-615.176,615.176,0.0,178.291,-41.225,41.225,41.734,-0.509,,0.0,0.0,137.066,-37.218,99.848,0.0,0.0,0.0,99.848,0.0,99.848,-0.157,-5.791,93.9,110.74085,16.84085,66.14,1.42,1.42,1.67434,71.836,1.39,1.39,1.624435,
01/30/2011,1398.117,1316.201,81.916,-661.907,661.907,736.21,0.0,-644.403,644.403,0.0,91.807,-38.097,38.097,38.739,-0.642,,,0.0,53.71,-1.516,52.194,0.0,0.0,0.0,52.194,0.0,52.194,0.0,11.344,63.538,93.7697,30.2317,66.682,0.74,0.74,1.406222,72.445,0.72,0.72,1.137306,
