Date,Assets,Cash & Near Cash Items,Interbanking Assets,Short-Term Investments,Net Loans,Total Loans,Reserve for Losses on Loans,Long-Term Investments,Net Fixed Assets,Other Assets,Customers' Acceptance Liability,Total Assets,Liabilities & Shareholders' Equity,Demand Deposits,Interest Bearing Deposits,Saving Deposits,Time Deposits,Other Deposits,Customer Deposits,ST Borrowings & Repos,Other Short-Term Liabilities,Long-Term Borrowings,Other Long-Term Liabilities,Total Liabilities,Total Preferred Equity,Minority Interest,Share Capital & APIC,Retained Earnings & Other Equity,Total Equity,Total Liabilities & Equity,Source: Bloomberg
03/31/1990,,1703.0,4923.0,673.0,18331.0,18738.0,-407.0,3102.0,442.0,1278.0,313.0,30765.0,,3724.0,16838.0,5947.0,10891.0,0.0,20562.0,5679.0,313.0,1781.0,590.0,28925.0,568.0,0.0,1047.0,225.0,1840.0,30765.0,
06/30/1990,,1945.0,1668.0,717.0,18766.0,19200.0,-434.0,6064.0,449.0,1707.0,354.0,31670.0,,4182.0,19895.0,7338.0,12557.0,0.0,24077.0,2998.0,354.0,1769.0,526.0,29724.0,568.0,0.0,1049.0,329.0,1946.0,31670.0,
09/30/1990,,2016.0,817.0,293.0,18139.0,18579.0,-440.0,5533.0,445.0,1837.0,311.0,29391.0,,4330.0,18200.0,6917.0,11283.0,0.0,22530.0,2459.0,311.0,1612.0,582.0,27494.0,474.0,0.0,1054.0,369.0,1897.0,29391.0,
12/31/1990,,2594.0,848.0,100.0,18213.0,18738.0,-525.0,4614.0,438.0,1795.0,160.0,28762.0,,5133.0,17582.0,6583.0,10999.0,0.0,22715.0,2597.0,160.0,1025.0,497.0,26994.0,474.0,0.0,1057.0,237.0,1768.0,28762.0,
03/31/1991,,1525.0,983.0,26.0,18279.0,18802.0,-523.0,5457.0,432.0,1758.0,247.0,28707.0,,4327.0,17560.0,6863.0,10697.0,0.0,21887.0,3029.0,247.0,1316.0,418.0,26897.0,474.0,0.0,1056.0,280.0,1810.0,28707.0,
06/30/1991,,1649.0,1008.0,34.0,18037.0,18563.0,-526.0,5509.0,429.0,1809.0,190.0,28665.0,,4354.0,17264.0,7006.0,10258.0,0.0,21618.0,2957.0,190.0,1424.0,471.0,26660.0,474.0,0.0,1208.0,323.0,2005.0,28665.0,
09/30/1991,,2093.0,1316.0,166.0,18141.0,18688.0,-547.0,4934.0,421.0,1733.0,151.0,28955.0,,5441.0,16331.0,6894.0,9437.0,0.0,21772.0,2778.0,151.0,1510.0,625.0,26836.0,525.0,0.0,1234.0,360.0,2119.0,28955.0,
12/31/1991,,1635.0,1155.0,113.0,18507.0,19103.0,-596.0,5744.0,440.0,1690.0,71.0,29355.0,,4597.0,17857.0,5474.0,12383.0,0.0,22454.0,2929.0,71.0,1302.0,526.0,27282.0,425.0,0.0,1243.0,405.0,2073.0,29355.0,
03/31/1992,,1614.0,1120.0,68.0,17815.0,18404.0,-589.0,6355.0,445.0,1715.0,120.0,29252.0,,5018.0,17149.0,8045.0,9104.0,0.0,22167.0,2931.0,120.0,1289.0,496.0,27003.0,522.0,0.0,1269.0,458.0,2249.0,29252.0,
06/30/1992,,1582.0,1639.0,1386.0,17460.0,18033.0,-573.0,5033.0,440.0,1650.0,55.0,29245.0,,5475.0,16587.0,7923.0,8664.0,0.0,22062.0,3031.0,55.0,1300.0,458.0,26906.0,522.0,0.0,1299.0,518.0,2339.0,29245.0,
