Date,P/Book,Average,High,Low,P/Sales,P/Cash Flow,EV/Sales,EV/EBITDA,EV/EBIT,Price/Share,Enterprise Value,Source: Bloomberg
07/31/1980,,,,,,,,,,88.594875,,
10/31/1980,,,,,,,,,,64.6415,,
01/31/1981,,,,,,,,,,55.236375,,
04/30/1981,,,,,,,,,,47.848,,
07/31/1981,,,,,,,,,,35.474625,,
10/31/1981,,,,,,,,,,25.56375,,
01/31/1982,,,,,,,,,,22.438125,,
04/30/1982,,,,,,,,,,25.918625,,
07/31/1982,,,,,,,,,,23.5425,,
10/31/1982,,,,,,,,,,22.989375,,
01/31/1983,,,,,,,,,,47.922125,,
04/30/1983,,,,,,,,,,65.90825,,
07/31/1983,,,,,,,,,,57.0725,,
10/31/1983,,,,,,,,,,66.25225,,
01/31/1984,,,,,,,,,,59.34175,,
04/30/1984,,,,,,,,,,40.140625,,
07/31/1984,,,,,,,,,,32.7875,,
10/31/1984,,,,,,,,,,36.1625,,
01/31/1985,,,,,,,,,,38.157,,
04/30/1985,,,,,,,,,,29.04875,,
07/31/1985,,,,,,,,,,33.85,,
10/31/1985,,,,,,,,,,34.17,,
01/31/1986,,,,,,,,,,30.032625,,
04/30/1986,,,,,,,,,,30.9105,,
07/31/1986,,,,,,,,,,27.59,,
10/31/1986,,,,,,,,,,26.071875,,
01/31/1987,,,,,,,,,,33.475,,
04/30/1987,,,,,,,,,,30.08475,,
07/31/1987,,,,,,,,,,31.54,,
10/31/1987,,,,,,,,,,29.6145,,
01/31/1988,,,,,,,,,,33.495,,
04/30/1988,,,,,,,,,,39.949,,
07/31/1988,,,,,,,,,,39.34775,,
10/31/1988,,,,,,,,,,35.066375,,
01/31/1989,,,,,,,,,,36.984375,,
04/30/1989,1.944003,1173.208212,1173.208212,1173.208212,,,,,,32.62875,1160.477768,
07/31/1989,1.80015,1166.071821,1213.239225,1109.146486,,,,,,30.998625,1135.299029,
10/31/1989,1.500214,1139.640592,1226.462402,994.769146,,,,,,26.41725,996.478066,
01/31/1990,1.645146,1046.877252,1801.744272,929.139054,0.263578,11.678491,0.694624,6.448418,9.884492,34.09175,1962.100591,
04/30/1990,1.436832,1934.681015,2045.862428,1827.418816,0.224457,4.79445,0.594161,5.532499,8.698651,30.59175,1865.283137,
07/31/1990,1.346296,1966.951105,2078.50375,1850.619656,0.212925,6.73791,0.513966,5.059426,7.836031,33.14875,1842.225033,
10/31/1990,0.86699,1654.899254,1851.42218,1546.854829,0.130889,4.422014,0.409382,4.121552,6.28699,21.89625,1676.900717,
01/31/1991,1.007929,1705.570291,2111.832194,1575.241709,0.138632,1.798677,0.494385,5.264565,7.875974,24.711625,2079.08627,
04/30/1991,1.321538,2222.165556,2323.000219,1877.653171,0.187842,4.49807,0.469466,5.681343,9.157365,30.24,1872.498022,
07/31/1991,1.480282,1826.160198,2238.070594,1720.879399,0.178186,2.454511,0.58236,7.749954,13.733334,27.357625,2241.61291,
10/31/1991,1.338658,2163.59297,2278.248582,2023.611272,0.161386,2.991246,0.605989,9.568577,21.531984,22.881125,2154.475236,
01/31/1992,1.382469,2048.771348,2164.501055,1921.654093,0.118948,3.313031,0.524791,9.078134,26.398636,17.628,1954.491657,
04/30/1992,1.410995,1933.156126,2091.046995,1881.634573,0.113533,2.067293,0.527358,8.118519,19.232306,18.239,2088.566833,
07/31/1992,1.609934,2133.538883,2226.798089,2045.363079,0.143908,3.462456,0.548834,7.888297,17.548656,23.0802,2191.297146,
10/31/1992,1.993803,2285.915869,2392.38935,2175.99497,0.151732,3.02601,0.541144,6.874293,12.954118,25.872475,2319.995737,
01/31/1993,2.763223,2476.929346,2665.830532,1623.844563,0.225473,11.853688,0.428187,5.131093,9.133476,37.07145,1831.286386,
04/30/1993,5.222086,1799.196568,2036.705278,1524.607761,0.28935,8.064212,0.493766,5.999727,10.533567,43.058512,2005.704699,
07/31/1993,3.425701,1942.603051,2027.108798,1754.820656,0.346681,9.698684,0.566354,7.048274,12.131004,43.08435,1986.094435,
10/31/1993,2.907894,2175.319406,2335.199982,1821.499859,0.51238,12.043009,0.783503,10.483214,17.255469,50.84695,2427.060196,
01/31/1994,3.126162,2583.566141,3011.334923,1954.023322,0.610955,12.567757,0.773025,11.049356,19.897187,59.8365,2801.827045,
04/30/1994,2.586083,2813.18447,3168.394442,2440.681401,0.612265,7.593925,0.710099,9.337788,15.875046,55.292,2538.929713,
07/31/1994,2.050239,2454.685012,2737.275196,2209.027084,0.582842,10.06746,0.575086,7.250359,12.347089,51.9975,2138.347149,
10/31/1994,1.988512,2152.857277,2291.694769,1945.190684,0.584176,15.246734,0.554601,6.481206,11.176726,51.73695,2117.981365,
01/31/1995,1.827724,2136.261181,2280.547831,2041.618122,0.660292,14.75179,0.619878,6.267315,9.608741,47.8822,1979.730082,
04/30/1995,2.136756,2143.44054,2452.185312,2008.414737,0.755811,19.087975,0.714772,6.948173,10.524247,57.291,2284.767647,
07/31/1995,2.291556,2488.429212,2784.10274,2321.682294,0.810424,16.080016,0.792194,7.485345,11.052682,64.139063,2614.833232,
10/31/1995,1.774183,2449.52927,2643.363762,1944.737025,0.634799,7.611222,0.605901,5.53585,8.222458,48.84435,1954.277719,
01/31/1996,,2073.002906,2249.010226,1848.302739,,,,,,50.8972,,
04/30/1996,,2325.948809,2525.106129,2125.695614,,,,,,58.076563,,
