Date,Total Assets,"Cash, Cash Equivalents & STI",Cash & Cash Equivalents,ST Investments,Accounts & Notes Receiv,"Accounts Receivable, Net","Notes Receivable, Net",Inventories,Raw Materials,Work In Process,Finished Goods,Other Inventory,Other ST Assets,Derivative & Hedging Assets,Assets Held-for-Sale,Deferred Tax Assets,Misc ST Assets,Total Current Assets,"Property, Plant & Equip, Net","Property, Plant & Equip",Accumulated Depreciation,LT Investments & Receivables,Other LT Assets,Total Intangible Assets,Goodwill,Other Intangible Assets,Misc LT Assets,Total Noncurrent Assets,Liabilities & Shareholders' Equity,Payables & Accruals,Accounts Payable,Accrued Taxes,Interest & Dividends Payable,Other Payables & Accruals,ST Debt,ST Borrowings,ST Lease Liabilities,ST Finance Leases,ST Operating Leases,Current Portion of LT Debt,Other ST Liabilities,Deferred Revenue,Derivatives & Hedging,Misc ST Liabilities,Total Current Liabilities,LT Debt,LT Borrowings,LT Lease Liabilities,LT Finance Leases,LT Operating Leases,Other LT Liabilities,Accrued Liabilities,Pension Liabilities,Misc LT Liabilities,Total Noncurrent Liabilities,Total Liabilities,Preferred Equity and Hybrid Capital,Share Capital & APIC,Common Stock,Treasury Stock,Retained Earnings,Other Equity,Equity Before Minority Interest,Minority/Non Controlling Interest,Total Equity,Total Liabilities & Equity,Source: Bloomberg
10/31/1991,2158.291992,27.827,27.827,0.0,558.158997,,,669.726013,,,,,42.147999,,,,,1297.859985,852.557007,,,0.0,7.875,,,,7.875,860.432007,,306.029999,306.029999,,,,210.326996,,,,,,173.009033,,,173.009033,689.366028,518.687012,,,,,45.987,,,45.987,564.674011,1254.040039,0.0,152.388,,0.0,,751.864014,904.252014,0.0,904.252014,2158.292053,
01/31/1992,2041.875,14.651,14.651,0.0,608.22699,,,506.631989,,,,,48.127998,,,,,1177.637939,856.403992,1327.219971,-470.81601,0.0,7.833,,,,7.833,864.236992,,216.432007,216.432007,,,,143.535995,,,,,,193.935013,,,193.935013,553.903015,502.199005,,,,,46.542,,,46.542,548.741005,1102.64402,0.0,153.054993,,0.0,,786.176025,939.231018,0.0,939.231018,2041.875038,
04/30/1992,2057.636963,21.035999,21.035999,0.0,544.369995,,,578.929993,,,,,45.508999,,,,,1189.844971,858.703979,,,0.0,9.088,,,,9.088,867.79198,,237.815002,237.815002,,,,196.362,,,,,,154.197021,,,154.197021,588.374023,467.587006,,,,,46.758999,,,46.758999,514.346004,1102.720028,0.0,153.707001,,0.0,,801.210022,954.917023,0.0,954.917023,2057.637051,
07/31/1992,2194.906006,84.397003,84.397003,0.0,623.034973,,,571.814026,,,,,46.541,,,,,1325.786987,860.166016,,,0.0,8.953,,,,8.953,869.119016,,288.625,288.625,,,,211.421005,,,,,,200.529984,,,200.529984,700.575989,456.885986,,,,,47.386002,,,47.386002,504.271988,1204.847977,0.0,153.746002,,0.0,,836.312012,990.058014,0.0,990.058014,2194.905991,
10/31/1992,2228.805908,37.299999,37.299999,0.0,542.29303,,,754.705994,,,,,47.415001,,,,,1381.713989,838.255005,,,0.0,8.837,,,,8.837,847.092005,,350.562988,350.562988,,,,176.039993,,,,,,190.292038,,,190.292038,716.89502,456.674011,,,,,47.636002,,,47.636002,504.310013,1221.205032,0.0,154.410995,,0.0,,853.190002,1007.600998,0.0,1007.600998,2228.80603,
01/31/1993,2053.169922,29.136,29.136,0.0,603.197998,,,536.739014,,,,,50.771,,,,,1219.843994,824.142029,1385.073975,-560.932007,0.0,9.184,,,,9.184,833.326029,,220.175995,220.175995,,,,79.635002,,,,,,211.385017,,,211.385017,511.196014,440.628998,,,,,49.313999,,,49.313999,489.942997,1001.139011,0.0,155.438995,,0.0,,896.59198,1052.030975,0.0,1052.030975,2053.169986,
04/30/1993,2091.498047,54.580002,54.580002,0.0,535.265991,,,624.169983,,,,,50.431,,,,,1264.447021,815.721008,,,0.0,11.33,,,,11.33,827.051008,,265.679993,265.679993,,,,119.157997,,,,,,160.05703,,,160.05703,544.89502,440.421997,,,,,49.624001,,,49.624001,490.045998,1034.941017,0.0,155.639008,,0.0,,900.91803,1056.557037,0.0,1056.557037,2091.498055,
07/31/1993,2205.884033,98.861,98.861,0.0,613.906982,,,612.007019,,,,,48.994999,,,,,1373.77002,819.711975,,,0.0,12.402,,,,12.402,832.113976,,320.919006,320.919006,,,,195.046997,,,,,,201.490967,,,201.490967,717.45697,346.911011,,,,,49.183998,,,49.183998,396.095009,1113.551979,0.0,155.731003,,0.0,,936.601013,1092.332016,0.0,1092.332016,2205.883995,
10/31/1993,2247.905029,66.939003,66.939003,0.0,533.437988,,,760.95697,,,,,50.403,,,,,1411.737061,821.627014,,,0.0,14.541,,,,14.541,836.168015,,360.075012,360.075012,,,,186.253006,,,,,,195.016953,,,195.016953,741.344971,346.704987,,,,,48.548,,,48.548,395.252987,1136.597958,0.0,156.220993,,0.0,,955.085999,1111.306992,0.0,1111.306992,2247.904949,
01/31/1994,2177.480957,91.222,91.222,0.0,586.440979,,,585.60199,,,,,51.648998,,,,,1314.91394,845.596008,1499.621948,-654.026001,0.0,16.971001,,,,16.971001,862.567009,,264.054993,264.054993,,,,142.501007,,,,,,220.928985,,,220.928985,627.484985,336.410004,,,,,47.082001,,,47.082001,383.492005,1010.97699,0.0,157.373993,,0.0,,1009.130005,1166.503998,0.0,1166.503998,2177.480988,
04/30/1994,2189.178955,101.653999,101.653999,0.0,530.672974,,,621.961975,,,,,52.007,,,,,1306.296021,862.072998,,,0.0,20.809999,,,,20.809999,882.882998,,279.549988,279.549988,,,,164.309998,,,,,,177.023987,,,177.023987,620.883972,326.182007,,,,,49.326,,,49.326,375.508007,996.391979,0.0,158.660004,,0.0,,1034.126953,1192.786957,0.0,1192.786957,2189.178936,
07/31/1994,2312.25,50.689999,50.689999,0.0,630.085022,,,639.22699,,,,,51.528999,,,,,1371.531006,917.065979,,,0.0,23.653,,,,23.653,940.718979,,339.660004,339.660004,,,,151.917007,,,,,,212.539993,,,212.539993,704.117004,310.687988,,,,,48.675999,,,48.675999,359.363987,1063.480991,0.0,159.830994,,0.0,,1088.937988,1248.768982,0.0,1248.768982,2312.249973,
10/31/1994,2491.11792,43.994999,43.994999,0.0,580.40802,,,849.10199,,,,,52.799999,,,,,1526.305054,950.489014,,,0.0,14.324,,,,14.324,964.813014,,426.485992,426.485992,,,,232.572006,,,,,,200.756027,,,200.756027,859.814026,297.959991,,,,,53.129002,,,53.129002,351.088993,1210.903019,0.0,161.412994,,0.0,,1118.802002,1280.214996,0.0,1280.214996,2491.118015,
01/31/1995,2396.782959,32.497002,32.497002,0.0,675.890991,,,627.929993,,,,,61.395,,,,,1397.713013,984.195007,1730.906982,-746.711975,0.0,14.875,,,,14.875,999.070007,,273.084015,273.084015,,,,163.354996,,,,,,254.014968,,,254.014968,690.453979,297.942993,,,,,64.585999,,,64.585999,362.528992,1052.982971,0.0,163.334,,0.0,,1180.465942,1343.799942,0.0,1343.799942,2396.782913,
04/30/1995,2504.610107,68.744003,68.744003,0.0,666.901001,,,692.651978,,,,,59.952,,,,,1488.249023,1001.288025,,,0.0,15.073,,,,15.073,1016.361025,,306.045013,306.045013,,,,224.548996,,,,,,194.703964,,,194.703964,725.297974,339.768005,,,,,77.668999,,,77.668999,417.437004,1142.734978,0.0,164.011993,,0.0,,1197.863037,1361.875031,0.0,1361.875031,2504.610008,
07/31/1995,2685.753906,35.563999,35.563999,0.0,837.833008,,,696.223999,,,,,59.721001,,,,,1629.342041,1040.483032,,,0.0,15.929,,,,15.929,1056.412032,,369.634003,369.634003,,,,148.203995,,,,,,238.584976,,,238.584976,756.422974,439.296997,,,,,88.438004,,,88.438004,527.735001,1284.157974,0.0,165.158005,,0.0,,1236.437988,1401.595993,0.0,1401.595993,2685.753967,
10/31/1995,2897.943115,52.324001,52.324001,0.0,818.314026,,,877.771973,,,,,63.644001,,,,,1812.053955,1070.051025,,,0.0,15.838,,,,15.838,1085.889026,,429.147003,429.147003,,,,358.053986,,,,,,229.856995,,,229.856995,1017.057983,390.122009,,,,,103.557999,,,103.557999,493.680008,1510.737991,0.0,166.080002,,0.0,,1221.125,1387.205002,0.0,1387.205002,2897.942993,
01/31/1996,2732.618896,24.517,24.517,0.0,893.927002,,,626.302979,,,,,68.028999,,,,,1612.776001,1103.297974,1942.109985,-838.812012,0.0,16.545,,,,16.545,1119.842974,,277.584015,277.584015,,,,306.710999,,,,,,248.017974,,,248.017974,832.312988,365.733002,,,,,111.600998,,,111.600998,477.334,1309.646988,0.0,168.440002,,0.0,,1254.531982,1422.971984,0.0,1422.971984,2732.618972,
04/30/1996,2823.198975,33.425999,33.425999,0.0,864.137024,,,731.646973,,,,,67.759003,,,,,1696.968994,1109.286987,,,0.0,16.943001,,,,16.943001,1126.229988,,356.964996,356.964996,,,,377.632996,,,,,,211.073029,,,211.073029,945.671021,322.440002,,,,,111.121002,,,111.121002,433.561005,1379.232025,0.0,176.595993,,0.0,,1267.370972,1443.966965,0.0,1443.966965,2823.19899,
07/31/1996,2949.678955,50.321999,50.321999,0.0,935.859009,,,756.500977,,,,,66.323997,,,,,1809.005981,1124.358032,,,0.0,16.315001,,,,16.315001,1140.673033,,414.393005,414.393005,,,,370.138,,,,,,241.296997,,,241.296997,1025.828003,321.942993,,,,,119.389999,,,119.389999,441.332993,1467.160995,0.0,181.667999,,0.0,,1300.849976,1482.517975,0.0,1482.517975,2949.67897,
10/31/1996,2894.420898,11.343,11.343,0.0,690.046997,,,976.487976,,,,,67.754997,,,,,1745.633057,1131.912964,,,0.0,16.875,,,,16.875,1148.787964,,473.842987,473.842987,,,,216.110001,,,,,,237.27504,,,237.27504,927.228027,379.75,,,,,125.892998,,,125.892998,505.642998,1432.871025,0.0,182.662003,,0.0,,1278.887939,1461.549942,0.0,1461.549942,2894.420967,
01/31/1997,2702.50708,28.284,28.284,0.0,714.588989,,,719.919006,,,,,69.607002,,,,,1532.399048,1152.453979,2096.924072,-944.470093,0.0,17.653999,,,,17.653999,1170.107978,,310.429993,310.429993,,,,215.072006,,,,,,261.875015,,,261.875015,787.377014,329.329987,,,,,112.608002,,,112.608002,441.937989,1229.315003,0.0,183.397995,,0.0,,1289.793945,1473.19194,0.0,1473.19194,2702.506943,
04/30/1997,2804.858887,49.066002,49.066002,0.0,661.283997,,,823.609009,,,,,68.612,,,,,1602.571045,1184.277954,,,0.0,18.01,,,,18.01,1202.287954,,398.747986,398.747986,,,,295.342987,,,,,,225.548004,,,225.548004,919.638977,371.468994,,,,,111.82,,,111.82,483.288994,1402.927971,0.0,184.606995,,0.0,,1217.323975,1401.930969,0.0,1401.930969,2804.85894,
07/31/1997,2904.677979,39.837002,39.837002,0.0,718.572998,,,845.577026,,,,,69.800003,,,,,1673.786987,1212.967041,,,0.0,17.924,,,,17.924,1230.891041,,461.421997,461.421997,,,,287.60199,,,,,,276.132996,,,276.132996,1025.156982,320.912994,,,,,106.489998,,,106.489998,427.402992,1452.559975,0.0,193.662003,,0.0,,1258.456055,1452.118057,0.0,1452.118057,2904.678032,
10/31/1997,3126.308,19.239,19.239,,648.802,648.802,,1134.212,,,,,76.538,,,,,1878.791,1229.354,,,,18.163,,,,18.163,1247.517,,555.042,555.042,,,,392.691,,,,,,264.203,,,264.203,1211.936,320.701,,,,,109.642,,,109.642,430.343,1642.279,,200.241,,,1283.788,0.0,1484.029,,1484.029,3126.308,
01/31/1998,2865.163086,24.794001,24.794001,0.0,641.862,,,826.044983,,,,,102.295998,,,,,1594.996948,1252.513062,2340.029053,-1087.515991,0.0,17.653,,,,17.653,1270.166061,,321.311005,321.311005,,,,364.895996,,,,,,256.398956,,,256.398956,942.605957,319.735992,,,,,127.763,,,127.763,447.498993,1390.10495,0.0,201.050003,,0.0,,1274.008057,1475.05806,0.0,1475.05806,2865.16301,
04/30/1998,2892.053955,19.728001,19.728001,0.0,596.741028,,,907.322021,0.0,0.0,907.322021,0.0,83.382004,,,,,1607.172974,1261.53894,,,0.0,23.341999,0.0,0.0,0.0,23.341999,1284.880939,,382.321991,382.321991,,,,154.380997,,,,,,219.412003,,,219.412003,756.11499,619.505005,,,,,132.285004,,,132.285004,751.790009,1507.904999,0.0,206.320999,,0.0,,1177.828003,1384.149002,0.0,1384.149002,2892.054001,
07/31/1998,2939.996094,46.632,46.632,0.0,650.955994,,,858.97998,0.0,0.0,858.97998,0.0,84.964996,,,,,1641.532959,1269.483032,,,0.0,28.98,0.0,0.0,0.0,28.98,1298.463032,,395.690002,395.690002,,,,124.545998,,,,,,288.368004,,,288.368004,808.604004,618.965027,,,,,131.587006,,,131.587006,750.552033,1559.156037,0.0,209.764999,,0.0,,1171.074951,1380.83995,0.0,1380.83995,2939.995987,
10/31/1998,3145.47998,20.268999,20.268999,0.0,570.919983,,,1048.385986,0.0,0.0,1048.385986,0.0,88.317001,,,,,1727.891968,1352.344971,,,0.0,65.242996,0.0,0.0,0.0,65.242996,1417.587967,,495.875,495.875,,,,403.596008,,,,,,245.596985,,,245.596985,1145.067993,560.284973,,,,,192.057999,,,192.057999,752.342972,1897.410965,0.0,217.625,,0.0,,1030.44397,1248.06897,0.0,1248.06897,3145.479935,
01/31/1999,3115.406982,241.431,241.431,0.0,567.661011,567.661011,,750.268982,0.0,0.0,750.268982,0.0,121.045998,,,,,1680.406982,1362.400024,2597.262939,-1234.863037,33.0,39.599998,0.0,0.0,0.0,39.599998,1435.000023,,339.63501,339.63501,,,,142.123993,,,,,,286.78299,,,286.78299,768.541992,804.893005,,,,,225.319,,,225.319,1030.212006,1798.753998,0.0,230.761002,,0.0,,1085.891968,1316.652969,0.0,1316.652969,3115.406967,
04/30/1999,3039.624023,71.931999,71.931999,0.0,536.252014,536.252014,,864.83197,0.0,0.0,864.83197,0.0,107.301003,,,,,1580.317017,1378.113037,,,0.0,81.194,0.0,0.0,0.0,81.194,1459.307037,,391.532013,391.532013,,,,105.341003,,,,,,226.980988,,,226.980988,723.854004,762.820984,,,,,250.526001,,,250.526001,1013.346985,1737.200989,0.0,237.309006,,0.0,,1065.114014,1302.423019,0.0,1302.423019,3039.624008,
07/31/1999,3120.156,90.998,69.492,21.506,598.506,598.506,,828.264,0.0,0.0,828.264,0.0,90.703,,,,,1608.471,1400.036,,,32.259,79.39,0.0,0.0,0.0,79.39,1511.685,,378.043,378.043,,,,116.146,,,,,,311.348,,,311.348,805.537,747.148,,,,,277.085,,,277.085,1024.233,1829.77,0.0,241.535,,0.0,1034.771,14.08,1290.386,0.0,1290.386,3120.156,
10/31/1999,3265.098,39.955,21.193,18.762,551.574,551.574,,1041.873,0.0,0.0,1041.873,0.0,98.745,,,,,1732.147,1424.635,,,28.143,80.173,0.0,0.0,0.0,80.173,1532.951,,496.58,496.58,,,,196.103,,,,,,291.423,,,291.423,984.106,747.076,,,,,316.829,,,316.829,1063.905,2048.011,0.0,246.698,,0.0,964.401,5.988,1217.087,0.0,1217.087,3265.098,
04/30/2000,3157.525,36.028,24.461,11.567,587.341,587.341,,922.727,0.0,0.0,922.727,0.0,110.141,,,,,1656.237,1447.938,,,15.973,37.377,0.0,0.0,0.0,37.377,1501.288,,449.97,449.97,,,,235.451,,,,,,281.363,,,281.363,966.784,757.886,,,,,273.512,,,273.512,1031.398,1998.182,0.0,250.668,,0.0,920.046,-11.371,1159.343,0.0,1159.343,3157.525,
07/31/2000,3316.375,32.066001,22.693001,9.373,651.525024,651.525024,,944.815002,0.0,0.0,944.815002,0.0,109.262001,,,,,1737.667969,1528.146973,2985.834961,-1457.687988,12.944,37.616001,0.0,,,37.616001,1578.706974,,559.780029,559.780029,,,,213.610992,,,,,,344.190034,,,344.190034,1117.581055,772.567017,,,,,272.29599,,,272.29599,1044.863007,2162.444062,0.0,251.335999,,0.0,,902.594971,1153.93097,0.0,1153.93097,3316.375032,
10/31/2000,3766.586,17.412,15.75,1.662,638.936,638.936,,1186.391,0.0,0.0,1186.391,0.0,115.254,,,,,1957.993,1597.302,,,,211.291,158.042,0.0,158.042,53.249,1808.593,,624.011,624.011,,,,122.203,,,,,,349.253,,,349.253,1095.467,1070.02,,,,,385.322,,,385.322,1455.342,2550.809,0.0,330.99,,0.0,888.724,-3.937,1215.777,0.0,1215.777,3766.586,
01/31/2001,3608.503,25.259,25.259,,721.953,721.953,,945.687,,,,,120.083,,,,,1812.982,1599.938,3154.019,-1554.081,,195.583,143.473,39.495,103.978,52.11,1795.521,,466.476,466.476,,,,95.646,,,,,,388.446,,,388.446,950.568,1099.71,,,,,328.657,,,328.657,1428.367,2378.935,,330.394,,0.0,900.09,-0.916,1229.568,,1229.568,3608.503,
04/30/2001,3708.936035,18.091999,18.091999,0.0,689.232971,689.232971,,1052.274048,0.0,0.0,1052.274048,0.0,134.929993,,,,,1894.529053,1617.244019,,,0.0,197.162994,142.677994,39.465,103.212994,54.485,1814.407013,,538.012024,538.012024,,,,230.628998,,,,,,319.246917,,,319.246917,1087.887939,1032.890015,,,,,343.072998,,,343.072998,1375.963013,2463.850952,0.0,334.175995,,0.0,,910.908997,1245.084992,0.0,1245.084992,3708.935944,
07/31/2001,3792.150879,36.828999,36.828999,0.0,749.95697,749.95697,,1002.632996,0.0,0.0,1002.632996,0.0,122.224998,,,,,1911.644043,1654.852051,3274.27002,-1619.417969,0.0,225.654999,141.509995,39.061001,102.448994,84.145004,1880.50705,,601.406982,601.406982,,,,128.263,,,,,,396.356019,,,396.356019,1126.026001,1041.458984,,,,,354.25,,,354.25,1395.708984,2521.734985,0.0,334.513,,0.0,,935.903015,1270.416015,0.0,1270.416015,3792.151,
10/31/2001,3975.150879,20.365,20.365,0.0,699.450012,699.450012,,1161.177979,0.0,0.0,1161.177979,0.0,140.884995,,,,,2021.878052,1732.659058,3381.404053,-1648.744995,0.0,220.613998,139.466003,,,81.147995,1953.273056,,637.69397,637.69397,,,,246.628998,,,,,,379.18106,,,379.18106,1263.504028,1045.44104,,,,,392.415985,,,392.415985,1437.857025,2701.361053,0.0,338.588989,,0.0,,935.200989,1273.789978,0.0,1273.789978,3975.151031,
01/31/2002,4051.178955,331.326996,331.326996,0.0,698.474976,698.474976,,888.171997,0.0,0.0,888.171997,0.0,139.136993,,,,,2057.111084,1761.082031,3424.490967,-1663.409058,0.0,232.985992,138.330994,38.198002,100.132992,94.654998,1994.068023,,490.988007,490.988007,,,,78.375,,,,,,380.774993,,,380.774993,950.138,1351.043945,,,,,435.509003,,,435.509003,1786.552948,2736.690948,0.0,341.31601,,0.0,975.203003,-2.031006,1314.488007,0.0,1314.488007,4051.178955,
04/30/2002,4035.302979,216.281998,216.281998,0.0,670.786011,,,994.135986,0.0,0.0,994.135986,0.0,144.929993,,,,,2026.134033,1791.676025,3508.291992,-1716.615967,0.0,217.492996,116.431,32.431,84.0,101.061996,2009.169021,,565.995972,565.995972,,,,4.675,,,,,,368.607043,,,368.607043,939.278015,1346.938965,,,,,467.023987,,,467.023987,1813.962952,2753.240967,0.0,349.592987,,0.0,,932.468994,1282.061981,0.0,1282.061981,4035.302948,
07/31/2002,4240.418945,244.544006,244.544006,0.0,772.130981,,,1039.36499,0.0,0.0,1039.36499,0.0,141.281998,,,,,2197.322021,1805.860962,3576.746094,-1770.88501,0.0,237.235992,140.227005,56.227001,84.000004,97.008987,2043.096954,,688.84198,688.84198,,,,4.978,,,,,,406.324063,,,406.324063,1100.144043,1343.796997,,,,,484.003998,,,484.003998,1827.800995,2927.945038,0.0,351.587006,,0.0,962.698975,-1.811951,1312.47403,0.0,1312.47403,4240.419068,
10/31/2002,4221.771973,53.658001,53.658001,0.0,721.356995,,,1278.932007,0.0,0.0,1278.932007,0.0,149.688995,,,,,2203.635986,1754.287964,3580.047119,-1825.759033,0.0,263.847992,140.488007,56.609001,83.879006,123.359985,2018.135956,,702.18103,702.18103,,,,4.957,,,,,,384.934968,,,384.934968,1092.072998,1343.422974,,,,,461.209015,,,461.209015,1804.631989,2896.704987,0.0,357.566986,,0.0,967.614014,-0.114014,1325.066986,0.0,1325.066986,4221.771973,
01/31/2003,4111.907227,219.343994,219.343994,0.0,639.630005,639.630005,,953.112,0.0,0.0,953.112,0.0,275.941986,,,,,2088.028076,1761.543945,3644.52002,-1882.975952,0.0,262.334991,140.608994,56.609001,83.999992,121.725998,2023.878937,,429.808014,429.808014,,,,5.789,,,,,,449.548006,,,449.548006,885.14502,1345.050049,,,,,508.847992,,,508.847992,1853.898041,2739.04306,0.0,358.069,,0.0,1014.10498,0.690002,1372.863983,0.0,1372.863983,4111.907043,
05/03/2003,4178.76709,162.576004,162.576004,0.0,764.656006,764.656006,,1078.232056,0.0,0.0,1078.232056,0.0,155.619003,,,,,2161.083008,1762.03894,3705.028076,-1942.989014,0.0,255.645004,140.608994,56.609001,83.999993,115.03601,2017.683944,,550.39502,550.39502,,,,5.615,,,,,,359.482961,,,359.482961,915.492981,1341.261963,,,,,528.630981,,,528.630981,1869.892944,2785.385925,0.0,363.257996,,0.0,1027.713013,2.410034,1393.381043,0.0,1393.381043,4178.766968,
08/02/2003,4454.00293,311.566986,311.566986,0.0,944.997009,944.997009,,1019.46698,0.0,0.0,1019.46698,0.0,159.179993,,,,,2435.210938,1735.202026,3741.729004,-2006.526978,0.0,283.589996,140.608994,56.609001,83.999993,142.981002,2018.792022,,709.107971,709.107971,,,,6.084,,,,,,480.111984,,,480.111984,1195.303955,1285.072998,,,,,527.317017,,,527.317017,1812.390015,3007.69397,0.0,362.292999,,0.0,1080.001953,4.014038,1446.30899,0.0,1446.30899,4454.00296,
11/01/2003,4430.34082,183.666,183.666,0.0,872.521973,872.521973,,1189.995972,0.0,0.0,1189.995972,0.0,162.048004,,,,,2408.231934,1736.616943,3788.584961,-2051.968018,0.0,285.492004,140.608994,56.609001,83.999993,144.88301,2022.108947,,716.380005,716.380005,,,,6.198,,,,,,461.333006,,,461.333006,1183.911011,1225.402954,,,,,519.732971,,,519.732971,1745.135925,2929.046936,0.0,384.192993,,0.0,1111.864014,5.236938,1501.293945,0.0,1501.293945,4430.340881,
01/31/2004,4569.23291,516.281006,340.281006,176.0,666.810974,666.810974,,901.622986,0.0,0.0,901.622986,0.0,440.127991,,,,,2524.843018,1807.777954,3928.936035,-2121.157959,0.0,236.612,140.106003,51.714001,88.392002,96.505997,2044.389954,,458.80899,458.80899,,,,6.833,,,,,,656.916969,,,656.916969,1122.55896,1227.410034,,,,,585.255005,,,585.255005,1812.665039,2935.223999,0.0,424.048004,,0.0,1201.093018,8.868042,1634.009064,0.0,1634.009064,4569.233063,
