Date,Total Interest Income,Total Interest Expense,Net Interest Income,Trading Account Profit,Commissions & Fees Earned,Other Operating Income,Net Revenue,Provisions for Loan Losses,Net Revenue After Provisions,Non-Interest Expense,Operating Income or Losses,Net Non-Operating Losses (Gains),Pretax Income,Income Tax Expense (Benefit),Income Before XO Items,Extraordinary Loss Net of Tax,Minority/Non Controlling Interests (Credits),Net Income/Net Profit (Losses),Total Cash Preferred Dividends,Other Adjustments,Net Inc Avail to Common Shareholders,Abnormal Losses (Gains),Tax Effect on Abnormal Items,Normalized Income,Basic EPS Before Abnormal Items,Basic EPS Before XO Items,Basic Earnings per Share,Basic Weighted Avg Shares,Diluted EPS Before Abnormal Items,Diluted EPS Before XO Items,Diluted EPS,Diluted Weighted Avg Shares,Source: Bloomberg
03/31/1990,666.586975,-408.980988,257.605988,1.645,101.116997,4.792,365.159984,-30.986,334.173984,-231.348007,102.825996,0.0,102.825996,-21.82,81.005997,0.0,0.0,81.005997,0,,81.005997,,,81.005997,,0.48,0.48,168.751999,0.48,0.48,0.48,168.751999,
06/30/1990,677.221985,-415.51001,261.711975,5.158,104.982002,9.044,380.895977,-37.77,343.125977,-233.550995,109.574997,0.0,109.574997,-22.021999,87.553001,0.0,0.0,87.553001,0,,87.553001,,,87.552998,,0.515,0.515,168.901993,0.515,0.515,0.515,168.901993,
09/30/1990,692.018982,-424.773987,267.244995,4.666,104.991997,5.198,382.100992,-26.076,356.024992,-237.987,118.038002,0.0,118.038002,-25.347,92.691002,0.0,0.0,92.691002,0,,92.691002,,,92.691002,,0.55,0.55,168.828003,0.55,0.55,0.55,168.828003,
12/31/1990,712.815979,-434.848999,277.96698,6.386,110.829002,6.261,401.442982,-48.16,353.282982,-249.397995,103.885002,0.0,103.885002,-19.458,84.427002,0.0,0.0,84.427002,0,,84.427002,,,84.427002,0.55,0.55,0.55,153.858796,0.55,0.55,0.55,153.858796,
03/31/1991,686.581024,-401.912994,284.66803,4.1,110.887001,4.454,404.109031,-45.182999,358.926032,-251.934006,106.991997,,106.991997,-22.860001,84.132004,,,84.132004,0,,84.132004,,,84.131996,,0.495,0.495,170.658005,0.495,0.495,0.495,170.658005,
06/30/1991,666.184006,-374.872009,291.311996,11.171,115.129997,1.518,419.130993,-38.012001,381.118992,-254.886993,126.232002,,126.232002,-29.938,96.293999,,,96.293999,0,,96.293999,,,96.294003,,0.56,0.56,171.442001,0.56,0.56,0.56,171.442001,
09/30/1991,657.386978,-359.701996,297.684982,5.932,118.561996,3.17,425.348979,-46.673,378.675979,-260.963989,117.711998,,117.711998,-28.028999,89.682999,,,89.682999,0,,89.682999,,,89.682999,,0.52,0.52,171.740005,0.52,0.52,0.52,171.740005,
12/31/1991,626.862991,-331.362,295.500991,1.429,120.963997,3.952,421.845988,-163.132004,258.713984,-328.731995,-70.017998,,-70.017998,29.448999,-40.569,,,-40.569,0,,-40.569,,,-40.568999,-0.235,-0.235,-0.235,170.355194,-0.235,-0.235,-0.235,170.355194,
03/31/1992,590.131012,-280.686005,309.445007,-3.756,130.272995,3.479,439.441002,-34.638,404.803002,-259.194,145.608994,0.0,145.608994,-39.487,106.122002,0.0,0.0,106.122002,0,,106.122002,,,106.121994,,0.61,0.61,172.738007,0.61,0.61,0.61,172.738007,
06/30/1992,564.068985,-250.800003,313.268982,-6.074,132.296005,3.507,442.997987,-27.983999,415.013988,-265.438995,149.574997,0.0,149.574997,-40.956001,108.619003,0.0,0.0,108.619003,0,,108.619003,,,108.618996,,0.63,0.63,172.304001,0.63,0.63,0.63,172.304001,
09/30/1992,536.334015,-224.697998,311.636017,-1.303,133.561996,4.484,448.379014,-28.233999,420.145014,-289.661987,130.483002,19.486,149.969002,-41.155998,108.813004,0.0,0.0,108.813004,0,,108.813004,,,108.813004,,0.63,0.63,172.557999,0.63,0.63,0.63,172.557999,
12/31/1992,531.544014,-210.843994,320.70002,1.088,134.033997,5.149,460.971017,-28.563999,432.407018,-281.356995,151.050003,0.0,151.050003,-41.379002,109.670998,0.0,0.0,109.670998,0,,109.670998,,,109.671001,0.635,0.635,0.635,171.135148,0.635,0.635,0.635,171.135148,
03/31/1993,521.866013,-206.658005,315.208008,14.961,138.417007,6.228,474.814016,-25.072001,449.742015,-285.115997,164.626007,8.03,172.656007,-51.088001,121.568001,0.0,0.0,121.568001,0,,121.568001,,,121.568006,,0.7,0.7,173.578995,0.7,0.7,0.7,173.578995,
06/30/1993,525.022995,-203.376999,321.645996,4.0,116.967003,28.879999,471.492998,-26.084,445.408998,-272.834015,172.574997,0.0,172.574997,-49.452,123.123001,0.0,0.0,123.123001,0,,123.123001,,,123.122997,,0.71,0.71,174.712006,0.71,0.71,0.71,174.712006,
09/30/1993,531.931015,-211.145004,320.786011,4.223,117.314003,28.926001,471.249014,-23.483,447.766015,-273.54599,174.220001,0.0,174.220001,-49.813,124.406998,0.0,0.0,124.406998,0,,124.406998,,,124.407001,,0.71,0.71,174.300003,0.71,0.71,0.71,174.300003,
