Date,Revenue,Cost of Revenue,Gross Profit,Operating Expenses,Operating Income or Losses,Interest Expense,Foreign Exchange Losses (Gains),Net Non-Operating Losses (Gains),Pretax Income,Income Tax Expense (Benefit),Income Before XO Items,Extraordinary Loss Net of Tax,Minority/Non Controlling Interests (Credits),Net Income/Net Profit (Losses),Total Cash Preferred Dividends,Other Adjustments,Net Inc Avail to Common Shareholders,Abnormal Losses (Gains),Tax Effect on Abnormal Items,Normalized Income,Basic EPS Before Abnormal Items,Basic EPS Before XO Items,Basic Earnings per Share,Basic Weighted Avg Shares,Diluted EPS Before Abnormal Items,Diluted EPS Before XO Items,Diluted EPS,Diluted Weighted Avg Shares,Source: Bloomberg
09/30/1989,1442.099976,-811.700012,630.399964,-507.0,123.400002,-20.200001,0.0,-9.1,94.100001,-38.400002,55.700001,0.0,0.0,55.700001,-1.2,,54.500001,,,54.499999,0.35,0.35,0.35,156.472,0.35,0.35,0.35,156.472,
12/31/1989,1344.300049,-764.599976,579.700073,-509.600006,70.099998,-27.1,0.0,-10.3,32.699998,-11.3,21.4,0.0,0.0,21.4,-1.1,,20.3,,,20.299998,0.135,0.135,0.135,151.138,0.135,0.135,0.135,151.138,
03/31/1990,1265.199951,-653.700012,611.499939,-464.5,147.0,-39.099998,0.0,-9.9,98.000002,-37.599998,60.400002,-34.799999,0.0,25.6,-1.1,,24.5,,,59.300004,0.39,0.39,0.16,151.138,0.39,0.39,0.16,151.138,
06/30/1990,979.000122,-455.899902,523.10022,-362.999969,160.100006,-26.400003,-25.700001,49.599998,157.6,-66.199997,91.399994,-25.100003,,66.300003,,,66.300003,,,91.400003,0.595,0.595,0.43,151.074996,0.595,0.595,0.43,151.074996,
09/30/1990,1326.5,-685.200012,641.299988,-548.099976,93.199997,-23.0,0.0,-14.1,56.099997,-22.9,33.200001,0.0,0.0,33.200001,-1.1,,32.100001,,,32.099997,0.21,0.21,0.21,151.246002,0.21,0.21,0.21,151.246002,
12/31/1990,1293.800049,-689.0,604.800049,-521.099976,83.699997,-22.6,0.0,-3.6,57.499997,-24.4,33.099998,-30.0,0.0,3.1,-1.0,,2.1,,,32.099997,0.215,0.215,0.015,151.479996,0.215,0.215,0.015,151.479996,
03/31/1991,1334.599976,-682.299988,652.299988,-517.299988,135.0,-20.299999,0.0,-51.600003,63.099998,,63.099998,0.0,0.0,63.099998,-1.1,,61.999998,,,,0.415,0.415,0.415,152.024002,0.415,0.415,0.415,152.024002,
06/30/1991,1536.300171,-783.199951,753.10022,-534.700012,218.399994,-29.299997,5.1,-11.0,183.199997,-128.399994,106.400009,0.0,,106.400002,-1.0,,105.400002,,,53.800003,0.89,0.89,0.89,151.988006,0.89,0.89,0.89,151.988006,
09/30/1991,1355.800049,-694.0,661.800049,-550.5,111.300003,-20.0,0.0,-17.5,73.800003,-31.4,42.400002,0.0,0.0,42.400002,-1.1,,41.300002,,,41.300003,0.27,0.27,0.27,152.748002,0.27,0.27,0.27,152.748002,
12/31/1991,1342.800049,-691.5,651.300049,-544.299988,107.0,-14.4,0.0,-14.3,78.3,-33.599998,44.700001,0.0,0.0,44.700001,-1.0,,43.700001,,,43.700002,0.29,0.29,0.29,151.350006,0.29,0.29,0.29,151.350006,
03/31/1992,1335.199951,-674.599976,660.599975,-540.599976,120.0,-18.4,0.0,-4.8,96.8,-40.200001,56.599998,0.0,0.0,56.599998,-1.1,,55.499998,,,55.499999,0.375,0.375,0.375,147.869996,0.375,0.375,0.375,147.869996,
06/30/1992,1542.599854,-757.599976,784.999878,-577.600037,207.400009,-24.200001,-13.1,2.500002,172.60001,-68.699997,103.900009,0.0,0.0,103.900009,-1.0,,102.900009,,,102.900013,0.705,0.705,0.705,146.972,0.705,0.705,0.705,146.972,
10/01/1992,1494.199951,-740.5,753.699951,-582.700012,171.0,-17.9,-2.9,-46.299999,103.900001,-43.700001,60.200001,-115.5,0.0,-55.299999,-1.1,,-56.399999,,,59.1,0.415,0.415,-0.38,145.460006,0.415,0.415,-0.38,145.460006,
