Date,Revenue,Sales & Services Revenue,Other Revenue,Cost of Revenue,Cost of Goods & Services,Gross Profit,Other Operating Income,Operating Expenses,"Selling, General & Admin",Research & Development,Other Operating Expense,Operating Income (Loss),Non-Operating (Income) Loss,"Interest Expense, Net",Interest Expense,Interest Income,Foreign Exch (Gain) Loss,Other Non-Op (Income) Loss,Pretax Income,Income Tax Expense (Benefit),Income (Loss) from Cont Ops,Net Extraordinary Losses (Gains),Discontinued Operations,XO & Accounting Changes,Income (Loss) Incl. MI,Minority Interest,"Net Income, GAAP",Preferred Dividends,Other Adjustments,"Net Income Avail to Common, GAAP","Net Income Avail to Common, Adj",Net Abnormal Losses (Gains),Basic Weighted Avg Shares,"Basic EPS, GAAP",Basic EPS from Cont Ops,"Basic EPS from Cont Ops, Adjusted",Diluted Weighted Avg Shares,"Diluted EPS, GAAP",Diluted EPS from Cont Ops,"Diluted EPS from Cont Ops, Adjusted",Source: Bloomberg
03/31/1990,4730.700195,,,-3489.100098,,1241.600098,,-977.799988,,,,263.799988,-26.599998,,97.400002,,0.0,-70.800003,237.199989,-91.300003,145.899994,0.0,,,145.899986,-11.4,134.5,-12.387,,122.113,122.113,,964.895996,0.13125,0.13125,,964.895996,0.13125,0.13125,0.13125,
06/30/1990,5602.399902,,,-4222.299805,,1380.100098,,-1003.900024,,,,376.200012,-20.299995,,107.699997,,0.0,-87.400002,355.900017,-134.100006,221.800003,0.0,,,221.800011,-14.3,207.5,-4.559,,202.941,202.941,,964.383972,0.205,0.205,,964.383972,0.205,0.205,0.205,
09/30/1990,5212.899902,,,-3812.800049,,1400.099854,,-1026.300049,,,,373.799988,42.999992,,90.400002,,0.0,-133.399994,416.79998,-154.199997,262.600006,0.0,,,262.599983,-22.799999,239.800003,-9.531,,230.269003,230.269003,,969.512024,0.2375,0.2375,,969.512024,0.2375,0.2375,0.2375,
12/31/1990,5896.0,,,-4491.0,,1405.0,,-1107.199951,,,,297.799988,-16.5,,66.099998,,0.0,-49.599998,281.299988,-99.5,181.800003,0.0,,,181.799988,-13.0,168.800003,-9.423,,159.377003,159.377003,,969.380008,0.165,0.165,0.165,969.380008,0.165,0.165,0.165,
03/31/1991,4747.299805,,,-3623.600098,,1123.699707,,-1012.700012,,,,111.0,-26.700001,,82.900002,,0.0,-56.200001,84.299999,-31.200001,53.099998,0.0,,,53.099998,-12.9,40.200001,-9.332,,30.868001,30.868001,,970.328003,0.03125,0.03125,,970.328003,0.03125,0.03125,0.03125,
06/30/1991,5205.0,,,-4138.600098,,1066.399902,,-1054.599976,,,,11.8,90.099991,,81.800003,,0.0,-171.899994,101.899991,-37.900002,64.0,0.0,,,63.99999,-20.6,43.400002,-9.404,,33.996001,33.996001,,971.880005,0.035,0.035,,971.880005,0.035,0.035,0.035,
09/30/1991,5181.200195,,,-3975.899902,,1205.300293,,-991.099976,,,,214.199997,7.900002,,84.699997,,0.0,-92.599998,222.099998,-82.400002,139.699997,0.0,,,139.699997,-20.200001,119.5,-9.465,,110.035,110.035,,972.752014,0.1125,0.1125,,972.752014,0.1125,0.1125,0.1125,
12/31/1991,5706.5,,,-4648.899902,,1057.600098,,-1093.599976,,,,-36.0,-1263.299949,,89.599998,,0.0,1173.699951,-1299.299949,76.5,-1222.800049,0.0,,,-1222.799949,-1.3,-1224.099976,-33.799,,-1257.898976,-1257.898976,,973.968016,-1.29125,-1.29125,-1.29125,973.968016,-1.29125,-1.29125,-1.29125,
03/31/1992,5058.0,,,-3951.0,,1107.0,,-964.0,,,,143.0,35.0,,73.0,,0.0,-108.0,178.0,-68.0,110.0,322.0,,,-212.0,-16.0,-228.0,-11.0,,-239.0,-239.0,,980.984009,-0.24375,0.085,,980.984009,-0.24375,0.085,0.085,
06/30/1992,5635.0,,,-4433.0,,1202.0,,-959.0,,,,243.0,33.0,,68.0,,0.0,-101.0,276.0,-106.0,170.0,0.0,,,170.0,-22.0,148.0,-10.0,,138.0,138.0,,985.536011,0.13875,0.13875,,985.536011,0.13875,0.13875,0.13875,
09/30/1992,5287.0,,,-4088.0,,1199.0,,-974.0,,,,225.0,17.0,,71.0,,0.0,-88.0,242.0,-93.0,149.0,0.0,,,149.0,-23.0,126.0,-11.0,,115.0,115.0,,988.047974,0.1175,0.1175,,988.047974,0.1175,0.1175,0.1175,
12/31/1992,5661.0,,,-4443.0,,1218.0,,-1653.0,,,,-435.0,-61.0,,70.0,,0.0,-9.0,-496.0,190.0,-306.0,0.0,,,-306.0,-27.0,-333.0,-10.0,,-343.0,-343.0,,989.831968,-0.34625,-0.34625,-0.34625,989.831968,-0.34625,-0.34625,-0.34625,
03/31/1993,4725.0,,,-3749.0,,976.0,,-910.0,,,,66.0,71.0,,68.0,,0.0,-139.0,137.0,-56.0,81.0,0.0,,,81.0,-17.0,64.0,-11.0,,53.0,53.0,,998.583984,0.05375,0.05375,,998.583984,0.05375,0.05375,0.05375,
06/30/1993,5508.0,,,-4320.0,,1188.0,,-946.0,,,,242.0,-2.0,,64.0,,0.0,-62.0,240.0,-87.0,153.0,0.0,,,153.0,-23.0,130.0,-10.0,,120.0,120.0,,1003.640015,0.11875,0.11875,,1003.640015,0.11875,0.11875,0.11875,
09/30/1993,5056.0,,,-3914.0,,1142.0,,-871.0,,,,271.0,12.0,,60.0,,0.0,-72.0,283.0,-99.0,184.0,0.0,,,184.0,-27.0,157.0,-11.0,,146.0,146.0,,1004.143982,0.145,0.145,,1004.143982,0.145,0.145,0.145,
12/31/1993,5447.0,,,-4254.0,,1193.0,,-957.0,,,,236.0,13.0,,59.0,,0.0,-72.0,249.0,-94.0,155.0,0.0,,,155.0,-19.0,136.0,-11.0,,125.0,125.0,,1022.624024,0.1225,0.1225,0.1225,1022.624024,0.1225,0.1225,0.1225,
03/31/1994,4745.0,,,-3735.0,,1010.0,,-843.0,,,,167.0,-26.0,,66.0,,0.0,-40.0,141.0,-51.0,90.0,0.0,,,90.0,-23.0,67.0,-5.0,,62.0,62.0,,1063.504028,0.0625,0.0625,,1063.504028,0.0625,0.0625,0.0625,
06/30/1994,5306.0,,,-4202.0,,1104.0,,-909.0,,,,195.0,113.0,,63.0,,0.0,-176.0,308.0,-117.0,191.0,0.0,,,191.0,-26.0,165.0,-11.0,,154.0,154.0,,1034.495972,0.15375,0.15375,,1034.495972,0.15375,0.15375,0.15375,
09/30/1994,5135.0,,,-4013.0,,1122.0,,-840.0,,,,282.0,53.0,,59.0,,0.0,-112.0,335.0,-118.0,217.0,0.0,,,217.0,-29.0,188.0,-10.0,,178.0,178.0,,1023.799988,0.17625,0.17625,,1023.799988,0.17625,0.17625,0.17625,
12/31/1994,5615.0,,,-4382.0,,1233.0,,-922.0,,,,311.0,-19.0,,87.0,,0.0,-68.0,292.0,-98.0,194.0,0.0,,,194.0,-29.0,165.0,-16.0,,149.0,149.0,,1041.599976,0.1425,0.1425,0.1425,1041.599976,0.1425,0.1425,0.1425,
03/31/1995,5318.0,,,-4183.0,,1135.0,,-847.0,,,,288.0,-36.0,,62.0,,0.0,-26.0,252.0,-88.0,164.0,0.0,,,164.0,-29.0,135.0,-6.0,,129.0,129.0,,1040.567993,0.12875,0.12875,0.12875,1040.567993,0.12875,0.12875,0.12875,
06/30/1995,5774.0,,,-4486.0,,1288.0,,-905.0,,,,383.0,-1.0,,67.0,,0.0,-66.0,382.0,-132.0,250.0,0.0,,,250.0,-32.0,218.0,-7.0,,211.0,211.0,,1047.712036,0.20625,0.20625,0.20625,1047.712036,0.20625,0.20625,0.20625,
