Date,Cash From Operating Activities,Net Income,Depreciation & Amortization,Provision for Doubtful Accounts,Other Non-Cash Adjustments,Changes in Non-Cash Capital,Cash From Investing Activities,Disposal of Fixed Assets,Property Additions,Property Improvements,Change in Investments,Change in Notes,Change in Mortgages,Change in Real Estate Interest,Other Investing Activities,Cash from Investing Activities,Cash from Financing Activities,Dividends Paid,Preferred Dividends Other Distributions,Proceeds from Repayments of Borrowings,Change in Unsecured Debt,Change in Secured Debt,Increase in Capital Stocks,Decrease in Capital Stocks,Other Financing Activities,Net Changes in Cash,Source: Bloomberg
03/31/1994,12.393,9.398,5.468,0.0,0.872,-3.345,,,,,,,,,,,,,,,,,,,,,
06/30/1994,11.438,10.117,6.038,0.0,0.047,-4.764,,,,,,,,,,,,,,,,,,,,,
09/30/1994,17.896999,10.269,5.985,0.0,0.047,1.596,,,,,,,,,,,,,,,,,,,,,
12/31/1994,21.204,10.463,5.987,0.0,0.047,4.707,,,,,,,,,,,,,,,,,,,,,
03/31/1995,15.339,12.006,6.139,0.0,0.0,-2.806,,,,,,,,,,,,,,,,,,,,,
06/30/1995,18.569,12.86,6.385,0.0,0.0,-0.676,,,,,,,,,,,,,,,,,,,,,
09/30/1995,21.412001,13.875,6.898,0.0,0.0,0.639,,,,,,,,,,,,,,,,,,,,,
12/31/1995,18.913,13.181,6.766,0.0,0.504,-1.538,,,,,,,,,,,,,,,,,,,,,
03/31/1996,27.122,15.927,6.499,0.0,0.0,4.696,,0.0,-68.25,0.0,0.0,0.0,0.0,,0.0,-68.25,40.823002,-15.671,,-0.427,,,56.921001,0.0,0.0,-0.305,
06/30/1996,28.539,18.438,6.864,0.0,0.0,3.237,,0.0,-13.371,0.0,-2.361,0.0,0.0,,0.0,-15.732,66.364998,-16.563,,-15.327,,,98.254997,0.0,0.0,79.171997,
09/30/1996,22.997999,19.833,6.871,0.0,0.802,-4.508,,1.825,-44.640999,0.0,-2.574,0.0,0.0,,0.0,-45.389999,-18.139999,-18.802999,,-0.951,,,1.614,0.0,0.0,-40.532001,
12/31/1996,23.233,19.629,6.833,0.0,-1.954,-1.275,,0.0,-14.655,0.0,0.0,0.0,0.0,,0.0,-14.655,-25.653,-18.715,,-7.863,,,0.925,0.0,0.0,-17.075001,
03/31/1997,29.940001,20.604,6.899,0.0,0.0,2.436,,0.0,-15.218,0.0,-0.976,0.0,0.0,0.0,0.0,-16.194,-24.684999,-15.565,-4.609,-4.961,,,0.45,0.0,0.0,-10.939,
06/30/1997,26.422001,21.045,7.061,0.0,0.0,-1.684,,1.55,-66.487,0.0,-0.02,-6.036,0.0,0.0,0.0,-70.992996,41.015999,-15.58,-4.609,59.8,,,1.405,0.0,0.0,-3.555,
09/30/1997,43.825001,20.641001,7.777,0.0,0.0,15.407,,0.0,-92.720001,0.0,-0.973,-6.0,0.0,0.0,0.0,-99.693001,155.582993,-15.612,-4.609,39.65,,,136.154007,0.0,0.0,99.714996,
12/31/1997,24.922001,23.546,8.316,0.0,-0.897,-6.043,,0.0,-86.801003,0.0,-9.169,6.652,0.0,-4.625,0.0,-93.943001,-22.645,-17.365999,-4.611,-0.757,,,0.089,0.0,0.0,-91.666,
03/31/1998,35.035999,25.483999,8.9,0.0,0.0,0.653,,2.3,-103.529999,0.0,-4.183,0.0,-0.525,-1.269,0.0,-107.207001,75.57,-19.389999,-4.609,99.028999,,,0.54,0.0,0.0,3.399,
06/30/1998,35.289001,27.530001,9.99,0.0,0.0,-2.231,,0.0,-81.871002,0.0,0.083,0.0,0.0,-0.192,0.0,-81.980003,46.236,-18.966,-5.044,-36.972999,,,107.218002,0.0,0.0,-0.455,
09/30/1998,54.860001,31.254999,15.542,0.0,0.0,8.062,,0.0,-283.342987,0.0,-3.83,0.0,0.001,-18.927,0.0,-306.098999,248.098999,-19.478001,-7.898,196.82,,,78.654999,0.0,0.0,-3.141,
12/31/1998,33.521999,37.997002,16.916,0.0,2.168,-23.559,,10.0,-115.235001,0.0,0.842,0.0,-25.709,-4.84,0.0,-134.942001,114.559998,-31.42,-7.103,128.938995,,,96.467003,-65.0,-7.323,13.14,
03/31/1999,59.705,,,,,,,1.69,-98.789,0.0,4.063,0.0,0.0,0.0,0.0,-93.036,30.247,-40.897,0.0,69.555,50.0,19.555,1.589,0.0,0.0,-3.084,
06/30/1999,55.141,,,,,,,66.489,-40.939,0.0,-5.48,0.0,4.545,7.5,-12.336,19.779,-83.435,-42.73,0.0,-43.352,,,2.647,0.0,0.0,-8.515,
09/30/1999,64.928,,,,,,,0.0,-97.526,0.0,57.499,0.0,0.0,-7.5,18.265,-29.262,-35.055,-43.03,0.0,6.672,,,1.303,0.0,0.0,0.611,
12/31/1999,57.379002,49.235001,32.570999,0.0,-8.646,3.533,,4.712,-120.212997,0.0,-4.198,0.0,-8.646,25.209,0.436,-102.699997,40.465,-43.050999,0.0,85.526998,,,14.147,-5.08,-24.32,-4.856,
03/31/2000,63.802,,,,,,,0.39,-38.382,0.0,-11.922,0.0,2.517,0.0,0.0,-47.397,-5.917,-46.743,0.0,40.689,41.75,-1.061,0.137,0.0,0.0,10.488,
