Date,Market Capitalization,Cash & Equivalents,Preferred Equity,Minority Interest,Total Debt,Adjustments,Enterprise Value,Total Capital,Total Debt/Total Capital,Total Debt/EV,EV/Sales,EV/EBITDA,EV/EBIT,EV/Cash Flow to Firm,EV/Free Cash Flow to Firm,Diluted Market Cap,Diluted Enterprise Value,EV per Share,Trailing 12 Month Values for Ratios,Source: Bloomberg
12/31/1989,831.05002,-124.668999,0.0,0.0,45.082999,,751.46402,510.930987,8.823696,0.059994,,,,,,831.05002,751.46402,7.770764,,
03/31/1990,807.00751,-127.248999,0.0,0.0,46.483,,726.241512,516.560007,8.998567,0.064005,,,,,,807.00751,726.241512,7.5087,,
06/30/1990,752.913769,-130.683998,0.0,0.0,45.820998,,668.050769,517.546001,8.853512,0.068589,,,,,,743.535009,658.67201,6.821021,,
09/30/1990,734.55003,-134.481003,0.0,0.0,26.357999,,626.427026,505.843,5.210707,0.042077,3.144619,8.957531,22.070501,11.367806,,725.28003,617.157026,6.396028,,
12/31/1990,645.844612,-111.086002,0.0,0.0,9.684,,544.44261,500.525999,1.934765,0.017787,2.903322,10.283173,42.795362,12.879746,,637.747508,536.345506,5.558486,,
03/31/1991,630.540237,-95.193001,0.0,0.0,9.133,,544.480236,500.443997,1.824979,0.016774,2.870944,11.403205,73.449376,14.002246,,622.68648,536.626479,5.55887,,
06/30/1991,563.22402,-88.769001,0.0,0.0,8.412,,482.867019,500.025998,1.682313,0.017421,2.561561,9.994143,52.213129,11.272237,,556.209013,475.852012,4.929629,,
09/30/1991,572.383625,-70.054,0.0,0.0,7.586,,509.915625,498.719011,1.521097,0.014877,2.677777,9.75635,42.778156,10.389946,,572.395289,509.927289,5.205983,,
12/31/1991,474.455017,-59.082001,0.0,0.0,10.555,,425.928016,504.357994,2.09276,0.024781,2.108419,7.686982,33.516526,8.394282,,468.545636,420.018635,4.348334,,
03/31/1992,538.824013,-46.639,0.0,0.0,10.073,,502.258013,503.74,1.999643,0.020055,2.410113,8.71159,36.024818,8.312986,,532.048,495.482,5.126756,,
06/30/1992,567.741889,-33.549,0.0,0.0,9.641,,543.833889,504.906999,1.909461,0.017728,2.471253,9.018804,38.398212,10.287215,,560.272515,536.364515,5.537798,,
09/30/1992,663.552,-50.713999,0.0,0.0,9.389,,622.227001,502.675003,1.867807,0.015089,2.69949,9.83867,40.130732,9.978815,,663.214473,621.889474,6.32962,,
12/31/1992,605.208617,-57.332002,0.0,0.0,11.074,,558.950615,509.084014,2.17528,0.019812,2.260487,8.361391,29.702977,8.357051,,597.082369,550.824367,5.685708,,
03/31/1993,728.686129,-60.518999,0.0,0.0,10.883,,679.050129,513.805008,2.118119,0.016027,2.479815,8.860489,25.179847,10.864759,,718.93949,669.30349,6.901758,,
06/30/1993,863.644498,-71.950002,0.0,0.0,10.189,,801.883496,516.305993,1.973442,0.012706,2.741201,9.804175,25.633203,10.189438,,849.031851,787.270849,8.095254,,
09/30/1993,837.657966,-70.764998,0.0,0.0,9.279,,776.171968,518.206014,1.790601,0.011955,2.53612,9.373605,22.698405,10.843307,,828.512,767.026002,7.876081,,
12/31/1993,687.59262,-63.118001,0.0,0.0,7.714,,632.188619,525.373996,1.468287,0.012202,2.061334,7.722425,18.43653,9.646979,,679.258001,623.854,6.407231,,
03/31/1994,641.341995,-76.673002,0.0,0.0,7.219,,571.887993,528.532011,1.365859,0.012623,1.834132,7.072307,17.517321,6.767322,,634.608025,565.154022,5.796084,,
06/30/1994,654.602991,-53.969,0.0,0.0,6.692,,607.325991,530.922991,1.260446,0.011019,1.917306,7.638456,19.687056,7.717368,,647.712985,600.435985,6.146527,,
09/30/1994,694.968722,-38.444001,0.0,0.0,0.0,,656.524721,524.334,0.0,0.0,2.034486,8.818449,26.927719,8.189387,,688.10625,649.662249,6.642298,,
12/31/1994,633.424371,-24.431,0.0,0.0,0.0,,608.993372,556.992001,0.0,0.0,1.899489,8.486293,30.630388,6.663794,,627.274377,602.843378,6.159163,,
03/31/1995,670.475761,-25.617001,0.0,0.0,0.0,,644.858761,565.289009,0.0,0.0,2.077783,9.450834,38.816515,7.206306,,664.481118,638.864117,6.522157,,
06/30/1995,730.360983,-26.227001,0.0,0.0,20.200001,,724.333982,589.135017,3.428756,0.027888,2.338674,10.422522,44.107538,8.363097,,724.903499,718.876498,7.314141,,
09/30/1995,696.515597,-28.531999,0.0,0.0,21.700001,,689.683599,584.134991,3.714895,0.031464,2.189958,8.652084,210.912431,7.763189,,691.70625,684.874252,6.962282,,
12/31/1995,736.758732,-17.595,0.0,0.0,23.700001,,742.863732,599.885998,3.950751,0.031904,2.295375,8.471862,65.740153,7.895407,,731.939269,738.04427,7.499129,,
03/31/1996,837.742517,-16.137,0.0,0.0,2.0,,823.605517,595.242996,0.335997,0.002428,2.412174,8.476971,42.184261,7.860782,,832.106273,817.969273,8.295116,,
06/30/1996,909.728401,-17.290999,0.0,0.0,6.0,,898.437401,615.418018,0.974947,0.006678,2.463321,8.010176,26.272405,7.635462,,906.212376,894.921377,9.042608,,
