Date,Cash from Operating Activities,Net Income,Depreciation & Amortization,Non-Cash Items,Stock-Based Compensation,Deferred Income Taxes,Other Non-Cash Adj,Chg in Non-Cash Work Cap,(Inc) Dec in Accts Receiv,(Inc) Dec in Inventories,Inc (Dec) in Accts Payable,Inc (Dec) in Other,Net Cash From Disc Ops,Cash from Investing Activities,Change in Fixed & Intang,Disp in Fixed & Intang,Disp of Fixed Prod Assets,Disp of Intangible Assets,Acq of Fixed & Intang,Acq of Fixed Prod Assets,Acq of Intangible Assets,Net Change in LT Investment,Dec in LT Investment,Inc in LT Investment,Net Cash From Acq & Div,Cash from Divestitures,Cash for Acq of Subs,Cash for JVs,Other Investing Activities,Cash from Financing Activities,Dividends Paid,Cash From (Repayment) Debt,Cash (Repurchase) of Equity,Increase in Capital Stock,Decrease in Capital Stock,Other Financing Activities,Effect of Foreign Exchange Rates,Net Changes in Cash,Cash Paid for Taxes,Cash Paid for Interest,Source: Bloomberg
03/31/1990,15.929,15.5,8.206,-0.192,,,-0.192,-7.585,,,,-7.585,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06/30/1990,19.858,15.006,8.207,0.354,,,0.354,-3.709,,,,-3.709,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09/30/1990,26.319,5.096,9.947,1.945,,,1.945,9.331,,,,9.331,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/31/1990,33.173,12.798,8.528,-5.296,,,-5.296,17.143,,,,17.143,,,,,,,,,,,,,,,,,,,,,,,,,,33.173,,,
03/31/1991,5.868,14.294,8.871,0.683,,,0.683,-17.98,,,,-17.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06/30/1991,12.33,12.275,8.655,-2.6,,,-2.6,-6.0,,,,-6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09/30/1991,26.221001,10.7,8.86,-1.171,,,-1.171,7.832,,,,7.832,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/31/1991,28.334999,11.181,8.701,-4.383,,,-4.383,12.836,,,,12.836,,,,,,,,,,,,,,,,,,,,,,,,,,28.334999,,,
03/31/1992,22.496,0.132,13.941,-1.871,,,-1.871,10.294,,,,10.294,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06/30/1992,13.868,15.026,14.162,0.464,,,0.464,-15.784,,,,-15.784,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09/30/1992,27.665001,16.841999,14.679,-2.899,,,-2.899,-0.957,,,,-0.957,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/31/1992,46.902,18.923,3.94,15.493,,,15.493,8.546,,,,8.546,,,,,,,,,,,,,,,,,,,,,,,,,,46.902,,,
04/04/1993,18.285,14.848,14.778,3.186,,,3.186,-14.527,,,,-14.527,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06/30/1993,13.038,12.235,14.576,-2.251,,,-2.251,-11.522,,,,-11.522,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/03/1993,25.188,13.201,13.989,4.742,,,4.742,-6.744,,,,-6.744,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/31/1993,52.054001,16.254999,5.655,0.115,,,0.115,30.028999,,,,30.028999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04/03/1994,27.372,13.877,12.514,3.866,,,3.866,-2.885,,,,-2.885,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07/03/1994,14.946,16.1,15.775,-5.819,,,-5.819,-11.11,,,,-11.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/02/1994,22.094999,18.277,12.685,-35.185001,,,-35.185001,26.318001,,,,26.318001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/31/1994,65.817001,19.566,12.558,31.707001,,,31.707001,1.986,,,,1.986,,,,,,,,,,,,,,,,,,,,,,,,,,65.817001,,,
04/02/1995,-10.268,22.788,13.749,0.199,,,0.199,-47.004002,,,,-47.004002,,,-19.184,,,,-19.184,,,,,,,,,,19.184,,,,,,,,,,,,
07/02/1995,23.884001,26.419001,14.527,-2.552,,,-2.552,-14.51,,,,-14.51,,,-22.177999,,,,-22.177999,,,,,,,,,,22.177999,,,,,,,,,,,,
10/01/1995,28.399,25.473,13.145,-1.607,,,-1.607,-8.612,,,,-8.612,,,-20.301001,,,,-20.301001,,,,,,,,,,20.301001,,,,,,,,,,,,
12/31/1995,80.408997,13.822,35.074001,29.127001,,,29.127001,2.386,,,,2.386,,-69.778999,-69.778999,,,,-69.778999,,,,,,,,,,0.0,,,,,,,,,10.629998,,,
03/31/1996,-9.794,28.870001,23.105,-15.777,,,-15.777,-45.992001,,,,-45.992001,,,-20.952,,,,-20.952,,,,,,,,,,20.952,,,,,,,,,,,,
06/30/1996,13.754,34.556,23.105,-18.232,,,-18.232,-25.674999,,,,-25.674999,,,-21.052,,,,-21.052,,,,,,,,,,21.052,,,,,,,,,,,,
09/30/1996,29.320999,36.792999,23.105,-6.815,,,-6.815,-23.761999,,,,-23.761999,,,-12.575,,,,-12.575,,,,,,,,,,12.575,,,,,,,,,,,,
12/29/1996,102.102997,-26.764,23.106001,90.084,,,90.084,15.677,,,,15.677,,,-53.228001,,,,-53.228001,,,,,,,,,,53.228001,,,,,,,,,,,,
03/30/1997,-11.699,31.695999,24.243,-8.715,,,-8.715,-58.923,,,,-58.923,,-38.333,-24.459,0.587,,,-25.046,,,0.0,0.0,0.0,,,,,-13.874001,20.676003,-11.328,24.895003,9.61,9.61,0.0,-2.501,,-29.356001,,,
06/29/1997,46.514,40.199,22.75,7.489,,,7.489,-23.924,,,,-23.924,,-25.122999,-23.666,2.882,,,-26.548,,,0.0,0.0,0.0,,,,,-1.456999,25.068001,-15.043,32.709001,8.392,8.392,0.0,-0.99,,46.459,,,
09/28/1997,17.212,42.231998,24.288,2.467,,,2.467,-51.775002,,,,-51.775002,,-66.209,-28.993,2.33,,,-31.323,,,0.0,0.0,0.0,,,,,-37.216,-18.455999,-15.146,-5.392999,1.824,1.824,0.0,0.259,,-67.453003,,,
12/29/1997,239.695007,48.151001,25.257,7.329,,,7.329,158.957993,,,,158.957993,,-20.047001,-35.709999,0.299,,,-36.008999,,,0.0,0.0,0.0,,,,,15.662998,-251.253007,-21.131001,-235.443006,6.119,6.119,0.0,-0.798,,-31.605,,,
04/05/1998,-10.667,37.303001,26.893,-1.228,,,-1.228,-73.635002,,,,-73.635002,,-34.992001,-34.584,0.0,,,-34.584,,,0.0,0.0,0.0,,,,,-0.408001,60.687999,-31.854,88.125999,4.605,4.605,0.0,-0.189,,15.029,,,
07/05/1998,-14.848,41.542999,23.978001,-8.683,,,-8.683,-71.685997,,,,-71.685997,,-110.296997,-30.675,2.332,,,-33.007,,,0.0,0.0,0.0,,,,,-79.621997,85.029997,-19.072001,103.180997,1.016,1.016,0.0,-0.095,,-40.115002,,,
10/04/1998,54.027,-37.467999,21.063999,62.276001,,,62.276001,8.155,,,,8.155,,-29.742001,-26.296001,2.935,,,-29.231001,,,0.0,0.0,0.0,,,,,-3.446,-18.894001,0.0,-19.301001,0.057,0.057,0.0,0.35,,5.391,,,
01/03/1999,59.917,46.124001,23.396999,7.322,,,7.322,-16.926001,,,,-16.926001,,-105.679001,-29.840999,0.07,,,-29.910999,,,0.0,0.0,0.0,,,,,-75.838002,84.259998,-15.822,96.007998,4.875,4.875,0.0,-0.801,,38.498001,,,
04/04/1999,-22.919,34.493,25.841,14.817,,20.153,-5.336,-98.07,-43.192,-15.899,,-38.979,,-28.679,-31.394,0.0,,,-31.394,,,0.0,0.0,0.0,,,,,2.715,24.625,-15.868,36.961,3.449,3.449,0.0,0.083,,-26.973,,,
07/04/1999,52.469,43.706,13.235,29.886,,-4.359,34.245,-34.358,-27.481,5.848,,-12.725,,-4.08,-11.751,5.099,,,-16.85,,,0.0,0.0,0.0,,,,,7.671,-13.27,-15.94,1.124,1.291,1.291,0.0,0.255,,35.119,,,
10/03/1999,36.163,46.93,19.355,-16.115,,-2.316,-13.799,-14.007,12.024,-4.658,,-21.373,,5.877,-9.183,0.0,,,-9.183,,,0.0,0.0,0.0,,,,,15.06,-44.701,-16.88,-27.871,1.358,1.358,0.0,-1.308,,-2.661,,,
01/02/2000,-54.877998,-4.068,12.214,175.841995,,,175.841995,-238.865997,,,,-238.865997,,23.826,5.709,5.709,,,0.0,,,0.0,0.0,0.0,,,,,18.117,31.785004,-16.169001,51.513004,-3.251,0.0,-3.251,-0.308,,0.733,,,
04/02/2000,-62.488,23.339,24.35,-16.454,,-17.385,0.931,-93.723,0.0,-25.046,,-68.677,,-14.73,-26.108,0.0,,,-26.108,,,0.0,0.0,0.0,,,,,11.378,58.163,-16.189,73.612,1.14,1.14,0.0,-0.4,,-19.055,,,
07/02/2000,-230.298,44.695,43.798,-130.826,,-31.037,-99.789,-187.965,,28.898,,-216.863,,-25.408,-36.633,,,,-36.633,,,,,,,,,,11.225,218.093,-32.488,249.793,0.003,0.003,,0.785,,-37.613,,,
10/01/2000,-16.85,-19.223,19.400999,11.739,,,11.739,-28.767,,,,-28.767,,683.067017,-14.074,0.0,,,-14.074,,,0.0,0.0,0.0,,,,,697.141017,-538.713006,-16.188999,-520.793007,0.499,0.499,0.0,-2.23,,127.503998,,,
12/31/2000,47.975,-51.304,16.805,-109.533,,,-109.533,192.007,,,,192.007,,0.418,-15.029,0.0,,,-15.029,,,0.0,0.0,0.0,,,,,15.447,0.113,-16.284,17.199,-1.816,0.0,-1.816,1.014,,48.506,,,
04/01/2001,3.402,-4.966,19.82,7.792,,11.118,-3.326,-19.244,0.0,-4.376,,-14.868,,3.218,-9.711,0.0,,,-9.711,,,0.0,0.0,0.0,,,,,12.929,-34.296,-16.214,-16.576,0.0,0.0,0.0,-1.506,,-27.676,,,
07/01/2001,30.246,-5.365,20.062,33.327,,37.021,-3.694,-17.778,,11.742,,-29.52,,-8.858,-9.608,0.0,,,-9.608,,,0.0,0.0,0.0,,,,,0.75,-20.866,-16.27,-3.913,0.0,0.0,0.0,-0.683,,0.522,,,
09/30/2001,8.437,-45.611,20.212999,-1.655,,,-1.655,35.490002,,,,35.490002,,-7.631,-7.609,0.0,,,-7.609,,,0.0,0.0,0.0,,,,,-0.022,-17.391999,-16.268999,-1.671,0.0,0.0,0.0,0.548,,-16.586,,,
12/30/2001,59.437,-90.448,21.831,8.478,,,8.478,119.576,,,,119.576,,15.632,-12.066,0.0,,,-12.066,,,0.0,0.0,0.0,,,,,27.698,2.879,0.0,4.194,0.0,0.0,0.0,-1.315,,77.948,,,
03/31/2002,-39.652,-56.462002,13.684,107.334,,,107.334,-104.208,,,,-104.208,,-3.215,-3.772,0.0,,,-3.772,,,0.0,0.0,0.0,,,,,0.557,-6.035,0.0,-6.056,0.004,0.004,0.0,0.017,,-48.902,3.486,18.08,
06/30/2002,66.133003,0.369,12.585,-3.854,,,-3.854,57.033001,,,,57.033001,,-48.261002,-6.405,1.726,,,-8.131,,,0.0,0.0,0.0,,,,,-41.856002,1.761,0.0,-1.92,0.244,0.244,0.0,3.437,,19.632999,-42.886002,5.408,
09/29/2002,27.702999,-10.617,11.78,-6.923,,,-6.923,33.463001,,,,33.463001,,-14.371,-3.218,1.877,,,-5.095,,,0.0,0.0,0.0,,,,,-11.153,-1.761,0.0,-1.546,0.0,0.0,0.0,-0.215,,11.571,-12.113,18.082001,
12/29/2002,26.201,13.683,12.195,7.458,,,7.458,-7.135,,,,-7.135,,-18.134001,-6.719,0.094,,,-6.813,,,0.0,0.0,0.0,,,,,-11.415001,-47.217998,0.0,-47.929998,0.0,0.0,0.0,0.712,,-39.151001,2.996,3.707,
03/30/2003,-9.856,5.004,11.91,-4.037,,,-4.037,-22.733,,,,-22.733,,8.489,-6.285,0.048,,,-6.333,,,0.0,0.0,0.0,,,,,14.774001,-59.587002,0.0,-61.483002,0.0,0.0,0.0,1.896,,-60.953999,7.506,16.379,
