Date,Basic Shares Outstanding,Diluted Weighted Avg Shares,Basic Weighted Avg Shares,Per Share Data Items,Revenue,EBITDA,Operating Income,Net Income to Common - Basic,Net Income before XO - Basic,Normalized Net Income - Basic,Net Income to Common - Diluted,Net Income before XO - Diluted,Normalized Net Income - Diluted,Dividends,Cash Flow,Free Cash Flow,Funds From Operations - Basic,Funds From Operations - Diluted,Cash & Equivalents,Book Value,Tangible Book Value,Source: Bloomberg
03/31/1994,44.891689,45.4486,45.4486,,0.430926,0.360143,0.389231,0.221363,0.221363,0.221363,0.221363,0.221363,0.221363,0.230988,0.187751,,0.264674,0.264674,0.447678,2.697983,,
06/30/1994,44.931169,45.440288,45.440288,,0.432744,0.361287,0.392185,0.221363,0.221363,0.221363,0.221363,0.221363,0.221363,0.230988,0.23017,,0.269486,0.269486,0.389774,2.636143,,
09/30/1994,44.939481,45.442365,45.442365,,0.436487,0.369545,0.394324,0.230988,0.230988,0.230988,0.230988,0.230988,0.230988,0.230988,0.256743,,0.283923,0.283923,0.564693,2.637747,,
12/31/1994,44.997665,45.421585,45.421585,,0.947699,0.367887,0.406789,0.230988,0.230988,0.230988,0.230988,0.230988,0.230988,0.230988,0.358618,,0.27911,0.27911,0.52356,2.593201,,
03/31/1995,45.138973,45.438208,45.438208,,0.612942,0.414255,0.446563,0.259861,0.259861,0.259861,0.259861,0.259861,0.259861,0.269486,0.353007,,0.293547,0.293547,0.391591,2.536898,,
06/30/1995,50.369376,48.852414,48.852414,,0.610144,0.419795,0.458114,0.269486,0.269486,0.269486,0.269486,0.269486,0.269486,0.269486,0.237429,,0.312796,0.312796,0.358035,3.853452,,
09/30/1995,50.369376,50.749656,50.749656,,0.581364,0.403766,0.421855,0.269486,0.269486,0.269486,0.269486,0.269486,0.269486,0.269486,0.319529,,0.322421,0.322421,0.419302,3.849899,,
12/31/1995,51.142402,50.784979,50.784979,,0.630718,0.421207,0.449562,0.283923,0.283923,0.283923,0.283923,0.283923,0.283923,0.269486,0.374658,,0.336857,0.336857,0.373995,3.798687,,
03/31/1996,50.464964,50.836933,50.836933,,0.650767,0.45705,0.475422,0.312796,0.312796,0.312796,0.312796,0.312796,0.312796,0.293547,0.358047,0.328521,0.360919,0.360919,0.508709,3.885528,,
06/30/1996,50.568444,50.83901,50.83901,,0.642676,0.441865,0.462794,0.298359,0.298359,0.298359,0.298359,0.298359,0.298359,0.293547,0.30634,0.118865,0.346482,0.346482,0.331195,3.885664,,
09/30/1996,50.988043,51.023956,51.023956,,0.633859,0.437755,0.459725,0.293547,0.293547,0.293547,0.293547,0.293547,0.293547,0.293547,0.31595,0.307581,0.346482,0.346482,0.426943,3.941453,,
12/31/1996,55.167547,51.738798,51.738798,,0.681172,0.437602,0.457916,0.298359,0.298359,0.298359,0.298359,0.298359,0.298359,0.293547,0.402135,0.337136,0.303172,0.303172,1.625883,5.0076,,
03/31/1997,55.167547,55.171701,54.211651,,0.585003,0.283592,0.312811,0.182865,0.182865,0.182865,0.173241,0.173241,0.173241,0.307984,0.364368,0.357635,0.225695,0.221845,1.675387,4.880804,,
06/30/1997,55.178273,55.691209,54.219963,,1.104814,0.606548,0.654796,0.163616,0.163616,0.163616,0.163616,0.163616,0.163616,0.307984,0.576098,-6.80148,0.275742,0.276223,3.621462,4.761693,,
09/30/1997,55.193473,56.069413,54.936886,,1.236947,0.669314,0.724577,0.19249,0.19249,0.19249,0.182865,0.182865,0.182865,0.307984,0.237145,-3.02782,0.155436,0.152067,1.057498,4.669646,,
12/31/1997,74.980527,67.82379,65.621079,,1.117431,0.580637,0.654805,0.250237,0.250237,0.250237,0.240612,0.240612,0.240612,0.38498,0.712225,-4.751674,0.43214,0.417703,4.747286,13.78862,,
03/31/1998,75.002342,77.253888,74.980527,,1.304032,0.793299,0.84854,0.346482,0.346482,0.346482,0.336857,0.336857,0.336857,0.38498,0.447756,-6.549421,0.603456,0.644841,3.155328,13.77841,,
06/30/1998,86.579055,96.176437,85.36444,,1.567327,0.889176,0.96457,0.365731,0.365731,0.365731,0.356106,0.356106,0.356106,0.38498,0.569769,-1.815241,0.640992,0.761298,2.975131,17.07138,,
09/30/1998,87.507931,96.978552,87.022708,,1.676597,0.90874,1.003129,0.452351,0.452351,0.452351,0.442727,0.442727,0.442727,0.38498,0.203096,-2.107542,0.673715,0.673715,1.609603,17.165164,,
12/31/1998,88.396293,85.880832,85.448601,,1.831054,0.979372,1.094272,0.394604,0.394604,0.394604,0.38498,0.38498,0.38498,0.38498,1.047659,0.322638,0.690077,0.692964,1.89836,16.968132,,
03/31/1999,88.41707,90.079493,88.405639,,1.889269,1.044696,1.153603,0.481225,0.481225,0.481225,0.4716,0.4716,0.4716,0.423478,0.230076,-0.971522,0.721837,0.721837,0.906375,17.027571,,
06/30/1999,89.277377,91.249423,88.975024,,1.867805,1.067648,1.126867,0.481225,0.481225,0.481225,0.4716,0.4716,0.4716,0.423478,0.746895,0.460264,0.750711,0.750711,0.689021,17.289901,,
09/30/1999,89.300231,90.902392,89.2888,,2.094809,1.172342,1.258825,0.500474,0.500474,0.500474,0.490849,0.490849,0.490849,0.423478,0.45961,-1.384003,0.76996,0.76996,1.576166,17.347895,,
12/31/1999,89.704408,95.087545,92.10973,,2.117735,1.096735,1.287074,0.433102,0.433102,0.433102,0.433102,0.433102,0.433102,0.461976,0.532647,-0.547021,0.779584,0.779584,1.255568,17.577542,,
03/31/2000,89.917407,91.178769,89.749085,,2.24,1.27618,1.389797,0.529347,0.538972,0.538972,0.519723,0.529347,0.529347,0.461976,0.504172,0.200347,0.808458,0.808458,1.164469,18.256976,,
06/30/2000,89.941308,92.208438,89.769869,,2.268957,1.320577,1.44055,0.529347,0.529347,0.529347,0.510098,0.510098,0.510098,0.461976,0.6606,0.068275,0.827707,0.827707,1.102241,17.725148,,
09/30/2000,90.180277,93.21316,89.962085,,2.481334,1.414174,1.562058,0.654466,0.654466,0.654466,0.625592,0.625592,0.625592,0.461976,0.451268,-0.143405,0.837331,0.837331,1.821729,17.749314,,
12/31/2000,90.190669,92.627161,92.627161,,2.499375,1.434579,1.581836,0.461976,0.461976,0.461976,0.452351,0.452351,0.452351,0.510098,1.131126,-1.435108,0.875829,0.875829,1.518882,17.709814,,
03/31/2001,90.243661,92.868207,90.214569,,2.689255,1.440333,1.576541,0.519723,0.558221,0.615968,0.500474,0.538972,0.596719,0.510098,0.935292,0.184438,0.808458,0.808458,1.240896,17.787454,,
06/30/2001,90.417692,93.09783,90.291454,,2.901149,1.580471,1.828722,0.625592,0.625592,0.741086,0.615968,0.615968,0.731462,0.510098,1.201542,0.576411,0.827707,0.827707,1.326289,18.027003,,
09/30/2001,92.364292,95.650691,92.246876,,2.871089,1.599881,1.762954,0.731462,0.731462,0.731462,0.712213,0.712213,0.712213,0.567845,0.741153,0.532679,1.006723,1.006723,2.034098,18.375088,,
12/31/2001,102.898866,100.960059,100.960059,,2.475831,1.469799,1.489966,0.567845,0.567845,0.567845,0.548596,0.548596,0.548596,0.933576,1.252475,0.449504,0.972074,0.972074,2.58102,20.421944,,
03/31/2002,110.050402,111.400087,107.073626,,3.353618,1.944186,2.163353,0.423478,0.702588,0.76996,0.404229,0.673715,0.731462,0.635217,0.885951,0.51897,1.058695,1.058695,1.555651,21.032008,,
06/30/2002,111.126825,115.033517,110.034818,,3.232041,1.915376,2.127036,0.587094,0.548596,0.606343,0.558221,0.519723,0.57747,0.635217,1.385343,0.650667,1.068319,1.068319,6.156776,20.988506,,
09/30/2002,112.172071,114.654278,110.997987,,3.251915,1.74214,1.978639,0.529347,0.500474,0.558221,0.519723,0.490849,0.548596,0.635217,0.902746,0.714409,0.972074,0.972074,2.802507,21.368466,,
12/31/2002,112.868209,117.196747,115.029363,,3.143936,1.753152,1.953684,0.356106,0.336857,0.452351,0.346482,0.327233,0.442727,0.654466,1.324218,0.956808,0.798833,0.798833,1.844629,20.925891,,
03/31/2003,115.849387,117.593654,113.359663,,3.306053,1.791704,2.014817,0.760335,0.741086,0.741086,0.741086,0.721837,0.721837,0.654466,1.060827,0.781901,1.106817,1.106817,1.526905,21.242728,,
06/30/2003,116.656101,121.441123,115.827324,,3.235532,1.793299,2.029918,0.712213,0.635217,0.635217,0.683339,0.635217,0.635217,0.654466,1.245242,0.609744,1.097193,1.097193,1.484697,21.399918,,
09/30/2003,118.470585,122.211038,117.437801,,3.261028,1.728719,1.993608,0.606343,0.558221,0.558221,0.57747,0.529347,0.529347,0.654466,1.37196,0.455995,1.000948,1.000948,1.045475,21.59904,,
12/31/2003,122.861461,123.562792,120.279507,,3.280068,1.780204,2.051546,1.665038,0.346482,0.346482,1.597667,0.317608,0.317608,0.837331,0.85919,-1.207612,1.039446,1.039446,2.608971,23.006247,,
03/31/2004,130.160544,131.966351,126.331767,,3.184433,1.732969,1.962523,0.587094,0.57747,0.57747,0.567845,0.558221,0.558221,0.837331,1.213638,0.356894,0.972074,0.972074,2.235839,23.725707,,
06/30/2004,131.155921,135.844996,130.363151,,3.134344,1.822118,2.034118,1.212687,0.702588,0.702588,1.164564,0.673715,0.673715,0.683339,1.083865,0.53397,1.174189,1.174189,1.718832,24.264426,,
09/30/2004,131.867643,137.645606,131.328394,,3.297901,1.780917,,0.798833,0.721837,0.009624,0.760335,0.683339,0.009624,0.683339,1.460286,0.061578,1.135691,1.135691,1.608234,24.637204,,
12/31/2004,132.452508,147.860164,132.485857,,5.072579,2.88267,3.385041,1.770908,1.770908,1.770908,1.665038,1.665038,1.665038,0.731462,1.490287,1.180941,2.136639,2.136639,4.524505,25.935991,25.857283,
03/31/2005,134.761904,140.598487,133.319147,,4.471856,1.956981,,1.405177,1.395552,1.395552,1.337805,1.328181,1.328181,0.731462,1.005279,0.688123,1.770908,1.770908,7.230011,26.753696,26.252189,
