Date,Cash from Operating Activities,Net Income,Depreciation & Amortization,Non-Cash Items,Stock-Based Compensation,Deferred Income Taxes,Other Non-Cash Adj,Chg in Non-Cash Work Cap,(Inc) Dec in Accts Receiv,(Inc) Dec in Inventories,Inc (Dec) in Other,Net Cash From Disc Ops,Cash from Investing Activities,Change in Fixed & Intang,Disp in Fixed & Intang,Disp of Fixed Prod Assets,Disp of Intangible Assets,Acq of Fixed & Intang,Acq of Fixed Prod Assets,Acq of Intangible Assets,Net Change in LT Investment,Dec in LT Investment,Inc in LT Investment,Net Cash From Acq & Div,Cash from Divestitures,Cash for Acq of Subs,Cash for JVs,Other Investing Activities,Cash from Financing Activities,Dividends Paid,Cash From (Repayment) Debt,Cash (Repurchase) of Equity,Increase in Capital Stock,Decrease in Capital Stock,Other Financing Activities,Effect of Foreign Exchange Rates,Net Changes in Cash,Cash Paid for Taxes,Cash Paid for Interest,Source: Bloomberg
12/31/1989,9.3,207.600006,119.199997,0.0,,,0.0,-317.5,,,-317.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03/31/1990,464.700012,149.899994,116.5,0.0,,,0.0,198.300003,,,198.300003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06/30/1990,256.299988,320.399994,140.600006,0.0,,,0.0,-204.699997,,,-204.699997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09/30/1990,628.599976,232.699997,162.0,-44.000015,,,-44.000015,277.899994,,,277.899994,,,,,,,,,,,,,,,,,,,,,,,,,,628.599976,,,
12/31/1990,103.599998,216.699997,165.800003,7.4,,,7.4,-286.299988,,,-286.299988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03/31/1991,373.299988,91.400002,175.699997,13.0,,,13.0,93.199997,,,93.199997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06/30/1991,431.399994,229.100006,220.399994,8.1,,,8.1,-26.200001,,,-26.200001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09/30/1991,595.0,174.100006,232.600006,47.199982,,,47.199982,141.100006,,,141.100006,,,,,,,,,,,,,,,,,,,,,,,,,,595.0,,,
12/31/1991,175.899994,257.200012,198.600006,5.6,,,5.6,-285.5,,,-285.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03/31/1992,427.399994,165.699997,201.100006,37.799999,,,37.799999,22.799999,,,22.799999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06/30/1992,557.299988,334.799988,171.600006,67.599998,,,67.599998,-16.700001,,,-16.700001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09/30/1992,677.5,223.699997,188.299958,-120.299996,,,-120.299996,385.800004,,,385.800004,,,,,,,,,,,,,,,,,,,,,,,,,,677.5,,,
12/31/1992,318.399994,-96.400002,226.399994,277.799988,,,277.799988,-89.400002,,,-89.400002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03/31/1993,886.5,214.800003,219.300003,206.399994,,,206.399994,246.0,,,246.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06/30/1993,546.299988,259.100006,180.600006,-453.700012,,,-453.700012,560.299988,,,560.299988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09/30/1993,394.0,-77.699997,402.100006,997.200012,,,997.200012,-927.599976,,,-927.599976,,,,,,,,,,,,,,,,,,,,,,,,,,394.0,,,
12/31/1993,630.700012,368.600006,349.299988,206.699997,,,206.699997,-293.899994,,,-293.899994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
