Date,Level 1 Assets,Level 2 Assets,Level 3 Assets,Total FV Assets,Level 1 Liabilities,Level 2 Liabilities,Level 3 Liabilities,Total FV Liabilities,Level 3 Total Gains,Level 1 Assets/Total Equity,Level 2 Assets/Total Equity,Level 3 Assets/Total Equity,Total FV Assets/Total Equity,Level 1 Assets/Total Assets,Level 2 Assets/Total Assets,Level 3 Assets/Total Assets,Total FV Assets/Total Assets,Source: Bloomberg
03/31/2008,204.0,25.0,8.0,237.0,,,-493.0,-493.0,,1.037218,0.12711,0.040675,1.205003,0.455713,0.055847,0.017871,0.529431,
06/30/2008,78.0,14.0,1.0,,2.0,,989.0,,988.0,0.387886,0.069621,0.004973,,0.160197,0.028753,0.002054,,
09/30/2008,44.0,6.0,4.0,,,9.0,495.0,504.0,,0.200666,0.027364,0.018242,,0.089969,0.012268,0.008179,,
12/31/2008,109.0,6.0,29.0,,,75.0,55.0,,,0.509132,0.028026,0.135457,,0.255353,0.014056,0.067938,,
03/31/2009,35.0,3.0,29.0,67.0,,66.0,20.0,86.0,77.0,0.162707,0.013946,0.134815,0.311469,0.080809,0.006926,0.066956,0.154692,
06/30/2009,20.0,1.0,0.0,21.0,,22.0,29.0,51.0,,0.091688,0.004584,0.0,0.096273,0.045003,0.00225,0.0,0.047254,
09/30/2009,29.0,5.0,4.0,38.0,,,5.0,5.0,19.0,0.131275,0.022634,0.018107,0.172016,0.063856,0.01101,0.008808,0.083673,
12/31/2009,133.0,12.0,21.0,229.0,125.0,12.0,12.0,149.0,67.0,0.607029,0.05477,0.095847,1.045185,0.282666,0.025504,0.044631,0.486696,
03/31/2010,153.0,49.0,18.0,220.0,146.0,39.0,10.0,195.0,1.0,0.688352,0.220453,0.080983,0.989787,0.320587,0.102672,0.037716,0.460974,
06/30/2010,184.0,80.0,1.0,271.0,160.0,2.0,4.0,166.0,22.0,0.805569,0.350247,0.004378,1.186463,0.387401,0.168435,0.002105,0.570574,
09/30/2010,149.0,68.0,2.0,309.0,207.0,1.0,,208.0,5.0,0.637952,0.291146,0.008563,1.323001,0.309623,0.141305,0.004156,0.642105,
12/31/2010,58.0,32.0,1.0,172.0,102.0,,3.0,105.0,,0.243995,0.134618,0.004207,0.723571,0.115968,0.063982,0.001999,0.343904,
03/31/2011,143.0,2.0,4.0,254.0,188.0,3.0,5.0,196.0,-1.0,0.57883,0.008096,0.016191,1.028132,0.275716,0.003856,0.007712,0.489733,
06/30/2011,,,,,,,,,1.0,,,,,,,,,
12/31/2011,,5.0,,5.0,,,,,,,0.029139,,0.029139,,0.015938,,0.015938,
06/30/2012,,,,,,,,,0.0,,,,,,,,,
09/30/2012,,89.0,,90.0,,3.0,,3.0,,,0.492693,,0.498229,,0.257538,,0.260432,
12/31/2012,,91.0,,92.0,,,,,,,0.49773,,0.5032,,0.257747,,0.260579,
03/31/2013,,26.0,,27.0,,26.0,26.0,26.0,,,0.139875,,0.145255,,0.074055,,0.076903,
06/30/2013,,58.0,,58.0,,30.0,,30.0,,,0.304926,,0.304926,,0.165487,,0.165487,
09/30/2013,,17.0,,17.0,,28.0,,28.0,,,0.089502,,0.089502,,0.047518,,0.047518,
12/31/2013,0.0,10.0,0.0,10.0,,4.0,,4.0,,0.0,0.051696,0.0,0.051696,0.0,0.028074,0.0,0.028074,
03/31/2014,,17.0,,17.0,,2.0,,2.0,,,0.085837,,0.085837,,0.047025,,0.047025,
06/30/2014,0.0,11.0,0.0,11.0,0.0,12.0,0.0,12.0,,0.0,0.055365,0.0,0.055365,0.0,0.030611,0.0,0.030611,
09/30/2014,0.0,5.0,0.0,5.0,0.0,17.0,0.0,17.0,,0.0,0.024721,0.0,0.024721,0.0,0.013624,0.0,0.013624,
12/31/2014,0.0,8.0,0.0,8.0,,,,,,0.0,0.038059,0.0,0.038059,0.0,0.022233,0.0,0.022233,
03/31/2015,0.0,36.0,0.0,36.0,,,,,,0.0,0.17425,0.0,0.17425,0.0,0.103639,0.0,0.103639,
06/30/2015,0.0,16.0,0.0,16.0,0.0,26.0,0.0,26.0,,0.0,0.079137,0.0,0.079137,0.0,0.04473,0.0,0.04473,
09/30/2015,0.0,76.0,0.0,76.0,0.0,3.0,0.0,3.0,,0.0,0.39307,0.0,0.39307,0.0,0.219184,0.0,0.219184,
12/31/2015,0.0,59.0,0.0,59.0,0.0,1.0,0.0,1.0,,0.0,0.318008,0.0,0.318008,0.0,0.1826,0.0,0.1826,
03/31/2016,0.0,63.0,0.0,63.0,0.0,24.0,0.0,24.0,,0.0,0.325565,0.0,0.325565,0.0,0.191676,0.0,0.191676,
06/30/2016,0.0,18.0,0.0,18.0,0.0,70.0,0.0,70.0,,0.0,0.09398,0.0,0.09398,0.0,0.055339,0.0,0.055339,
09/30/2016,0.0,14.0,0.0,14.0,0.0,43.0,0.0,43.0,,0.0,0.073988,0.0,0.073988,0.0,0.04333,0.0,0.04333,
12/31/2016,0.0,68.0,0.0,68.0,0.0,60.0,0.0,60.0,,0.0,0.387663,0.0,0.387663,0.0,0.218692,0.0,0.218692,
