Date,Revenue,Sales & Services Revenue,Other Revenue,Cost of Revenue,Cost of Goods & Services,Gross Profit,Other Operating Income,Operating Expenses,"Selling, General & Admin",Research & Development,Other Operating Expense,Operating Income (Loss),Non-Operating (Income) Loss,"Interest Expense, Net",Interest Expense,Interest Income,Foreign Exch (Gain) Loss,Other Non-Op (Income) Loss,Pretax Income,Income Tax Expense (Benefit),Income (Loss) from Cont Ops,Net Extraordinary Losses (Gains),Discontinued Operations,XO & Accounting Changes,Income (Loss) Incl. MI,Minority Interest,"Net Income, GAAP",Preferred Dividends,Other Adjustments,"Net Income Avail to Common, GAAP","Net Income Avail to Common, Adj",Net Abnormal Losses (Gains),Basic Weighted Avg Shares,"Basic EPS, GAAP",Basic EPS from Cont Ops,"Basic EPS from Cont Ops, Adjusted",Diluted Weighted Avg Shares,"Diluted EPS, GAAP",Diluted EPS from Cont Ops,"Diluted EPS from Cont Ops, Adjusted",Source: Bloomberg
08/31/1989,65.940002,,,-39.516998,,26.423004,,-16.528,,,,9.895,-0.372,,0.89,,0.0,-0.518,9.523,-3.592,5.931,0.0,,,5.931,0.0,5.931,0.0,,5.931,5.931,,127.331998,0.046667,0.046667,,127.331998,0.046667,0.046667,0.046667,
11/30/1989,70.276001,,,-42.859001,,27.417,,-16.929001,,,,10.488,-0.468,,0.987,,0.0,-0.519,10.02,-3.689,6.331,0.0,,,6.331,0.0,6.331,0.0,,6.331,6.331,,127.412996,0.05,0.05,,127.412996,0.05,0.05,0.05,
02/28/1990,70.192001,,,-42.618999,,27.573002,,-17.549999,,,,10.023,-0.308,,0.866,,0.0,-0.558,9.715,-3.496,6.219,0.0,,,6.219,0.0,6.219,0.0,,6.219,6.219,,127.475996,0.048889,0.048889,,127.475996,0.048889,0.048889,0.048889,
05/31/1990,78.127998,,,-46.726002,,31.401996,,-18.781,,,,12.621,-0.253,,0.738,,0.0,-0.485,12.368,-4.243,8.125,0.0,,,8.125,0.0,8.125,0.0,,8.125,8.125,,127.512,0.063333,0.063333,0.063333,127.512,0.063333,0.063333,0.063333,
08/31/1990,83.502998,,,-50.362999,,33.139999,,-21.231001,,,,11.909,-0.436,,0.926,,,-0.49,11.473,-4.284,7.189,0.0,,,7.189,0.0,7.189,0.0,,7.189,7.189,,127.725652,0.056667,0.056667,,127.725652,0.056667,0.056667,0.056667,
11/30/1990,88.230003,,,-53.523998,,34.706005,,-21.67,,,,13.036,-0.523,,1.008,,,-0.485,12.513,-4.665,7.848,0.0,,,7.848,0.0,7.848,0.0,,7.848,7.848,,135.619131,0.058889,0.058889,,135.619131,0.058889,0.058889,0.058889,
02/28/1991,87.885002,,,-53.223999,,34.661003,,-22.183001,,,,12.478,-0.722,,1.044,,,-0.322,11.756,-4.229,7.527,0.0,,,7.527,0.0,7.527,0.0,,7.527,7.527,,136.660798,0.055556,0.055556,,136.660798,0.055556,0.055556,0.055556,
05/31/1991,92.862,,,-57.682999,,35.179001,,-20.645,,,,14.534,-0.872,,1.125,,,-0.253,13.662,-4.887,8.775,0.0,,,8.775,0.0,8.775,0.0,,8.775,8.775,,130.259994,0.066667,0.066667,0.066667,130.259994,0.066667,0.066667,0.066667,
08/31/1991,94.186996,,,-57.611,,36.575996,,-24.374001,,,,12.202,-1.254,,1.443,,,-0.189,10.948,-4.302,6.646,-2.705,,,9.351,0.0,9.351,0.0,,9.351,9.351,,130.383133,0.068333,0.048333,,130.383133,0.068333,0.048333,0.048333,
11/30/1991,103.878998,,,-63.645,,40.233997,,-23.316999,,,,16.917,-1.354,,1.44,,,-0.086,15.563,-5.891,9.672,0.0,,,9.672,0.0,9.672,0.0,,9.672,9.672,,138.436935,0.07,0.07,,138.436935,0.07,0.07,0.07,
