Date,Cash from Operating Activities,Net Income,Depreciation & Amortization,Non-Cash Items,Stock-Based Compensation,Deferred Income Taxes,Other Non-Cash Adj,Chg in Non-Cash Work Cap,(Inc) Dec in Accts Receiv,(Inc) Dec in Inventories,Inc (Dec) in Accts Payable,Inc (Dec) in Other,Net Cash From Disc Ops,Cash from Investing Activities,Change in Fixed & Intang,Disp in Fixed & Intang,Disp of Fixed Prod Assets,Disp of Intangible Assets,Acq of Fixed & Intang,Acq of Fixed Prod Assets,Acq of Intangible Assets,Net Change in LT Investment,Dec in LT Investment,Inc in LT Investment,Net Cash From Acq & Div,Cash from Divestitures,Cash for Acq of Subs,Cash for JVs,Other Investing Activities,Cash from Financing Activities,Dividends Paid,Cash From (Repayment) Debt,Cash From (Repay) ST Debt,Cash From LT Debt,Repayments of LT Debt,Cash (Repurchase) of Equity,Increase in Capital Stock,Decrease in Capital Stock,Other Financing Activities,Effect of Foreign Exchange Rates,Net Changes in Cash,Cash Paid for Taxes,Cash Paid for Interest,Source: Bloomberg
06/30/2005,,,,,,,,,,,,,,0.0,0.0,0.0,,,0.0,,,0.0,0.0,0.0,,,,,0.0,,,,,,,,,,,,,,,
09/30/2005,30.837,1.189,17.884,-0.367,0.119,32.378,-32.864,12.131,-2.275,,,14.406,,-14.842,-23.356,0.0,,,-23.356,,,0.0,0.0,0.0,,,,,8.514,200.677,0.0,200.679,,,,0.0,0.0,0.0,-0.002,,216.672,,,
12/31/2005,23.455,11.235,21.489,-9.04,0.64,3.694,-13.374,-0.229,13.637,,,-13.866,,-0.735,-16.017,0.0,,,-16.017,,,12.8,12.8,0.0,,,,,2.482,0.129,0.0,-0.012,,,,0.0,0.0,0.0,0.141,,22.849,,,
03/31/2006,10.268,11.615,15.655,-11.981,0.546,8.293,-20.82,-5.021,-4.836,,,-0.185,,-109.797,-13.802,0.0,,,-13.802,,,-49.175,0.0,-49.175,,,,,-46.82,-0.002,0.0,0.0,,,,0.0,0.0,0.0,-0.002,,-99.531,,,
06/30/2006,21.775,13.734,16.304,-18.209,0.441,11.883,-30.533,9.946,4.674,,,5.272,,-19.801,-18.598,0.0,,,-18.598,,,-1.486,0.0,-1.486,,,,,0.283,-0.002,0.0,0.0,,,,0.0,0.0,0.0,-0.002,,1.972,,,
09/30/2006,17.093,-76.633,16.036,75.007,0.213,13.473,61.321,2.683,-21.713,,,24.396,,-18.036,-18.82,0.0,,,-18.82,,,-0.391,0.0,-0.391,,,,,1.175,-0.002,0.0,0.0,,,,0.0,0.0,0.0,-0.002,,-0.945,,,
12/31/2006,24.497,5.274,19.934,-12.413,0.617,8.466,-21.496,11.702,12.157,,,-0.455,,-21.848,-26.321,0.0,,,-26.321,,,-0.785,0.0,-0.785,,,,,5.258,0.278,0.0,-0.007,,,,0.279,0.279,0.0,0.006,,2.927,,,
03/31/2007,2.565,20.464,15.571,-19.562,0.966,8.508,-29.036,-13.908,-1.082,,,-12.826,,-6.844,-13.407,0.0,,,-13.407,,,-0.665,0.0,-0.665,,,,,7.228,-0.019,0.0,0.0,,,,0.0,0.0,0.0,-0.019,,-4.298,,,
06/30/2007,32.814,74.217,17.415,-75.592,0.342,50.152,-126.086,16.774,8.326,,,8.448,,-12.416,-11.686,0.0,,,-11.686,,,-1.006,0.0,-1.006,,,,,0.276,3.788,0.0,0.0,,,,4.083,4.083,0.0,-0.295,,24.186,,,
09/30/2007,-2.872,7.507,17.176,-6.273,0.344,4.108,-10.725,-21.282,-11.736,,,-9.546,,-14.718,-11.217,0.0,,,-11.217,,,1.63,1.63,,,,,,-5.131,0.388,0.0,0.0,,,,0.543,0.543,0.0,-0.155,,-17.202,,,
12/31/2007,25.493,-170.0,17.838,166.239,-0.652,-6.768,173.659,11.416,8.492,,,2.924,,18.978,-10.69,,,,-10.69,,,28.041,28.041,,,,,,1.627,7.843,0.0,0.0,,,,8.374,8.374,0.0,-0.531,,52.314,,,
03/31/2008,67.0,34.0,63.0,87.0,-36.0,46.0,77.0,-117.0,-26.0,,,-91.0,,44.0,-22.0,0.0,,,-22.0,,,0.0,0.0,0.0,,,,,66.0,-28.0,0.0,-27.0,,,,0.0,0.0,0.0,-1.0,,83.0,10.0,73.0,
