Date,Level 1 Assets,Level 2 Assets,Total FV Assets,Level 1 Liabilities,Level 2 Liabilities,Total FV Liabilities,Level 1 Assets/Total Equity,Level 2 Assets/Total Equity,Total FV Assets/Total Equity,Level 1 Assets/Total Assets,Level 2 Assets/Total Assets,Total FV Assets/Total Assets,Source: Bloomberg
12/31/2008,15.475,,15.475,19.443,1.358,20.801,0.963785,,0.963785,0.350449,,0.350449,
03/31/2009,15.687,,15.687,19.93,,19.93,0.991619,,0.991619,0.355524,,0.355524,
06/30/2009,15.86,,15.86,18.054,0.422,18.476,0.914649,,0.914649,0.352279,,0.352279,
09/30/2009,16.108,,16.108,19.203,0.014,19.217,0.945942,,0.945942,0.362022,,0.362022,
12/31/2009,9.9,5.037,14.937,19.71,,19.71,0.664006,0.337838,1.001844,0.228962,0.116493,0.345456,
03/31/2010,14.976,2.606,17.582,19.992,,19.992,1.001641,0.174297,1.175939,0.332125,0.057794,0.389919,
06/30/2010,14.664,16.254,30.918,19.633,,19.633,0.957664,1.061502,2.019166,0.309348,0.342891,0.652239,
09/30/2010,18.012,19.853,37.865,20.983,0.326,21.309,1.096197,1.208238,2.304435,0.347676,0.383212,0.730888,
12/31/2010,14.557,3.678,18.235,22.905,,22.905,0.904476,0.228527,1.133003,0.281608,0.071152,0.35276,
03/31/2011,15.282,3.441,18.723,22.573,,22.573,0.950437,0.214007,1.164444,0.280731,0.063211,0.343942,
06/30/2011,16.032,2.766,18.798,22.691,,22.691,0.917786,0.158346,1.076132,0.28457,0.049097,0.333667,
09/30/2011,15.966,2.641,18.607,21.553,,21.553,0.967679,0.160068,1.127747,0.290812,0.048104,0.338917,
12/31/2011,16.695,2.171,18.866,24.259,,24.259,1.100586,0.143119,1.243705,0.319262,0.041516,0.360778,
03/31/2012,17.815,1.211,19.026,25.665,,25.665,1.180899,0.080273,1.261172,0.326466,0.022192,0.348658,
06/30/2012,14.466,4.628,19.094,28.012,,28.012,0.939807,0.300665,1.240472,0.25711,0.082255,0.339366,
09/30/2012,14.87,4.858,19.728,28.024,,28.024,0.83567,0.273012,1.108682,0.264343,0.08636,0.350703,
