Date,Basic Shares Outstanding,Diluted Weighted Avg Shares,Basic Weighted Avg Shares,Per Share Data Items,Revenue,EBITDA,Operating Income,Net Income to Common - Basic,Net Income before XO - Basic,Normalized Net Income - Basic,Net Income to Common - Diluted,Net Income before XO - Diluted,Normalized Net Income - Diluted,Dividends,Cash Flow,Free Cash Flow,Cash & Equivalents,Book Value,Tangible Book Value,Source: Bloomberg
10/01/1989,2595.560059,2768.800049,2768.800049,,2.064793,0.357556,0.283155,0.198687,0.198687,,0.198687,0.198687,0.198687,0.05,0.056703,,0.597944,2.192976,,
12/31/1989,2768.447998,2768.800049,2768.800049,,2.176033,0.24126,0.16397,0.1225,0.1225,,0.1225,0.1225,0.1225,0.05625,0.214533,,0.573968,2.227602,,
03/31/1990,2767.503906,2768.0,2768.0,,2.212066,0.291908,0.21604,0.1425,0.1425,,0.1425,0.1425,0.1425,0.05625,0.237717,,0.495754,2.303881,,
06/30/1990,2770.352048,2768.927976,2768.927976,,2.244912,0.251,0.168296,0.0975,0.0975,0.0975,0.0975,0.0975,0.0975,0.05625,0.215607,,0.507878,2.35277,,
09/30/1990,2772.927979,2772.0,2772.0,,2.399711,0.409091,0.323954,0.196125,0.196125,,0.196125,0.196125,0.196125,0.05625,0.072511,,0.487571,2.531259,,
12/31/1990,2774.256104,2772.800049,2772.800049,,2.472951,0.377236,0.288156,0.17,0.17,,0.17,0.17,0.17,0.0625,0.143177,,0.55186,2.289983,,
03/31/1991,2757.416016,2768.0,2768.0,,2.454841,0.301662,0.214595,0.145,0.145,,0.145,0.145,0.145,0.0625,0.278179,,0.466016,2.269879,,
06/30/1991,2704.711912,2731.063968,2731.063968,,2.461312,0.235439,0.150491,0.103625,0.103625,0.103625,0.103625,0.103625,0.103625,0.0625,0.256677,,0.5117,2.122592,,
09/30/1991,2706.464112,2705.600096,2705.600096,,2.662995,0.423936,0.331904,0.19,0.19,0.19,0.19,0.19,0.19,0.0625,0.142667,,0.494741,2.292659,,
12/31/1991,2708.312008,2706.399904,2706.399904,,2.773796,0.417159,0.320721,0.183625,0.183625,0.183625,0.183625,0.183625,0.183625,0.0625,0.133018,,0.520619,2.453927,,
03/31/1992,2713.12012,2708.0,2708.0,,2.763294,0.352659,0.253693,0.166125,0.166125,0.166125,0.166125,0.166125,0.166125,0.0625,0.464919,,0.633956,2.537669,,
06/30/1992,2715.176024,2709.600096,2709.600096,,2.64504,0.253543,0.15279,0.115,0.115,0.115,0.115,0.115,0.115,0.06875,0.393047,,0.654101,2.609407,,
09/30/1992,2717.6521,2716.399904,2716.399904,,2.90053,0.479311,0.376601,-0.1975,0.1425,0.1425,-0.1975,0.1425,0.1425,0.06875,0.090561,,0.596103,2.705644,,
12/31/1992,2722.708008,2718.399904,2718.399904,,2.883682,0.440333,0.336227,0.2025,0.2025,0.2025,0.2025,0.2025,0.2025,0.06875,0.169953,,0.806183,2.779953,,
