Date,Total Assets,"Cash, Cash Equivalents & STI",Cash & Cash Equivalents,ST Investments,Accounts & Notes Receiv,"Accounts Receivable, Net","Notes Receivable, Net",Unbilled Revenues,Inventories,Raw Materials,Work In Process,Finished Goods,Other Inventory,Other ST Assets,Assets Held-for-Sale,Misc ST Assets,Total Current Assets,"Property, Plant & Equip, Net","Property, Plant & Equip",Accumulated Depreciation,LT Investments & Receivables,Other LT Assets,Total Intangible Assets,Goodwill,Other Intangible Assets,Deferred Tax Assets,Investments in Affiliates,Misc LT Assets,Total Noncurrent Assets,Liabilities & Shareholders' Equity,Payables & Accruals,Accounts Payable,Other Payables & Accruals,ST Debt,ST Borrowings,ST Lease Liabilities,ST Finance Leases,ST Operating Leases,Current Portion of LT Debt,Other ST Liabilities,Deferred Revenue,Derivatives & Hedging,Misc ST Liabilities,Total Current Liabilities,LT Debt,LT Borrowings,LT Lease Liabilities,LT Finance Leases,LT Operating Leases,Other LT Liabilities,Accrued Liabilities,Pension Liabilities,Deferred Compensation,Misc LT Liabilities,Total Noncurrent Liabilities,Total Liabilities,Preferred Equity and Hybrid Capital,Share Capital & APIC,Common Stock,Additional Paid in Capital,Treasury Stock,Retained Earnings,Other Equity,Equity Before Minority Interest,Minority/Non Controlling Interest,Total Equity,Total Liabilities & Equity,Source: Bloomberg
06/30/1992,2888.947998,209.711002,168.660004,41.050999,1685.896973,,,,0.0,,,,,224.048004,,,2119.656006,189.602997,349.875,-160.272003,,579.689026,,,,,,579.689026,769.292023,,1547.494995,1547.494995,,123.947998,,,,,,218.968018,,,218.968018,1890.411011,202.061005,,,,,148.942993,,,,148.942993,351.003998,2241.415009,0.0,307.868011,,,-139.199997,,462.16301,630.831024,16.702,647.533024,2888.948032,
09/30/1992,2728.270996,255.868999,213.123001,42.745998,1498.892944,,,,0.0,,,,,220.625,,,1975.386963,188.804001,355.118011,-166.313995,,564.080017,,,,,,564.080017,752.884018,,1365.13501,1365.13501,,117.712997,,,,,,233.328995,,,233.328995,1716.177002,207.128006,,,,,172.130005,,,,172.130005,379.258011,2095.435013,0.0,310.660004,,,-149.563995,,453.850006,614.946014,17.889999,632.836014,2728.271027,
12/31/1992,2623.344971,290.66,255.778,34.882,1460.212036,,,,0.0,0.0,0.0,0.0,0.0,163.908005,,,1914.780029,180.445999,342.188995,-161.742996,0.0,528.119019,,,,,,528.119019,708.565018,,1331.082031,1331.082031,,94.445,,,,,,264.718941,,,264.718941,1690.245972,200.237,,,,,205.427994,,,,205.427994,405.664994,2095.910966,0.0,316.894989,,,-169.373993,,363.648987,511.169983,16.264,527.433983,2623.344949,
03/31/1993,2555.341064,219.315994,187.593994,31.722,1396.168945,,,,0.0,,,,,194.261002,,,1809.745972,216.688004,382.71701,-166.029007,,528.906982,,,,,,528.906982,745.594986,,1282.737061,1282.737061,,62.632,,,,,,242.515949,,,242.515949,1587.88501,243.955002,,,,,191.261002,,,,191.261002,435.216003,2023.101013,0.0,325.946014,,,-173.326004,,364.220001,516.840012,15.4,532.240011,2555.341024,
06/30/1993,2801.439941,283.335995,247.479996,35.855999,1575.942017,,,,0.0,,,,,181.621994,,,2040.900024,212.531006,383.299988,-170.768997,,548.008972,,,,,,548.008972,760.539978,,1434.86499,1434.86499,,125.302002,,,,,,245.327026,,,245.327026,1805.494019,243.173996,,,,,191.785995,,,,191.785995,434.959991,2240.45401,0.0,328.753998,,,-181.675003,,396.158997,543.237991,17.747999,560.985991,2801.440001,
09/30/1993,2611.803955,288.648998,252.514999,36.133999,1366.543945,,,,0.0,,,,,210.181,,,1865.374023,213.386002,391.002014,-177.615997,22.965,510.07901,,,,,,510.07901,746.430012,,1225.770996,1225.770996,,125.498001,,,,,,245.828049,,,245.828049,1597.097046,241.291,,,,,200.035004,,,,200.035004,441.326004,2038.42305,0.0,334.618988,,,-193.380005,,411.102005,552.340988,21.040001,573.380989,2611.804039,
12/31/1993,2869.816895,322.374006,292.268005,30.106001,1525.717041,,,,0.0,0.0,0.0,0.0,0.0,155.065002,,,2003.156006,216.690994,387.688995,-170.998001,0.0,649.969971,,,,,,649.969971,866.660965,,1428.442017,1428.442017,,147.074997,,,,,,260.463943,,,260.463943,1835.980957,226.085007,,,,,230.528,,,,230.528,456.613007,2292.593964,0.0,343.970001,,,-208.820999,,428.865997,564.014999,13.208,577.222999,2869.816963,
03/31/1994,2805.187988,285.490005,251.710007,33.779999,1429.35498,,,,0.0,,,,,188.130997,,,1902.975952,218.757004,395.028992,-176.272003,0.0,683.455017,,,,,,683.455017,902.212021,,1335.927979,1335.927979,,170.031998,,,,,,251.097031,,,251.097031,1757.057007,221.863007,,,,,265.877014,,,,265.877014,487.740021,2244.797028,0.0,362.707001,,,-218.039993,,404.185989,548.852997,11.538,560.390997,2805.188025,
06/30/1994,3126.089111,256.689003,158.768005,97.920998,1745.307007,,,,0.0,,,,,184.792007,,,2186.788086,226.386002,412.477997,-186.091995,0.0,712.914978,,,,,,712.914978,939.30098,,1610.840942,1610.840942,,142.628006,,,,,,251.783005,,,251.783005,2005.251953,235.378998,,,,,273.152008,,,,273.152008,508.531006,2513.782959,0.0,372.610992,,,-227.886993,,457.697998,602.421997,9.884,612.305997,3126.088956,
09/30/1994,3032.709961,272.659996,146.287994,126.372002,1523.061035,,,,0.0,,,,,182.945999,,,1978.666992,231.589996,431.447998,-199.858002,0.0,822.453003,,,,,,822.453003,1054.042999,,1436.540039,1436.540039,,141.199005,,,,,,271.181976,,,271.181976,1848.921021,241.261993,,,,,283.102997,,,,283.102997,524.36499,2373.286011,0.0,402.115997,,,-223.485992,,469.600998,648.231003,11.193,659.424003,3032.710013,
12/31/1994,3793.417969,441.602005,262.368011,179.233994,2072.763916,,,,104.787003,0.0,0.0,0.0,0.0,56.153999,,,2675.306885,248.126999,460.881989,-212.755005,0.0,869.984009,,,,,,869.984009,1118.111008,,2090.406006,2090.406006,,128.529007,,,,,,376.238083,,,376.238083,2595.173096,241.802994,,,,,294.529999,,,,294.529999,536.332993,3131.506089,0.0,392.449005,,,-222.697998,,479.675995,649.427002,12.485,661.912002,3793.418091,
03/31/1995,3609.299072,343.965012,190.279007,153.686005,1933.717041,,,,0.0,,,,,178.059006,,,2455.740967,260.962006,488.337006,-227.375,0.0,892.596008,,,,,,892.596008,1153.558014,,1859.467041,1859.467041,,143.376007,,,,,,350.957001,,,350.957001,2353.800049,248.462006,,,,,298.886993,,,,298.886993,547.348999,2901.149048,0.0,410.105011,,,-241.001007,,525.925995,695.029999,13.12,708.149999,3609.299047,
06/30/1995,3905.613037,343.699013,304.381012,39.318001,2140.166016,,,,0.0,,,,,220.063995,,,2703.928955,265.231995,494.949005,-229.716995,0.0,936.452026,,,,,,936.452026,1201.684021,,2116.871094,2116.871094,,144.733994,,,,,,332.583878,,,332.583878,2594.188965,272.980988,,,,,311.931,,,,311.931,584.911987,3179.100952,0.0,427.679993,,,-249.488998,,535.416,713.606995,12.905,726.511994,3905.612947,
09/30/1995,3785.291992,333.501991,222.582993,110.918999,1946.942993,,,,0.0,,,,,236.447998,,,2516.893066,268.425995,504.752014,-236.326004,0.0,999.973022,,,,,,999.973022,1268.399017,,1887.698975,1887.698975,,195.451996,,,,,,341.06192,,,341.06192,2424.212891,259.701996,,,,,366.419006,,,,366.419006,626.121002,3050.333893,0.0,437.915985,,,-270.777008,,555.227997,722.366974,12.591,734.957973,3785.291866,
12/31/1995,4259.766113,457.373993,304.265991,153.108002,2320.248047,,,,0.0,0.0,0.0,0.0,0.0,196.776001,,,2974.397949,279.266998,519.541016,-240.274002,0.0,1006.101013,,,,,,1006.101013,1285.368011,,2291.208008,2291.208008,,162.524002,,,,,,372.965011,,,372.965011,2826.697021,283.497009,,,,,384.695007,,,,384.695007,668.192016,3494.889037,0.0,455.894012,,,-268.946014,,562.758026,749.706024,15.171,764.877024,4259.766061,
03/31/1996,3982.937988,367.634003,216.156998,151.477005,2078.745117,,,,0.0,,,,,230.856003,,,2677.235107,279.356995,528.041992,-248.684998,0.0,1026.345947,,,,,,1026.345947,1305.702942,,2064.823975,2064.823975,,148.649002,,,,,,346.169113,,,346.169113,2559.64209,308.009003,,,,,369.432007,,,,369.432007,677.44101,3237.083099,0.0,469.121002,,,-301.553009,,560.127014,727.695007,18.16,745.855007,3982.938107,
06/30/1996,4510.687012,457.399994,323.037994,134.362,2467.89502,,,,0.0,,,,,233.968994,,,3159.263916,289.839996,545.039001,-255.199005,0.0,1061.583008,,,,,,1061.583008,1351.423004,,2455.292969,2455.292969,,178.082001,,,,,,367.368927,,,367.368927,3000.743896,307.562012,,,,,372.382996,,,,372.382996,679.945007,3680.688904,0.0,466.479004,,,-283.519012,,628.09201,811.052002,18.945999,829.998001,4510.686905,
09/30/1996,4276.169922,467.185997,343.218994,123.967003,2211.655029,,,,0.0,,,,,238.425003,,,2917.266113,291.338989,557.890991,-266.552002,0.0,1067.564941,,,,,,1067.564941,1358.903931,,2189.350098,2189.350098,,252.240997,,,,,,341.83493,,,341.83493,2783.426025,298.64801,,,,,364.636993,,,,364.636993,663.285004,3446.711029,0.0,483.51001,,,-310.791992,,637.966003,810.684021,18.775,829.459021,4276.17005,
12/31/1996,4765.129883,503.934005,384.846008,119.087997,2646.259033,,,,0.0,0.0,0.0,0.0,0.0,203.266006,,,3353.458984,306.958008,583.406006,-276.447998,0.0,1104.713013,,,,,,1104.713013,1411.671021,,2626.695068,2626.695068,,121.654999,,,,,,450.678986,,,450.678986,3199.029053,346.951996,,,,,323.852997,,,,323.852997,670.804993,3869.834046,0.0,475.039001,,,-319.377014,,716.353027,872.015014,23.281,895.296014,4765.13006,
03/31/1997,4711.765137,445.688004,318.505005,127.182999,2638.123047,2638.123,,,0.0,,145.1,,,229.957993,,,3313.769043,303.432007,585.5,-282.067993,0.0,1094.563965,748.429,,,,103.69,242.444965,1397.995972,,2504.2771,2504.2771,,306.528015,,,,,,386.048889,,,386.048889,3196.854004,346.35199,,,,,308.334015,,,,308.334015,654.686005,3851.540009,0.0,487.636993,,,-339.834015,868.521,-180.917973,835.406005,24.819,860.225005,4711.765014,
06/30/1997,5204.10791,447.411011,319.209015,128.201996,2910.799072,2910.799,,,0.0,,207.636,,,300.626007,,,3658.835938,320.001007,612.489014,-292.488007,0.0,1225.270996,868.796,,,,92.274,264.200996,1545.272003,,2876.331055,2876.331055,,304.328003,,,,,,423.086059,,,423.086059,3603.745117,350.705994,,,,,312.144012,,,,312.144012,662.850006,4266.595123,0.0,497.59201,,,-330.36499,940.865,-197.665995,910.426025,27.087,937.513025,5204.108148,
09/30/1997,5081.734863,491.229996,327.347992,163.882004,2684.633057,2684.633,,,0.0,,230.297,,,313.785004,,,3489.647949,326.971008,637.185974,-310.214996,0.0,1265.115967,906.083,,,,104.2,254.832967,1592.086975,,2701.525879,2701.525879,,146.535995,,,,,,407.098038,,,407.098038,3255.159912,578.195984,,,,,309.355988,,,,309.355988,887.551972,4142.711884,0.0,496.640991,,,-339.171997,963.417,-209.32499,911.561004,27.462,939.023004,5081.734888,
12/31/1997,5983.442871,770.056,481.178009,288.877991,3104.605957,,,,0.0,0.0,0.0,0.0,0.0,358.859985,,,4233.521973,375.843994,741.723022,-365.877014,0.0,1374.074951,1027.916992,,,,,346.157959,1749.918945,,3189.136963,3189.136963,,187.820007,,,,,,640.198059,,,640.198059,4017.155029,519.036011,,,,,393.798004,,,,393.798004,912.834015,4929.989044,0.0,530.249023,,,-171.087997,,662.375991,1021.537017,31.917,1053.454017,5983.443061,
03/31/1998,5510.908203,520.707016,404.890015,115.817001,2894.991943,,,,0.0,0.0,0.0,0.0,,320.447998,,,3736.146973,353.60199,674.77002,-321.167999,0.0,1421.159058,1110.182007,,,,,310.977051,1774.761047,,2742.5979,2742.5979,,217.069,,,,,,548.490082,,,548.490082,3508.156982,454.67099,,,,,363.934998,,,,363.934998,818.605988,4326.76297,0.0,699.445984,,,-377.630005,,830.362,1152.177979,31.966999,1184.144978,5510.907948,
06/30/1998,6346.003906,692.567978,543.698975,148.869003,3336.22998,,,,0.0,0.0,0.0,0.0,,422.080994,,,4450.878906,384.94101,741.531982,-356.591003,0.0,1510.18396,1152.651978,,,,,357.531982,1895.124969,,3392.031982,3392.031982,,248.026993,,,,,,603.332138,,,603.332138,4243.391113,464.260986,,,,,391.559998,,,,391.559998,855.820984,5099.212097,0.0,653.697021,,,-337.556,,883.035004,1199.176025,47.616001,1246.792027,6346.004124,
09/30/1998,6204.73291,668.138031,517.504028,150.634003,3152.670898,,,,0.0,0.0,0.0,0.0,,471.196014,,,4292.004883,394.403015,772.973022,-378.570007,0.0,1518.324951,1172.386963,,,,,345.937988,1912.727966,,3193.272949,3193.272949,,227.104004,,,,,,642.400146,,,642.400146,4062.7771,464.058014,,,,,393.126007,,,,393.126007,857.184021,4919.961121,0.0,679.81897,,,-371.169006,,923.848022,1232.497986,52.273998,1284.771984,6204.733105,
12/31/1998,6942.823,840.536,808.803,31.733,3522.616,3522.616,,,276.61,,276.61,,,137.183,,,4776.945,439.601,860.465,-420.864,,1726.277,1281.399,,,,47.561,397.317,2165.878,,3613.699,3613.699,,214.464,,,,,,830.189,,,830.189,4658.352,506.618,,,,,456.833,,,,456.833,963.451,5621.803,,667.264,,,-286.713,1116.365,-231.824,1265.092,55.928,1321.02,6942.823,
03/31/1999,6906.53,713.497,666.009,47.488,3477.067,3477.067,,,326.521,0.0,326.521,0.0,0.0,165.208,,,4682.293,431.921,856.132,-424.211,0.0,1792.316,1324.553,0.0,1324.553,,47.099,420.664,2224.237,,3479.967,3479.967,,416.165,416.165,0.0,0.0,,,706.338,,,706.338,4602.47,551.499,551.499,0.0,0.0,,446.812,,,,446.812,998.311,5600.781,0.0,724.983,,,-345.794,1139.452,-270.188,1248.453,57.296,1305.749,6906.53,
06/30/1999,7689.347168,899.412979,853.026978,46.386002,3981.284912,3981.284912,,,340.144989,0.0,340.144989,0.0,0.0,152.391006,,,5373.233887,437.917999,876.468018,-438.549988,0.0,1878.194946,1393.240967,0.0,1393.240967,,,484.953979,2316.112946,,4059.202881,4059.202881,,249.326996,249.326996,0.0,0.0,,,678.461334,,,678.461334,4986.991211,847.44397,847.44397,0.0,0.0,,451.194,,,,451.194,1298.63797,6285.629181,0.0,788.61499,,,-363.746002,1240.797974,-321.665985,1344.000977,59.717999,1403.718975,7689.348156,
09/30/1999,7657.674805,809.652996,763.244995,46.408001,3903.322998,3903.322998,,,376.644989,0.0,376.644989,0.0,0.0,148.171005,,,5237.791992,450.428986,909.28302,-458.854004,0.0,1969.453979,1455.380005,0.0,1455.380005,,,514.073975,2419.882965,,3897.163086,3897.163086,,256.049988,256.049988,0.0,0.0,,,748.636047,,,748.636047,4901.849121,854.482971,854.482971,0.0,0.0,,461.076996,,,,461.076996,1315.559967,6217.409088,0.0,824.353027,,,-436.671997,1276.061035,-287.223022,1376.519043,63.748001,1440.267044,7657.676132,
12/31/1999,9247.043945,1065.841049,1029.07605,36.764999,4442.229004,4442.229004,,,337.769012,0.0,337.769012,0.0,0.0,147.085007,,,5992.923828,593.270996,1225.759033,-632.487976,0.0,2660.849121,1657.488037,0.0,1657.488037,,,1003.361084,3254.120117,,4629.415039,4629.415039,,262.483002,262.483002,0.0,0.0,,,930.050201,,,930.050201,5821.948242,1048.607056,1048.607056,0.0,0.0,,530.413025,,,,530.413025,1579.020081,7400.968323,0.0,838.900024,,,-312.463013,1392.223999,-154.19696,1764.46405,81.612,1846.07605,9247.044373,
03/31/2000,8400.145,726.924,678.942,47.982,4243.159,4243.159,,,351.403,0.0,351.403,0.0,0.0,145.098,,,5466.584,528.566,1021.184,-492.618,0.0,2404.995,1700.599,,,,52.18,652.216,2933.561,,4292.303,4292.303,,381.81,381.81,0.0,0.0,,,770.83,,,770.83,5444.943,844.834,844.834,0.0,0.0,,486.273,,,,486.273,1331.107,6776.05,0.0,802.171,,,-338.222,1337.762,-257.473,1544.238,79.857,1624.095,8400.145,
06/30/2000,9770.59668,742.156979,687.526978,54.630001,4653.713867,4653.713867,,,429.92099,0.0,429.92099,0.0,0.0,189.755997,,,6015.547852,614.184998,1152.985962,-538.801025,0.0,3140.864014,2402.264893,,,,,738.599121,3755.049011,,4623.684082,4623.684082,,534.755981,534.755981,0.0,0.0,,,903.735718,,,903.735718,6062.175781,1245.787964,1245.787964,0.0,0.0,,497.459991,,,,497.459991,1743.247955,7805.423737,0.0,912.450012,,,-145.509995,1511.796997,-398.521988,1880.215027,84.958,1965.173027,9770.596764,
09/30/2000,9566.628906,626.211971,583.31897,42.893002,4377.951172,4377.951172,,,452.154999,0.0,452.154999,0.0,0.0,194.341003,,,5650.65918,610.942993,1162.795044,-551.85199,0.0,3305.0271,2536.325928,,,,,768.701172,3915.970093,,4145.795898,4145.795898,,445.735992,445.735992,0.0,0.0,,,873.307953,,,873.307953,5464.839844,1657.593018,1657.593018,0.0,0.0,,499.535004,,,,499.535004,2157.128021,7621.967865,0.0,939.60199,,,-177.669998,1545.089966,-439.75798,1867.263977,77.397003,1944.66098,9566.628845,
12/31/2000,12362.0,844.599976,844.599976,0.0,5735.700195,5735.700195,,,437.899994,0.0,437.899994,0.0,0.0,277.799988,,,7296.0,826.400024,1705.599976,-879.200012,0.0,4239.600098,3155.0,,,,,1084.600098,5066.000122,,5751.299805,5751.299805,,549.299988,549.299988,0.0,0.0,,,1321.400208,,,1321.400208,7622.0,1531.800049,1531.800049,0.0,0.0,,625.200012,,,,625.200012,2157.000061,9779.000061,0.0,1552.400024,,,-194.757996,1667.5,-542.742004,2482.400024,100.599998,2583.000023,12362.000084,
03/31/2001,9746.738281,614.023014,564.700012,49.323002,4322.63623,4322.63623,,,426.088013,0.0,426.088013,0.0,0.0,237.057999,,,5599.805176,654.245972,1373.631958,-719.385986,0.0,3492.687012,2699.020996,,,,,793.666016,4146.932983,,3873.185059,3873.185059,,1096.541016,1096.541016,0.0,0.0,,,799.080078,,,799.080078,5768.806152,1426.130005,1426.130005,0.0,0.0,,501.449005,,,,501.449005,1927.57901,7696.385162,0.0,1227.796997,,,-266.980988,1559.437988,-547.529022,1972.724976,77.627998,2050.352974,9746.738136,
06/30/2001,11790.839844,739.855019,686.119019,53.736,5327.742188,5327.742188,,,492.368011,0.0,492.368011,0.0,0.0,283.269989,,,6843.234863,828.794983,1751.375977,-922.580994,0.0,4118.813965,3013.163086,,,,,1105.650879,4947.608948,,5083.73291,5083.73291,,1324.52002,1324.52002,0.0,0.0,,,942.811035,,,942.811035,7351.063965,1410.069946,1410.069946,0.0,0.0,,614.336975,,,,614.336975,2024.406921,9375.470886,0.0,1742.301025,,,-329.223999,1484.010986,-584.838989,2312.249023,103.124001,2415.373024,11790.84391,
09/30/2001,11328.099609,685.599976,685.599976,0.0,4862.100098,4862.100098,,,448.600006,0.0,448.600006,0.0,0.0,303.899994,,,6300.200195,784.700012,1712.099976,-927.400024,0.0,4243.200195,3058.699951,,,,,1184.500244,5027.900208,,4365.799805,4365.799805,,1225.0,1225.0,0.0,0.0,,,1259.900391,,,1259.900391,6850.700195,1900.900024,1900.900024,0.0,0.0,,609.299988,,,,609.299988,2510.200012,9360.900208,0.0,1785.599976,,,-331.899994,971.400024,-561.600029,1863.499977,103.699997,1967.199974,11328.100182,
12/31/2001,11375.299805,935.200012,935.200012,0.0,4673.200195,4673.200195,,,325.5,0.0,325.5,0.0,0.0,417.600006,,,6351.5,847.700012,1705.699951,-858.0,0.0,4176.100098,3096.5,2994.300049,102.199951,,,1079.600098,5023.80011,,4555.5,4555.5,,428.399994,428.399994,0.0,0.0,,,1445.899811,,,1445.899811,6429.799805,2480.600098,2480.600098,0.0,0.0,,535.5,,,,535.5,3016.100098,9445.899902,0.0,1823.800049,,,-290.200012,868.299988,-561.799976,1840.100048,89.300003,1929.400051,11375.299953,
03/31/2002,11043.099609,575.099976,575.099976,0.0,4576.0,4576.0,,,402.799988,0.0,402.799988,0.0,0.0,381.299988,,,5935.200195,830.599976,1721.900024,-891.299988,0.0,4277.299805,3192.699951,3084.800049,107.899902,,,1084.599854,5107.89978,,4180.700195,4180.700195,,525.400024,525.400024,0.0,0.0,,,1306.099976,,,1306.099976,6012.200195,2368.5,2368.5,0.0,0.0,,531.799988,,,,531.799988,2900.299988,8912.500183,0.0,1814.400024,,,-239.100006,1041.800049,-576.500046,2040.600021,90.0,2130.600021,11043.100204,
06/30/2002,11772.599609,537.299988,537.299988,0.0,4959.200195,4959.200195,,,474.0,0.0,474.0,0.0,0.0,436.399994,,,6406.899902,862.700012,1801.300049,-938.599976,0.0,4503.0,3415.300049,3322.399902,92.900146,,,1087.699951,5365.700012,,4777.5,4777.5,,598.599976,598.599976,0.0,0.0,,,1062.60022,,,1062.60022,6438.700195,2377.699951,2377.699951,0.0,0.0,,583.400024,,,,583.400024,2961.099976,9399.800171,0.0,1847.599976,,,-193.5,1118.300049,-488.700043,2283.699982,89.099998,2372.79998,11772.600151,
09/30/2002,11378.299805,615.0,615.0,0.0,4474.200195,4474.200195,,,455.600006,0.0,455.600006,0.0,0.0,442.700012,,,5987.5,845.799988,1818.800049,-973.0,0.0,4545.0,3458.0,3364.699951,93.300049,,,1087.0,5390.799988,,4675.899902,4675.899902,,535.0,535.0,0.0,0.0,,,1022.300293,,,1022.300293,6233.200195,2367.399902,2367.399902,0.0,0.0,,544.599976,,,,544.599976,2911.999878,9145.200073,0.0,1828.900024,,,-141.800003,993.400024,-510.300034,2170.200012,62.900002,2233.100014,11378.300087,
12/31/2002,11793.700195,933.0,933.0,0.0,4584.899902,4584.899902,,,340.299988,0.0,340.299988,0.0,0.0,464.100006,,,6322.299805,825.700012,1781.099976,-955.400024,0.0,4645.700195,3458.699951,3377.100098,81.599854,,,1187.000244,5471.400208,,5125.5,5125.5,,820.299988,820.299988,0.0,0.0,,,1143.999817,,,1143.999817,7089.799805,1817.699951,1817.699951,0.0,0.0,,715.799988,,,,715.799988,2533.499939,9623.299744,0.0,1835.900024,,,-119.199997,858.0,-474.699997,2100.000031,70.400002,2170.400032,11793.699776,
