Date,Last Price,Period-over-Period % Change,Open Price,High Price,Low Price,Market Capitalization,Current Shares Outstanding,Source: Bloomberg
09/30/1980,,,,5.337663,5.019524,,,
12/31/1980,,,,6.097661,5.17011,,,
03/31/1981,,,,6.917752,5.115496,,,
06/30/1981,,,,7.081594,5.989317,,,
09/30/1981,,,,6.043931,4.259879,,,
12/31/1981,,,,4.50018,3.731945,,,
03/31/1982,,,,4.425177,3.150126,,,
06/30/1982,,,,3.787652,2.437598,,,
09/30/1982,,,,3.862655,2.437598,,,
12/31/1982,,,,5.887736,3.337634,,,
03/31/1983,6.48776,,6.075243,6.862775,5.662727,,,
06/30/1983,6.075243,-6.358382,6.48776,7.012781,6.075243,,,
09/30/1983,5.362715,-11.728395,6.075243,6.300252,4.725189,,,
12/31/1983,5.512721,2.797203,5.362715,5.925237,4.875195,,,
03/31/1984,4.875195,-11.564626,5.512721,5.887736,4.387676,,,
06/30/1984,3.562643,-26.923077,4.950198,5.287712,3.48764,,,
09/30/1984,4.650186,30.526316,3.637646,4.706438,3.562643,,,
12/31/1984,5.25021,12.903226,5.100204,5.325213,4.275171,,,
03/31/1985,5.475219,4.285714,5.25021,6.937778,5.062703,,,
06/30/1985,5.887736,7.534247,5.512721,6.300252,5.475219,,,
09/30/1985,6.562763,11.464968,5.887736,7.012781,5.887736,,,
12/31/1985,7.725309,17.714286,6.562763,7.800312,6.262751,,,
03/31/1986,9.75039,26.213592,7.762811,9.75039,7.350294,,,
06/30/1986,9.25,-5.132,9.787892,9.975399,8.3125,,,
09/30/1986,9.75,5.405405,9.25,10.875,8.8125,,,
12/31/1986,10.1875,4.487179,9.875,11.5,9.5625,,,
03/31/1987,14.6875,44.171779,10.1875,16.0,10.1875,,,
06/30/1987,12.3125,-16.170213,14.5625,14.9375,11.5625,,,
09/30/1987,14.75,19.796954,12.3125,15.0625,12.3125,,,
12/31/1987,10.875,-26.271186,14.6875,15.3125,7.6875,,,
03/31/1988,11.5625,6.321839,10.8125,12.0625,9.625,,,
06/30/1988,12.6875,9.72973,11.4375,12.875,11.25,,101.632004,
09/30/1988,11.8125,-6.896552,12.6875,13.375,11.0,,101.632004,
12/31/1988,11.03125,-6.613757,11.875,11.875,10.4375,,101.632004,
03/31/1989,11.0,-0.283286,11.0625,11.75,10.9375,,101.632004,
06/30/1989,10.75,-2.272727,11.0625,11.8125,10.25,,101.652,
09/30/1989,13.1875,22.674419,10.75,13.8125,10.625,,101.652,
12/31/1989,13.75,4.265403,13.25,13.875,11.75,,101.652,
03/31/1990,13.625,-0.909091,13.8125,14.375,11.625,1385.499048,101.652,
06/30/1990,12.375,-9.174312,13.625,13.6875,12.0625,1258.389044,101.688004,
09/30/1990,10.25,-17.171717,12.3125,12.9375,10.1875,1042.302036,101.688004,
12/31/1990,10.75,4.878049,10.4375,10.75,7.4375,1093.232,101.688004,
03/31/1991,12.5625,16.860465,10.75,13.8125,9.6875,1277.555989,101.688004,
06/30/1991,14.28125,13.681592,12.375,15.0625,11.4375,1455.373584,101.695999,
09/30/1991,14.21875,-0.437637,14.1875,14.625,12.3125,1449.174974,101.907997,
12/31/1991,14.875,4.615385,14.1875,15.1875,12.8125,1516.119559,101.919998,
03/31/1992,18.3125,23.109244,14.6875,21.25,14.5,1875.346447,101.919998,
06/30/1992,18.875,3.071672,18.1875,19.75,17.375,2066.510522,102.407997,
09/30/1992,17.125,-9.271523,18.8125,19.125,15.5,1875.1875,109.484001,
12/31/1992,20.625,20.437956,17.125,20.625,14.6875,2259.2625,109.5,
03/31/1993,19.25,-6.666667,20.75,22.5625,17.0,2108.645018,109.5,
06/30/1993,19.0,-1.298701,19.25,21.625,18.1875,2081.260017,109.540001,
09/30/1993,19.0,0.0,19.125,21.375,17.75,2081.260017,109.540001,
12/31/1993,24.75,30.263158,19.125,25.0,18.5625,2717.450951,109.540001,
03/31/1994,23.75,-4.040404,24.75,29.75,22.5,2613.735046,109.540001,
06/30/1994,21.625,-8.947368,23.5,25.125,21.375,2379.960995,110.052002,
09/30/1994,25.625,18.49711,21.625,26.3125,20.375,2820.441298,110.056,
12/31/1994,23.75,-7.317073,25.625,25.625,19.78125,2614.209952,110.066002,
03/31/1995,27.25,14.736842,23.75,27.5,23.375,3000.388577,110.071999,
06/30/1995,27.75,1.834862,27.0,28.5,24.0,3057.3286,110.106003,
09/30/1995,33.375,20.27027,27.75,36.375,27.375,3689.539384,110.174004,
12/31/1995,28.125,-15.730337,33.375,33.625,26.5,3106.349944,110.547997,
03/31/1996,30.125,7.111111,28.25,30.25,24.375,3328.149654,110.547997,
06/30/1996,29.75,-1.244813,30.125,32.5,28.0,3288.029594,110.477997,
09/30/1996,32.75,10.084034,29.625,34.25,27.625,3623.983942,110.522003,
12/31/1996,34.8125,6.29771,32.75,35.125,30.5,3854.718361,110.655998,
03/31/1997,31.25,-10.233393,34.6875,34.8125,30.125,3460.437536,110.727997,
06/30/1997,35.0,12.0,31.1875,38.875,29.875,3885.420036,110.734001,
09/30/1997,38.25,9.285714,34.875,43.5,34.6875,4252.979364,111.012001,
12/31/1997,32.1875,-15.849673,38.5,39.625,29.25,3584.078076,111.189003,
03/31/1998,37.5625,16.699029,32.0,39.875,30.375,4184.124394,111.189003,
06/30/1998,32.0,-14.808652,37.375,40.5,29.875,3565.855957,111.390999,
09/30/1998,28.6875,-10.351562,32.0,32.1875,23.0,3189.648289,111.432999,
12/31/1998,33.5,16.775599,28.8125,36.25,26.375,3717.863594,111.185997,
03/31/1999,37.75,12.686567,33.625,39.25,31.5,4192.703842,110.981003,
06/30/1999,46.0625,22.019868,37.75,49.25,37.0625,5135.323878,111.065002,
09/30/1999,43.125,-6.377205,46.375,52.125,39.625,4811.067996,111.486,
12/31/1999,46.4375,7.681159,42.875,46.75,38.1875,5181.821219,111.560997,
03/31/2000,40.125,-13.59354,46.1875,48.6875,32.625,4444.124777,111.586998,
06/30/2000,27.25,-32.087227,40.375,42.8125,27.1875,2975.699917,110.756897,
09/30/2000,28.0,2.752294,27.5,34.3125,25.5,3057.768036,109.205002,
12/31/2000,46.9375,67.633929,28.0625,50.5,25.875,5135.760438,109.206001,
03/31/2001,46.0,-1.997337,46.6875,48.14,44.8,5041.139832,109.535103,
06/30/2001,49.5,7.608696,46.25,50.65,45.45,5435.892094,109.638,
09/30/2001,44.99,-9.111111,49.25,50.47,40.0,4943.186319,109.849297,
12/31/2001,52.12,15.847966,44.99,52.25,44.0,5733.66922,109.879799,
