Date,Returns,Return on Common Equity,Return on Assets,Return on Invested Capital,Margins,Gross Margin,EBITDA Margin,Operating Margin,Incremental Operating Margin,Pretax Margin,Income before XO Margin,Net Income Margin,Net Income to Common Margin,Additional,Effective Tax Rate,Dvd Payout Ratio,Sustainable Growth Rate,Source: Bloomberg
09/30/1989,,,,,,44.542306,26.563057,17.555269,,18.133622,10.364265,10.274159,10.274159,,42.845038,1.386906,,
12/31/1989,,,,,,43.692092,26.083659,16.90877,,17.441717,9.793243,9.681871,9.681871,,43.85161,1.411333,,
03/31/1990,,,,,,41.672316,28.454718,18.161275,,19.495293,11.574731,11.420648,11.420648,,40.628073,1.175201,,
06/30/1990,,,,,,42.822967,26.901766,17.771649,,18.942112,10.371727,10.408245,10.408245,,45.245139,1.506534,,
09/30/1990,,13.462858,10.759763,12.584737,,43.434561,25.091422,16.552193,11.324666,17.213249,9.970932,10.013128,10.013128,,42.074084,1.451481,13.267447,
12/31/1990,,13.267522,10.672795,12.250247,,42.243897,24.01013,15.880525,10.388998,16.822054,8.879489,8.956032,8.956032,,47.215189,1.612903,13.05353,
03/31/1991,,12.866116,10.37495,11.866361,,40.835261,23.84037,15.06571,0.357905,15.90414,8.344694,8.350353,8.350353,,47.531306,1.680217,12.649938,
06/30/1991,,12.52512,9.817902,11.619236,,41.894054,24.572928,16.004176,5.967322,16.71458,9.283439,9.220268,9.220268,,44.459035,1.451547,12.343312,
09/30/1991,,11.400807,9.059905,10.602844,,40.391941,22.212357,13.976723,,14.678447,7.987998,7.959651,7.959651,,45.58009,1.679882,11.209287,
12/31/1991,,10.967614,8.772587,10.249375,,40.64415,23.099354,14.405929,,15.147593,8.623167,8.658031,8.658031,,43.072362,1.52532,10.800323,
03/31/1992,,11.303133,9.077014,10.629001,,40.661387,23.942552,14.575769,8.774876,14.960248,8.684425,8.657297,8.657297,,41.949993,1.506478,11.132854,
06/30/1992,,11.140661,8.652642,10.390442,,42.239903,23.340314,14.818088,4.482909,15.663299,9.45676,9.411138,9.411138,,39.624723,1.275705,10.998538,
10/01/1992,,10.588265,8.406201,10.633658,,41.227506,23.607696,15.373998,24.627205,15.198813,8.510183,6.812236,6.812236,,44.007584,1.379688,10.44218,
12/31/1992,,10.325199,8.288567,10.498088,,40.552233,23.560524,14.812803,20.655388,14.91108,8.184229,8.169907,8.169907,,45.113107,1.517258,10.168539,
03/31/1993,,10.255669,8.293013,10.466615,,40.37017,24.581207,15.014241,20.882423,15.226366,8.594195,8.530606,8.530606,,43.557148,2.685788,9.980224,
06/30/1993,,10.064139,7.845034,10.304963,,41.85386,25.443579,16.507488,29.368959,16.64332,9.557525,9.4565,9.4565,,42.574411,3.146602,9.74746,
09/30/1993,,10.56624,8.345967,10.397899,,41.527759,25.41716,15.737597,20.074277,15.924097,9.340004,9.167224,9.167224,,41.346724,2.216818,10.332006,
12/31/1993,,11.236994,8.992238,11.063388,,41.884249,25.171635,15.746389,24.182246,15.970493,9.631563,9.517733,9.517733,,39.691512,2.214436,10.988158,
03/31/1994,,11.482585,9.206822,11.315333,,41.959944,25.611148,16.349218,24.796552,16.623773,10.017271,9.890682,9.890682,,39.741292,2.67842,11.175033,
06/30/1994,,11.614995,9.032268,11.337464,,42.976437,25.874346,17.304039,23.202167,17.486537,10.825356,10.646597,10.646597,,38.093201,2.806562,11.289013,
09/30/1994,,11.902515,9.367871,11.661064,,42.943632,26.373473,17.400958,28.28216,17.989655,10.196022,10.172593,10.172593,,43.322861,2.325071,11.625773,
12/31/1994,,12.457483,9.792104,12.097145,,42.357281,25.892036,16.723463,21.11256,17.406469,10.174898,10.15053,10.15053,,41.545308,2.690792,12.122278,
03/31/1995,,12.289348,9.644723,11.883595,,41.764486,25.996958,17.334794,20.83438,17.768474,10.408333,10.398522,10.398522,,41.422471,2.522489,11.979351,
06/30/1995,,12.472837,9.616842,11.807176,,41.955062,25.988132,17.647904,18.786851,18.363437,10.62844,10.621546,10.621546,,42.121727,2.187846,12.19995,
09/30/1995,,13.33539,10.430346,12.651456,,40.475372,24.329048,15.743578,9.310449,16.875829,10.412921,10.396066,10.396066,,38.29683,4.297864,12.762253,
12/31/1995,,13.789275,10.705083,13.044115,,39.751745,24.339082,15.805134,12.173121,16.634492,10.181924,10.176699,10.176699,,38.790292,4.307271,13.195334,
03/31/1996,,13.318025,10.382443,12.528532,,39.846716,24.467462,15.745177,3.979669,16.528604,10.407561,10.408137,10.408137,,37.033033,4.180162,12.76131,
06/30/1996,,13.007234,10.033428,12.122522,,40.56507,24.125015,15.283794,,16.210557,11.118603,11.120304,11.120304,,31.411343,3.852327,12.506153,
09/30/1996,,13.169325,10.253919,12.389345,,39.718573,24.598229,15.543598,12.386196,16.306957,9.97094,9.97094,9.97094,,38.854686,4.216985,12.613976,
12/31/1996,,13.444572,10.426338,12.693966,,40.597076,24.242119,16.120476,19.46068,16.746993,10.662193,10.662192,10.662192,,36.333687,3.863472,12.925145,
03/31/1997,,13.969973,10.838123,13.198903,,40.909384,24.615492,16.781681,25.777734,17.559611,11.158937,11.158937,11.158937,,36.451113,3.486837,13.482863,
06/30/1997,,14.085603,10.763058,13.413796,,42.069753,27.758324,16.900489,25.942015,17.438874,11.410161,11.410161,11.410161,,34.570538,3.962252,13.527496,
09/30/1997,,14.639786,11.278699,13.933694,,41.524988,24.32337,16.058987,19.721734,16.883231,10.837799,10.837799,10.837799,,35.807318,4.233399,14.020025,
12/31/1997,,15.069429,11.684935,14.354059,,41.55592,26.549887,16.523919,21.86226,17.172013,11.233375,11.233375,11.233375,,34.583237,5.161248,14.291659,
03/31/1998,,15.164769,11.76255,14.475285,,41.18071,24.726804,16.293607,7.774521,16.886919,11.342821,11.342821,11.342821,,32.830723,5.062691,14.397024,
06/30/1998,,14.594139,11.124028,13.8796,,41.035684,26.107131,16.094972,-34.710906,16.766737,11.510441,11.510441,11.510441,,31.349545,5.102798,13.84943,
09/30/1998,,13.842167,10.643446,13.177004,,40.395274,22.793565,13.576747,-3385.077304,14.352806,9.556908,9.556908,9.556908,,33.414357,5.968397,13.016012,
12/31/1998,,13.385466,10.436105,12.93081,,41.096019,25.591668,15.262103,,15.026134,10.209719,10.209719,10.209719,,32.053587,5.310784,12.674593,
03/31/1999,,13.10024,10.295575,12.741811,,40.751519,24.477096,14.917476,,15.010395,10.549583,10.549582,10.549582,,29.718153,5.171263,12.422792,
06/30/1999,,12.890811,10.053461,12.490648,,35.322666,21.232626,9.318824,,9.648747,11.219416,11.219416,11.219416,,,4.69584,12.285479,
09/30/1999,,12.716622,9.94052,12.471721,,39.32401,22.518349,13.070934,10.541851,13.276882,9.249802,9.249802,9.249802,,30.331523,8.626943,11.619566,
12/31/1999,,12.556204,9.881179,12.225487,,38.573025,23.299431,14.015791,9.288473,14.273061,9.966318,9.966318,9.966318,,30.173926,7.319191,11.637192,
