Date,Revenue,Sales & Services Revenue,Cost of Revenue,Cost of Goods & Services,Depreciation & Amortization,Gross Profit,Other Operating Income,Operating Expenses,"Selling, General & Admin",Research & Development,Other Operating Expense,Operating Income (Loss),Non-Operating (Income) Loss,"Interest Expense, Net",Interest Expense,Interest Income,Foreign Exch (Gain) Loss,(Income) Loss from Affiliates,Other Non-Op (Income) Loss,Pretax Income,Income Tax Expense (Benefit),Income (Loss) from Cont Ops,Net Extraordinary Losses (Gains),Discontinued Operations,XO & Accounting Changes,Income (Loss) Incl. MI,Minority Interest,"Net Income, GAAP",Preferred Dividends,Other Adjustments,"Net Income Avail to Common, GAAP","Net Income Avail to Common, Adj",Net Abnormal Losses (Gains),Basic Weighted Avg Shares,"Basic EPS, GAAP",Basic EPS from Cont Ops,"Basic EPS from Cont Ops, Adjusted",Diluted Weighted Avg Shares,"Diluted EPS, GAAP",Diluted EPS from Cont Ops,"Diluted EPS from Cont Ops, Adjusted",Source: Bloomberg
09/30/1997,40.021999,,-20.52,,,19.501999,,-10.282,,,,9.22,0.762,,,,0.0,,-0.762,9.982,-3.414,6.568,0.0,,,6.568,0.0,6.568,0.0,,6.568,6.568,,35.096001,0.18,0.18,0.18,37.790001,0.18,0.18,0.18,
12/31/1997,45.479,,-23.242001,,,22.237,,-11.188,,,,11.049,-5.818,,,,0.0,,5.818,5.231,-3.979,1.252,0.0,,,1.252,0.0,1.252,0.0,,1.252,1.252,,35.194,0.04,0.04,0.21,37.898998,0.04,0.04,0.2,
03/31/1998,47.922001,,-23.183001,,,24.739,,-11.59,,,,13.149,0.75,,,,0.0,,-0.75,13.899,-4.636,9.263,0.0,,,9.263,0.0,9.263,0.0,,9.263,9.263,,35.488998,0.26,0.26,0.27,37.686001,0.23,0.23,0.25,
06/30/1998,51.792,,-29.184999,,,22.607,,-27.177999,,,,-4.571,-32.721001,,,,0.0,,32.721001,-37.292001,0.559,-36.733002,0.0,,,-36.733001,0.0,-36.733002,0.0,,-36.733002,-36.733002,,36.390999,-1.0,-1.0,0.31,36.390999,-1.0,-1.0,0.29,
09/30/1998,57.419998,,-28.898001,,,28.521997,,-16.618,,,,11.904,0.919,,0.0,,0.0,,-0.919,12.823,-4.675,8.148,0.0,,,8.148,0.0,8.148,0.0,,8.148,8.148,,39.112,0.21,0.21,0.24,42.268002,0.19,0.19,0.24,
12/31/1998,63.771999,,-33.537998,,,30.234001,,-22.212999,,,,12.039,-1.397,,0.0,,0.0,,1.397,10.642,-4.223,2.401,0.0,,,6.419,0.0,2.401,0.0,,2.401,2.401,,39.529999,0.08,0.08,0.3,42.257999,0.06,0.06,0.28,
03/31/1999,74.501999,,-36.271,,,38.230999,,-16.402,,,,21.829,-3.52,,0.0,,0.0,,3.52,18.309,-5.539,12.77,0.0,,,12.77,0.0,12.77,0.0,,12.77,12.77,,40.037998,0.32,0.32,0.32,43.403999,0.29,0.29,0.32,
06/30/1999,87.134003,,-40.041,,,47.093002,,-28.927999,,,,18.165001,-205.507996,,0.0,,0.0,,205.507996,-187.342995,-7.031,-194.376007,0.0,,,-194.373995,0.0,-194.376007,0.0,,-194.376007,-194.376007,,40.456001,-4.8,-4.8,0.12,40.456001,-4.8,-4.8,0.12,
09/30/1999,230.100006,,-125.199997,,,104.900009,,-218.0,,,,-113.099998,5.5,,0.0,,-172.899994,,167.399994,-107.599998,-6.3,-113.900002,0.0,,,-113.899999,0.0,-113.900002,0.0,0.0,-113.900002,-113.900002,,84.237503,-1.36,-1.36,0.56,84.237503,-1.36,-1.36,0.56,
12/31/1999,281.700012,,-139.199997,,,142.500015,,-240.5,,,,-98.0,-9.0,,0.0,,0.0,,9.0,-107.0,-24.200001,-131.199997,0.0,,,-131.200001,0.0,-131.199997,0.0,0.0,-131.199997,-131.199997,,86.3125,-1.52,-1.52,0.72,86.3125,-1.52,-1.52,0.72,
03/31/2000,394.600006,,-202.100006,,,192.5,,-332.0,,,,-139.5,-74.099998,,0.0,,0.0,,74.099998,-213.599998,-27.299999,-240.899994,0.0,,,-240.899998,0.0,-240.899994,0.0,0.0,-240.899994,-240.899994,,93.449997,-2.56,-2.56,0.96,93.449997,-2.56,-2.56,0.88,
06/30/2000,524.0,,-285.200012,,,238.799988,,-392.600006,,,,-153.800003,-247.800003,,0.0,,0.0,,247.800003,-401.600006,-17.200001,-418.799988,0.0,,,-418.800007,0.0,-418.799988,0.0,0.0,-418.799988,-418.799988,,97.75,-4.32,-4.32,1.12,97.75,-4.32,-4.32,1.12,
09/30/2000,786.5,,-436.700012,,,349.799988,,-1294.900024,,,,-945.099976,-27.6,,0.0,,0.0,,27.6,-972.699976,-43.900002,-1016.599976,0.0,,,-1016.599977,0.0,-1016.599976,0.0,0.0,-1016.599976,-1016.599976,,118.324997,-8.56,-8.56,1.52,118.324997,-8.56,-8.56,1.44,
12/31/2000,925.1,,-449.8,,,475.3,0.0,-1281.0,105.7,,1175.3,-805.7,-40.1,-12.2,0.0,,0.0,52.3,0.0,-845.8,-49.6,-895.4,0.0,,,-895.4,0.0,-895.4,0.0,0.0,-895.4,-895.4,,120.4125,-7.44,-7.44,-7.44,120.4125,-7.44,-7.44,-7.44,
03/31/2001,920.099976,,-494.200012,,,425.899963,,-3042.699951,,,,-2616.800049,-38762.300781,,0.0,,0.0,,38762.300781,-41379.10083,-468.799988,-41847.898438,0.0,,,-41847.900818,0.0,-41847.898438,0.0,0.0,-41847.898438,-41847.898438,,142.8125,-293.040009,-293.040009,1.12,142.8125,-293.040009,-293.040009,1.12,
06/30/2001,601.099976,,-926.0,,,-324.900024,,-1305.599976,,,,-1630.5,-11665.700195,,0.0,,0.0,,11665.700195,-13296.200195,934.200012,-12362.0,0.0,,,-12362.000183,0.0,-12362.0,0.0,0.0,-12362.0,-12362.0,,164.550003,-75.120003,-75.120003,0.16,164.550003,-75.120003,-75.120003,0.16,
09/30/2001,328.6,,-343.3,,,-14.7,,-618.8,,,,-633.5,-395.7,,0.0,,0.0,,395.7,-1029.2,-195.2,-1224.4,0.0,,,-1224.4,0.0,-1224.4,0.0,0.0,-1224.4,-1224.4,,165.3375,-7.44,-7.44,-7.44,165.3375,-7.44,-7.44,-7.44,
12/31/2001,286.1,,-335.6,,,-49.5,,-603.8,,,,-653.3,-1299.4,,0.0,,0.0,,1299.4,-1952.7,-177.8,-2130.5,0.0,,,-2130.5,0.0,-2130.5,0.0,0.0,-2130.5,-2130.5,,166.2625,-12.8,-12.8,-12.8,166.2625,-12.8,-12.8,-12.8,
03/31/2002,261.799988,,-240.100006,,,21.699982,,-515.5,,,,-493.799988,-3874.0,,0.0,,0.0,,3874.0,-4367.799988,26.9,-4340.899902,0.0,,,-4340.899988,0.0,-4340.899902,0.0,0.0,-4340.899902,-4340.899902,,169.875,-25.52,-25.52,-0.24,169.875,-25.52,-25.52,-0.24,
06/30/2002,221.699997,,-252.100006,,,-30.400009,,-208.300003,,,,-238.699997,-912.599976,,0.0,,0.0,,912.599976,-1151.299973,108.800003,-1042.5,0.0,,,-1042.499969,0.0,-1042.5,0.0,0.0,-1042.5,-1042.5,,170.625,-6.08,-6.08,-1.12,170.625,-6.08,-6.08,-1.12,
09/30/2002,193.0,,-185.0,,,8.0,,-118.900002,,,,-110.900002,-409.600006,,0.0,,0.0,,409.600006,-520.500008,0.0,-520.5,0.0,,,-520.500008,0.0,-520.5,0.0,0.0,-520.5,-520.5,,176.537506,-2.96,-2.96,-0.56,176.537506,-2.96,-2.96,-0.56,
12/31/2002,156.6,,-171.0,,,-14.4,,-117.1,,,,-131.5,-82.5,,0.0,,0.0,,82.5,-214.0,-0.9,-214.9,0.0,,,-214.9,0.0,-214.9,0.0,0.0,-214.9,-214.9,,176.8375,-1.2,-1.2,-1.2,176.8375,-1.2,-1.2,-1.2,
03/31/2003,165.699997,,-142.899994,,,22.800003,,-110.5,,,,-87.699997,-30.5,,0.0,,0.0,,30.5,-118.199997,-18.6,-136.800003,0.0,,,-136.799997,0.0,-136.800003,0.0,0.0,-136.800003,-136.800003,,177.824997,-0.8,-0.8,-0.24,177.824997,-0.8,-0.8,-0.24,
06/30/2003,160.600006,,-121.599998,,,39.000008,,-94.300003,,,,-55.299999,-12.3,,0.0,,0.0,,12.3,-67.599999,6.0,-61.599998,0.0,,,-61.599999,0.0,-61.599998,0.0,0.0,-61.599998,-61.599998,,178.799881,-0.32,-0.32,-0.16,178.799881,-0.32,-0.32,-0.16,
09/30/2003,147.399994,,-115.599998,,,31.799995,,-69.599998,,,,-37.799999,-0.3,,0.0,,0.0,,0.3,-38.099999,12.9,-25.200001,2.9,,,-28.1,0.0,-28.1,0.0,0.0,-28.1,-28.1,,179.175003,-0.16,-0.16,-0.08,179.175003,-0.16,-0.16,-0.08,
12/31/2003,152.6,,-118.3,,,34.3,,-64.8,,,,-30.5,-25.5,,0.0,,0.0,,25.5,-56.0,-2.5,-58.5,0.0,,,-58.5,0.0,-58.5,0.0,0.0,-58.5,-58.5,,179.375,-0.32,-0.32,-0.32,179.375,-0.32,-0.32,-0.32,
03/31/2004,161.399994,,-120.400002,,,40.999992,,-64.0,,,,-23.0,8.4,,0.0,,0.0,,-8.4,-14.6,7.3,-7.3,0.0,,,-7.3,0.0,-7.3,0.0,0.0,-7.3,-7.3,,179.787506,-0.08,-0.08,0.0,179.787506,-0.08,-0.08,0.0,
06/30/2004,174.5,,-135.800003,,,38.699997,,-64.400002,,,,-25.700001,5.9,,0.0,,0.0,,-5.9,-19.800001,-1.9,-21.700001,0.0,,,-21.700001,0.0,-24.3,0.0,0.0,-24.3,-24.3,,180.024994,-0.16,-0.16,-0.08,180.024994,-0.16,-0.16,-0.08,
09/30/2004,194.5,,-151.6,,,42.9,,-66.4,,,,-23.5,-12.0,,0.0,,0.0,,12.0,-35.5,-0.5,-36.0,0.0,,,-36.0,0.0,-36.0,0.0,0.0,-36.0,-36.0,,180.3,-0.16,-0.16,0.0,180.3,-0.16,-0.16,0.0,
12/31/2004,180.5,,-150.7,,,29.8,,-72.7,,,,-42.9,0.0,-5.3,0.0,,0.0,,5.3,-42.9,1.9,-41.0,0.0,,,-41.0,0.0,-41.0,0.0,0.0,-41.0,-41.0,,180.5125,-0.24,-0.24,-0.16,180.5125,-0.24,-0.24,-0.16,
03/31/2005,166.3,,-141.5,,,24.8,0.0,-69.4,38.0,,31.4,-44.6,4.2,,0.0,,0.0,,-4.2,-40.4,1.8,-38.6,0.0,,,-38.6,0.0,-38.6,0.0,0.0,-38.6,-38.6,,180.8375,-0.24,-0.24,-0.16,180.8375,-0.24,-0.24,-0.16,
06/30/2005,545.9,,-458.5,,,87.4,0.0,,,,,-205.2,-9.0,,,,2.7,,6.3,-214.2,-8.5,-222.7,,,,-222.7,,-222.7,0.0,0.0,-222.7,-222.7,,22.5875,-9.85944,-9.85944,-9.85944,22.5875,-9.85944,-9.85944,-9.85944,
09/30/2005,258.3,,-214.3,,,44.0,,-108.8,,,,-64.8,3.3,,0.7,,0.0,,-4.0,-61.5,-5.5,-67.0,0.0,,,-67.0,0.0,-67.0,0.0,0.0,-67.0,-67.0,,197.7,-0.34,-0.34,-0.1,197.7,-0.34,-0.34,-0.1,
12/31/2005,312.9,,-208.7,,,104.2,,-139.6,,,,-35.4,-6.2,,0.0,,0.0,,6.2,-41.6,-0.5,-42.1,0.0,,,-42.1,0.0,-42.1,0.0,0.0,-42.1,-42.1,,206.9625,-0.24,-0.24,-0.0544,206.9625,-0.24,-0.24,-0.0544,
03/31/2006,314.9,,-199.4,,,115.5,0.0,-154.7,88.2,,66.5,-39.2,45.8,,,,,,-45.8,6.6,-2.9,3.7,0.0,,,3.7,0.0,3.7,0.0,0.0,3.7,3.7,,209.8625,0.0,0.0,0.0296,212.25,0.0,0.0,0.0296,
06/30/2006,318.2,,-249.0,,,69.2,,-102.4,,,,-33.2,-21.9,,0.0,,0.0,,21.9,-55.1,9.3,-45.8,0.0,,,-45.8,0.0,-45.8,0.0,0.0,-45.8,-45.8,,210.6125,-0.24,-0.24,0.0,210.6125,-0.24,-0.24,0.0,
09/30/2006,318.1,,-220.1,,,98.0,,-129.4,,,,-31.4,12.9,,1.9,,0.0,,-14.8,-18.5,1.1,-17.4,0.0,,,-17.4,0.0,-17.4,0.0,0.0,-17.4,-17.4,,210.9,-0.08,-0.08,0.03,210.9,-0.08,-0.08,0.03,
12/30/2006,366.3,,-219.2,,,147.1,,-162.6,,,,-15.5,42.4,1.1,1.1,,0.0,,-43.5,26.9,-3.7,23.2,0.0,,,23.2,0.0,23.2,0.0,0.0,23.2,23.2,,211.1,0.11,0.11,0.12,223.5,0.1,0.1,0.11,
03/31/2007,361.7,,-236.7,,,125.0,,-145.7,,,,-20.7,10.5,2.1,2.1,,0.0,,-12.6,-10.2,-4.0,-14.2,0.0,,,-14.2,0.0,-14.2,0.0,0.0,-14.2,-14.2,,211.3,-0.07,-0.07,-0.02,211.3,-0.07,-0.07,-0.02,
06/30/2007,350.7,,-228.3,,,122.4,,-160.9,95.3,,65.6,-38.5,16.0,2.0,2.0,,0.0,,-18.0,-22.5,4.6,-17.9,0.0,,,-17.9,0.0,-17.9,0.0,0.0,-17.9,-17.9,12.6,213.7,-0.08,-0.08,-0.0211,213.7,-0.08,-0.08,-0.0211,
09/29/2007,356.7,,-223.0,,,133.7,,-153.7,,,,-20.0,15.6,-12.8,2.2,-15.0,0.0,,-2.8,-4.4,-2.5,-6.9,0.0,,,-6.9,0.0,-6.9,0.0,0.0,-6.9,-6.9,,219.2,-0.03,-0.03,0.05,219.2,-0.03,-0.03,0.05,
12/29/2007,399.2,,-215.5,,,183.7,,-170.9,,,,12.8,13.9,-11.2,2.3,-13.5,0.0,,-2.7,26.7,-5.5,21.2,0.0,,,21.2,0.0,21.2,0.0,0.0,21.2,21.2,,220.5,0.1,0.1,0.18,228.4,0.09,0.09,0.17,
03/29/2008,383.9,,-238.3,,,145.6,,-167.9,,,,-22.3,10.7,-8.9,2.2,-11.1,0.0,,-1.8,-11.6,5.4,-6.2,0.0,,,-6.2,0.0,-6.2,0.0,0.0,-6.2,-6.2,,225.2,-0.03,-0.03,0.1,225.2,-0.03,-0.03,0.1,
06/28/2008,390.3,,-245.7,,,144.6,,-193.4,,,,-48.8,18.8,-6.4,2.1,-8.5,0.0,,-12.4,-30.0,0.2,-29.8,0.0,,,-29.8,0.0,-29.8,0.0,0.0,-29.8,-29.8,,228.9,-0.13,-0.13,0.34,228.9,-0.13,-0.13,0.34,
09/27/2008,377.2,377.2,-228.6,216.1,12.5,148.6,0.0,-164.8,110.6,44.3,9.9,-16.2,-3.7,0.0,6.9,-6.9,-0.4,,4.1,-19.9,-1.0,-20.9,0.4,0.4,0.0,-21.3,0.0,-21.3,0.0,0.0,-21.3,-16.805,4.095,215.4,-0.1,-0.1,-0.078018,215.4,-0.1,-0.1,-0.080989,
12/27/2008,353.8,353.8,-218.5,206.6,11.9,135.3,0.0,-856.1,103.7,42.1,710.3,-720.8,-3.2,1.2,7.0,-5.8,-2.7,,4.7,-724.0,1.7,-722.3,0.6,0.6,0.0,-722.9,0.0,-722.9,0.0,0.0,-722.9,-17.79,704.51,215.1,-3.36,-3.36,-0.082706,215.1,-3.36,-3.36,-0.084733,
03/28/2009,279.1,279.1,-177.7,164.7,13.0,101.4,0.0,-204.2,92.6,41.9,69.7,-102.8,1.9,2.3,5.9,-3.6,1.1,,-5.3,-100.9,0.6,-100.3,1.4,1.4,0.0,-101.7,0.0,-101.7,0.0,0.0,-101.7,-46.59,53.71,215.6,-0.47,-0.47,-0.216095,215.6,-0.47,-0.47,-0.220881,
06/27/2009,273.2,273.2,-171.9,160.4,11.5,101.3,0.0,-161.4,92.1,38.8,30.5,-60.1,-3.6,3.0,5.7,-2.7,3.1,,-2.5,-63.7,1.0,-62.7,0.9,0.9,0.0,-63.6,0.0,-63.6,0.0,0.0,-63.6,-43.86,18.84,216.1,-0.29,-0.29,-0.202962,216.1,-0.29,-0.29,-0.202962,
10/03/2009,297.8,297.8,-180.7,168.4,12.3,117.1,0.0,-144.6,92.7,39.8,12.1,-27.5,-2.5,4.0,5.9,-1.9,0.5,,-2.0,-30.0,-0.7,-30.7,1.2,1.2,0.0,-31.9,0.0,-31.9,0.0,0.0,-31.9,-26.605,4.095,217.5,-0.15,-0.14,-0.122322,217.5,-0.15,-0.14,-0.122322,
01/02/2010,342.9,342.9,-204.7,192.2,12.5,138.2,0.0,-151.2,95.2,41.5,14.5,-13.0,-4.7,4.4,6.3,-1.9,-0.6,,0.9,-17.7,-1.7,-19.4,0.1,0.1,0.0,-19.5,0.0,-19.5,0.0,0.0,-19.5,-24.795,-5.395,218.3,-0.09,-0.09,-0.113582,218.3,-0.09,-0.09,-0.114714,
04/03/2010,332.3,332.3,-200.4,188.1,12.3,131.9,0.0,-142.5,92.8,42.2,7.5,-10.6,-2.4,4.6,5.9,-1.3,0.4,,-2.6,-13.0,1.7,-11.3,0.6,0.6,0.0,-11.9,0.0,-11.9,0.0,0.0,-11.9,-8.505,2.795,219.4,-0.05,-0.05,-0.038765,219.4,-0.05,-0.05,-0.038765,
07/03/2010,390.9,390.9,-231.0,217.5,13.5,159.9,0.0,-163.0,103.7,51.4,7.9,-3.1,6.6,5.0,6.2,-1.2,0.4,,-12.0,3.5,-1.8,1.7,0.2,0.2,0.0,1.5,0.0,1.5,0.0,0.0,1.5,-5.84,-7.54,220.4,0.01,0.01,-0.026497,227.6,0.01,0.01,-0.026497,
10/02/2010,405.2,405.2,-231.9,217.8,14.1,173.3,0.0,-172.5,107.2,56.4,8.9,0.8,-2.8,,6.3,,,,-3.5,-2.0,2.1,0.1,0.0,0.0,0.0,0.1,0.0,0.1,0.0,0.0,0.1,1.79,1.69,221.8,0.0,0.0,0.00807,227.5,0.0,0.0,0.007429,
01/01/2011,473.5,473.5,-259.7,245.6,14.1,213.8,0.0,-180.2,109.5,60.2,10.5,33.6,-4.8,,6.4,,,,-1.6,28.8,-5.2,23.6,0.0,0.0,0.0,23.6,0.0,23.6,0.0,0.0,23.6,25.875,2.275,222.9,0.11,0.11,0.116083,229.1,0.1,0.1,0.10993,
04/02/2011,454.0,454.0,-254.3,240.0,14.3,199.7,0.0,-187.1,110.9,60.6,15.6,12.6,-6.1,,6.2,,,,-0.1,6.5,32.1,38.6,0.0,0.0,0.0,38.6,0.0,38.6,0.0,0.0,38.6,43.605,5.005,225.6,0.17,0.17,0.193285,235.4,0.16,0.16,0.181262,
07/02/2011,471.8,471.8,-267.7,253.3,14.4,204.1,0.0,-185.7,109.7,62.7,13.3,18.4,-6.1,5.5,6.5,-1.0,1.9,,-1.3,12.3,-3.0,9.3,0.0,0.0,0.0,9.3,0.0,9.3,0.0,0.0,9.3,13.07,3.77,227.2,0.04,0.04,0.057526,235.7,0.04,0.04,0.055995,
10/01/2011,415.8,415.8,-234.2,219.9,14.3,181.6,0.0,-176.2,110.3,59.3,6.6,5.4,-5.6,,6.6,,,,-1.0,-0.2,-3.4,-3.6,2.2,2.2,0.0,-5.8,0.0,-5.8,0.0,0.0,-5.8,2.055,5.655,228.4,-0.03,-0.02,0.008997,228.4,-0.03,-0.02,0.004759,
12/31/2011,409.3,409.3,-234.8,219.4,15.4,174.5,0.0,-173.6,105.3,58.9,9.4,0.9,-5.6,,6.6,,,,-1.0,-4.7,-3.0,-7.7,2.5,2.5,0.0,-10.2,0.0,-10.2,0.0,0.0,-10.2,-4.06,3.64,229.4,-0.04,-0.03,-0.017698,229.4,-0.04,-0.03,-0.017698,
03/31/2012,403.3,403.3,-235.5,221.4,14.1,167.8,0.0,-174.2,104.5,62.0,7.7,-6.4,-6.7,,6.9,,,,-0.2,-13.1,-3.1,-16.2,1.2,1.2,0.0,-17.4,0.0,-17.4,0.0,0.0,-17.4,-14.64,1.56,230.6,-0.08,-0.07,-0.063487,230.6,-0.08,-0.07,-0.063487,
06/30/2012,434.0,434.0,-252.4,237.6,14.8,181.6,0.0,-181.1,106.9,63.8,10.4,0.5,3.4,,7.2,,,,-10.6,3.9,-2.5,1.4,23.6,23.6,0.0,-22.2,0.0,-22.2,0.0,0.0,-22.2,6.145,4.745,231.7,-0.1,0.01,0.026521,231.7,-0.1,0.01,0.026521,
09/29/2012,420.9,420.9,-248.3,231.2,17.1,172.6,0.0,-172.5,104.7,61.6,6.2,0.1,-6.5,,6.1,,,,0.4,-6.4,-3.4,-9.8,1.8,1.8,0.0,-11.6,0.0,-11.6,0.0,0.0,-11.6,-6.875,2.925,232.8,-0.05,-0.04,-0.029532,232.8,-0.05,-0.04,-0.029532,
12/29/2012,429.4,429.4,-240.4,225.8,14.6,189.0,0.0,-174.1,105.4,63.5,5.2,14.9,-7.5,,5.1,,,,2.4,7.4,-4.1,3.3,-0.8,-0.8,0.0,4.1,0.0,4.1,0.0,0.0,4.1,5.38,2.08,234.4,0.02,0.02,0.022952,237.1,0.02,0.02,0.022952,
03/30/2013,405.3,405.3,-250.0,233.0,17.0,155.3,0.0,-176.6,107.3,65.8,3.5,-21.3,-5.1,,4.2,,,,0.9,-26.4,-1.6,-28.0,0.0,0.0,0.0,-28.0,0.0,-28.0,0.0,0.0,-28.0,-19.42,8.58,235.9,-0.12,-0.12,-0.082323,235.9,-0.12,-0.12,-0.083629,
06/29/2013,421.3,421.3,-243.6,229.0,14.6,177.7,0.0,-196.3,111.9,67.6,16.8,-18.6,-2.9,,2.5,,,,0.4,-21.5,113.0,91.5,-1.0,-1.0,0.0,92.5,0.0,92.5,0.0,0.0,92.5,104.305,12.805,236.9,0.39,0.39,0.440291,241.1,0.38,0.38,0.433111,
09/28/2013,429.0,429.0,-243.8,232.4,11.4,185.2,0.0,-178.6,107.1,69.6,1.9,6.6,-5.8,,5.2,,,,0.6,0.8,-0.5,0.3,0.0,0.0,0.0,0.3,0.0,0.3,0.0,0.0,0.3,0.29935,-0.00065,235.3,0.0,0.0,0.001272,239.6,0.0,0.0,-3e-06,
12/28/2013,447.6,447.6,-242.7,232.8,9.9,204.9,0.0,-185.1,109.0,72.3,3.8,19.8,-8.0,,8.4,,,,-0.4,11.8,-3.0,8.8,0.0,0.0,0.0,8.8,0.0,8.8,0.0,0.0,8.8,9.32,0.52,233.0,0.04,0.04,0.04,235.8,0.04,0.04,0.04,
