Date,Cash from Operating Activities,Net Income,Depreciation & Amortization,Non-Cash Items,Stock-Based Compensation,Deferred Income Taxes,Other Non-Cash Adj,Chg in Non-Cash Work Cap,(Inc) Dec in Accts Receiv,(Inc) Dec in Inventories,Inc (Dec) in Other,Net Cash From Disc Ops,Cash from Investing Activities,Change in Fixed & Intang,Disp in Fixed & Intang,Disp of Fixed Prod Assets,Disp of Intangible Assets,Acq of Fixed & Intang,Acq of Fixed Prod Assets,Acq of Intangible Assets,Net Change in LT Investment,Dec in LT Investment,Inc in LT Investment,Net Cash From Acq & Div,Cash from Divestitures,Cash for Acq of Subs,Cash for JVs,Other Investing Activities,Cash from Financing Activities,Dividends Paid,Cash From (Repayment) Debt,Cash From (Repay) ST Debt,Cash From LT Debt,Repayments of LT Debt,Cash (Repurchase) of Equity,Increase in Capital Stock,Decrease in Capital Stock,Other Financing Activities,Effect of Foreign Exchange Rates,Net Changes in Cash,Cash Paid for Taxes,Cash Paid for Interest,Source: Bloomberg
03/31/1990,2.584,-4.651,9.222,-4.189,,,-4.189,2.202,,,2.202,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06/30/1990,4.253,-6.926,9.676,-4.307,,,-4.307,5.81,,,5.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09/29/1990,13.128,-7.922,9.576,0.538,,,0.538,10.936,,,10.936,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/31/1990,20.912001,-1.833,9.884,0.338,,,0.338,12.523,,,12.523,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.912001,,,
03/30/1991,-8.147,-0.477,8.978,-3.079,,,-3.079,-13.569,,,-13.569,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06/29/1991,4.525,4.282,9.053,0.122,,,0.122,-8.932,,,-8.932,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09/28/1991,23.32,7.045,9.553,-0.476,,,-0.476,7.198,,,7.198,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/31/1991,12.584,7.403,8.999,-5.564,,,-5.564,1.746,,,1.746,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.584,,,
03/29/1992,1.479,7.104,8.595,-0.886,,,-0.886,-13.334,,,-13.334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06/28/1992,19.921,4.557,8.705,0.148,,,0.148,6.511,,,6.511,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09/27/1992,15.969,5.735,8.629,0.456,,,0.456,1.149,,,1.149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/31/1992,3.322,5.152,9.407,-3.742,,,-3.742,-7.495,,,-7.495,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.322,,,
04/04/1993,27.181,5.386,8.443,2.364,,,2.364,10.988,,,10.988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07/04/1993,28.983999,7.657,8.507,1.048,,,1.048,11.772,,,11.772,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/03/1993,19.879,10.105,8.914,3.867,,,3.867,-3.007,,,-3.007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/31/1993,15.754,12.046,8.678,-6.57,,,-6.57,1.6,,,1.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.754,,,
04/03/1994,-1.419,14.396,8.651,-4.254,,,-4.254,-20.212,,,-20.212,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07/03/1994,32.278,15.889,8.78,-5.803,,,-5.803,13.412,,,13.412,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/02/1994,18.333,22.040001,8.781,-5.214,,,-5.214,-7.274,,,-7.274,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/31/1994,57.837002,24.065001,12.23,8.134,,,8.134,13.408,,,13.408,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57.837002,,,
04/02/1995,20.67,24.474001,8.748,-1.682,,,-1.682,-10.87,,,-10.87,,,-14.109,,,,-14.109,,,,,,,,,,14.109,,,,,,,,,,,,,,,
07/02/1995,22.709,38.806999,9.508,0.706,,,0.706,-26.312,,,-26.312,,,-18.954,,,,-18.954,,,,,,,,,,18.954,,,,,,,,,,,,,,,
10/01/1995,36.209,48.222,10.263,-3.364,,,-3.364,-18.912001,,,-18.912001,,,-29.291,,,,-29.291,,,,,,,,,,29.291,,,,,,,,,,,,,,,
12/31/1995,35.952,47.780998,14.627,-5.426,,,-5.426,-21.030001,,,-21.030001,,-30.847,-30.847,,,,-30.847,,,,,,,,,,0.0,,,,,,,,,,,,5.105,,,
03/31/1996,48.137001,53.154999,12.317,-5.776,,,-5.776,-11.559,,,-11.559,,,-18.002001,,,,-18.002001,,,,,,,,,,18.002001,,,,,,,,,,,,,,,
06/30/1996,81.262001,17.902,12.49,33.745998,,,33.745998,17.124001,,,17.124001,,,-20.656,,,,-20.656,,,,,,,,,,20.656,,,,,,,,,,,,,,,
09/29/1996,69.745003,19.569,12.745,3.0,,,3.0,34.431,,,34.431,,,-10.203,,,,-10.203,,,,,,,,,,10.203,,,,,,,,,,,,,,,
12/31/1996,51.68,2.948,13.351,-5.044,,,-5.044,40.424999,,,40.424999,,,-26.368,,,,-26.368,,,,,,,,,,26.368,,,,,,,,,,,,,,,
03/30/1997,-15.096,17.16,14.674,0.092,,,0.092,-47.021999,,,-47.021999,,-100.093002,-11.194,0.0,,,-11.194,,,,,,,,,,-88.899002,5.426,0.0,-0.42,,,,5.846,21.261,-15.415,0.0,,-109.763,,,
06/29/1997,-21.735001,25.002001,14.659,-0.406,,,-0.406,-60.990002,,,-60.990002,,-1.818,-23.607,0.0,,,-23.607,,,,,,,,,,21.789,-21.657001,0.0,-0.889,,,,-20.768001,9.509,-30.277,0.0,,-45.209999,,,
09/28/1997,33.582001,39.196999,14.69,2.509,,,2.509,-22.813999,,,-22.813999,,23.747,-27.959999,0.0,,,-27.959999,,,,,,,,,,51.706999,-17.863,0.0,-0.675,,,,-17.188,10.723,-27.910999,0.0,,39.466,,,
