Date,Market Capitalization,Cash & Equivalents,Preferred Equity,Minority Interest,Total Debt,Enterprise Value,Total Capital,Total Debt/Total Capital,Total Debt/EV,EV/Market Cap,EV/EBITDA,EV/EBIT,EV/Book Value,Diluted Market Cap,Diluted Enterprise Value,EV per Share,Trailing 12 Month Values for Ratios,Source: Bloomberg
12/31/1989,,,,,,,,,,,,,,,,,,
03/31/1990,428.885498,-57.712002,0.0,2.08,2.7,375.953497,110.453002,2.444479,0.007182,0.876582,,,3.557706,443.374863,390.442861,1.636744,,
06/30/1990,391.609758,-10.865,0.0,2.534,5.485,388.763758,114.956999,4.771349,0.014109,0.992733,,,3.635413,403.218248,400.372248,1.690748,,
09/30/1990,294.564509,-18.049999,0.0,3.723,3.113,283.35051,117.583001,2.647491,0.010986,0.96193,,,2.558539,301.595998,290.381999,1.232473,,
12/31/1990,344.376,-10.219,0.0,4.099,22.360999,360.616999,138.381,16.15901,0.062008,1.047161,8.217131,9.57331,3.222067,351.528,367.768999,1.570741,,
03/31/1991,410.029502,-12.97,0.0,3.525,17.84,418.424502,136.258,13.092809,0.042636,1.020474,9.871995,11.583327,3.641862,420.289493,428.684493,1.81772,,
06/30/1991,395.257504,-13.405,0.0,4.339,16.74,402.931504,140.754003,11.89309,0.041546,1.019415,8.024766,9.253646,3.366881,409.805012,417.479012,1.75212,,
09/30/1991,489.158003,-26.274,0.0,4.509,16.368,483.761003,147.173002,11.121605,0.033835,0.988967,9.098211,10.428356,3.830375,508.12999,502.732989,2.101554,,
12/31/1991,648.62998,-26.889999,0.0,5.188,15.969,642.896981,153.682004,10.390937,0.024839,0.991161,10.609912,12.023733,4.851137,677.20499,671.471991,2.787641,,
03/31/1992,528.648758,-35.48,0.0,3.716,16.139999,513.024758,155.561004,10.37535,0.03146,0.970445,8.036102,9.073179,3.780441,558.820512,543.196512,2.228992,,
06/30/1992,536.480753,-31.468,0.0,4.862,15.631,525.505753,160.708003,9.726336,0.029745,0.979543,8.017603,9.010575,3.747857,560.288632,549.313631,2.28815,,
09/30/1992,526.700992,-36.827,0.0,5.889,15.124,510.886992,167.450994,9.031896,0.029603,0.969975,7.455157,8.350283,3.48876,553.087507,537.273507,2.227912,,
12/31/1992,656.5195,-33.951,0.0,7.123,13.19,642.8815,174.511006,7.558263,0.020517,0.979227,9.057603,10.10391,4.169195,685.6395,672.0015,2.784676,,
03/31/1993,639.058517,-40.278,0.0,5.387,13.127,617.294517,180.071994,7.289862,0.021265,0.965944,8.066468,8.922504,3.820885,673.838986,652.074986,2.671438,,
06/30/1993,665.160002,-41.037998,0.0,6.73,13.05,643.902004,190.074002,6.865747,0.020267,0.968041,7.844237,8.617302,3.78112,697.865978,676.60798,2.783117,,
09/30/1993,888.341749,-70.396004,0.0,6.473,12.983,837.401745,199.002995,6.524022,0.015504,0.942657,9.499844,10.560321,4.66397,944.008848,893.068844,3.615974,,
