Date,Total Assets,"Cash, Cash Equivalents & STI",Cash & Cash Equivalents,ST Investments,Accounts & Notes Receiv,"Accounts Receivable, Net","Notes Receivable, Net",Inventories,Raw Materials,Work In Process,Finished Goods,Other Inventory,Other ST Assets,Derivative & Hedging Assets,Assets Held-for-Sale,Deferred Tax Assets,Misc ST Assets,Total Current Assets,"Property, Plant & Equip, Net","Property, Plant & Equip",Accumulated Depreciation,LT Investments & Receivables,Other LT Assets,Total Intangible Assets,Goodwill,Other Intangible Assets,Misc LT Assets,Total Noncurrent Assets,Liabilities & Shareholders' Equity,Payables & Accruals,Accounts Payable,Accrued Taxes,Interest & Dividends Payable,Other Payables & Accruals,ST Debt,ST Borrowings,ST Lease Liabilities,ST Finance Leases,ST Operating Leases,Current Portion of LT Debt,Other ST Liabilities,Deferred Revenue,Derivatives & Hedging,Deferred Tax Liabilities,Misc ST Liabilities,Total Current Liabilities,LT Debt,LT Borrowings,LT Lease Liabilities,LT Finance Leases,LT Operating Leases,Other LT Liabilities,Accrued Liabilities,Pension Liabilities,Misc LT Liabilities,Total Noncurrent Liabilities,Total Liabilities,Preferred Equity and Hybrid Capital,Share Capital & APIC,Common Stock,Additional Paid in Capital,Treasury Stock,Retained Earnings,Other Equity,Equity Before Minority Interest,Minority/Non Controlling Interest,Total Equity,Total Liabilities & Equity,Source: Bloomberg
12/31/2015,2263.0,199.7,199.7,0.0,303.4,303.4,0.0,204.1,58.9,30.0,115.2,0.0,27.9,0.0,,,25.1,735.1,224.8,616.5,-391.7,0.0,1303.1,1086.5,714.1,372.4,216.6,1527.9,,375.8,175.1,,,200.7,65.6,0.0,0.0,0.0,,65.6,5.7,0.0,0.0,,0.0,447.1,1457.5,1457.5,0.0,0.0,,328.7,0.0,,328.7,1786.2,2233.3,0.0,25.4,1.0,24.4,0.0,232.4,-232.2,25.6,4.1,29.7,2263.0,
03/31/2016,2270.0,125.5,125.5,0.0,325.8,325.8,0.0,216.5,57.1,27.4,132.0,0.0,42.6,,,,36.4,710.4,226.1,,,0.0,1333.5,1111.7,727.2,384.5,221.8,1559.6,,349.7,162.3,,,187.4,49.1,0.0,,,,49.1,7.3,,,,0.0,406.1,1446.9,1446.9,,,,339.3,,,339.3,1786.2,2192.3,0.0,2.1,1.0,1.1,0.0,277.3,-205.7,73.7,4.0,77.7,2270.0,
06/30/2016,2345.5,169.1,169.1,0.0,348.3,348.3,0.0,225.3,58.2,26.6,140.5,0.0,85.2,2.3,,,85.1,827.9,227.1,,,0.0,1290.5,1118.7,728.8,389.9,169.5,1517.6,,421.1,175.7,,,245.4,48.6,0.0,,,,48.6,0.0,,7.0,,0.0,469.7,1437.1,1437.1,,,,295.9,,,288.9,1733.0,2202.7,0.0,9.8,1.0,8.8,0.0,360.6,-231.2,139.2,3.6,142.8,2345.5,
09/30/2016,2306.6,214.5,214.5,0.0,277.1,277.1,0.0,228.3,59.4,25.8,143.1,0.0,82.4,,,,82.1,802.3,226.4,,,0.0,1277.9,1126.1,736.1,390.0,151.8,1504.3,,381.1,165.1,,,216.0,47.2,0.0,,,,47.2,4.0,,,,0.0,432.3,1426.4,1426.4,,,,292.4,,,292.4,1718.8,2151.1,0.0,17.9,1.0,16.9,0.0,350.7,-216.8,151.8,3.7,155.5,2306.6,
12/31/2016,2247.4,312.4,312.4,0.0,260.0,260.0,0.0,220.6,56.7,23.6,140.3,0.0,36.3,4.6,2.2,72.3,21.2,829.3,226.6,640.4,-413.8,0.0,1191.5,1074.2,716.8,357.4,40.4,1418.1,,378.4,179.9,0.0,0.0,198.5,48.2,0.0,0.0,0.0,,48.2,3.0,0.0,0.4,118.7,0.0,429.6,1415.6,1415.6,0.0,0.0,,285.8,0.0,134.5,32.2,1701.4,2131.0,0.0,1.0,1.0,0.0,0.0,376.6,-264.3,113.3,3.1,116.4,2247.4,
03/31/2017,2185.4,189.6,189.6,0.0,268.9,268.9,0.0,238.0,63.6,26.2,148.2,0.0,45.7,4.6,,,44.7,742.2,232.1,,,0.0,1211.1,1092.8,724.6,368.2,113.7,1443.2,,351.1,173.1,,,178.0,47.1,0.0,,,,47.1,0.3,,0.1,,0.0,398.5,1404.8,1404.8,,,,227.1,,,227.0,1631.9,2030.4,0.0,1.0,0.952602,0.047398,0.0,401.8,-251.4,151.4,3.6,155.0,2185.4,
06/30/2017,2334.6,245.5,245.5,0.0,310.9,310.9,0.0,247.8,70.3,28.4,149.1,0.0,35.0,3.4,,,34.8,839.2,241.3,,,0.0,1254.1,1132.5,745.7,386.8,118.2,1495.4,,389.1,194.6,,,194.5,46.9,0.0,,,,46.9,0.8,,,,0.0,436.8,1394.1,1394.1,,,,234.3,,,234.3,1628.4,2065.2,0.0,0.9,0.9,0.0,0.0,468.9,-204.5,265.3,4.1,269.4,2334.6,
09/30/2017,2447.3,334.9,334.9,0.0,302.8,302.8,0.0,257.1,71.3,30.5,155.3,0.0,29.8,3.7,,,29.4,924.6,246.1,,,0.0,1276.6,1149.1,755.9,393.2,123.8,1522.7,,395.8,177.7,,,218.1,35.0,0.0,,,,35.0,1.4,,,,0.0,432.2,1412.0,1412.0,,,,231.0,,,231.0,1643.0,2075.2,0.0,6.2,1.0,5.2,0.0,543.5,-182.5,367.2,4.9,372.1,2447.3,
12/31/2017,2542.0,466.2,466.2,0.0,296.6,296.6,0.0,239.8,66.6,29.8,143.4,0.0,30.1,5.3,0.9,35.4,16.8,1032.7,252.2,707.9,-455.7,0.0,1257.1,1155.5,761.2,394.3,60.9,1509.3,,406.9,188.3,0.0,0.0,218.6,35.0,0.0,0.0,0.0,,35.0,18.9,0.0,0.0,123.6,0.0,460.8,1442.3,1442.3,0.0,0.0,,233.4,0.0,85.9,23.9,1675.7,2136.5,0.0,10.1,1.0,9.1,0.0,544.4,-152.9,401.6,3.9,405.5,2542.0,
03/31/2018,2628.1,151.8,151.8,0.0,336.4,336.4,0.0,271.5,84.8,33.7,153.0,0.0,42.9,7.7,,,42.9,802.6,277.4,,,0.0,1548.1,1423.8,878.0,545.8,116.6,1825.5,,416.8,197.5,,,219.3,35.3,0.0,,,,35.3,0.0,,,,0.0,452.1,1474.1,1474.1,,,,240.8,,,240.8,1714.9,2167.0,0.0,0.9,0.9,0.0,0.0,581.9,-126.8,456.0,5.1,461.1,2628.1,
06/30/2018,2631.7,189.6,189.6,0.0,366.0,366.0,0.0,265.4,84.7,31.4,149.3,0.0,31.5,7.9,,,30.4,852.5,272.5,,,0.0,1506.7,1373.4,857.0,516.4,125.4,1779.2,,437.8,210.2,,,227.6,35.2,0.0,,,,35.2,0.1,,,,0.0,473.1,1425.9,1425.9,,,,224.0,,,224.0,1649.9,2123.0,0.0,6.1,0.9,5.2,0.0,675.8,-175.9,506.0,2.7,508.7,2631.7,
09/30/2018,2730.1,189.7,189.7,0.0,361.4,361.4,0.0,278.3,60.5,25.7,192.1,0.0,43.9,7.9,,,43.7,873.3,273.3,,,0.0,1583.5,1436.4,878.0,558.4,139.2,1856.8,,451.4,208.0,,,243.4,35.0,0.0,,,,35.0,0.5,,,,0.0,486.9,1417.7,1417.7,,,,226.5,,,226.5,1644.2,2131.1,0.0,13.2,1.0,12.2,0.0,771.9,-188.2,596.9,2.1,599.0,2730.1,
12/31/2018,2810.2,283.8,283.8,0.0,324.9,324.9,0.0,280.3,117.2,34.4,128.7,0.0,42.6,5.7,0.8,84.6,24.3,931.6,276.7,748.8,-472.1,0.0,1601.9,1430.1,883.0,547.1,81.5,1878.6,,465.2,235.0,0.0,0.0,230.2,35.3,0.0,,,,35.3,20.3,0.0,0.0,115.9,0.0,520.8,1409.5,1409.5,,,,225.9,0.0,81.2,28.8,1635.4,2156.2,0.0,0.9,0.9,0.0,0.0,873.6,-223.5,651.0,3.0,654.0,2810.2,
03/31/2019,2800.8,153.8,153.8,0.0,359.6,359.6,0.0,296.8,124.7,36.8,135.3,0.0,40.0,4.1,,,39.0,850.2,357.5,,,0.0,1593.1,1415.0,878.7,536.3,174.0,1950.6,,422.4,198.3,,,224.1,62.2,0.0,27.1,,27.1,35.1,0.8,,,,0.0,485.4,1456.6,1401.3,55.3,,55.3,221.4,,,221.4,1678.0,2163.4,0.0,0.9,0.9,0.0,0.0,871.6,-238.8,633.7,3.7,637.4,2800.8,
06/30/2019,2849.3,157.8,157.8,0.0,380.0,380.0,0.0,304.7,125.2,38.1,141.4,0.0,40.7,1.8,,,40.3,883.2,363.3,,,0.0,1602.8,1411.7,878.1,533.6,189.3,1966.1,,455.2,206.5,,,248.7,60.8,0.0,25.7,,25.7,35.1,1.1,,,,0.0,517.1,1449.0,1393.1,55.9,,55.9,219.6,,,219.6,1668.6,2185.7,0.0,0.9,0.9,0.0,0.0,892.7,-233.1,660.5,3.1,663.6,2849.3,
09/30/2019,2865.4,232.9,232.9,0.0,367.5,367.5,0.0,293.9,127.0,34.6,132.3,0.0,38.8,1.0,2.9,,35.6,933.1,362.3,,,0.0,1570.0,1372.1,860.4,511.7,196.9,1932.3,,464.4,208.8,,,255.6,25.5,0.0,25.4,,25.4,0.1,1.3,,,,0.0,491.2,1482.0,1427.0,55.0,,55.0,205.0,,,205.0,1687.0,2178.2,0.0,0.9,0.9,0.0,0.0,957.1,-273.0,685.0,2.2,687.2,2865.4,
12/31/2019,2967.2,355.3,355.3,0.0,329.8,329.8,0.0,269.9,116.8,33.1,120.0,0.0,46.8,0.0,0.0,112.5,31.5,1001.8,372.8,867.4,-494.6,0.0,1592.6,1384.2,873.3,510.9,95.9,1965.4,,466.8,221.0,0.0,0.0,245.8,25.9,0.0,25.8,,25.8,0.1,14.3,0.0,0.0,107.8,0.0,507.0,1483.2,1427.6,55.6,,55.6,216.6,0.0,87.7,21.1,1699.8,2206.8,0.0,0.9,0.9,0.0,0.0,975.1,-218.6,757.4,3.0,760.4,2967.2,
03/31/2020,2757.7,245.3,245.3,0.0,343.1,343.1,0.0,275.5,121.2,38.4,115.9,0.0,58.1,0.0,,,54.1,922.0,364.5,,,0.0,1471.2,1258.3,773.0,485.3,212.9,1835.7,,427.4,198.7,,,228.7,28.3,0.0,24.9,,24.9,3.4,1.0,,0.4,,0.0,456.7,1479.0,1428.0,51.0,,51.0,208.2,,,207.8,1687.2,2143.9,0.0,0.9,0.9,0.0,0.0,861.8,-251.4,611.3,2.5,613.8,2757.7,
06/30/2020,2833.9,302.4,302.4,0.0,329.2,329.2,0.0,293.6,133.6,40.6,119.4,0.0,51.9,0.0,,,50.7,977.1,365.6,,,0.0,1491.2,1266.6,777.7,488.9,224.6,1856.8,,436.7,195.5,,,241.2,25.5,0.0,24.7,,24.7,0.8,1.5,,0.5,,0.0,463.7,1477.4,1428.5,48.9,,48.9,212.8,,,212.3,1690.2,2153.9,0.0,2.5,0.9,1.6,0.0,906.0,-231.0,677.5,2.5,680.0,2833.9,
