Date,Total Assets,"Cash, Cash Equivalents & STI",Cash & Cash Equivalents,ST Investments,Accounts & Notes Receiv,"Accounts Receivable, Net","Notes Receivable, Net",Inventories,Raw Materials,Work In Process,Finished Goods,Other Inventory,Other ST Assets,Prepaid Expenses,Derivative & Hedging Assets,Misc ST Assets,Total Current Assets,"Property, Plant & Equip, Net","Property, Plant & Equip",Accumulated Depreciation,LT Investments & Receivables,LT Investments,LT Marketable Securities,LT Receivables,Other LT Assets,Total Intangible Assets,Goodwill,Other Intangible Assets,Investments in Affiliates,Misc LT Assets,Total Noncurrent Assets,Liabilities & Shareholders' Equity,Payables & Accruals,Accounts Payable,Accrued Taxes,Interest & Dividends Payable,Other Payables & Accruals,ST Debt,ST Borrowings,ST Lease Liabilities,ST Finance Leases,ST Operating Leases,Current Portion of LT Debt,Other ST Liabilities,Deferred Revenue,Derivatives & Hedging,Misc ST Liabilities,Total Current Liabilities,LT Debt,LT Borrowings,LT Lease Liabilities,LT Finance Leases,LT Operating Leases,Other LT Liabilities,Accrued Liabilities,Pension Liabilities,Pensions,Other Post-Ret Benefits,Deferred Tax Liabilities,Misc LT Liabilities,Total Noncurrent Liabilities,Total Liabilities,Preferred Equity and Hybrid Capital,Share Capital & APIC,Common Stock,Additional Paid in Capital,Treasury Stock,Retained Earnings,Other Equity,Equity Before Minority Interest,Minority/Non Controlling Interest,Total Equity,Total Liabilities & Equity,Source: Bloomberg
09/30/2008,2948.401,205.916,205.916,0.0,358.621,358.621,,0.0,,,,,306.565,,,,871.102,914.379,1320.479,-406.1,1.44,,,,1161.48,957.492,451.248,506.244,21.347,182.641,2077.299,,93.966,93.966,,,,59.948,,,,,,819.021,,,819.021,972.935,739.386,,,,,144.094,,,,,,144.094,883.48,1856.415,40.0,973.676,,,-2.9,-25.18,38.567,1024.163,67.823,1091.986,2948.401,
12/31/2008,2476.723,199.66,199.66,0.0,217.286,217.286,,0.0,0.0,0.0,0.0,0.0,222.872,,,,639.818,887.735,1292.239,-404.504,0.672,,0.0,,948.498,719.765,205.296,514.469,18.519,210.214,1836.905,,53.563,53.563,,,,48.637,48.637,0.0,0.0,,,669.037,,,669.037,771.237,775.483,775.483,0.0,0.0,,146.36,,,,,,146.36,921.843,1693.08,40.0,1064.349,,,-7.861,-373.606,-5.029,717.853,65.79,783.643,2476.723,
03/31/2009,2785.766,357.104,357.104,0.0,214.449,214.449,0.0,0.0,0.0,0.0,0.0,0.0,416.632,381.853,,33.795,988.185,863.91,1285.133,-421.223,0.816,,,0.816,932.855,693.952,191.856,502.096,17.378,221.525,1797.581,,414.408,,,,414.408,48.15,0.0,,,,48.15,752.193,,11.696,55.953,1214.751,752.111,752.111,,,,135.689,,,,,,123.993,887.8,2102.551,,1085.863,0.858,1085.005,-9.514,-476.313,-18.486,581.55,101.665,683.215,2785.766,
06/30/2009,3136.584,469.83,469.83,0.0,250.545,250.545,0.0,0.0,0.0,0.0,0.0,0.0,578.468,524.526,,53.942,1298.843,883.114,1332.469,-449.355,0.427,,,0.427,954.2,705.804,202.302,503.502,17.287,231.109,1837.741,,573.609,,,,573.609,52.467,0.0,,,,52.467,948.494,,11.083,49.162,1574.57,738.996,738.996,,,,141.027,,,,,,129.944,880.023,2454.593,40.0,1088.971,0.859,1088.112,-9.514,-503.511,-1.245,614.701,67.29,681.991,3136.584,
09/30/2009,2696.861,258.089,258.089,0.0,324.835,324.835,0.0,0.0,0.0,0.0,0.0,0.0,371.39,330.985,0.194,37.518,954.314,852.478,1310.163,-457.685,0.255,,,0.255,889.814,697.538,209.098,488.44,18.193,173.889,1742.547,,628.911,,,,628.911,50.106,0.0,,,,50.106,299.375,,7.429,19.069,978.392,804.477,804.477,,,,140.219,,,,,,132.79,944.696,1923.088,,1091.812,0.859,1090.953,-9.514,-434.264,8.634,656.668,117.105,773.773,2696.861,
12/31/2009,2341.759,236.955,236.955,0.0,176.179,176.179,0.0,0.0,0.0,0.0,0.0,0.0,304.732,277.599,0.378,26.925,717.866,749.984,1181.987,-432.003,0.206,,,0.206,873.703,675.561,204.672,470.889,2.077,195.687,1623.893,,458.826,50.844,0.0,0.0,407.982,41.032,0.0,0.0,0.0,,41.032,303.22,0.0,6.603,15.429,752.234,699.037,699.037,0.0,0.0,,125.047,0.0,0.0,0.0,0.0,,118.444,824.084,1576.318,40.0,1091.432,0.86,1090.572,-9.529,-433.785,4.199,692.317,73.124,765.441,2341.759,
03/31/2010,5137.438,825.197,825.197,0.0,263.952,263.952,0.0,0.0,0.0,0.0,0.0,0.0,519.952,468.557,0.805,51.167,1609.101,785.092,1244.339,-459.247,0.0,,,,2743.245,2503.894,1169.785,1334.109,27.446,211.1,3528.337,,878.239,,,,878.239,39.203,0.0,,,,39.203,648.571,,6.467,47.714,1566.013,1487.575,1487.575,,,,390.253,,,,,224.797,158.989,1877.828,3443.841,40.0,2029.879,1.717,2028.162,-9.962,-545.738,-40.037,1474.142,219.455,1693.597,5137.438,
06/30/2010,5509.899,999.928,999.928,0.0,365.034,365.034,0.0,0.0,0.0,0.0,0.0,0.0,612.39,549.508,0.212,59.67,1977.352,764.997,1239.186,-474.189,0.0,,,,2767.55,2513.69,1164.555,1349.135,29.027,224.621,3532.547,,941.472,,,,941.472,46.522,0.0,,,,46.522,824.327,,1.931,80.576,1812.321,1692.128,1692.128,,,,396.438,,,,,200.806,193.701,2088.566,3900.887,0.0,2039.375,1.722,2037.653,-9.629,-580.356,-60.878,1388.512,220.5,1609.012,5509.899,
09/30/2010,5392.549,855.616,855.616,0.0,470.503,470.503,0.0,0.0,0.0,0.0,0.0,0.0,480.03,433.434,0.092,46.242,1806.149,769.127,1272.517,-503.39,0.0,,,,2817.273,2580.951,1232.693,1348.258,27.719,208.511,3586.4,,1087.313,,,,1087.313,65.324,0.0,,,,65.324,378.832,,1.897,48.844,1531.469,1671.789,1671.789,,,,426.294,,,,,227.337,197.06,2098.083,3629.552,,2045.833,1.723,2044.11,-9.592,-522.881,-3.211,1510.149,252.848,1762.997,5392.549,
12/31/2010,5195.56,892.758,892.758,0.0,329.947,329.947,0.0,0.0,0.0,0.0,0.0,0.0,380.792,348.309,0.167,32.286,1603.497,737.064,1261.454,-524.39,0.0,,,,2854.999,2598.898,1226.416,1372.482,30.077,225.857,3592.063,,1038.041,,,,1038.041,54.15,0.0,0.0,0.0,,54.15,382.03,0.0,2.119,43.531,1474.221,1677.714,1677.714,0.0,0.0,,434.416,0.0,0.0,0.0,0.0,219.143,213.154,2112.13,3586.351,0.0,2054.957,1.724,2053.233,-6.122,-662.175,-22.244,1364.416,244.793,1609.209,5195.56,
03/31/2011,5475.252,987.186,987.186,0.0,385.988,385.988,0.0,0.0,0.0,0.0,0.0,0.0,474.42,432.645,0.123,41.148,1847.594,735.181,1292.047,-556.866,0.0,,,,2892.477,2609.764,1244.912,1364.852,36.097,246.493,3627.658,,1087.421,,,,1087.421,56.007,0.0,,,,56.007,682.449,,1.809,32.631,1825.877,1676.215,1676.215,,,,349.861,,,,,187.193,160.859,2026.076,3851.953,0.0,2145.83,1.801,2144.029,-3.626,-710.635,23.203,1454.772,168.527,1623.299,5475.252,
06/30/2011,5652.228,1003.96,1003.96,0.0,487.843,487.843,0.0,0.0,0.0,0.0,0.0,0.0,543.688,494.099,,49.589,2035.491,734.879,1315.78,-580.901,0.0,,,,2881.858,2586.388,1260.759,1325.629,45.769,249.701,3616.737,,1206.168,,,,1206.168,57.648,0.0,,,,57.648,673.803,,,32.481,1937.619,1675.294,1675.294,,,,350.203,,,,,187.402,162.801,2025.497,3963.116,0.0,2226.728,1.867,2224.861,-5.381,-697.378,32.24,1556.209,132.903,1689.112,5652.228,
09/30/2011,5168.701,782.573,782.573,0.0,489.236,489.236,0.0,0.0,0.0,0.0,0.0,0.0,364.992,324.256,,40.736,1636.801,715.756,1319.794,-604.038,0.0,,,,2816.144,2522.097,1247.752,1274.345,51.187,242.86,3531.9,,1083.544,,,,1083.544,56.563,0.0,,,,56.563,297.957,,,24.007,1438.064,1667.939,1667.939,,,,339.921,,,,,177.419,162.502,2007.86,3445.924,0.0,2235.346,1.867,2233.479,-5.313,-645.666,-5.072,1579.295,143.482,1722.777,5168.701,
12/31/2011,5077.344,844.253,844.253,0.0,389.346,389.346,0.0,0.0,0.0,0.0,0.0,0.0,343.191,316.491,0.0,26.7,1576.79,720.136,1346.189,-626.053,0.0,,,,2780.418,2508.516,1257.644,1250.872,55.796,216.106,3500.554,,1141.149,,,,1141.149,52.632,0.0,,,,52.632,298.772,0.0,0.0,25.236,1492.553,1667.429,1652.629,14.8,14.8,,292.191,0.0,0.0,0.0,0.0,186.298,105.893,1959.62,3452.173,0.0,2245.455,1.868,2243.587,-2.787,-745.191,-36.374,1461.103,164.068,1625.171,5077.344,
03/31/2012,5549.739,1071.412,1071.412,0.0,421.919,421.919,0.0,0.0,0.0,0.0,0.0,0.0,539.478,504.463,,35.015,2032.809,714.875,1370.607,-655.732,0.0,,,,2802.055,2501.344,1277.732,1223.612,60.118,240.593,3516.93,,1228.01,,,,1228.01,51.218,0.0,,,,51.218,733.525,,,19.536,2012.753,1662.167,1662.167,,,,290.501,,,,,177.433,113.068,1952.668,3965.421,0.0,2249.999,1.869,2248.13,-0.475,-814.341,-11.056,1424.127,160.191,1584.318,5549.739,
06/30/2012,5748.425,1005.039,1005.039,0.0,492.484,492.484,0.0,0.0,0.0,0.0,0.0,0.0,678.34,625.372,,52.968,2175.863,712.82,1383.508,-670.688,0.0,,,,2859.742,2549.429,1313.8,1235.629,63.482,246.831,3572.562,,1264.978,,,,1264.978,57.703,0.0,,,,57.703,847.955,,,17.679,2170.636,1682.356,1682.356,,,,298.253,,,,,192.028,106.225,1980.609,4151.245,0.0,2258.099,1.871,2256.228,-0.25,-806.649,-45.327,1405.873,191.307,1597.18,5748.425,
09/30/2012,5432.248,783.671,783.671,0.0,583.322,583.322,0.0,0.0,0.0,0.0,0.0,0.0,475.375,444.451,,30.924,1842.368,717.905,1414.625,-696.72,0.0,,,,2871.975,2550.575,1338.599,1211.976,57.725,263.675,3589.88,,1334.718,,,,1334.718,60.07,0.0,,,,60.07,343.192,,,16.462,1737.98,1685.968,1685.968,,,,296.943,,,,,190.681,106.262,1982.911,3720.891,0.0,2266.893,1.873,2265.02,-0.214,-748.701,-16.436,1501.542,209.815,1711.357,5432.248,
12/31/2012,5290.806,1001.055,1001.055,0.0,415.79,415.79,0.0,0.0,0.0,0.0,0.0,0.0,395.967,359.936,0.0,36.031,1812.812,721.786,1448.659,-726.873,0.0,,,,2756.208,2459.753,1357.827,1101.926,46.16,250.295,3477.994,,1948.065,660.671,0.0,0.0,1287.394,62.05,0.0,,,,62.05,418.728,0.0,0.0,16.726,1768.172,1690.355,1677.955,12.4,12.4,,281.605,0.0,0.0,0.0,0.0,199.596,82.009,1971.96,3740.132,0.0,2274.759,1.877,2272.882,0.0,-908.418,-10.923,1355.418,195.256,1550.674,5290.806,
03/31/2013,5688.283,1246.415,1246.415,0.0,486.173,486.173,0.0,0.0,0.0,0.0,0.0,0.0,587.181,537.246,,49.935,2319.769,701.313,1428.806,-727.493,0.0,,,,2667.201,2387.3,1328.348,1058.952,47.73,232.171,3368.514,,1285.519,,,,1285.519,61.368,0.0,,,,61.368,906.274,,,15.519,2253.161,1671.202,1671.202,,,,289.841,,,,,196.845,92.996,1961.043,4214.204,0.0,2299.298,1.915,2297.383,0.0,-971.657,-45.102,1282.539,191.54,1474.079,5688.283,
06/30/2013,6082.811,1385.26,1385.26,0.0,634.509,634.509,0.0,0.0,0.0,0.0,0.0,0.0,667.588,607.376,,60.212,2687.357,692.695,1422.709,-730.014,0.0,,,,2702.759,2413.42,1369.062,1044.358,52.438,236.901,3395.454,,1421.482,,,,1421.482,61.658,0.0,,,,61.658,1033.409,,,15.274,2516.549,1662.035,1662.035,,,,280.23,,,,,192.821,87.409,1942.265,4458.814,0.0,2357.757,1.959,2355.798,0.0,-913.527,-51.959,1392.271,231.726,1623.997,6082.811,
09/30/2013,5775.56,1302.578,1302.578,0.0,578.426,578.426,0.0,0.0,0.0,0.0,0.0,0.0,483.546,435.769,,47.777,2364.55,697.003,1464.082,-767.079,0.0,,,,2714.007,2418.321,1397.471,1020.85,40.128,255.558,3411.01,,1557.949,,,,1557.949,263.689,0.0,,,,263.689,412.113,,,16.35,2233.751,1540.763,1540.763,,,,281.784,,,,,189.496,92.288,1822.547,4056.298,0.0,2377.586,1.973,2375.613,-6.865,-869.753,-11.261,1489.707,229.555,1719.262,5775.56,
12/31/2013,5683.521,1299.184,1299.184,0.0,439.151,439.151,0.0,0.0,0.0,0.0,0.0,0.0,421.769,378.342,0.0,43.427,2160.104,706.8,1502.526,-795.726,0.0,,,,2816.617,2520.283,1466.983,1053.3,,296.334,3523.417,,1436.372,,,,1436.372,278.403,0.0,,,,278.403,540.743,0.0,0.0,54.31,2255.518,1530.484,1530.484,,,,246.672,0.0,0.0,0.0,0.0,161.637,85.035,1777.156,4032.674,0.0,2370.259,1.978,2368.281,-6.865,-951.796,-2.37,1409.228,241.619,1650.847,5683.521,
03/31/2014,6260.175,1629.142,1629.142,0.0,509.119,509.119,0.0,0.0,0.0,0.0,0.0,0.0,573.496,514.111,,59.385,2711.757,697.978,1497.181,-799.203,0.0,,,,2850.44,2533.916,1493.536,1040.38,,316.524,3548.418,,1480.206,,,,1480.206,284.059,0.0,,,,284.059,1072.152,,,51.377,2836.417,1523.657,1523.657,,,,265.664,,,,,161.437,104.227,1789.321,4625.738,0.0,2378.343,1.989,2376.354,-6.865,-984.244,7.493,1394.727,239.71,1634.437,6260.175,
06/30/2014,6872.12,2041.686,2041.686,0.0,563.394,563.394,0.0,0.0,0.0,0.0,0.0,0.0,706.266,647.087,,59.179,3311.346,709.342,1541.02,-831.678,0.0,,,,2851.432,2526.587,1502.707,1023.88,,324.845,3560.774,,1560.242,,,,1560.242,269.628,0.0,,,,269.628,1042.948,,,41.851,2872.818,2038.845,2038.845,,,,272.852,,,,,167.179,105.673,2311.697,5184.515,0.0,2413.131,1.993,2411.138,-6.865,-961.31,16.828,1461.784,225.821,1687.605,6872.12,
09/30/2014,6047.731,1358.3,1358.3,0.0,607.15,607.15,0.0,0.0,0.0,0.0,0.0,0.0,532.485,484.603,,47.882,2497.935,695.941,1530.391,-834.45,0.0,,,,2853.855,2473.988,1484.677,989.311,,379.867,3549.796,,1506.718,742.918,,,763.8,47.947,0.0,,,,47.947,437.268,,,37.734,1991.933,2027.209,2027.209,,,,272.908,,,,,165.224,107.684,2300.117,4292.05,0.0,2405.314,1.998,2403.316,-6.865,-856.147,-37.577,1504.725,250.956,1755.681,6047.731,
12/31/2014,5968.361,1382.029,1382.029,0.0,419.301,419.301,0.0,0.0,0.0,0.0,0.0,0.0,466.361,440.272,,26.089,2267.691,695.337,1550.776,-855.439,0.0,,,,3025.333,2531.23,1479.037,1052.193,,494.103,3720.67,,1408.139,,0.0,0.0,1408.139,47.485,0.0,,,,47.485,555.157,0.0,,12.035,2010.781,2015.915,2006.915,9.0,9.0,,308.963,0.0,0.0,0.0,0.0,196.759,112.204,2324.878,4335.659,0.0,2416.432,2.004,2414.428,-6.865,-1042.603,-70.01,1296.954,355.748,1652.702,5988.361,
03/31/2015,6338.401,1606.658,1606.658,0.0,434.543,434.543,0.0,0.0,0.0,0.0,0.0,0.0,611.912,573.843,,38.069,2653.113,675.792,1546.259,-870.467,0.0,,,,3009.496,2455.94,1421.618,1034.322,,553.556,3685.288,,1338.773,,,,1338.773,64.104,0.0,,,,64.104,1104.104,,,22.221,2506.981,1968.771,1968.771,,,,307.281,,,,,195.387,111.894,2276.052,4783.033,0.0,2418.173,2.009,2416.164,-6.865,-1100.882,-114.478,1195.948,359.42,1555.368,6338.401,
06/30/2015,6713.516,1525.819,1525.819,0.0,524.227,524.227,0.0,0.0,0.0,0.0,0.0,0.0,702.702,655.805,,46.897,2752.748,701.763,1609.705,-907.942,0.0,,,,3259.005,2773.731,1619.123,1154.608,,485.274,3960.768,,1444.297,,,,1444.297,57.289,0.0,,,,57.289,1225.694,,,24.248,2727.28,1973.173,1973.173,,,,322.953,,,,,194.607,128.346,2296.126,5023.406,0.0,2432.018,2.016,2430.002,-6.865,-1085.826,-87.931,1251.396,438.714,1690.11,6713.516,
09/30/2015,6265.354,1061.383,1061.383,0.0,631.344,631.344,0.0,0.0,0.0,0.0,0.0,0.0,603.868,555.391,,48.477,2296.595,719.523,1604.708,-885.185,0.0,,,,3249.236,2771.404,1629.51,1141.894,,477.832,3968.759,,1534.793,,,,1534.793,42.131,0.0,,,,42.131,554.84,,,33.192,2131.764,1993.963,1993.963,,,,344.73,,,,,208.758,135.972,2338.693,4470.457,0.0,2429.314,2.019,2427.295,-6.865,-996.777,-94.234,1331.438,463.459,1794.897,6265.354,
12/31/2015,6156.241,1303.125,1303.125,0.0,452.6,452.6,0.0,0.0,0.0,0.0,0.0,0.0,532.59,496.226,0.0,36.364,2288.315,731.282,1626.22,-894.938,0.0,,,,3136.644,2751.395,1604.315,1147.08,,385.249,3867.926,,1408.212,,0.0,0.0,1408.212,42.352,0.0,,,,42.352,650.642,0.0,0.0,32.002,2101.206,2002.662,2002.662,,,,341.739,0.0,0.0,0.0,0.0,199.472,142.267,2344.401,4445.607,0.0,2430.586,2.02,2428.566,-6.865,-1075.111,-111.657,1236.953,473.681,1710.634,6156.241,
03/31/2016,6927.174,1699.281,1699.281,0.0,480.681,480.681,0.0,0.0,0.0,0.0,0.0,0.0,786.292,747.661,,38.631,2966.254,722.79,1650.212,-927.422,0.0,,,,3238.13,2774.072,1619.552,1154.52,,464.058,3960.92,,1499.064,,,,1499.064,43.99,0.0,,,,43.99,1383.183,,,29.082,2926.237,1992.851,1992.851,,,,339.34,,,,,204.032,135.308,2332.191,5258.428,0.0,2425.077,2.023,2423.054,-6.865,-1120.919,-112.905,1184.388,484.358,1668.746,6927.174,
06/30/2016,7043.426,1512.099,1512.099,0.0,634.562,634.562,0.0,0.0,0.0,0.0,0.0,0.0,823.291,779.743,,43.548,2969.952,712.812,1662.253,-949.441,0.0,,,,3360.662,2850.095,1670.676,1179.419,,510.567,4073.474,,1591.91,,,,1591.91,44.918,0.0,,,,44.918,1386.606,,,38.653,3023.434,1985.19,1985.19,,,,326.504,,,,,198.617,127.887,2311.694,5335.128,0.0,2414.952,2.024,2412.928,-6.865,-1083.176,-136.404,1188.507,519.791,1708.298,7043.426,
09/30/2016,6417.029,1039.706,1039.706,0.0,785.418,785.418,0.0,0.0,0.0,0.0,0.0,0.0,582.081,533.283,,48.798,2407.205,720.59,1694.877,-974.287,0.0,,,,3289.234,2799.745,1671.629,1128.116,,489.489,4009.824,,1681.312,,,,1681.312,46.693,0.0,,,,46.693,552.992,,,34.314,2280.997,1984.511,1984.511,,,,323.7,,,,,198.66,125.04,2308.211,4589.208,0.0,2403.996,2.027,2401.969,-6.865,-972.1,-144.273,1280.758,547.063,1827.821,6417.029,
12/31/2016,6764.266,1526.591,1526.591,0.0,568.936,568.936,0.0,0.0,0.0,0.0,0.0,0.0,578.024,528.25,0.0,49.774,2673.551,751.536,1745.311,-993.775,0.0,,,,3339.179,2927.885,1747.088,1180.797,,411.294,4090.715,,1562.999,,0.0,0.0,1562.999,53.317,0.0,,,,53.317,844.028,0.0,0.0,39.055,2460.344,2259.736,2259.736,,,,347.602,0.0,0.0,0.0,0.0,197.811,149.791,2607.338,5067.682,0.0,2383.045,2.034,2381.011,-6.865,-1073.457,-176.707,1126.016,570.568,1696.584,6764.266,
03/31/2017,7823.517,2227.555,2227.555,0.0,584.638,584.638,0.0,0.0,0.0,0.0,0.0,0.0,789.256,739.793,,49.463,3601.449,782.166,1801.614,-1019.448,0.0,,,,3439.902,2913.638,1724.113,1189.525,,526.264,4222.068,,1632.232,,,,1632.232,59.943,0.0,,,,59.943,1847.156,,,51.141,3539.331,2258.82,2258.82,,,,346.483,,,,,203.206,143.277,2605.303,6144.634,0.0,2395.289,2.047,2393.242,-6.865,-1106.45,-165.231,1116.743,562.14,1678.883,7823.517,
06/30/2017,8251.426,2216.812,2216.812,0.0,865.107,865.107,0.0,0.0,0.0,0.0,0.0,0.0,902.359,850.34,,52.019,3984.278,817.373,1873.443,-1056.07,0.0,,,,3449.775,2921.984,1754.974,1167.01,,527.791,4267.148,,1982.807,,,,1982.807,66.43,0.0,,,,66.43,1787.42,,,49.929,3836.657,2249.157,2249.157,,,,361.558,,,,,205.77,155.788,2610.715,6447.372,0.0,2394.61,2.054,2392.556,-6.865,-1024.972,-136.134,1226.639,577.415,1804.054,8251.426,
09/30/2017,7810.524,1801.013,1801.013,0.0,991.215,991.215,0.0,0.0,0.0,0.0,0.0,0.0,771.401,714.176,,57.225,3563.629,844.814,1937.824,-1093.01,0.0,,,,3402.081,2890.424,1764.512,1125.912,,511.657,4246.895,,2181.08,,,,2181.08,71.674,0.0,,,,71.674,960.123,,,51.086,3212.877,2240.461,2240.461,,,,372.367,,,,,202.049,170.318,2612.828,5825.705,0.0,2392.284,2.06,2390.224,-6.865,-888.579,-117.866,1378.974,605.845,1984.819,7810.524,
12/31/2017,7504.263,1825.322,1825.322,0.0,725.304,725.304,0.0,0.0,0.0,0.0,0.0,0.0,602.116,546.713,0.0,55.403,3152.742,885.936,2013.729,-1127.793,0.0,,,,3465.585,2852.877,1754.589,1098.288,,612.708,4351.521,,2143.549,948.637,,,1194.912,347.593,0.0,,,,347.593,1085.858,0.0,0.0,160.638,3577.0,1966.566,1952.366,14.2,14.2,,297.826,0.0,0.0,0.0,0.0,137.635,160.191,2264.392,5841.392,0.0,2376.075,2.069,2374.006,-6.865,-1079.472,-108.542,1181.196,481.675,1662.871,7504.263,
