Date,Total Assets,"Cash, Cash Equivalents & STI",Cash & Cash Equivalents,ST Investments,Accounts & Notes Receiv,"Accounts Receivable, Net","Notes Receivable, Net",Inventories,Raw Materials,Work In Process,Finished Goods,Other Inventory,Other ST Assets,Derivative & Hedging Assets,Assets Held-for-Sale,Misc ST Assets,Total Current Assets,"Property, Plant & Equip, Net","Property, Plant & Equip",Accumulated Depreciation,LT Investments & Receivables,LT Investments,Other LT Assets,Total Intangible Assets,Goodwill,Other Intangible Assets,Deferred Tax Assets,Prepaid Pension Costs,Misc LT Assets,Total Noncurrent Assets,Liabilities & Shareholders' Equity,Payables & Accruals,Accounts Payable,Accrued Taxes,Interest & Dividends Payable,Other Payables & Accruals,ST Debt,ST Borrowings,ST Lease Liabilities,ST Finance Leases,ST Operating Leases,Current Portion of LT Debt,Other ST Liabilities,Deferred Revenue,Derivatives & Hedging,Misc ST Liabilities,Total Current Liabilities,LT Debt,LT Borrowings,LT Lease Liabilities,LT Finance Leases,LT Operating Leases,Other LT Liabilities,Accrued Liabilities,Pension Liabilities,Deferred Tax Liabilities,Misc LT Liabilities,Total Noncurrent Liabilities,Total Liabilities,Preferred Equity and Hybrid Capital,Share Capital & APIC,Common Stock,Additional Paid in Capital,Treasury Stock,Retained Earnings,Other Equity,Equity Before Minority Interest,Minority/Non Controlling Interest,Total Equity,Total Liabilities & Equity,Source: Bloomberg
03/31/1990,1769.453979,1.862,1.862,0.0,391.299988,,,352.808014,,,,,30.534,,,,776.504028,763.588013,1306.280029,-542.692017,45.286999,,184.074997,,,,,,184.074997,992.950008,,407.5,407.5,,,,260.661011,,,,,,22.700989,,,22.700989,690.862,115.578003,,,,,132.195007,,,,132.195007,247.77301,938.63501,0.0,144.147003,,,0.0,,685.763,829.910004,0.909,830.819004,1769.454013,
06/30/1990,1822.154053,1.915,1.915,0.0,470.06601,,,315.730011,,,,,28.981001,,,,816.692017,780.702026,1346.53894,-565.836975,41.556999,,183.203003,,,,,,183.203003,1005.462029,,428.419006,428.419006,,,,250.485001,,,,,,29.768967,,,29.768967,708.672974,106.605003,,,,,133.235001,,,,133.235001,239.840004,948.512978,0.0,144.464996,,,0.0,,728.007996,872.472992,1.168,873.640992,1822.15397,
09/30/1990,2832.920898,40.320999,40.320999,0.0,678.372986,,,432.40799,,,,,30.591,,,,1181.692993,1229.137939,2270.871094,-1041.733032,56.363998,,365.726013,,,,,,365.726013,1651.227951,,586.994019,586.994019,,,,191.138,,,,,,36.188965,,,36.188965,814.320984,598.083984,,,,,499.114014,,,,499.114014,1097.197998,1911.518982,0.0,144.352005,,,0.0,,775.838989,920.190994,1.211,921.401994,2832.920976,
12/31/1990,2596.458008,21.783001,21.783001,0.0,478.381989,,,466.299011,,,,,16.334,,,,982.797974,1184.590942,1803.512939,-618.921997,55.841999,,373.22699,,,,,,373.22699,1613.659931,,355.843994,355.843994,,,,150.365005,,,,,,230.032029,,,230.032029,736.241028,484.296997,,,,,423.872986,,,,423.872986,908.169983,1644.411011,0.0,144.25,,,,,806.580994,950.830994,1.216,952.046994,2596.458005,
03/31/1991,2775.393066,23.837,23.837,0.0,594.95697,,,527.416016,,,,,30.132,,,,1176.342041,1163.572021,,,50.855,,384.623993,,,,,,384.623993,1599.051014,,622.781006,622.781006,,,,238.569,,,,,,15.535004,,,15.535004,876.88501,543.398987,,,,,407.970001,,,,407.970001,951.368988,1828.253998,0.0,945.91803,,,0.0,,0.0,945.91803,1.221,947.13903,2775.393028,
06/30/1991,3058.908936,7.542,7.542,0.0,707.221985,,,564.031006,,,,,35.980999,,,,1314.776001,1202.232056,,,38.014,,503.886993,,,,,,503.886993,1744.133049,,669.465027,669.465027,,,,283.878998,,,,,,27.184967,,,27.184967,980.528992,646.130981,,,,,447.444,,,,447.444,1093.574982,2074.103973,0.0,972.461975,,,0.0,,0.0,972.461975,12.343,984.804976,3058.908949,
09/30/1991,2906.300049,17.200001,17.200001,0.0,648.400024,,,470.600006,,,,,23.0,,,,1159.199951,1209.800049,,,42.599998,,494.700012,,,,,,494.700012,1747.10006,,491.399994,491.399994,,,,344.100006,,,,,,41.599976,,,41.599976,877.099976,546.5,,,,,432.200012,,,,432.200012,978.700012,1855.799988,0.0,1037.400024,,,0.0,,0.0,1037.400024,13.1,1050.500025,2906.300013,
12/31/1991,2982.5,20.200001,20.200001,0.0,460.899994,,,489.0,,,,,178.800003,,,,1148.900024,1229.300049,1897.800049,-668.5,75.599998,,528.700012,,,,,,528.700012,1833.600059,,285.200012,285.200012,,,,194.899994,,,,,,281.300018,,,281.300018,761.400024,585.0,,,,,537.5,,,,537.5,1122.5,1883.900024,0.0,331.899994,,,-52.299999,,804.799999,1084.399994,14.2,1098.599994,2982.500018,
03/31/1992,3037.399902,15.0,15.0,0.0,676.200012,,,508.0,,,,,29.200001,,,,1228.400024,1205.599976,,,83.199997,,520.200012,,,,,,520.200012,1808.999985,,466.100006,466.100006,,,,390.0,,,,,,37.199982,,,37.199982,893.299988,493.899994,,,,,550.299988,,,,550.299988,1044.199982,1937.499969,0.0,1086.900024,,,0.0,,0.0,1086.900024,13.0,1099.900024,3037.399994,
06/30/1992,3184.5,24.799999,24.799999,0.0,775.799988,,,526.900024,,,,,37.799999,,,,1365.300049,1221.400024,,,73.199997,,524.599976,,,,,,524.599976,1819.199997,,533.5,533.5,,,,480.600006,,,,,,59.200043,,,59.200043,1073.300049,393.399994,,,,,543.900024,,,,543.900024,937.300018,2010.600067,0.0,1153.0,,,0.0,,0.0,1153.0,20.9,1173.9,3184.500067,
09/30/1992,3151.899902,38.5,38.5,0.0,788.400024,,,493.399994,,,,,36.0,,,,1356.300049,1203.199951,,,80.099998,,512.299988,,,,,,512.299988,1795.599937,,465.899994,465.899994,,,,486.299988,,,,,,64.899994,,,64.899994,1017.099976,386.600006,,,,,571.5,,,,571.5,958.100006,1975.199982,0.0,1155.699951,,,0.0,,0.0,1155.699951,21.0,1176.699951,3151.899933,
12/31/1992,3825.100098,26.9,26.9,0.0,526.400024,,,659.900024,,,,,88.699997,,,,1301.900024,1373.300049,2115.899902,-742.599976,119.699997,,1030.199951,,,,,,1030.199951,2523.199997,,446.700012,446.700012,,,,380.100006,,,,,,308.600006,,,308.600006,1135.400024,939.900024,,,,,560.599976,,,,560.599976,1500.5,2635.900024,0.0,687.5,,,-160.899994,,617.0,1143.600006,45.599998,1189.200004,3825.100028,
03/31/1993,3909.100098,33.700001,33.700001,0.0,601.5,,,631.200012,,,,,49.299999,,,,1315.699951,1428.599976,,,140.399994,,1024.400024,,,,,,1024.400024,2593.399994,,558.799988,558.799988,,,,711.200012,,,,,,38.800049,,,38.800049,1308.800049,852.200012,,,,,678.5,,,,678.5,1530.700012,2839.500061,0.0,1020.200012,,,0.0,,0.0,1020.200012,49.400002,1069.600014,3909.100075,
06/30/1993,4333.700195,71.800003,71.800003,0.0,747.299988,,,623.799988,,,,,59.400002,,,,1502.300049,1560.699951,,,91.0,,1179.699951,,,,,,1179.699951,2831.399902,,734.400024,734.400024,,,,716.200012,,,,,,38.200012,,,38.200012,1488.800049,1380.599976,,,,,201.5,,,,201.5,1582.099976,3070.900024,0.0,,,,,,1210.300049,1210.300049,52.5,1262.800049,4333.700073,
09/30/1993,4244.200195,51.200001,51.200001,0.0,682.200012,,,589.599976,,,,,56.700001,,,,1379.699951,1574.199951,,,114.900002,,1175.400024,,,,,,1175.400024,2864.499977,,684.599976,684.599976,,,,590.0,,,,,,55.400024,,,55.400024,1330.0,886.599976,,,,,709.200012,,,,709.200012,1595.799988,2925.799988,0.0,,,,,,1271.5,1271.5,46.900002,1318.400002,4244.199989,
12/31/1993,4216.899902,54.200001,54.200001,0.0,532.900024,,,699.700012,,,,,37.700001,,,,1324.5,1593.5,2482.600098,-889.099976,110.5,,1188.400024,,,,,,1188.400024,2892.400024,,492.899994,492.899994,,,,474.799988,,,,,,312.999969,,,312.999969,1280.699951,891.5,,,,,739.200012,,,,739.200012,1630.700012,2911.399963,0.0,759.900024,,,-148.399994,,640.299988,1251.800018,53.700001,1305.500019,4216.899982,
03/31/1994,4333.700195,48.599998,48.599998,0.0,591.099976,,,712.599976,,,,,53.200001,,,,1405.5,1626.199951,,,71.199997,,1230.800049,,,,,,1230.800049,2928.199997,,607.700012,607.700012,,,,786.299988,,,,,,25.5,,,25.5,1419.5,803.5,,,,,772.700012,,,,772.700012,1576.200012,2995.700012,0.0,,,,0.0,,1281.599976,1281.599976,56.400002,1337.999977,4333.699989,
06/30/1994,4642.299805,43.200001,43.200001,0.0,703.099976,,,732.0,,,,,66.199997,,,,1544.5,1742.300049,,,124.900002,,1230.599976,,,,,,1230.599976,3097.800026,,692.0,692.0,,,,822.0,,,,,,22.199951,,,22.199951,1536.199951,940.0,,,,,744.299988,,,,744.299988,1684.299988,3220.499939,0.0,,,,0.0,,1352.0,1352.0,69.800003,1421.800003,4642.299942,
09/30/1994,4779.700195,62.299999,62.299999,0.0,827.599976,,,705.0,,,,,67.400002,,,,1662.300049,1782.199951,,,128.0,,1207.199951,,,,,,1207.199951,3117.399902,,745.700012,745.700012,,,,943.700012,,,,,,13.199951,,,13.199951,1702.599976,887.5,,,,,756.400024,,,,756.400024,1643.900024,3346.5,0.0,,,,,,1363.300049,1363.300049,69.900002,1433.20005,4779.70005,
12/31/1994,4781.299805,43.5,43.5,0.0,738.0,,,767.5,,,,,56.599998,,,,1605.599976,1816.5,2865.600098,-1049.099976,118.099998,,1241.099976,,,,,,1241.099976,3175.699974,,440.100006,440.100006,,,,735.799988,,,,,,307.100006,,,307.100006,1483.0,1089.5,,,,,768.200012,,,,768.200012,1857.700012,3340.700012,0.0,760.900024,,,-145.800003,,750.099991,1365.200012,75.400002,1440.600014,4781.300026,
03/31/1995,5097.299805,44.5,44.5,0.0,827.799988,,,950.700012,,,,,54.700001,,,,1877.699951,1877.0,,,65.300003,,1277.300049,,,,,,1277.300049,3219.600052,,743.299988,743.299988,,,,919.0,,,,,,23.399963,,,23.399963,1685.699951,1163.699951,,,,,762.200012,,,,762.200012,1925.899963,3611.599915,0.0,,,,-142.199997,,1548.100021,1405.900024,79.800003,1485.700027,5097.299942,
06/30/1995,5278.0,68.900002,68.900002,0.0,910.900024,,,944.599976,,,,,72.800003,,,,1997.199951,1937.300049,,,122.800003,,1220.699951,,,,,,1220.699951,3280.800003,,700.5,700.5,,,,1086.599976,,,,,,13.0,,,13.0,1800.099976,1152.300049,,,,,753.599976,,,,753.599976,1905.900024,3706.0,0.0,,,,-140.899994,,1611.200043,1470.300049,101.699997,1572.000046,5278.000046,
09/30/1995,5235.200195,58.0,58.0,0.0,975.599976,,,844.400024,,,,,76.0,,,,1954.0,1938.300049,,,121.099998,,1221.800049,,,,,,1221.800049,3281.200096,,683.099976,683.099976,,,,1063.800049,,,,,,7.199951,,,7.199951,1754.099976,1162.599976,,,,,754.900024,,,,754.900024,1917.5,3671.599976,0.0,,,,-139.600006,,1597.699982,1458.099976,105.5,1563.599976,5235.199951,
12/31/1995,5051.700195,68.099998,68.099998,0.0,744.299988,,,811.900024,,,,,84.599998,,,,1708.900024,2005.900024,3245.699951,-1239.800049,121.0,,1215.900024,,,,,,1215.900024,3342.800048,,387.5,387.5,,,,608.099976,,,,,,283.400024,,,283.400024,1279.0,1490.099976,,,,,702.799988,,,,702.799988,2192.899964,3471.899964,0.0,775.200012,,,-139.199997,,825.199997,1461.200012,118.599998,1579.80001,5051.699974,
03/31/1996,12705.200195,139.399994,139.399994,0.0,1794.0,,,1613.900024,,,,,238.0,,,,3785.300049,3923.899902,,,81.099998,,4914.899902,,,,,,4914.899902,8919.899803,,1985.5,1985.5,,,,1118.800049,,,,,,15.899902,,,15.899902,3120.199951,4174.799805,,,,,1490.800049,,,,1490.800049,5665.599854,8785.799805,0.0,,,,-138.399994,,3705.500092,3567.100098,352.299988,3919.400085,12705.19989,
06/30/1996,12848.099609,194.5,194.5,0.0,1751.300049,,,1507.300049,,,,,178.399994,,,,3631.5,3861.600098,,,99.599998,,5255.399902,,,,,,5255.399902,9216.599998,,1956.5,1956.5,,,,1311.699951,,,,,,43.800049,,,43.800049,3312.0,4088.899902,,,,,1468.099976,,,,1468.099976,5556.999878,8868.999878,0.0,,,,-138.199997,,3755.399948,3617.199951,361.899994,3979.099945,12848.099823,
