Date,Cash From Operating Activities,Net Income,Depreciation & Amortization,Other Non-Cash Adjustments,Changes in Non-Cash Capital,Cash From Operations,Cash From Investing Activities,Disposal of Fixed Assets,Capital Expenditures,Increase in Investments,Decrease in Investments,Other Investing Activities,Cash from Financing Activities,Dividends Paid,Change in Short-Term Borrowings,Increase in Long-Term Borrowings,Decrease In Long-Term Borrowings,Increase in Capital Stocks,Decrease in Capital Stocks,Other Financing Activities,Net Changes in Cash,Direct Method Cashflow,Source: Bloomberg
09/30/1989,,2.51,4.903,,-119.204002,-111.791,,,,,,,,,,,,,,,,,
12/31/1989,,12.965,5.043,,35.022999,53.030998,,,,,,,,,,,,,,,,,
03/31/1990,,10.675,4.071,,10.226,24.972,,,,,,,,,,,,,,,,,
06/30/1990,,34.060001,4.851,,33.002998,71.914001,,,,,,,,,,,,,,,71.914001,,
09/30/1990,,2.795,6.17,,-120.891998,-111.927002,,,,,,,,,,,,,,,,,
12/31/1990,,14.48,5.422,,35.558998,55.460999,,,,,,,,,,,,,,,,,
03/31/1991,,11.015,5.571,,-11.292,5.294,,,,,,,,,,,,,,,,,
06/30/1991,,35.874001,5.794,,40.341999,82.010002,,,,,,,,,,,,,,,82.010002,,
09/30/1991,,2.872,5.648,,-99.384003,-90.863998,,,,,,,,,,,,,,,,,
12/31/1991,,15.883,6.429,,43.304001,65.615997,,,,,,,,,,,,,,,,,
03/31/1992,,10.041,6.094,,-2.235,13.9,,,,,,,,,,,,,,,,,
06/30/1992,,32.617001,3.136,,64.760002,100.513,,,,,,,,,,,,,,,100.513,,
09/30/1992,,-2.334,8.481,,-110.648003,-104.500999,,,,,,,,,,,,,,,,,
12/31/1992,,9.746,5.883,,50.289001,65.917999,,,,,,,,,,,,,,,,,
03/31/1993,,4.556,6.224,,-8.478,2.302,,,,,,,,,,,,,,,,,
06/30/1993,,-24.639999,14.308,,111.009003,100.677002,,,,,,,,,,,,,,,100.677002,,
09/30/1993,,2.478,8.978,,-89.277,-77.820999,,,,,,,,,,,,,,,,,
12/31/1993,,3.872,10.28,,62.916,77.068001,,,,,,,,,,,,,,,,,
03/31/1994,,1.74,8.842,,31.332001,41.914001,,,,,,,,,,,,,,,,,
06/30/1994,,-24.259001,10.827,,97.382004,83.949997,,,,,,,,,,,,,,,83.949997,,
09/30/1994,,1.316,7.162,,-87.339996,-78.862,,,,,,,,,,,,,,,,,
12/31/1994,,11.707,8.034,,33.938,53.679001,,,,,,,,,,,,,,,,,
03/31/1995,,8.511,7.796,,9.605,25.912001,,,,,,,,,,,,,,,,,
06/30/1995,,28.834,5.347,,46.032001,80.212997,,,,,,,,,,,,,,,80.212997,,
09/30/1995,,2.513,4.395,,-121.302002,-114.393997,,,-4.124,,,,,,,,,,,,,,
12/31/1995,,11.973,4.411,,26.417999,42.801998,,,-4.282,,,,,,,,,,,,,,
03/31/1996,,6.773,4.409,,10.837,22.018999,,,-4.613,,,,,,,,,,,,,,
06/30/1996,,30.365999,3.342,,44.740002,78.447998,-2.352,,-2.352,,,,,,,,,,,,76.095998,,
03/29/1997,,9.954,5.073,,0.09,15.117,-3.678,0.0,-3.678,0.0,0.0,0.0,-5.12,-8.517,2.189,0.0,0.0,0.0,0.0,1.208,6.319,,
06/30/1997,,38.323002,5.175,0.0,9.984,53.481998,-12.585,0.0,-4.085,0.0,0.0,-8.5,-32.847,-8.572,-29.472,0.0,0.0,6.494,0.0,-1.297,8.05,,
09/27/1997,,-6.187,5.627,0.0,-67.681999,-68.241997,-6.562,0.0,-6.562,0.0,0.0,0.0,60.435001,-8.609,73.502998,0.0,-0.292,4.656,-8.962,0.139,-14.369,,
01/03/1998,,15.093,6.267,,99.073997,120.433998,-11.439,0.0,-10.056,0.0,0.0,-1.383,-105.566002,-8.5,-87.157997,0.0,0.0,0.776,-11.038,0.354,3.429,,
