Date,Total Assets,"Cash, Cash Equivalents & STI",Cash & Cash Equivalents,ST Investments,Accounts & Notes Receiv,"Accounts Receivable, Net","Notes Receivable, Net",Inventories,Raw Materials,Work In Process,Finished Goods,Other Inventory,Other ST Assets,Derivative & Hedging Assets,Assets Held-for-Sale,Deferred Tax Assets,Taxes Receivable,Misc ST Assets,Total Current Assets,"Property, Plant & Equip, Net","Property, Plant & Equip",Accumulated Depreciation,LT Investments & Receivables,LT Investments,Other LT Assets,Total Intangible Assets,Goodwill,Other Intangible Assets,Prepaid Pension Costs,Misc LT Assets,Total Noncurrent Assets,Liabilities & Shareholders' Equity,Payables & Accruals,Accounts Payable,Accrued Taxes,Interest & Dividends Payable,Other Payables & Accruals,ST Debt,ST Borrowings,ST Lease Liabilities,ST Finance Leases,ST Operating Leases,Current Portion of LT Debt,Other ST Liabilities,Deferred Revenue,Derivatives & Hedging,Deferred Tax Liabilities,Misc ST Liabilities,Total Current Liabilities,LT Debt,LT Borrowings,LT Lease Liabilities,LT Finance Leases,LT Operating Leases,Other LT Liabilities,Accrued Liabilities,Pension Liabilities,Misc LT Liabilities,Total Noncurrent Liabilities,Total Liabilities,Preferred Equity and Hybrid Capital,Share Capital & APIC,Common Stock,Additional Paid in Capital,Treasury Stock,Retained Earnings,Other Equity,Equity Before Minority Interest,Minority/Non Controlling Interest,Total Equity,Total Liabilities & Equity,Source: Bloomberg
10/31/1992,1272.285034,173.02,135.220001,37.799999,343.860992,,,192.074005,,,,,75.941002,,,,,,784.895996,270.113007,536.486023,-266.372986,0.0,,217.276001,,,,,217.276001,487.389008,,60.116001,60.116001,,,,45.756001,,,,,,167.347999,,,,167.347999,273.220001,0.0,,,,,117.889,,,117.889,117.889,391.109001,0.0,5.96,,,0,,875.216003,881.176003,0.0,881.176003,1272.285004,
01/29/1993,1308.949951,199.839996,143.544998,56.294998,339.390015,,,189.268997,,,,,80.889,,,,,,809.388,273.290009,541.192017,-267.902008,0.0,,226.272003,,,,,226.272003,499.562012,,54.039001,54.039001,,,,54.488998,,,,,,170.882004,,,,170.882004,279.410004,0.0,,,,,123.213997,,,123.213997,123.213997,402.624001,0.0,5.979,,,0,,900.346985,906.325985,0.0,906.325985,1308.949986,
04/30/1993,1286.449951,155.978004,76.994003,78.984001,349.989014,,,189.065994,,,,,79.654999,,,,,,774.687988,282.78299,550.450012,-267.666992,0.0,,228.979004,,,,,228.979004,511.761994,,25.429001,25.429001,,,,91.863998,,,,,,230.803009,,,,230.803009,348.096008,10.851,,,,,86.025002,,,86.025002,96.876002,444.97201,0.0,876.085022,,,0,,-34.606998,841.478024,0.0,841.478024,1286.450034,
07/31/1993,1232.469971,142.450005,67.841003,74.609001,301.05899,,,179.619995,,,,,95.667999,,,,,,718.796997,274.946014,543.724976,-268.778992,0.0,,238.727005,,,,,238.727005,513.673019,,67.933998,67.933998,,,,40.692001,,,,,,178.220009,,,,178.220009,286.846008,0.0,,,,,102.385002,,,102.385002,102.385002,389.23101,0.0,5.748,,,0,,837.491028,843.239028,0.0,843.239028,1232.470038,
10/31/1993,1227.628052,127.373001,58.108002,69.264999,297.459991,,,183.582001,,,,,96.487,,,,,,704.901978,273.036011,556.679993,-283.644012,0.0,,249.690002,,,,,249.690002,522.726013,,60.417,60.417,,,,17.235001,,,,,,173.924003,,,,173.924003,251.576004,0.0,,,,,109.732002,,,109.732002,109.732002,361.308006,0.0,5.709,,,0,,860.611023,866.320023,0.0,866.320023,1227.628029,
01/28/1994,1314.938965,206.707001,118.986,87.721001,297.066986,,,187.393997,,,,,103.101997,,,,,,794.27002,266.830994,562.445984,-295.61499,0.0,,253.837997,,,,,253.837997,520.668991,,65.581001,65.581001,,,,27.684999,,,,,,190.193991,,,,190.193991,283.459991,0.0,,,,,111.18,,,111.18,111.18,394.639992,0.0,5.734,,,0,,914.565002,920.299003,0.0,920.299003,1314.938994,
04/30/1994,1623.251953,181.414001,108.720001,72.694,340.927002,,,213.298004,,,,,110.218002,,,,,,845.856995,301.785004,609.945007,-308.160004,0.0,,475.609985,,,,,475.609985,777.394989,,32.673,32.673,,,,58.173,,,,,,348.598,,,,348.598,439.444,20.232,,,,,110.084,,,110.084,130.316,569.76,0.0,5.813,,,0,,1047.678955,1053.491955,0.0,1053.491955,1623.251955,
07/29/1994,1611.920044,153.159004,76.967003,76.192001,339.985992,,,212.597,,,,,113.499001,,,,,,819.241028,309.783997,647.075012,-337.290985,0.0,,482.894989,,,,,482.894989,792.678986,,71.763,71.763,,,,92.821999,,,,,,250.415001,,,,250.415001,415.0,113.853996,,,,,19.687,,,19.687,133.540997,548.540997,0.0,1097.906982,,,0,,-34.528,1063.378983,0.0,1063.378983,1611.919979,
10/28/1994,1655.745972,196.709,115.044998,81.664001,347.154999,,,219.175995,,,,,114.564003,,,,,,877.604004,309.77301,669.421997,-359.648987,0.0,,468.368988,,,,,468.368988,778.141998,,89.055,89.055,,,,27.938999,,,,,,278.149006,,,,278.149006,395.143005,105.189003,,,,,19.48,,,19.48,124.669003,519.812008,0.0,1158.142944,,,0,,-22.209,1135.933945,0.0,1135.933945,1655.745953,
01/27/1995,1716.916016,237.064011,129.251007,107.813004,342.971985,,,212.380997,,,,,118.443001,,,,,,910.859985,313.359985,682.242004,-368.881989,0.0,,492.696014,,,,,492.696014,806.056,,90.57,90.57,,,,38.109001,,,,,,256.585007,,,,256.585007,385.264008,109.557999,,,,,19.542,,,19.542,129.099998,514.364006,0.0,11.537,,,0,,1191.015015,1202.552014,0.0,1202.552014,1716.91602,
04/30/1995,1946.732056,323.648995,98.292,225.356995,413.941986,,,221.932007,,,,,144.386002,,,,,,1103.909058,331.061005,715.476013,-384.415009,0.0,,511.761993,,,,,511.761993,842.822998,,25.368999,25.368999,,,,33.473999,,,,,,397.286,,,,397.286,456.128998,14.2,,,,,141.389999,,,141.389999,155.589999,611.718997,0.0,11.551,,,0,,1323.462036,1335.013036,0.0,1335.013036,1946.732033,
07/28/1995,2027.854004,447.584,141.580002,306.003998,422.067993,,,212.404999,,,,,143.044006,,,,,,1225.100952,344.731995,746.455017,-401.722992,0.0,,458.020996,,,,,458.020996,802.752991,,70.009003,70.009003,,,,41.952999,,,,,,320.474003,,,,320.474003,432.436005,130.100006,,,,,38.998001,,,38.998001,169.098007,601.534012,0.0,11.554,,,0,,1414.765991,1426.319991,0.0,1426.319991,2027.854003,
10/27/1995,2074.75,413.75901,124.295998,289.463013,416.143005,,,228.389999,,,,,139.427002,,,,,,1197.718994,345.658997,760.174011,-414.515015,0.0,,531.372009,,,,,531.372009,877.031006,,60.457001,60.457001,,,,22.245001,,,,,,308.627985,,,,308.627985,391.329987,142.039001,,,,,32.793999,,,32.793999,174.833,566.162987,0.0,23.122,,,0,,1485.464966,1508.586966,0.0,1508.586966,2074.749952,
01/26/1996,2230.2771,426.332993,120.130997,306.201996,420.312988,,,245.223999,,,,,145.488998,,,,,,1237.359009,363.061005,780.351013,-417.290009,0.0,,629.856995,,,,,629.856995,992.917999,,67.615997,67.615997,,,,30.521,,,,,,292.231014,,,,292.231014,390.368011,0.0,,,,,184.287003,,,184.287003,184.287003,574.655014,0.0,23.400999,,,0,,1632.220947,1655.621946,0.0,1655.621946,2230.27696,
04/30/1996,2503.298096,460.846985,110.306,350.540985,456.769989,,,257.347992,,,,,168.268997,,,,,,1343.234009,415.291992,833.703003,-418.411011,219.837997,,524.934021,,,,,524.934021,1160.06401,,53.898998,53.898998,,,,60.523998,,,,,,410.624978,,,,410.624978,525.047974,15.336,,,,,173.608994,,,173.608994,188.944994,713.992968,0.0,1820.651978,,,0,,-31.347,1789.304978,0.0,1789.304978,2503.297946,
08/02/1996,2568.207031,479.992004,121.089996,358.902008,475.03299,,,265.669006,,,,,207.289001,,,,,,1427.983032,435.43399,877.565979,-442.131989,190.869995,,513.919983,,,,,513.919983,1140.223969,,74.834,74.834,,,,47.140999,,,,,,337.265999,,,,337.265999,459.240997,19.107,,,,,170.899002,,,170.899002,190.006002,649.247,0.0,1939.81897,,,0,,-20.858999,1918.95997,0.0,1918.95997,2568.20697,
11/01/1996,2672.488037,482.328011,88.952003,393.376007,493.028015,,,285.529999,,,,,206.363998,,,,,,1467.25,456.515991,916.848022,-460.332001,197.988998,,550.732971,,,,,550.732971,1205.237961,,76.515999,76.515999,,,,78.432999,,,,,,316.113991,,,,316.113991,471.062988,20.4,,,,,161.298004,,,161.298004,181.698004,652.760992,0.0,23.993,,,0,,1995.734009,2019.727009,0.0,2019.727009,2672.488001,
01/31/1997,2695.22998,516.008011,61.136002,454.872009,490.095001,,,292.557007,,,,,205.964005,,,,,,1504.624023,462.626007,930.195984,-467.570007,181.638,,546.34198,,,,,546.34198,1190.605988,,94.675003,94.675003,,,,87.160004,,,,,,306.555984,,,,306.555984,488.390991,17.733999,,,,,155.908005,,,155.908005,173.642004,662.032995,0.0,23.969999,,,0,,2009.227051,2033.19705,0.0,2033.19705,2695.230045,
04/30/1997,2409.209961,250.569,197.388,53.181,516.984009,,,282.550995,,,,,187.804993,,,,,,1237.909058,487.216003,965.002014,-477.786011,125.847,,558.237976,,,,,558.237976,1171.300979,,110.336998,110.336998,,,,106.375,,,,,,301.978981,,,,301.978981,518.690979,13.98,,,,,130.317993,,,130.317993,144.297993,662.988972,0.0,23.381001,,,0,,1722.839966,1746.220967,0.0,1746.220967,2409.209939,
08/01/1997,2515.708984,300.547989,280.22699,20.320999,513.080994,,,300.225006,,,,,209.970001,,,,,,1323.823975,480.584991,972.807007,-492.221985,143.167999,,568.132019,,,,,568.132019,1191.88501,,70.887001,70.887001,,,,95.050003,,,,,,351.596016,,,,351.596016,517.53302,18.938999,,,,,138.477005,,,138.477005,157.416004,674.949024,0.0,46.866001,,,0,,1793.894043,1840.760044,0.0,1840.760044,2515.709068,
10/31/1997,2609.29,315.203,297.943,17.26,542.368,542.368,,325.473,104.067,68.68,152.726,0.0,201.902,,,,,,1384.946,490.29,1009.733,-519.443,152.68,,581.374,491.271,491.271,0.0,,90.103,1224.344,,79.405,79.405,,,,100.076,,,,,,319.229,,,,319.229,498.71,16.116,,,,,152.703,,,152.703,168.819,667.529,0.0,46.854,,,0,1978.457,-83.55,1941.761,0.0,1941.761,2609.29,
01/31/1998,2659.309082,347.62899,310.60199,37.027,546.312012,,,320.200989,,,,,281.903992,,,,,,1496.046021,474.390015,971.848999,-497.459015,120.106003,,568.767029,,,,,568.767029,1163.263046,,79.997002,79.997002,,,,94.392998,,,,,,426.325027,,,,426.325027,600.715027,15.535,,,,,151.292999,,,151.292999,166.827999,767.543026,0.0,46.922001,,,0,,1844.843994,1891.765995,0.0,1891.765995,2659.309021,
04/30/1998,3646.199951,643.099998,519.5,123.599998,789.599976,,,422.799988,124.800003,90.199997,207.800003,,281.799988,,,,,,2137.300049,627.0,1189.400024,-562.400024,138.600006,,743.299988,563.799988,,,,179.5,1508.899994,,122.0,122.0,,,,130.800003,,,,,,511.299973,,,,511.299973,764.099976,61.200001,,,,,170.300003,,,170.300003,231.500004,995.59998,0.0,57.0,,,0,,2593.600098,2650.600098,0.0,2650.600098,3646.200078,
07/31/1998,2792.742,439.505,259.188,180.317,574.936,574.936,,342.367,106.185,76.03,160.152,,237.92,,,,,,1594.728,518.205,1053.022,-534.817,114.505,,565.304,456.411,456.411,0.0,,108.893,1198.014,,74.241,74.241,,,,99.226,,,,,,403.946,,,,403.946,577.413,16.434,,,,,126.004,,,126.004,142.438,719.851,0.0,46.864,,,0,2127.874,-101.847,2072.891,0.0,2072.891,2792.742,
10/30/1998,3834.575,816.385,572.341,244.044,706.531,706.531,,424.591,130.596,88.273,205.722,0.0,324.031,,,,,,2271.538,565.107,1138.415,-573.308,210.801,,787.129,673.357,673.357,0.0,,113.772,1563.037,,96.179,96.179,,,,201.32,,,,,,476.594,,,,476.594,774.093,19.534,,,,,130.802,,,130.802,150.336,924.429,0.0,48.934,,,0,2963.36,-102.148,2910.146,0.0,2910.146,3834.575,
01/29/1999,4910.2,559.1,346.6,212.5,933.8,933.8,,525.5,138.1,101.4,286.0,,507.9,,,,,,2526.3,749.6,1435.1,-685.5,216.8,,1417.5,1229.3,1229.3,0.0,,188.2,2383.9,,139.5,139.5,,,,225.3,,,,,,801.7,,,,801.7,1166.5,22.6,,,,,146.2,,,146.2,168.8,1335.3,0.0,58.6,,,0,3602.4,-86.1,3574.9,0.0,3574.9,4910.2,
04/30/1999,5008.4,382.3,228.5,153.8,1024.8,1024.8,,575.3,155.1,105.6,314.6,0.0,462.4,,,,,,2444.8,772.3,1444.5,-672.2,212.7,,1578.6,1374.2,1374.2,0.0,,204.4,2563.6,,158.8,158.8,,,,239.2,,,,,,608.2,,,,608.2,1006.2,23.4,,,,,208.0,,,208.0,231.4,1237.6,0.0,119.1,,,0,3773.0,-121.3,3770.8,0.0,3770.8,5008.4,
07/30/1999,5002.6,312.1,230.0,82.1,1047.1,1047.1,,600.4,161.3,118.4,320.7,0.0,440.8,,,,,,2400.4,781.3,1458.0,-676.7,255.6,,1565.3,1355.1,1355.1,0.0,,210.2,2602.2,,192.1,192.1,,,,188.5,,,,,,603.4,,,,603.4,984.0,18.9,,,,,188.8,,,188.8,207.7,1191.7,0.0,58.6,,,0,3873.0,-120.7,3810.9,0.0,3810.9,5002.6,
10/29/1999,5177.0,217.0,157.8,59.2,1153.4,1153.4,,683.3,159.4,152.9,371.0,0.0,470.0,,,,,,2523.7,824.4,1529.6,-705.2,304.8,,1524.1,1351.0,1351.0,0.0,,173.1,2653.3,,197.5,197.5,,,,186.2,,,,,,719.9,,,,719.9,1103.6,18.1,,,,,189.9,,,189.9,208.0,1311.6,0.0,117.2,,,0,3871.1,-122.9,3865.4,0.0,3865.4,5177.0,
01/28/2000,5421.7,237.6,154.8,82.8,1237.9,1237.9,,709.8,178.9,137.0,393.9,0.0,548.0,,,,,,2733.3,883.0,1622.5,-739.5,230.7,,1574.7,1389.5,1389.5,0.0,,185.2,2688.4,,252.9,252.9,,,,293.2,,,,,,574.3,,,,574.3,1120.4,24.4,,,,,157.7,,,157.7,182.1,1302.5,0.0,119.5,,,0,4143.4,-143.7,4119.2,0.0,4119.2,5421.7,
04/30/2000,5694.1,577.5,467.8,109.7,1210.6,1210.6,,691.7,187.2,129.9,374.6,0.0,556.5,,,,,,3036.3,948.0,1680.7,-732.7,210.1,,1499.7,1361.4,1361.4,0.0,,138.3,2657.8,,201.1,201.1,,,,317.2,,,,,,476.1,,,,476.1,994.4,14.9,,,,,172.3,,,172.3,187.2,1181.6,,119.8,,,0,4564.1,-171.4,4512.5,,4512.5,5694.1,
07/28/2000,5886.100098,813.400009,575.200012,238.199997,1154.5,,,751.400024,209.399994,128.100006,413.899994,0.0,405.5,,,,,,3124.800049,969.700012,1745.0,-775.299988,277.700012,,1513.900024,1340.599976,1340.599976,0.0,,173.300049,2761.300049,,180.300003,180.300003,,,,252.899994,,,,,,530.899979,,,,530.899979,964.099976,15.5,,,,,167.399994,,,167.399994,182.899994,1146.999969,0.0,119.900002,,,0,,4619.200195,4739.100197,0.0,4739.100197,5886.100166,
10/27/2000,6171.5,823.600006,587.5,236.100006,1163.800049,,,754.799988,200.800003,142.100006,411.899994,0.0,470.100006,,,,,,3212.300049,1019.5,1818.800049,-799.299988,483.600006,,1456.099976,1301.0,1301.0,0.0,,155.099976,2959.199982,,210.699997,210.699997,,,,214.800003,,,,,,594.799988,,,,594.799988,1020.299988,15.0,,,,,172.100006,,,172.100006,187.100006,1207.399994,0.0,120.0,,,0,,4844.100098,4964.100098,0.0,4964.100098,6171.500092,
01/26/2001,6512.2,670.2,448.8,221.4,1213.3,1213.3,,763.8,209.7,141.6,412.5,0.0,434.1,,,,,,3081.4,1103.6,1954.0,-850.4,872.7,,1454.5,1303.3,1303.3,0.0,,151.2,3430.8,,181.4,181.4,,,,151.9,,,,,,616.1,,,,616.1,949.4,15.9,,,,,188.2,,,188.2,204.1,1153.5,0.0,120.8,,,0,5399.2,-161.3,5358.7,0.0,5358.7,6512.2,
04/27/2001,7038.9,1231.7,1030.3,201.4,1226.1,1226.1,,729.5,197.3,131.5,400.7,0.0,569.5,,,,,,3756.8,1176.5,2057.3,-880.8,683.2,,1422.4,1235.3,1235.3,0.0,,187.1,3282.1,,205.9,205.9,,,,145.4,,,,,,1008.0,,,,1008.0,1359.3,13.3,,,,,156.8,,,156.8,170.1,1529.4,,121.0,,,0,5576.3,-187.8,5509.5,,5509.5,7038.9,
07/27/2001,7273.700195,1358.599945,1170.199951,188.399994,1246.400024,,,717.599976,199.800003,120.400002,397.399994,0.0,590.299988,,,,,,3912.899902,1200.199951,2116.800049,-916.599976,763.200012,,1397.400024,1234.199951,995.900024,238.299927,,163.200073,3360.799988,,200.600006,200.600006,,,,127.900002,,,,,,991.400017,,,,991.400017,1319.900024,13.9,,,,,167.399994,,,167.399994,181.299994,1501.200018,0.0,121.0,,,0,,5651.5,5772.5,0.0,5772.5,7273.700018,
10/26/2001,9718.400391,347.700005,283.100006,64.599998,1398.300049,,,763.0,230.5,117.599998,414.899994,0.0,618.900024,,,,,,3127.899902,1401.0,2374.399902,-973.400024,430.899994,,4758.600098,4590.899902,3750.800049,840.099854,,167.700195,6590.500092,,234.300003,234.300003,,,,2282.300049,,,,,,1042.79985,,,,1042.79985,3559.399902,14.1,,,,,313.399994,,,313.399994,327.499994,3886.899897,0.0,121.0,,,0,,5710.5,5831.5,0.0,5831.5,9718.399897,
01/25/2002,10145.5,532.199989,458.799988,73.400002,1417.199951,,,738.099976,220.199997,132.300003,385.600006,0.0,625.5,,,,,,3313.0,1431.300049,2448.699951,-1017.400024,607.200012,,4794.0,4624.399902,3765.800049,858.599854,,169.600098,6832.500061,,211.199997,211.199997,,,,2364.600098,,,,,,1067.899857,,,,1067.899857,3643.699951,13.6,,,,,325.0,,,325.0,338.6,3982.299952,0.0,121.400002,,,0,,6041.799805,6163.199806,0.0,6163.199806,10145.499758,
04/26/2002,10904.5,533.700012,410.700012,123.0,1522.5,,,748.099976,209.5,120.099998,418.5,0.0,683.700012,,,,,,3488.0,1451.800049,2489.100098,-1037.300049,637.0,,5327.700195,5094.899902,1060.300049,4034.599853,,232.800293,7416.500244,,268.200012,268.200012,,,,2516.100098,2515.100098,1.0,1.0,,,1200.599792,,,,1200.599792,3984.899902,9.5,7.5,2.0,2.0,,479.0,,,479.0,488.5,4473.399902,0.0,121.5,,,0,,6309.600098,6431.100098,0.0,6431.100098,10904.5,
07/26/2002,11191.599609,888.699976,872.099976,16.6,1576.699951,,,850.700012,222.0,132.399994,496.299988,0.0,695.900024,,,,,,4012.0,1493.5,2608.699951,-1115.199951,348.399994,,5337.700195,5099.399902,4052.699951,1046.699951,,238.300293,7179.600189,,274.600006,274.600006,,,,2508.5,,,,,,1110.299896,,,,1110.299896,3893.399902,9.7,,,,,557.200012,,,557.200012,566.900012,4460.299914,0.0,121.400002,,,0,,6609.899902,6731.299904,0.0,6731.299904,11191.599818,
10/25/2002,11449.900391,1040.700023,990.900024,49.799999,1642.099976,,,894.200012,242.100006,132.100006,520.0,0.0,617.599976,,,,,,4194.600098,1486.0,2666.300049,-1180.300049,311.799988,,5457.5,5225.700195,4164.0,1061.700195,,231.799805,7255.299988,,266.399994,266.399994,,,,405.299988,,,,,,1027.999969,,,,1027.999969,1699.699951,1983.099976,,,,,586.0,,,586.0,2569.099976,4268.799927,0.0,121.900002,,,0,,7059.200195,7181.100197,0.0,7181.100197,11449.900124,
01/24/2003,11913.200195,1485.299977,1468.599976,16.700001,1721.599976,,,994.099976,231.199997,139.100006,623.799988,0.0,376.799988,,,,,,4577.799805,1541.800049,2790.899902,-1249.099976,348.0,,5445.600098,5218.200195,4176.100098,1042.100097,,227.399903,7335.400147,,300.399994,300.399994,,,,419.600006,,,,,,1032.400024,,,,1032.400024,1752.400024,1984.099976,,,,,603.900024,,,603.900024,2588.0,4340.400024,0.0,122.0,,,0,,7450.799805,7572.799805,0.0,7572.799805,11913.199829,
04/25/2003,12405.5,1492.8,1470.1,22.7,1761.4,1761.4,,942.4,214.4,135.7,592.3,0.0,493.6,,,,,,4690.2,1583.0,2872.9,-1289.9,594.0,,5538.3,5216.8,4183.8,1033.0,,321.5,7715.3,,269.4,269.4,,,,385.3,384.2,1.1,1.1,,,1243.3,,,,1243.3,1898.0,1980.3,1978.1,2.2,2.2,,620.8,,,620.8,2601.1,4499.1,,121.8,,,0,7808.4,-23.8,7906.4,,7906.4,12405.5,
07/25/2003,12626.900391,1279.499954,1173.199951,106.300003,1774.699951,,,949.799988,216.199997,149.5,584.099976,0.0,363.600006,,,,,,4367.600098,1592.400024,2935.600098,-1343.199951,1122.400024,,5544.5,5212.5,4191.299805,1021.200195,,332.0,8259.300048,,269.5,269.5,,,,408.600006,,,,,,1135.099945,,,,1135.099945,1813.199951,1979.599976,,,,,657.400024,,,657.400024,2637.0,4450.199951,0.0,121.599998,,,0,8051.5,3.600098,8176.700096,0.0,8176.700096,12626.900047,
