Date,Cash from Operating Activities,Net Income,Depreciation & Amortization,Non-Cash Items,Stock-Based Compensation,Deferred Income Taxes,Other Non-Cash Adj,Chg in Non-Cash Work Cap,(Inc) Dec in Accts Receiv,(Inc) Dec in Inventories,Inc (Dec) in Accts Payable,Inc (Dec) in Other,Net Cash From Disc Ops,Cash from Investing Activities,Change in Fixed & Intang,Disp in Fixed & Intang,Disp of Fixed Prod Assets,Disp of Intangible Assets,Acq of Fixed & Intang,Acq of Fixed Prod Assets,Acq of Intangible Assets,Net Change in LT Investment,Dec in LT Investment,Inc in LT Investment,Net Cash From Acq & Div,Cash from Divestitures,Cash for Acq of Subs,Cash for JVs,Other Investing Activities,Cash from Financing Activities,Dividends Paid,Cash From (Repayment) Debt,Cash From (Repay) ST Debt,Cash From LT Debt,Repayments of LT Debt,Cash (Repurchase) of Equity,Increase in Capital Stock,Decrease in Capital Stock,Other Financing Activities,Effect of Foreign Exchange Rates,Net Changes in Cash,Source: Bloomberg
12/31/1989,2.415,1.673,0.844,,,,,-0.102,,,,-0.102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03/31/1990,0.89,3.056,1.658,-0.011,,,-0.011,-3.813,,,,-3.813,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06/30/1990,6.373,3.893,2.216,-0.579,,,-0.579,0.843,,,,0.843,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09/30/1990,-2.778,5.94,,-5.151,,,-5.151,-3.567,,,,-3.567,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.778,
12/31/1990,6.876,5.25,1.863,-0.007,,,-0.007,-0.23,,,,-0.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03/31/1991,-3.621,6.196,1.906,-0.131,,,-0.131,-11.592,,,,-11.592,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06/30/1991,13.449,6.774,2.33,-0.149,,,-0.149,4.494,,,,4.494,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09/30/1991,13.775,8.837,2.382,-4.392,,,-4.392,6.948,,,,6.948,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.775,
12/31/1991,-2.075,8.222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03/31/1992,1.6,8.211,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06/30/1992,4.749,8.199,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09/30/1992,5.766,9.164,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.766,
12/31/1992,5.423,7.711,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03/31/1993,6.949,8.673,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06/30/1993,10.208,10.838,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09/30/1993,5.838,7.041,18.705,-5.305,,,-5.305,-14.603,,,,-14.603,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.838,
12/31/1993,-0.328,9.065,6.896,-16.289,,,-16.289,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03/31/1994,27.343,8.235,6.486,12.622,,,12.622,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06/30/1994,21.617001,-22.906,6.324,38.199001,,,38.199001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09/30/1994,1.577,6.956,6.635,-5.082,,,-5.082,-6.932,,,,-6.932,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.577,
12/31/1994,6.565,11.073,6.963,-11.471,,,-11.471,,,,,,,,-17.757,,,,-17.757,,,,,,,,,,17.757,,,,,,,,,,,,,
03/31/1995,20.819,12.284,7.373,1.162,,,1.162,,,,,,,,-23.065001,,,,-23.065001,,,,,,,,,,23.065001,,,,,,,,,,,,,
06/30/1995,16.896999,13.045,8.85,-4.998,,,-4.998,,,,,,,,-26.597,,,,-26.597,,,,,,,,,,26.597,,,,,,,,,,,,,
09/30/1995,29.485001,14.702,7.856,13.104,,,13.104,-6.177,,,,-6.177,,-41.902,-41.902,,,,-41.902,,,,,,,,,,0.0,,,,,,,,,,,,-12.416999,
12/31/1995,15.967,15.262,10.009,-9.304,,,-9.304,,,,,,,,-21.061001,,,,-21.061001,,,,,,,,,,21.061001,,,,,,,,,,,,,
03/31/1996,12.019,16.822001,10.993,-15.796,,,-15.796,,,,,,,,-32.952,,,,-32.952,,,,,,,,,,32.952,,,,,,,,,,,,,
06/30/1996,13.917,18.669001,11.308,-16.059999,,,-16.059999,,,,,,,,-40.451,,,,-40.451,,,,,,,,,,40.451,,,,,,,,,,,,,
09/30/1996,42.221001,19.747,13.807,8.667,,,8.667,,,,,,,-51.976002,-51.976002,,,,-51.976002,,,,,,,,,,0.0,,,,,,,,,,,,-9.755001,
12/31/1996,13.858,20.115,14.354,-20.611,,,-20.611,,,,,,,,-34.696999,,,,-34.696999,,,,,,,,,,34.696999,,,,,,,,,,,,,
03/31/1997,23.218,31.132,15.737,-23.650999,,,-23.650999,,,,,,,,-38.897999,,,,-38.897999,,,,,,,,,,38.897999,,,,,,,,,,,,,
06/30/1997,114.017998,42.119999,19.312,52.585999,,,52.585999,,,,,,,,-159.589996,,,,-159.589996,,,,,,,,,,159.589996,,,,,,,,,,,,,
09/30/1997,68.333,42.119999,20.002001,6.211,,,6.211,,,,,,,,-61.200001,,,,-61.200001,,,,,,,,,,61.200001,,,,,,,,,,,,,
03/31/1998,78.997002,39.692001,21.202999,18.101999,,,18.101999,,,,,,,-54.466,-53.746998,22.533001,,,-76.279999,,,0.0,0.0,0.0,,,,,-0.719002,-29.121999,0.0,-29.360999,,,,0.246,0.246,0.0,-0.007,,-4.591,
06/30/1998,78.665001,35.731998,20.052,22.881001,,,22.881001,,,,,,,-105.292,-73.936002,2.311,,,-76.247002,,,0.0,0.0,0.0,,,,,-31.355998,28.704,0.0,28.442,,,,0.27,0.27,0.0,-0.008,,2.077,
09/30/1998,68.703003,28.538,21.362,18.802999,,,18.802999,,,,,,,-63.342999,-63.342997,12.622,,,-75.964996,,,0.0,0.0,0.0,,,,,-2e-06,-4.732,0.0,-3.146,,,,-1.579,0.0,-1.579,-0.007,,0.628,
12/31/1998,55.377998,21.025999,22.332001,12.02,,,12.02,,,,,,,-53.233002,-36.617,11.362,,,-47.979,,,0.0,0.0,0.0,,,,,-16.616002,10.866,0.0,11.465,,,,0.325,0.325,0.0,-0.924,,13.011,
03/31/1999,46.39,11.964,21.422,13.004,,,13.004,,,,,,,-13.346,-7.322,10.942,,,-18.264,,,0.0,0.0,0.0,,,,,-6.024,250.288,0.0,250.014,,,,0.281,0.281,0.0,-0.007,,283.332,
06/30/1999,27.561,3.298,23.764,0.499,,,0.499,,,,,,,-20.152,-6.974,1.557,,,-8.531,,,0.0,0.0,0.0,,,,,-13.178,-21.274,0.0,-20.753,,,,0.902,0.902,0.0,-1.423,,-13.865,
09/30/1999,34.443,4.741,23.888,5.814,,,5.814,,,,,,,-12.669,-18.758,0.699,,,-19.457,,,0.0,0.0,0.0,,,,,6.089,-153.371,0.0,-156.751,,,,3.115,3.115,0.0,0.265,,-131.597,
12/31/1999,19.875,7.701,30.819,-18.645,,,-18.645,,,,,,,-42.6,-35.874,0.0,,,-35.874,,,0.0,0.0,0.0,,,,,-6.726,-52.738,0.0,-54.232,,,,1.389,1.389,0.0,0.105,,-75.463,
03/31/2000,-8.574,19.634,37.136,-65.344,38.401,,-103.745,,,,,,,-33.759,-39.831,0.0,,,-39.831,,,0.0,0.0,0.0,,,,,6.072,3.677,0.0,-96.756,,,,100.697,100.697,0.0,-0.264,,-38.656,
06/30/2000,52.379,24.103,37.208,,,,,,,,,,,-286.784,-56.381,2.322,,,-58.703,,,0.0,0.0,0.0,,,,,-230.403,497.793,0.0,499.739,,,,5.588,5.588,0.0,-7.534,,263.388,
09/30/2000,50.757,38.707,38.086,-26.036,,,-26.036,,,,,,,-97.223,-58.403,0.794,,,-59.197,,,0.0,0.0,0.0,,,,,-38.82,-2.305,0.0,-7.825,,,,4.321,4.321,0.0,1.199,,-48.771,
12/31/2000,128.387,54.912,39.983,33.492,,,33.492,,,,,,,-161.761,-140.477,2.429,,,-142.906,,,0.0,0.0,0.0,,,,,-21.284,-25.855,0.0,-29.651,,,,2.374,2.374,0.0,1.422,,-59.229,
03/31/2001,61.76,83.138,43.73,-65.108,,,-65.108,,,,,,,-559.317,-119.997,7.023,,,-127.02,,,0.0,0.0,0.0,,,,,-439.32,828.142,0.0,836.784,,,,3.784,3.784,0.0,-12.426,,330.585,
06/30/2001,179.113007,104.014999,50.745998,24.351999,,,24.351999,,,,,,,-165.990005,-192.313993,0.463,,,-192.776993,,,0.0,0.0,0.0,,,,,26.323987,-108.128002,0.0,-0.002,,,,-107.640002,3.94,-111.580002,-0.486,,-95.004997,
09/30/2001,267.722992,108.240997,54.412998,105.069,,,105.069,,,,,,,-244.710999,-224.454998,8.784,,,-233.238998,,,0.0,0.0,0.0,,,,,-20.256001,-135.599994,0.0,0.0,,,,-136.330994,0.0,-136.330994,0.731,,-112.587997,
12/31/2001,186.309006,62.056,41.007,83.246002,,,83.246002,,,,,,,-154.811996,-148.119995,0.0,,,-148.119995,,,0.0,0.0,0.0,,,,,-6.692001,-153.358007,0.0,-152.445007,,,,0.443,0.495,-0.052,-1.356,,-121.861,
03/31/2002,103.362999,41.942001,43.681,6.055,,,6.055,11.685,,,,11.685,,-130.434998,-99.956004,0.982,,,-100.938004,,,0.0,0.0,0.0,,,,,-30.478994,-4.768,0.0,-8.22,,,,2.806,2.806,0.0,0.646,,-31.84,
06/30/2002,91.366997,25.42,47.984001,5.047,,,5.047,12.916,,,,12.916,,-109.153999,-93.193003,3.941,,,-97.134003,,,0.0,0.0,0.0,,,,,-15.960997,-5.783,0.0,-13.242,,,,5.522,5.522,0.0,1.937,,-23.57,
09/30/2002,91.003998,26.922001,52.084,-3.005,,,-3.005,15.003,,,,15.003,,-57.985001,-28.691001,0.648,,,-29.339001,,,0.0,0.0,0.0,,,,,-29.294,492.634992,0.0,495.451992,,,,0.235,2.722,-2.487,-3.052,,525.653992,
12/31/2002,86.756,27.205,51.616,5.113,,,5.113,2.822,,,,2.822,,-331.984,-60.046,29.306,,,-89.352,,,0.0,0.0,0.0,,,,,-271.938,-9.408,0.0,-9.761,,,,1.801,1.801,0.0,-1.448,,-254.636,
03/31/2003,50.495998,48.056999,53.925999,18.745001,,,18.745001,-70.232002,,,,-70.232002,,-36.639,-82.876001,3.552,,,-86.428001,,,0.0,0.0,0.0,,,,,46.237001,11.176,0.0,4.451,,,,4.932,4.932,0.0,1.793,,25.033001,
06/30/2003,95.48,29.019,56.652,-30.43,,-5.883,-24.547,40.239,32.039,-0.863,,9.063,,74.524,-64.214,5.444,,,-69.658,,,,,,,,,,138.738,163.617,,152.142,,,,18.498,18.498,,-7.023,,333.621,
09/30/2003,93.473,50.281,58.53,-11.514,,-5.249,-6.265,-3.824,3.204,-3.93,,-3.098,,-358.964,-60.925,2.457,,,-63.382,,,,,,,,,,-298.039,-1.331,,-2.188,,,,0.714,0.714,,0.143,,-266.822,
12/31/2003,180.550995,64.871002,66.018997,-3.581,,,-3.581,53.242001,,,,53.242001,,-116.069,-142.751999,0.0,,,-142.751999,,,0.0,0.0,0.0,,,,,26.682999,4.726,0.0,0.338,,,,2.197,2.197,0.0,2.191,,69.208,
03/31/2004,102.078003,71.717003,76.098,4.69,,4.209,0.481,-50.426998,-63.866001,3.251,,10.188003,,-160.514008,-111.819999,0.64,,,-112.459999,,,0.0,0.0,0.0,,,,,-48.694008,43.551,0.0,2.056,,,,39.34,39.34,0.0,2.155,,-14.885,
06/30/2004,153.453,46.348,70.82,-13.279,15.837,-2.674,-26.442,49.564,55.749,-1.697,,-4.488,,-63.774,-174.919,1.948,,,-176.867,,,0.0,0.0,0.0,,,,,111.145,-291.944,0.0,-294.756,,,,3.288,3.288,0.0,-0.476,,-202.265,
09/30/2004,109.59,75.626,73.637,17.426,18.733,3.691,-4.998,-57.099,-66.123,-1.974,,10.998,,-189.041,-109.429,1.317,,,-110.746,,,0.0,0.0,0.0,,,,,-79.612,14.001,0.0,-2.519,,,,9.611,9.611,0.0,6.909,,-65.45,
12/31/2004,198.077,108.766,79.844,-4.896,,7.288,-12.184,14.363,-55.444,-4.485,,74.292,,-135.748,-144.356,0.0,,,-144.356,,,0.0,0.0,0.0,,,,,8.608,25.243,0.0,2.673,,,,19.009,19.009,0.0,3.561,,87.572,
03/31/2005,163.174,127.414,80.541,37.918,,29.474,8.444,-82.699,-106.471,-3.14,,26.912,,-236.312,-173.78,0.0,,,-173.78,,,0.0,0.0,0.0,,,,,-62.532,151.354,0.0,15.06,,,,136.938,136.938,0.0,-0.644,,78.216,
06/30/2005,268.82,131.805,82.325,49.298,,40.141,9.157,5.392,23.328,-4.186,,-13.75,,-105.74,-173.344,0.0,,,-173.344,,,0.0,0.0,0.0,,,,,67.604,-58.056,0.0,-0.53,,,,-56.926,23.646,-80.572,-0.6,,105.024,
09/30/2005,233.38,178.857,85.022,54.242,,53.181,1.061,-84.741,-105.476,-5.717,,26.452,,-248.358,-230.72,0.0,,,-230.72,,,0.0,0.0,0.0,,,,,-17.638,22.597,0.0,-11.097,,,,26.133,26.133,0.0,7.561,,7.619,
12/31/2005,364.126,210.619,90.644,71.184,,71.942,-0.758,-8.321,-83.35,-8.661,,83.69,,-367.83,-329.472,0.0,,,-329.472,,,0.0,0.0,0.0,,,,,-38.358,-6.863,0.0,-3.857,,,,-11.164,7.747,-18.911,8.158,,-10.567,
03/31/2006,397.781,256.763,94.406,72.945,7.7,54.103,11.142,-26.333,-121.111,-7.016,,101.794,,305.129,-346.211,,,,-346.211,,,,,,,,,,651.34,-972.794,,-759.891,,,,-212.306,10.078,-222.384,-0.597,,-269.884,
06/30/2006,741.561,233.433,190.265,372.984,15.15,111.92,245.914,-55.121,-163.397,-18.028,,126.304,,-365.978,-832.212,7.794,,,-840.006,,,0.0,0.0,0.0,,,,,466.234,478.676,0.0,1953.889,,,,-864.808,444.289,-1309.097,-610.405,,854.259,
09/30/2006,297.978,292.751,105.287,52.274,22.601,86.81,-57.137,-152.334,-91.006,-28.019,,-33.309,,-1305.599,-504.676,0.0,,,-504.676,,,0.0,0.0,0.0,,,,,-800.923,-51.433,0.0,10.477,,,,-482.286,0.0,-482.286,420.376,,-1059.054,
12/31/2006,446.719,237.789,114.155,30.36,,19.593,10.767,64.415,-25.283,-2.584,,92.282,,-96.892,-590.519,0.0,,,-590.519,,,0.0,0.0,0.0,,,,,493.627,-9.484,0.0,17.999,,,,395.237,395.237,0.0,-422.72,,340.343,
03/31/2007,356.174,262.162,111.853,-73.582,,-21.668,-51.914,55.741,-21.457,-13.535,,90.733,,-655.876,-583.211,0.0,,,-583.211,,,0.0,0.0,0.0,,,,,-72.665,60.415,,0.699,,,,58.048,59.746,-1.698,1.668,,-239.287,
