Date,Level 1 Assets,Level 2 Assets,Level 3 Assets,Total FV Assets,Level 2 Liabilities,Total FV Liabilities,Level 3 Total Gains,Level 1 Assets/Total Equity,Level 2 Assets/Total Equity,Level 3 Assets/Total Equity,Total FV Assets/Total Equity,Level 1 Assets/Total Assets,Level 2 Assets/Total Assets,Level 3 Assets/Total Assets,Total FV Assets/Total Assets,Source: Bloomberg
06/30/2008,107.389,457.12,89.089,653.598,,,,9.999097,42.562898,8.295165,60.857163,8.720979,37.122366,7.23485,53.078197,
09/30/2008,89.138,554.739,86.599,730.476,,,,7.532186,46.875602,7.31764,61.725428,6.531831,40.650017,6.345779,53.527627,
12/31/2008,201.917,584.585,90.675,877.177,,,,15.939566,46.147828,7.157991,69.245385,13.692779,39.642987,6.149025,59.484791,
03/31/2009,115.935,599.289,90.221,805.445,,,,9.865801,50.998111,7.677599,68.541511,8.364399,43.237091,6.509203,58.110693,
06/30/2009,194.6,593.257,90.694,878.551,0.914,0.914,0.673,15.308563,46.66964,7.134608,69.112811,12.962255,39.516693,6.041104,58.520052,
09/30/2009,212.563,694.215,89.987,996.765,0.896,0.896,-0.257,15.28942,49.934113,6.472665,71.696198,12.978482,42.386759,5.494346,60.859586,
12/31/2009,236.8,817.7,88.9,1143.4,0.4,0.4,,15.40363,53.190659,5.782866,74.377155,13.085042,45.184285,4.912416,63.181743,
03/31/2010,331.7,953.3,81.0,1366.0,,,2.0,18.740113,53.858757,4.576271,77.175141,16.448478,47.272637,4.016662,67.737776,
06/30/2010,407.6,1095.2,52.9,1555.7,,,,21.180628,56.911245,2.748909,80.840782,18.171281,48.825286,2.358343,69.354911,
09/30/2010,368.1,1198.9,18.6,1585.6,2.8,2.8,,18.328935,59.697256,0.926156,78.952348,15.651841,50.977974,0.790884,67.420699,
12/31/2010,327.5,1242.7,18.6,1588.8,2.1,2.1,0.4,16.074409,60.994405,0.912928,77.981741,13.700636,51.987115,0.778112,66.465863,
03/31/2011,496.5,1219.7,18.6,1734.8,1.5,1.5,,22.255592,54.673002,0.833744,77.762338,19.331854,47.490558,0.724214,67.546626,
06/30/2011,464.5,1318.5,18.7,1801.7,2.2,2.2,,20.297138,57.614158,0.817129,78.728425,17.528963,49.756595,0.705687,67.991245,
09/30/2011,367.4,1432.8,18.7,1818.9,,,,15.508653,60.481216,0.789363,76.779232,13.379461,52.177713,0.680991,66.238165,
12/31/2011,587.6,1516.2,16.4,2120.2,,,,22.210463,57.310251,0.619897,80.140611,19.18318,49.498874,0.535405,69.217459,
03/31/2012,452.1,1854.7,16.6,2323.4,1.4,1.4,,15.444266,63.358726,0.567075,79.370068,13.564763,55.648234,0.498065,69.711062,
06/30/2012,615.8,1951.7,11.0,2578.5,,,,19.350176,61.327929,0.345651,81.023756,16.982433,53.823667,0.303356,71.109456,
09/30/2012,504.6,2128.2,11.1,2643.9,,,,15.321087,64.618187,0.337027,80.276302,13.520176,57.022668,0.297412,70.840255,
12/31/2012,567.5,2255.9,7.4,2830.8,,,,15.851513,63.012206,0.206698,79.070417,13.980587,55.57499,0.182302,69.737879,
03/31/2013,463.6,2578.2,7.4,3049.2,2.4,2.4,,12.28991,68.347383,0.196172,80.833466,10.944804,60.866896,0.174701,71.986402,
06/30/2013,419.0,2539.4,7.4,2965.8,1.9,1.9,,11.267075,68.285468,0.198989,79.751533,9.973104,60.443196,0.176136,70.592436,
09/30/2013,452.1,1889.7,7.4,2349.2,,,,13.84983,57.8899,0.226695,71.966425,12.227511,51.108887,0.200141,63.536539,
12/31/2013,581.3,1917.4,7.4,2506.1,,,,16.601931,54.760953,0.211344,71.574227,14.715338,48.538086,0.187328,63.440751,
03/31/2014,652.0,2093.1,8.0,2753.1,,,,17.830772,57.2417,0.218782,75.291254,15.545277,49.90463,0.19074,65.640647,
06/30/2014,368.2,1466.1,,1834.3,,,,13.045635,51.945153,,64.990788,10.81478,43.062327,,53.877107,
09/30/2014,316.5,1753.3,,2069.8,,,,10.26198,56.847805,0.0,67.109785,8.667671,48.015884,0.0,56.683555,
12/31/2014,598.1,1898.9,,2497.0,,,,17.698408,56.190448,0.0,73.888856,15.105824,47.959287,0.0,63.065111,
03/31/2015,503.9,1883.1,,2387.0,,,,14.05422,52.521337,0.0,66.575556,12.212205,45.637633,0.0,57.849838,
06/30/2015,722.0,1881.6,,2603.6,,,,19.03657,49.611095,,68.647665,16.580549,43.210472,,59.791021,
09/30/2015,668.7,2268.0,,2936.7,,,,16.249514,55.112753,0.0,71.362267,14.281443,48.437734,0.0,62.719176,
12/31/2015,885.0,2462.8,,3347.8,,,,20.488482,57.015858,0.0,77.504341,18.034357,50.186457,0.0,68.220814,
03/31/2016,1134.1,2667.0,,3801.1,,,,23.873779,56.142641,0.0,80.01642,21.372708,50.26101,0.0,71.633718,
06/30/2016,1468.6,2756.3,,4224.9,,,,28.343144,53.195021,0.0,81.538165,25.404788,47.680252,0.0,73.08504,
09/30/2016,1371.0,3190.3,,4561.3,,,,24.739254,57.567938,0.0,82.307193,22.203508,51.667287,0.0,73.870795,
12/31/2016,1464.1,3373.8,,4837.9,,,,25.340095,58.392468,0.0,83.732563,22.570103,52.009434,0.0,74.579537,
03/31/2017,1034.1,2112.7,,3146.8,,,,25.053907,51.185948,0.0,76.239855,21.507903,43.941348,0.0,65.449251,
06/30/2017,1027.9,2395.4,,3423.3,,,,22.729585,52.968622,0.0,75.698207,19.576065,45.619715,0.0,65.19578,
09/30/2017,1289.7,2512.3,,3802.0,,,,26.00254,50.652231,0.0,76.654771,22.848386,44.508025,0.0,67.356411,
12/31/2017,1667.1,2179.4,,3846.5,,,,34.873651,45.590327,,80.463978,28.858538,37.726769,,66.585307,
03/31/2018,2003.4,2064.8,,4068.2,,,,36.383118,37.498184,0.0,73.881302,31.1755,32.130964,0.0,63.306464,
06/30/2018,2165.1,2094.5,,4259.6,,,,36.889184,35.686295,0.0,72.575479,31.609145,30.578428,0.0,62.187573,
09/30/2018,2247.7,2322.8,,4570.5,,,,35.743023,36.937266,0.0,72.680289,30.712158,31.738311,0.0,62.450469,
12/31/2018,2312.7,2521.7,,4834.4,,,,34.58243,37.707664,,72.290093,29.473537,32.137077,,61.610613,
03/31/2019,2443.6,2621.0,,5064.6,,,,34.708255,37.227998,0.0,71.936254,29.673706,31.827952,0.0,61.501658,
06/30/2019,2526.5,2621.7,,5148.2,,,,34.706577,36.014341,0.0,70.720919,29.613437,30.729289,0.0,60.342726,
09/30/2019,2823.4,2607.2,,5430.6,,,,36.304021,33.524064,0.0,69.828085,30.920022,28.552342,0.0,59.472364,
12/31/2019,3085.0,2760.2,,5845.2,,,,37.237317,33.316837,,70.554154,31.69564,28.358608,,60.054247,
03/31/2020,3154.7,2741.4,,5896.1,,,,36.98142,32.136452,0.0,69.117871,31.894329,27.715825,0.0,59.610155,
06/30/2020,3861.8,2213.0,,6074.8,,,,44.052291,25.244114,0.0,69.296404,38.22202,21.903084,0.0,60.125104,
