Date,Revenue,Cost of Revenue,Gross Profit,Other Operating Income,Operating Expenses,Operating Income or Losses,Interest Expense,Foreign Exchange Losses (Gains),Net Non-Operating Losses (Gains),Pretax Income,Income Tax Expense (Benefit),Income Before XO Items,Extraordinary Loss Net of Tax,Minority/Non Controlling Interests (Credits),Net Income/Net Profit (Losses),Total Cash Preferred Dividends,Other Adjustments,Net Inc Avail to Common Shareholders,Abnormal Losses (Gains),Tax Effect on Abnormal Items,Normalized Income,Basic EPS Before Abnormal Items,Basic EPS Before XO Items,Basic Earnings per Share,Basic Weighted Avg Shares,Diluted EPS Before Abnormal Items,Diluted EPS Before XO Items,Diluted EPS,Diluted Weighted Avg Shares,Source: Bloomberg
12/28/1997,815.594971,-439.416992,376.177979,,-213.231995,162.945999,-28.014999,0.0,22.094,157.025,-67.074997,89.949997,16.341999,-3.321,102.971001,0.0,,102.971001,-10.3,,76.329002,0.92,1.04,1.23,83.541,0.74,0.84,1.0,83.541,
03/29/1998,743.882996,-422.550995,321.332001,,-208.145004,113.186996,-26.811001,0.0,87.709999,174.085995,-70.167999,103.917999,0.184,-2.481,101.621002,0.0,,101.621002,-45.0,,56.436996,0.67,1.23,1.23,79.949997,0.57,1.02,1.02,99.559998,
06/28/1998,779.291992,-436.554993,342.737,,-215.612,127.125,-25.624001,0.0,14.168,115.669,-46.195,69.473999,60.042,-2.549,126.967003,0.0,,126.967003,5.1,,72.025,0.86,0.81,1.57,78.599998,0.73,0.68,1.29,98.158997,
09/27/1998,752.778015,-429.091003,323.687012,,-212.057999,111.628998,-26.030001,0.0,7.856,93.454997,-33.965,59.490002,0.0,-2.507,56.983002,0.0,,56.983002,4.4,,61.382997,0.74,0.68,0.68,78.669998,0.63,0.58,0.58,97.746002,
12/27/1998,815.966003,-441.937988,374.028015,,-221.350998,152.677002,-22.955,0.0,5.733,135.455002,-51.957001,83.498001,0.0,-3.212,80.286003,0.0,,80.286003,3.2,,83.486001,1.02,0.98,0.98,78.307999,0.86,0.83,0.83,97.240997,
03/28/1999,770.799011,-431.968994,338.830017,,-213.167999,125.662003,-24.764,0.0,6.715,107.613003,-42.146999,65.466003,0.0,-2.599,62.867001,-3.51,0.0,59.357001,-1.0,,58.357003,0.75,0.76,0.76,78.425003,0.64,0.65,0.65,97.32,
06/27/1999,809.666016,-430.437988,379.228027,,-223.742996,155.485001,-23.032,0.0,14.88,147.333001,-57.887001,89.445999,0.0,-2.86,86.585999,-4.036,0.0,82.549999,-5.3,,77.25,0.97,1.04,1.04,79.0,0.83,0.88,0.88,97.847,
09/26/1999,784.739014,-416.89801,367.841003,,-216.863998,150.977005,-22.422001,0.0,1.833,130.388004,-51.696999,78.691002,0.0,-2.482,76.209,-3.369,0.0,72.84,,,72.840005,0.9,0.9,0.9,81.365997,0.78,0.78,0.78,97.980003,
03/28/2000,758.567017,-396.036011,362.531006,,-217.108994,145.421997,-26.049,0.0,152.134995,271.507992,-108.047997,163.460007,0.0,-2.605,160.854996,-3.161,0.0,157.693996,-152.371994,60.421001,65.743003,0.88,2.03,2.03,77.778999,0.74,1.74,1.74,92.667999,
06/25/2000,852.455994,-439.266998,413.188995,,-233.477005,179.712006,-27.639999,0.0,10.987,163.059007,-63.598999,99.459999,0.0,-3.187,96.273003,-2.818,0.0,93.455003,-5.365,,88.090008,1.2,1.23,1.23,75.929001,1.02,1.08,1.08,89.422997,
09/24/2000,769.234985,-401.045013,368.189972,,-213.352997,154.837006,-28.885,0.0,-0.346,125.606005,-46.931,78.675003,0.0,-2.569,76.106003,-2.818,0.0,73.288003,0.0,0.0,73.288006,0.99,0.99,0.99,74.330002,0.87,0.87,0.87,87.685997,
12/31/2000,738.679993,-378.317993,360.362,,-171.557007,188.804993,-33.648998,0.0,-177.225006,-22.069012,7.651,-14.418,0.0,-4.453,-18.871,-2.554,0.0,-21.425,99.0,,77.574988,1.09,-0.29,-0.29,73.442001,1.09,-0.29,-0.29,73.442001,
04/01/2001,735.39801,-408.787994,326.610016,,-210.100998,116.509003,-27.739,0.0,-17.559,71.211002,-27.535999,43.674999,0.0,-2.938,40.737,-2.776,0.0,37.960999,11.5,-4.401,45.060003,0.62,0.52,0.52,73.382004,0.56,0.47,0.47,86.064003,
07/01/2001,738.437,-477.494,260.943,0.0,-208.311,52.632,-26.149,,-3.318,23.165,-8.582,14.583,,-1.157,13.426,-2.387,0.0,11.039,0.0,,11.039,0.15,0.15,0.15,73.456,0.15,0.15,0.15,74.661,
09/30/2001,693.122009,-372.891998,320.230011,,-196.334,123.896004,-23.747,0.0,-5.077,95.072004,-37.124001,57.948002,0.0,-2.263,55.685001,-2.387,0.0,53.298001,0.0,0.0,53.298003,0.71,0.71,0.71,74.799004,0.65,0.65,0.65,85.836998,
12/30/2001,733.252014,-359.161987,374.090027,,-205.371994,168.718002,-21.677999,0.0,-19.414,127.626003,-49.333,78.292999,0.0,-3.317,74.975998,-0.574,0.0,74.401998,0.0,0.0,74.402003,0.91,0.91,0.91,82.660004,0.88,0.88,0.88,85.627998,
03/31/2002,678.211975,-369.088013,309.123962,,-188.294006,120.830002,-19.594,0.0,-16.865999,84.370003,-30.664,53.706001,-24.278999,-1.938,27.489,0.0,0.0,27.489,,,51.768003,0.62,0.62,0.33,84.016998,0.6,0.6,0.32,86.075996,
06/30/2002,715.104004,-367.600006,347.503998,,-190.041,157.462997,-18.636,0.0,-13.566,125.260998,-45.492001,79.768997,0.0,-2.975,76.793999,0.0,0.0,76.793999,,,76.793997,0.92,0.92,0.92,83.407997,0.9,0.9,0.9,85.376999,
09/29/2002,688.98999,-359.010986,329.979004,,-187.153,142.826004,-18.302999,0.0,-31.582001,92.941004,-33.521,59.419998,0.0,-2.884,56.535999,0.0,0.0,56.535999,18.0,-6.7,67.836004,0.82,0.68,0.68,82.795998,0.81,0.67,0.67,84.089996,
12/29/2002,759.288025,-382.115997,377.172028,,-192.929001,184.242996,-17.9,0.0,-9.142,157.200996,-57.265999,99.934998,0.0,-3.306,96.628998,0.0,0.0,96.628998,,,96.628998,1.18,1.18,1.18,82.043999,1.16,1.16,1.16,83.359001,
03/30/2003,699.312988,-382.196014,317.116974,,-206.565994,110.551003,-17.759001,0.0,-9.409,83.383002,-30.016001,53.367001,0.0,-2.695,50.672001,0.0,0.0,50.672001,,,50.672001,0.62,0.62,0.62,81.177002,0.62,0.62,0.62,82.074997,
06/29/2003,721.578003,-388.851013,332.72699,,-181.932999,150.794006,-17.229,0.0,-7.859,125.706006,-45.716,79.989998,0.0,-2.772,77.218002,0.0,0.0,77.218002,,,77.218006,0.96,0.96,0.96,80.528999,0.95,0.95,0.95,81.484001,
09/28/2003,685.344,-382.043,303.301,0.0,-174.306,128.995,,,-19.563,109.432,-38.275,71.157,,-2.008,69.149,0.0,0.0,69.149,,,69.149,0.86,0.86,0.86,80.203,0.85,0.85,0.85,81.327,
12/28/2003,772.880005,-406.635986,366.244019,,-188.977005,177.266998,-19.673,0.0,-2.71,154.883998,-52.936001,101.947998,0.0,-2.916,99.031998,0.0,0.0,99.031998,,,99.031997,1.24,1.24,1.24,79.696999,1.22,1.22,1.22,81.021004,
03/28/2004,712.270996,-400.847992,311.423004,,-200.363998,111.058998,-13.169,0.0,-8.306,89.583998,-31.735001,57.848999,0.0,-1.912,55.937,0.0,0.0,55.937,,,55.936997,0.71,0.71,0.71,79.004997,0.7,0.7,0.7,80.337997,
06/27/2004,760.216003,-399.981995,360.234009,,-205.225006,155.009003,-12.102,0.0,-7.534,135.373003,-46.539001,88.834,0.0,-2.572,86.262001,0.0,0.0,86.262001,-7.979,,78.283001,1.0,1.1,1.1,78.497002,0.98,1.08,1.08,79.789001,
09/26/2004,707.96698,-380.540009,327.426971,,-200.953003,126.473999,-11.235,0.0,-6.019,109.219999,-34.773998,74.445999,4.631,-2.198,76.878998,0.0,0.0,76.878998,,,72.248001,0.94,0.94,1.0,77.258003,0.93,0.93,0.99,77.935997,
12/26/2004,819.448975,-417.748993,401.699982,,-216.546997,185.153,-13.344,0.0,-2.323,169.486,-59.091999,115.025002,0.0,-3.229,107.165001,0.0,0.0,107.165001,-7.0,,100.165001,1.3,1.39,1.39,76.880997,1.29,1.38,1.38,77.737,
03/27/2005,724.728027,-408.252014,316.476013,,-205.606003,110.870003,-17.166,0.0,-8.5,85.204002,-22.993999,62.209999,0.0,-1.71,60.5,0.0,0.0,60.5,,,60.500003,0.8,0.8,0.8,75.561996,0.79,0.79,0.79,76.278999,
06/26/2005,761.51001,-407.285004,354.225006,,-210.878998,143.345993,-20.997,0.0,-3.651,118.697993,-41.992001,76.706001,0.0,-2.311,74.394997,0.0,0.0,74.394997,0.7453,,75.140293,1.01,1.0,1.0,74.071999,1.01,1.0,1.0,74.529999,
09/25/2005,723.841003,-413.964996,309.876007,,-213.626007,96.25,-24.069,0.0,-1.811,70.37,-24.995001,45.375,209.559998,-1.738,253.197006,0.0,0.0,253.197006,8.6,-3.1,49.136999,0.7,0.62,3.58,70.683998,0.69,0.61,3.56,71.080002,
12/25/2005,819.861023,-433.256989,386.604034,,-231.942993,154.660995,-28.358,0.0,4.0,130.302996,-44.007,86.295998,0.0,-2.949,83.347,0.0,0.0,83.347,,,83.346996,1.24,1.24,1.24,67.044998,1.24,1.24,1.24,67.292999,
03/26/2006,739.888,-106.994003,632.893997,,-544.469971,88.424004,-31.275999,0.0,-10.194,46.954004,-16.938999,30.014999,0.0,-1.638,28.377001,0.0,0.0,28.377001,6.888,,35.265005,0.52,0.42,0.42,67.081001,0.52,0.42,0.42,67.757004,
