Date,Cash from Operating Activities,Net Income,Depreciation & Amortization,Non-Cash Items,Stock-Based Compensation,Deferred Income Taxes,Other Non-Cash Adj,Chg in Non-Cash Work Cap,(Inc) Dec in Accts Receiv,(Inc) Dec in Inventories,Inc (Dec) in Other,Net Cash From Disc Ops,Cash from Investing Activities,Change in Fixed & Intang,Disp in Fixed & Intang,Disp of Fixed Prod Assets,Disp of Intangible Assets,Acq of Fixed & Intang,Acq of Fixed Prod Assets,Acq of Intangible Assets,Net Change in LT Investment,Dec in LT Investment,Inc in LT Investment,Net Cash From Acq & Div,Cash from Divestitures,Cash for Acq of Subs,Cash for JVs,Other Investing Activities,Cash from Financing Activities,Dividends Paid,Cash From (Repayment) Debt,Cash From (Repay) ST Debt,Cash From LT Debt,Repayments of LT Debt,Cash (Repurchase) of Equity,Increase in Capital Stock,Decrease in Capital Stock,Other Financing Activities,Effect of Foreign Exchange Rates,Net Changes in Cash,Cash Paid for Taxes,Cash Paid for Interest,Source: Bloomberg
03/31/1997,65.0,69.0,68.0,-91.0,,39.0,-130.0,19.0,-7.0,,26.0,,264.0,-182.0,0.0,,,-182.0,,,0.0,0.0,0.0,,,,,446.0,-329.0,0,-327.0,,,,0,0.0,0,-2,,0.0,18.0,0.0,
06/30/1997,-87.0,197.0,66.0,-331.0,,-15.0,-316.0,-19.0,-10.0,-2.0,-7.0,,969.0,1309.0,1597.0,,,-288.0,,,0.0,0.0,0.0,,,,,-340.0,-775.0,0,-780.0,,,,0,0.0,0,5,,107.0,144.0,43.0,
09/30/1997,195.0,58.0,64.0,16.0,,-14.0,30.0,57.0,-13.0,0.0,70.0,,-631.0,-271.0,21.0,,,-292.0,,,0.0,0.0,0.0,,,,,-360.0,547.0,0,530.0,,,,0,0.0,0,17,,111.0,69.0,-4.0,
12/31/1997,58.272,13.278,21.175,1.822,,,1.822,21.997,-21.745,,43.742,,-301.429,-46.041,0.305,,,-46.346,,,0.0,0.0,0.0,,,,,-255.388,238.092,0,238.092,,,,0,0.0,0,0,,-5.065,,,
03/31/1998,-328.0,996.0,78.0,-1146.0,,-10.0,-1136.0,-256.0,3.0,0.0,-259.0,,2069.0,1993.0,2066.0,,,-73.0,,,0.0,0.0,0.0,,,,,76.0,-1649.0,-3036,1389.0,,,,0,0.0,0,-2,,92.0,5.0,33.0,
06/30/1998,-86.0,236.0,126.0,-247.0,,41.0,-288.0,-201.0,-40.0,0.0,-161.0,,453.0,573.0,706.0,,,-133.0,,,0.0,0.0,0.0,,,,,-120.0,-186.0,-109,5.0,,,,0,0.0,0,-82,,181.0,41.0,114.0,
09/30/1998,85.0,-81.0,120.0,-59.0,,-170.0,111.0,105.0,-46.0,1.0,150.0,,-252.0,-125.0,39.0,,,-164.0,,,0.0,0.0,0.0,,,,,-127.0,-53.0,-104,326.0,,,,-343,0.0,-343,68,,-220.0,-4.0,72.0,
12/31/1998,76.0,151.0,97.0,159.0,,89.0,70.0,-331.0,47.0,-5.0,-373.0,,70.0,-14.0,43.0,,,-57.0,,,0.0,0.0,0.0,,,,,84.0,-168.0,-108,125.0,,,,-28,0.0,-28,-157,,-22.0,21.0,226.0,
03/31/1999,68.0,-932.0,119.0,852.0,,,852.0,29.0,,,29.0,,277.0,268.0,342.0,,,-74.0,,,0.0,0.0,0.0,,,,,9.0,-340.0,-29,-292.0,,,,0,0.0,0,-19,,5.0,16.0,99.0,
06/30/1999,122.0,142.0,117.0,35.0,,,35.0,-172.0,,,-172.0,,-36.0,-29.0,87.0,,,-116.0,,,0.0,0.0,0.0,,,,,-7.0,-79.0,-29,-47.0,,,,0,0.0,0,-3,,7.0,47.0,115.0,
