Date,Level 1 Assets,Level 2 Assets,Level 3 Assets,Total FV Assets,Level 1 Liabilities,Level 2 Liabilities,Level 3 Liabilities,Total FV Liabilities,Level 1 Assets/Total Equity,Level 2 Assets/Total Equity,Level 3 Assets/Total Equity,Total FV Assets/Total Equity,Level 1 Assets/Total Assets,Level 2 Assets/Total Assets,Level 3 Assets/Total Assets,Total FV Assets/Total Assets,Source: Bloomberg
07/31/2008,5.803,30.389,,36.192,,,,,0.319323,1.67222,,1.991542,0.17953,0.94016,,1.119691,
10/31/2008,10.003,29.66,,39.663,22.731,,,22.731,0.661449,1.961271,,2.62272,0.296267,0.878466,,1.174733,
01/31/2009,5.816,27.72,,33.536,,,,,0.118333,0.563995,,0.682328,0.070527,0.336141,,0.406667,
04/30/2009,,,,29.629,,,,0.332,,,,0.599786,,,,0.361675,
07/31/2009,8.916,31.256,,40.172,6.259,,,6.259,0.177104,0.620857,,0.797961,0.108273,0.379562,,0.487835,
10/31/2009,10.656,22.812,,33.468,2.669,,,2.669,0.207503,0.444215,,0.651717,0.12628,0.270335,,0.396615,
01/31/2010,9.482,23.735,,33.217,,,,,0.180946,0.452937,,0.633883,0.120034,0.300465,,0.420499,
04/30/2010,15.642,22.933,,38.575,0.83,,,0.83,0.293674,0.43056,,0.724234,0.196142,0.287566,,0.483708,
07/31/2010,24.349,79.825,,104.174,0.21,,,0.21,0.451316,1.479581,,1.930897,0.289211,0.948141,,1.237353,
10/31/2010,19.597,72.25,0.0,91.847,0.383,,,0.383,0.35605,1.31268,0.0,1.668729,0.229115,0.844698,0.0,1.073813,
01/31/2011,18.896,62.274,,81.17,0.81,,,0.81,0.35232,1.161113,,1.513434,0.226063,0.745016,,0.971078,
04/30/2011,,,,,,,,,,,0.0,,,,0.0,,
07/31/2011,14.263,27.516,0.0,41.779,10.975,18.488,,29.463,0.266685,0.514486,0.0,0.781171,0.162411,0.313322,0.0,0.475733,
10/31/2011,12.412,27.724,,40.136,2.564,,,2.564,0.231423,0.516916,0.0,0.748338,0.134687,0.300844,0.0,0.435531,
01/31/2012,14.111,27.618,,41.729,1.173,1.153,,2.326,0.262085,0.512951,0.0,0.775036,0.152785,0.29903,0.0,0.451814,
04/30/2012,15.781,27.436,,43.217,789.812,1667.654,,2457.466,0.305633,0.531357,0.0,0.83699,0.173128,0.300991,0.0,0.474119,
07/31/2012,41.527,24.952,0.0,66.479,803.651,1668.233,0.0,2471.884,0.795011,0.477692,0.0,1.272702,0.448354,0.269399,0.0,0.717752,
10/31/2012,21.032,27.779,0.0,48.811,796.272,1662.136,,2458.408,0.408171,0.53911,0.0,0.947281,0.228889,0.302315,0.0,0.531204,
01/31/2013,25.685,27.64,,53.325,794.049,1629.321,,2423.37,0.488286,0.525452,0.0,1.013738,0.279657,0.300943,0.0,0.580601,
