Date,Revenue,Sales & Services Revenue,Cost of Revenue,Cost of Goods & Services,Gross Profit,Other Operating Income,Operating Expenses,"Selling, General & Admin",Research & Development,Other Operating Expense,Operating Income (Loss),Non-Operating (Income) Loss,"Interest Expense, Net",Interest Expense,Interest Income,Foreign Exch (Gain) Loss,Other Non-Op (Income) Loss,Pretax Income,Income Tax Expense (Benefit),Income (Loss) from Cont Ops,Net Extraordinary Losses (Gains),Discontinued Operations,XO & Accounting Changes,Income (Loss) Incl. MI,Minority Interest,"Net Income, GAAP",Preferred Dividends,Other Adjustments,"Net Income Avail to Common, GAAP","Net Income Avail to Common, Adj",Net Abnormal Losses (Gains),Basic Weighted Avg Shares,"Basic EPS, GAAP",Basic EPS from Cont Ops,"Basic EPS from Cont Ops, Adjusted",Diluted Weighted Avg Shares,"Diluted EPS, GAAP",Diluted EPS from Cont Ops,"Diluted EPS from Cont Ops, Adjusted",Source: Bloomberg
03/31/2000,0.083,,,,,,-5.426,,,,-5.343,0.497,,,,0.0,-0.497,-4.846,0.0,-4.846,0.0,,,-4.846,0.0,-4.846,0.0,0.0,-4.846,-4.846,,,,,,,,,,
06/30/2000,0.078652,,,,,0.0,-5.837908,,,,-5.759256,0.49,-0.489713,,,0.0,-0.000287,-5.269543,0.0,-5.759256,0.0,,,-5.269543,0.0,-5.269543,0.0,0.0,-5.269543,-5.269543,,5.130926,-1.025,-1.025,-1.025,5.130926,-1.025,-1.025,-1.025,
09/30/2000,0.662589,,,,,0.0,-6.044871,,,,-5.382282,1.507,-1.507629,,,0.0,0.000629,-3.874653,,-5.382282,0.0,,,,0.0,-3.874653,0.0,0.0,-3.874653,-3.874653,,41.096842,-0.095,-0.095,-0.095,41.096842,-0.095,-0.095,-0.095,
12/31/2000,0.484,,,,,,-7.235601,,,,-6.751601,2.135,,,,0.0,-2.135,-4.616601,0.0,-4.615599,0.0,,,-4.616601,0.0,-4.615599,0.0,,-4.615599,-4.615599,,57.877998,-0.08,-0.08,-0.08,57.877998,-0.08,-0.08,-0.08,
03/31/2001,0.564,,-0.014,,0.55,,-7.242,,,,-6.692,1.738,-1.738,0.036,-1.774,0.0,0.0,-4.954,0.0,-4.918,0.0,,,-4.954,0.0,-4.918,0.0,0.0,-4.918,-4.918,,58.448002,-0.085,-0.085,-0.085,58.448002,-0.085,-0.085,-0.085,
06/30/2001,0.47,,,,,,-7.884,,,,-7.414,1.487,0.034,0.034,,0.0,-1.521,-5.927,0.0,-5.893,0.0,,,-5.927,0.0,-5.893,0.0,0.0,-5.893,-5.893,,59.312,-0.1,-0.1,-0.1,59.312,-0.1,-0.1,-0.1,
09/30/2001,0.692,,-0.202,,0.49,,-7.77,,,,-7.28,1.495,,,,0.0,-1.495,-5.785,0.0,-5.785,0.0,,,-5.785,0.0,-5.785,0.0,0.0,-5.785,-5.785,,59.863998,-0.095,-0.095,-0.095,59.863998,-0.095,-0.095,-0.095,
12/30/2001,0.761,,-0.272,,0.489,,-9.421,,,,-8.932,0.107,0.598,0.598,,0.0,-0.705,-8.825,0.0,-8.227,0.0,,,-8.825,0.0,-8.227,0.0,0.0,-8.227,-8.227,,60.354,-0.135,-0.135,-0.135,60.354,-0.135,-0.135,-0.135,
03/31/2002,1.269,,-0.339,,0.93,,-9.959,,,,-9.029,-0.238,0.238,0.6,-0.362,0.0,0.0,-9.267,0.0,-8.667,0.0,,,-9.267,0.0,-8.667,0.0,0.0,-8.667,-8.667,,60.91,-0.14,-0.14,-0.14,60.91,-0.14,-0.14,-0.14,
06/30/2002,1.9,,-0.596,,1.304,,-10.436,,,,-9.132,-7.915,0.215,0.6,-0.385,0.0,7.7,-17.047,0.0,-16.447001,0.0,,,-17.047,0.0,-16.447001,0.0,0.0,-16.447001,-16.447001,,61.462002,-0.27,-0.27,-0.14,61.462002,-0.27,-0.27,-0.14,
