Date,Cash from Operating Activities,Net Income,Depreciation & Amortization,Non-Cash Items,Deferred Income Taxes,Other Non-Cash Adj,Chg in Non-Cash Work Cap,(Inc) Dec in Accts Receiv,(Inc) Dec in Inventories,Inc (Dec) in Other,Net Cash From Disc Ops,Cash from Investing Activities,Change in Fixed & Intang,Disp in Fixed & Intang,Disp of Fixed Prod Assets,Disp of Intangible Assets,Acq of Fixed & Intang,Acq of Fixed Prod Assets,Acq of Intangible Assets,Net Change in LT Investment,Dec in LT Investment,Inc in LT Investment,Net Cash From Acq & Div,Cash from Divestitures,Cash for Acq of Subs,Cash for JVs,Other Investing Activities,Cash from Financing Activities,Dividends Paid,Cash From (Repayment) Debt,Cash From (Repay) ST Debt,Cash From LT Debt,Repayments of LT Debt,Cash (Repurchase) of Equity,Increase in Capital Stock,Decrease in Capital Stock,Other Financing Activities,Effect of Foreign Exchange Rates,Net Changes in Cash,Cash Paid for Taxes,Cash Paid for Interest,Source: Bloomberg
09/30/1998,471,-2,301,131,,131,41,,,41,,-299.0,-214.0,0.0,,,-214.0,,,0.0,0.0,0.0,,,,,-85.0,107.0,-77.0,-694.0,,,,802.0,802.0,0.0,76.0,,279.0,,193.0,
12/31/1998,667,46,296,147,,147,178,,,178,,-255.0,-363.0,0.0,,,-363.0,,,0.0,0.0,0.0,,,,,108.0,-792.0,-77.0,-665.0,,,,30.0,30.0,0.0,-80.0,,-380.0,,183.0,
03/31/1999,289,32,383,-7,-13.0,6,-119,-184.0,11.0,54,,-250.0,-195.0,16.0,,,-211.0,,,0.0,0.0,0.0,,,,,-55.0,-132.0,-108.0,-9.0,,,,30.0,30.0,0.0,-45.0,,-93.0,6.0,130.0,
06/30/1999,434,-71,374,122,,122,9,,,9,,-263.0,-311.0,0.0,,,-311.0,,,0.0,0.0,0.0,,,,,48.0,-6.0,-135.0,-25.0,,,,160.0,160.0,0.0,-6.0,,165.0,31.0,234.0,
09/30/1999,454,142,383,-121,,-121,50,,,50,,-285.0,-247.0,0.0,,,-247.0,,,0.0,0.0,0.0,,,,,-38.0,-440.0,-102.0,-365.0,,,,26.0,26.0,0.0,1.0,,-271.0,11.0,119.0,
12/31/1999,571,80,456,71,,71,-36,,,-36,,-360.0,-433.0,0.0,,,-433.0,,,0.0,0.0,0.0,,,,,73.0,-111.0,-104.0,2.0,,,,54.0,54.0,0.0,-63.0,,100.0,37.0,144.0,
03/31/2000,535,378,383,-171,71.0,-242,-55,-163.0,-78.0,186,,434.0,-214.0,0.0,,,-214.0,,,0.0,0.0,0.0,,,,,648.0,152.0,-104.0,203.0,,,,35.0,35.0,0.0,18.0,,1121.0,22.0,137.0,
06/30/2000,433,270,404,-3,,-3,-238,,,-238,,-5024.0,-274.0,0.0,,,-274.0,,,0.0,0.0,0.0,,,,,-4750.0,4162.0,-103.0,4284.0,,,,4.0,4.0,0.0,-23.0,,-429.0,139.0,172.0,
09/30/2000,912,-135,516,532,,532,-1,,,-1,,-499.0,-420.0,0.0,,,-420.0,,,0.0,0.0,0.0,,,,,-79.0,-387.0,-120.0,-257.0,,,,4.0,4.0,0.0,-14.0,,26.0,49.0,178.0,
12/31/2000,550,-371,613,160,,160,148,,,148,,175.0,-444.0,0.0,,,-444.0,,,0.0,0.0,0.0,,,,,619.0,-698.0,-120.0,-554.0,,,,-18.0,0.0,-18.0,-6.0,,27.0,88.0,329.0,
03/31/2001,54,-44,476,-148,-17.0,-131,-230,-83.0,6.0,-153,,633.0,-189.0,0.0,,,-189.0,,,0.0,0.0,0.0,,,,,822.0,-766.0,-120.0,-595.0,,,,8.0,8.0,0.0,-59.0,,-79.0,,,
06/30/2001,241,-313,457,296,,296,-199,,,-199,,-357.0,-269.0,0.0,,,-269.0,,,0.0,0.0,0.0,,,,,-88.0,-260.0,-120.0,-168.0,,,,15.0,15.0,0.0,13.0,,-376.0,280.0,238.0,
09/30/2001,731,-275,474,170,,170,362,,,362,,344.0,-230.0,0.0,,,-230.0,,,0.0,0.0,0.0,,,,,574.0,201.0,-121.0,344.0,,,,5.0,5.0,0.0,-27.0,,1276.0,4.0,235.0,
12/31/2001,688,-572,463,347,,347,450,,,450,,-169.0,-361.0,0.0,,,-361.0,,,0.0,0.0,0.0,,,,,192.0,-1314.0,-121.0,-1131.0,,,,5.0,5.0,0.0,-67.0,,-795.0,7.0,202.0,
03/31/2002,222,65,382,-166,3.0,-169,-59,-106.0,6.0,41,,-167.0,-153.0,0.0,,,-153.0,,,0.0,0.0,0.0,,,,,-14.0,-312.0,-121.0,-219.0,,,,30.0,30.0,0.0,-2.0,,-257.0,19.0,269.0,
06/30/2002,486,215,405,-95,,-95,-39,,,-39,,108.0,-229.0,0.0,,,-229.0,,,0.0,0.0,0.0,,,,,337.0,-723.0,-120.0,-558.0,,,,13.0,13.0,0.0,-58.0,,-129.0,104.0,185.0,
09/30/2002,720,145,407,-88,,-88,256,,,256,,-103.0,-235.0,0.0,,,-235.0,,,0.0,0.0,0.0,,,,,132.0,-461.0,-121.0,-200.0,,,,-124.0,0.0,-124.0,-16.0,,156.0,81.0,258.0,
12/31/2002,666,-130,393,153,,153,250,,,250,,-318.0,-392.0,0.0,,,-392.0,,,0.0,0.0,0.0,,,,,74.0,-268.0,-120.0,-62.0,,,,-35.0,10.0,-45.0,-51.0,,80.0,91.0,192.0,
03/31/2003,127,44,393,-26,,-26,-284,,,-284,,-174.0,-173.0,0.0,,,-173.0,,,0.0,0.0,0.0,,,,,-1.0,1191.0,-120.0,1212.0,,,,-20.0,6.0,-26.0,119.0,,1144.0,33.0,182.0,
06/30/2003,566,88,412,-54,,-54,120,,,120,,-241.0,-254.0,0.0,,,-254.0,,,0.0,0.0,0.0,,,,,13.0,-1113.0,-119.0,-508.0,,,,-542.0,8.0,-550.0,56.0,,-788.0,73.0,251.0,
09/30/2003,609,122,416,105,,105,-34,,,-34,,-369.0,-276.0,0.0,,,-276.0,,,0.0,0.0,0.0,,,,,-93.0,-106.0,-119.0,18.0,,,,36.0,36.0,0.0,-41.0,,134.0,66.0,172.0,
12/31/2003,520,48,423,-137,,-137,186,,,186,,-483.0,-463.0,0.0,,,-463.0,,,0.0,0.0,0.0,,,,,-20.0,762.0,-122.0,797.0,,,,30.0,30.0,0.0,57.0,,799.0,105.0,250.0,
03/31/2004,224,73,401,-31,,-31,-219,,,-219,,-149.0,-252.0,0.0,,,-252.0,,,0.0,0.0,0.0,,,,,103.0,-214.0,-121.0,-156.0,,,,93.0,93.0,0.0,-30.0,,-139.0,32.0,178.0,
06/30/2004,471,193,397,56,,56,-175,,,-175,,301.0,-310.0,0.0,,,-310.0,,,0.0,0.0,0.0,,,,,611.0,-1134.0,-121.0,-1024.0,,,,17.0,17.0,0.0,-6.0,,-362.0,81.0,239.0,
09/30/2004,242,-470,205,591,-2.0,593,-84,-378.0,-28.0,322,,-349.0,-181.0,0.0,,,-181.0,,,0.0,0.0,0.0,,,,,-168.0,-242.0,-122.0,46.0,,,,22.0,22.0,0.0,-188.0,,-305.0,,184.0,
12/31/2004,1090,169,411,476,-101.0,577,34,-895.0,-53.0,982,,368.0,-450.0,0.0,,,-450.0,,,0.0,0.0,0.0,,,,,818.0,-690.0,-121.0,-618.0,,,,32.0,32.0,0.0,17.0,,768.0,81.0,190.0,
03/31/2005,155,77,392,129,5.0,124,-443,-133.0,-105.0,-205,,-275.0,-197.0,0.0,,,-197.0,,,0.0,0.0,0.0,,,,,-78.0,-947.0,-123.0,-823.0,,,,16.0,16.0,0.0,-17.0,,-1067.0,69.0,176.0,
06/30/2005,424,77,390,114,105.0,9,-157,-118.0,-18.0,-21,,-105.0,-309.0,0.0,,,-309.0,,,0.0,0.0,0.0,,,,,204.0,-597.0,-123.0,-378.0,,,,3.0,3.0,0.0,-99.0,,-278.0,48.0,216.0,
09/30/2005,377,1023,223,-688,29.0,-717,-181,160.0,98.0,-439,,869.0,-250.0,0.0,,,-250.0,,,0.0,0.0,0.0,,,,,1119.0,-1405.0,-122.0,-1094.0,,,,1.0,1.0,0.0,-190.0,,-159.0,183.0,257.0,
12/31/2005,554,-77,371,70,-177.0,247,190,108.0,9.0,73,,-482.0,-399.0,0.0,,,-399.0,,,0.0,0.0,0.0,,,,,-83.0,323.0,-122.0,443.0,,,,3.0,3.0,0.0,-1.0,,549.0,100.0,189.0,
03/31/2006,246,-1236,314,1352,-10.0,1362,-184,-110.0,9.0,-83,,-299.0,-168.0,0.0,,,-168.0,,,0.0,0.0,0.0,,,,,-131.0,-893.0,-123.0,-781.0,,,,7.0,7.0,0.0,4.0,,-932.0,37.0,159.0,
06/30/2006,649,83,282,447,19.0,428,-163,-30.0,-13.0,-120,,-268.0,-302.0,0.0,,,-302.0,,,0.0,0.0,0.0,,,,,34.0,-816.0,-124.0,-698.0,,,,14.0,14.0,0.0,-8.0,,-435.0,37.0,186.0,
09/30/2006,743,224,287,14,124.0,-110,218,-109.0,-28.0,355,,1668.0,-294.0,0.0,,,-294.0,,,0.0,0.0,0.0,,,,,1962.0,-1949.0,-125.0,-469.0,,,,-1380.0,5.0,-1385.0,25.0,,462.0,37.0,162.0,
12/31/2006,-415,1979,275,-2444,1486.0,-3930,-225,210.0,-11.0,-424,,-67.0,1326.0,1635.0,,,-309.0,,,0.0,0.0,0.0,,,,,-1393.0,1370.0,-113.0,1640.0,,,,-42.0,6.0,-48.0,-115.0,,888.0,175.0,227.0,
03/31/2007,252,434,262,-173,74.0,-247,-271,-81.0,-129.0,-61,,1326.0,-178.0,0.0,,,-178.0,,,0.0,0.0,0.0,,,,,1504.0,-827.0,-114.0,-342.0,,,,-368.0,30.0,-398.0,-3.0,,766.0,33.0,108.0,
06/30/2007,383,190,269,160,21.0,139,-236,-75.0,11.0,-172,,-248.0,-299.0,0.0,,,-299.0,,,0.0,0.0,0.0,,,,,51.0,-844.0,-109.0,-122.0,,,,-634.0,41.0,-675.0,21.0,,-709.0,160.0,120.0,
09/30/2007,716,217,277,125,30.0,95,97,150.0,27.0,-80,,-581.0,-327.0,0.0,,,-327.0,,,0.0,0.0,0.0,,,,,-254.0,-114.0,-107.0,-52.0,,,,0.0,51.0,-51.0,45.0,,21.0,50.0,116.0,
12/31/2007,536,327,278,-166,107.0,-273,97,-135.0,9.0,223,,-943.0,-488.0,0.0,,,-488.0,,,0.0,0.0,0.0,,,,,-455.0,-390.0,-106.0,-204.0,,,,-94.0,6.0,-100.0,14.0,,-797.0,85.0,108.0,
03/31/2008,434,133,286,117,-130.0,247,-102,5.0,-32.0,-75,,-341.0,-215.0,0.0,,,-215.0,,,0.0,0.0,0.0,,,,,-126.0,-118.0,-112.0,18.0,,,,-46.0,1.0,-47.0,22.0,,-25.0,19.0,86.0,
06/30/2008,576,227,305,-51,17.0,-68,95,-32.0,-58.0,185,,-307.0,-267.0,0.0,,,-267.0,,,0.0,0.0,0.0,,,,,-40.0,2830.0,-106.0,2939.0,,,,0.0,0.0,0.0,-3.0,,3099.0,62.0,100.0,
09/30/2008,946,149,374,289,62.0,227,134,15.0,-14.0,133,,-6324.0,-250.0,0.0,,,-250.0,,,0.0,0.0,0.0,,,,,-6074.0,2170.0,-103.0,2382.0,,,,0.0,0.0,0.0,-109.0,,-3208.0,23.0,135.0,
12/31/2008,713,-1791,382,2067,-30.0,2097,55,463.0,152.0,-560,,-225.0,-270.0,0.0,,,-270.0,,,0.0,0.0,0.0,,,,,45.0,-115.0,-107.0,-47.0,,,,0.0,0.0,0.0,39.0,,373.0,27.0,276.0,
03/31/2009,794,257,343,266,70.0,196,-72,212.0,146.0,-430,,-193.0,-128.0,0.0,,,-128.0,-128.0,0.0,0.0,0.0,0.0,-8.0,0.0,-8.0,0.0,-57.0,-759.0,-108.0,-630.0,-80.0,486.0,-1036.0,-10.0,0.0,-10.0,-11.0,-31.0,-189.0,,89.0,
06/30/2009,1395,136,367,701,469.0,232,191,-17.0,164.0,44,,-133.0,-131.0,0.0,,,-131.0,-131.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0,-617.0,-10.0,-583.0,8.0,990.0,-1581.0,0.0,0.0,0.0,-24.0,54.0,699.0,,254.0,
09/30/2009,1381,371,378,291,46.0,245,341,271.0,-48.0,118,,-117.0,-108.0,0.0,,,-108.0,-108.0,0.0,0.0,0.0,0.0,-9.0,0.0,-9.0,0.0,0.0,-1302.0,-11.0,-1213.0,67.0,1014.0,-2294.0,0.0,0.0,0.0,-78.0,36.0,-2.0,36.0,101.0,
12/31/2009,1085,-101,384,671,-425.0,1096,131,138.0,54.0,-61,,-150.0,-167.0,0.0,,,-167.0,-167.0,0.0,0.0,,,0.0,0.0,0.0,0.0,17.0,-698.0,-11.0,-643.0,25.0,739.0,-1407.0,0.0,0.0,0.0,-44.0,3.0,240.0,48.0,212.0,
03/31/2010,159,-162,371,179,76.0,103,-229,-206.0,-51.0,28,0.0,-151.0,-120.0,0.0,,,-120.0,-120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-31.0,-149.0,-11.0,-109.0,-27.0,38.0,-120.0,-26.0,0.0,-26.0,-3.0,-2.0,-143.0,1.0,105.0,
06/30/2010,641,93,363,356,-14.0,370,-171,-118.0,-60.0,7,0.0,-309.0,-153.0,0.0,,,-153.0,-153.0,0.0,0.0,0.0,0.0,-155.0,0.0,-155.0,0.0,-1.0,-143.0,-55.0,-69.0,-8.0,128.0,-189.0,0.0,0.0,0.0,-19.0,-67.0,122.0,-92.0,222.0,
09/30/2010,-213,397,362,-811,335.0,-1146,-161,-231.0,-70.0,140,0.0,-151.0,-184.0,0.0,,,-184.0,-184.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,30.0,-126.0,-54.0,-70.0,115.0,11.0,-196.0,0.0,0.0,0.0,-2.0,48.0,-442.0,16.0,105.0,
12/31/2010,1044,316,360,369,25.0,344,-1,228.0,-5.0,-224,0.0,-223.0,-318.0,0.0,,,-318.0,-318.0,0.0,0.0,,,0.0,0.0,0.0,0.0,95.0,-170.0,-55.0,-97.0,-42.0,16.0,-71.0,0.0,0.0,0.0,-18.0,-7.0,644.0,-60.0,225.0,
03/31/2011,514,354,340,171,-2.0,173,-302,-365.0,7.0,56,,-307.0,-181.0,0.0,0.0,0.0,-181.0,-181.0,0.0,0.0,0.0,0.0,50.0,50.0,0.0,0.0,-176.0,-280.0,-82.0,-136.0,-33.0,49.0,-152.0,-29.0,0.0,-29.0,-33.0,49.0,-24.0,-92.0,101.0,
06/30/2011,648,219,336,64,4.0,60,-20,-73.0,-11.0,64,,-245.0,-229.0,0.0,0.0,0.0,-229.0,-229.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-16.0,-81.0,-115.0,37.0,18.0,178.0,-159.0,-1.0,0.0,-1.0,-2.0,28.0,350.0,103.0,211.0,
09/30/2011,876,468,335,282,33.0,249,-209,-64.0,-81.0,-64,,-341.0,-315.0,0.0,0.0,0.0,-315.0,-315.0,0.0,0.0,0.0,0.0,-3.0,0.0,-3.0,0.0,-23.0,-129.0,-115.0,-40.0,,,,0.0,0.0,0.0,26.0,-83.0,323.0,-21.0,103.0,
12/31/2011,637,281,321,71,282.0,-211,-36,374.0,29.0,-439,,-594.0,-434.0,0.0,,,-434.0,-434.0,0.0,0.0,0.0,0.0,-376.0,0.0,-376.0,0.0,216.0,1232.0,-115.0,1359.0,-2.0,1594.0,-233.0,0.0,0.0,0.0,-12.0,-3.0,1272.0,54.0,214.0,
03/31/2012,581,188,362,121,81.0,40,-33,113.0,39.0,-185,,-4154.0,-285.0,0.0,,,-285.0,-285.0,0.0,0.0,0.0,0.0,-3729.0,5.0,-3734.0,0.0,-91.0,848.0,-115.0,1003.0,-75.0,1594.0,-516.0,-14.0,21.0,-35.0,-26.0,19.0,-2706.0,5.0,92.0,
06/30/2012,794,134,366,175,29.0,146,119,163.0,-6.0,-38,,-426.0,-420.0,0.0,,,-420.0,-420.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0,-390.0,-114.0,-265.0,29.0,325.0,-619.0,0.0,0.0,0.0,-11.0,-38.0,-60.0,15.0,257.0,
09/30/2012,879,237,383,154,82.0,72,103,-50.0,-10.0,163,,98.0,-296.0,0.0,,,-296.0,-296.0,0.0,0.0,0.0,0.0,469.0,469.0,0.0,0.0,-67.0,-938.0,-115.0,-861.0,-6.0,133.0,-988.0,39.0,39.0,0.0,-1.0,8.0,47.0,21.0,147.0,
12/31/2012,713,235,375,169,12.0,157,-83,151.0,-51.0,-183,,-376.0,-382.0,0.0,,,-382.0,-382.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,-315.0,-132.0,-222.0,63.0,80.0,-365.0,48.0,48.0,0.0,-9.0,5.0,27.0,54.0,244.0,
03/31/2013,531,318,379,74,4.0,70,-229,-222.0,-47.0,40,,-790.0,-216.0,0.0,,,-216.0,-216.0,0.0,0.0,0.0,0.0,-505.0,0.0,-505.0,0.0,-67.0,-106.0,-132.0,44.0,-43.0,166.0,-79.0,-10.0,191.0,-201.0,-8.0,-3.0,-368.0,90.0,147.0,
06/30/2013,748,259,396,168,32.0,136,-76,-112.0,15.0,21,,-263.0,-272.0,0.0,,,-272.0,-272.0,0.0,0.0,0.0,0.0,4.0,0.0,4.0,0.0,6.0,-201.0,-134.0,-115.0,-36.0,2.0,-81.0,52.0,52.0,0.0,-4.0,-13.0,271.0,74.0,237.0,
09/30/2013,712,382,401,132,19.0,113,-200,-23.0,-89.0,-88,,564.0,-195.0,76.0,,,-271.0,-271.0,0.0,0.0,0.0,0.0,727.0,733.0,-6.0,0.0,28.0,-543.0,-134.0,-419.0,14.0,44.0,-477.0,26.0,45.0,-19.0,-16.0,8.0,741.0,60.0,153.0,
12/31/2013,1037,436,371,131,91.0,40,99,223.0,7.0,-131,,-338.0,-450.0,0.0,0.0,0.0,-450.0,-450.0,0.0,0.0,0.0,0.0,-5.0,-7.0,2.0,0.0,117.0,-838.0,-154.0,-237.0,-58.0,29.0,-208.0,-432.0,10.0,-442.0,-15.0,-5.0,-144.0,67.0,214.0,
03/31/2014,471,-95,352,440,-144.0,584,-226,-170.0,-3.0,-53,,-370.0,-277.0,0.0,0.0,0.0,-277.0,-277.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-93.0,-563.0,-153.0,-40.0,16.0,107.0,-163.0,-370.0,18.0,-388.0,0.0,1.0,-461.0,40.0,113.0,
06/30/2014,529,161,359,142,-18.0,160,-128,-37.0,11.0,-102,,-332.0,-329.0,28.0,28.0,0.0,-357.0,-357.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.0,-250.0,-149.0,548.0,7.0,1813.0,-1272.0,-275.0,22.0,-297.0,-374.0,5.0,-48.0,103.0,241.0,
09/30/2014,933,355,357,203,23.0,180,18,-7.0,-126.0,151,,144.0,-306.0,21.0,21.0,0.0,-327.0,-327.0,0.0,0.0,0.0,0.0,385.0,385.0,0.0,0.0,65.0,-629.0,-149.0,-280.0,-3.0,50.0,-327.0,-187.0,19.0,-206.0,-13.0,-23.0,425.0,50.0,149.0,
12/31/2014,1144,134,346,486,4.0,482,178,117.0,15.0,46,,-302.0,-393.0,12.0,12.0,0.0,-405.0,-405.0,0.0,0.0,0.0,0.0,-385.0,-385.0,0.0,0.0,476.0,-644.0,-169.0,-311.0,10.0,12.0,-333.0,-164.0,7.0,-171.0,0.0,-35.0,163.0,-21.0,215.0,
03/31/2015,638,313,323,158,-3.0,161,-156,-76.0,-81.0,1,,-377.0,-310.0,9.0,9.0,0.0,-319.0,-319.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-67.0,-546.0,-169.0,-240.0,0.0,40.0,-280.0,-137.0,2.0,-139.0,0.0,-20.0,-305.0,26.0,129.0,
06/30/2015,115,227,328,-452,39.0,-491,12,-57.0,22.0,47,,-361.0,-344.0,10.0,10.0,0.0,-354.0,-354.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-17.0,255.0,-168.0,848.0,19.0,2043.0,-1214.0,-214.0,0.0,-214.0,-211.0,5.0,14.0,60.0,220.0,
09/30/2015,837,220,329,427,65.0,362,-139,-33.0,-162.0,56,0.0,-461.0,-312.0,13.0,13.0,0.0,-325.0,-325.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-149.0,-816.0,-166.0,-355.0,-4.0,357.0,-708.0,-152.0,0.0,-152.0,-143.0,-46.0,-486.0,32.0,122.0,
12/31/2015,990,178,314,437,180.0,257,61,173.0,90.0,-202,0.0,-540.0,-484.0,5.0,5.0,0.0,-489.0,-489.0,0.0,0.0,0.0,0.0,23.0,23.0,0.0,0.0,-79.0,-494.0,-182.0,-341.0,-29.0,4433.0,-4745.0,-100.0,0.0,-100.0,129.0,-10.0,-54.0,31.0,209.0,
03/31/2016,620,334,284,56,-37.0,93,-54,-7.0,-9.0,-38,,-364.0,-301.0,8.0,8.0,0.0,-309.0,-309.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-63.0,-176.0,-181.0,148.0,3.0,467.0,-322.0,-131.0,0.0,-131.0,-12.0,25.0,105.0,6.0,136.0,
06/30/2016,605,40,301,421,59.0,362,-157,-79.0,57.0,-135,,-328.0,-325.0,3.0,3.0,0.0,-328.0,-328.0,0.0,0.0,0.0,0.0,40.0,101.0,-61.0,0.0,-43.0,-178.0,-181.0,-8.0,3.0,737.0,-748.0,-1.0,0.0,-1.0,12.0,0.0,99.0,67.0,197.0,
09/30/2016,341,312,314,-376,23.0,-399,91,3.0,-54.0,142,,-279.0,-264.0,2.0,2.0,0.0,-266.0,-266.0,0.0,0.0,0.0,0.0,9.0,4.0,5.0,0.0,-24.0,1232.0,-181.0,1447.0,-11.0,2243.0,-785.0,0.0,0.0,0.0,-34.0,14.0,1308.0,-5.0,178.0,
