Date,Total Assets,"Cash, Cash Equivalents & STI",Cash & Cash Equivalents,ST Investments,Accounts & Notes Receiv,"Accounts Receivable, Net","Notes Receivable, Net",Unbilled Revenues,Inventories,Raw Materials,Work In Process,Finished Goods,Other Inventory,Other ST Assets,Derivative & Hedging Assets,Deferred Tax Assets,Discontinued Operations,Misc ST Assets,Total Current Assets,"Property, Plant & Equip, Net","Property, Plant & Equip",Accumulated Depreciation,LT Investments & Receivables,Other LT Assets,Total Intangible Assets,Goodwill,Other Intangible Assets,Prepaid Pension Costs,Misc LT Assets,Total Noncurrent Assets,Liabilities & Shareholders' Equity,Payables & Accruals,Accounts Payable,Accrued Taxes,Interest & Dividends Payable,Other Payables & Accruals,ST Debt,ST Borrowings,ST Lease Liabilities,ST Finance Leases,ST Operating Leases,Current Portion of LT Debt,Other ST Liabilities,Deferred Revenue,Derivatives & Hedging,Deferred Tax Liabilities,Misc ST Liabilities,Total Current Liabilities,LT Debt,LT Borrowings,LT Lease Liabilities,LT Finance Leases,LT Operating Leases,Other LT Liabilities,Accrued Liabilities,Pension Liabilities,Misc LT Liabilities,Total Noncurrent Liabilities,Total Liabilities,Preferred Equity and Hybrid Capital,Share Capital & APIC,Common Stock,Additional Paid in Capital,Treasury Stock,Retained Earnings,Other Equity,Equity Before Minority Interest,Minority/Non Controlling Interest,Total Equity,Total Liabilities & Equity,Source: Bloomberg
09/30/1992,1804.381958,7.381,7.381,0.0,223.860001,,,,322.269989,,,,,45.321999,,,,,598.833008,1068.199951,2101.349121,-1033.149048,0.0,137.348999,,,,,137.348999,1205.54895,,149.089996,149.089996,,,,194.582993,,,,,,100.759018,,,,100.759018,444.432007,158.682007,,,,,190.738007,,,190.738007,349.420013,793.85202,0.0,294.770996,,,-6.762,,722.520972,1010.529968,0.0,1010.529968,1804.381989,
01/01/1993,1738.449951,7.863,7.863,0.0,198.548996,,,,310.946991,,,,,38.658001,,,,,556.017029,1049.004028,2088.602051,-1039.598022,0.0,133.429001,,,,,133.429001,1182.433029,,152.876999,152.876999,,,,147.037994,,,,,,90.548996,,,,90.548996,390.463989,173.477005,,,,,189.445999,,,189.445999,362.923004,753.386993,0.0,294.332001,,,-2.97,,693.701018,985.063019,0.0,985.063019,1738.450012,
03/31/1993,1791.311035,1.017,1.017,0.0,223.811005,,,,304.510986,,,,,49.368999,,,,,578.708008,1045.978027,2113.991943,-1068.014038,0.0,166.625,,,,,166.625,1212.603027,,156.507996,156.507996,,,,134.544998,,,,,,133.249008,,,,133.249008,424.302002,173.408997,,,,,464.661987,,,464.661987,638.070984,1062.372986,0.0,294.479004,,,-0.005,,434.464015,728.938019,0.0,728.938019,1791.311005,
06/30/1993,1797.772949,3.987,3.987,0.0,233.354996,,,,307.940002,,,,,48.509998,,,,,593.791992,1036.878052,2126.716064,-1089.838013,0.0,167.102997,,,,,167.102997,1203.981049,,163.216995,163.216995,,,,135.776993,,,,,,127.742004,,,,127.742004,426.735992,173.335999,,,,,468.399994,,,468.399994,641.735992,1068.471985,0.0,297.108002,,,-0.041,,432.233993,729.300995,0.0,729.300995,1797.77298,
09/30/1993,1784.895996,9.111,9.111,0.0,220.535995,,,,306.782013,,,,,50.332001,,,,,586.760986,1026.465942,2127.996094,-1101.530029,0.0,171.669006,,,,,171.669006,1198.134949,,146.654999,146.654999,,,,138.022003,,,,,,117.471008,,,,117.471008,402.14801,181.223999,,,,,479.160004,,,479.160004,660.384003,1062.532013,0.0,298.944,,,-0.002,,423.422013,722.364014,0.0,722.364014,1784.896027,
12/31/1993,1789.718994,5.284,5.284,0.0,223.097,,,,299.78299,,,,,58.220001,,,,,586.383972,1024.66394,2147.648926,-1122.984985,0.0,178.671005,,,,,178.671005,1203.334945,,221.264999,221.264999,,,,95.318001,,,,,,115.829994,,,,115.829994,432.412994,181.158005,,,,,490.835999,,,490.835999,671.994004,1104.406998,0.0,300.763,,,-0.001,,384.550011,685.312011,0.0,685.312011,1789.719009,
03/31/1994,1821.612061,9.588,9.588,0.0,250.098007,,,,300.149994,,,,,59.507999,,,,,619.343994,1022.218994,2161.544922,-1139.32605,0.0,180.048996,,,,,180.048996,1202.26799,,217.069,217.069,,,,106.272003,,,,,,125.216003,,,,125.216003,448.557007,181.108994,,,,,504.263,,,504.263,685.371994,1133.929001,0.0,302.256012,,,-0.008,,385.435002,687.683014,0.0,687.683014,1821.612015,
06/30/1994,1847.906982,3.998,3.998,0.0,267.313995,,,,311.970001,,,,,58.962002,,,,,642.244019,1024.167969,2191.305908,-1167.137939,0.0,181.494995,,,,,181.494995,1205.662964,,227.179993,227.179993,,,,98.407997,,,,,,126.782005,,,,126.782005,452.369995,181.059006,,,,,508.537994,,,508.537994,689.597,1141.966995,0.0,303.928986,,,0.0,,402.010986,705.939972,0.0,705.939972,1847.906967,
09/30/1994,1857.026001,10.662,10.662,0.0,262.614014,,,,326.229004,,,,,54.007,,,,,653.512024,1026.444946,2218.50708,-1192.062012,0.0,177.069,,,,,177.069,1203.513947,,205.382004,205.382004,,,,121.412003,,,,,,139.192993,,,,139.192993,465.987,181.005997,,,,,491.876007,,,491.876007,672.882004,1138.869003,0.0,306.15799,,,0.0,,411.998993,718.156982,0.0,718.156982,1857.025986,
12/31/1994,1858.734009,12.121,12.121,0.0,263.53299,,,,332.303986,,,,,49.222,,,,,657.179993,1030.45105,2230.003906,-1199.552979,0.0,171.102997,,,,,171.102997,1201.554047,,216.567993,216.567993,,,,128.612,,,,,,133.444,,,,133.444,478.623993,150.906998,,,,,496.312012,,,496.312012,647.21901,1125.843003,0.0,307.06601,,,-0.006,,425.831012,732.891022,0.0,732.891022,1858.734025,
03/31/1995,1939.926025,2.565,2.565,0.0,309.199005,,,,355.493988,,,,,48.417999,,,,,715.676025,1036.905029,2268.443115,-1231.537964,0.0,187.345001,,,,,187.345001,1224.250031,,226.343994,226.343994,,,,135.574997,,,,,,161.800003,,,,161.800003,523.718994,150.856995,,,,,500.156006,,,500.156006,651.013,1174.731995,0.0,309.709991,,,0.0,,455.484009,765.194,0.0,765.194,1939.925995,
06/30/1995,1948.947021,6.566,6.566,0.0,319.53299,,,,357.234985,,,,,47.176998,,,,,730.510986,1034.188965,2294.087891,-1259.899048,0.0,184.246994,,,,,184.246994,1218.435959,,234.539001,234.539001,,,,118.448997,,,,,,154.543007,,,,154.543007,507.531006,150.796997,,,,,500.832001,,,500.832001,651.628998,1159.160004,0.0,312.381012,,,-0.08,,477.486006,789.787018,0.0,789.787018,1948.947021,
09/30/1995,1955.246948,9.506,9.506,0.0,297.644989,,,,381.934998,,,,,42.381001,,,,,731.46698,1030.92395,2310.114014,-1279.189941,0.0,192.856003,,,,,192.856003,1223.779953,,216.891998,216.891998,,,,134.367004,,,,,,166.202972,,,,166.202972,517.461975,151.162003,,,,,483.148987,,,483.148987,634.310989,1151.772964,0.0,315.335999,,,-0.021,,488.159,803.473999,0.0,803.473999,1955.246964,
12/31/1995,1925.925049,7.262,7.262,0.0,284.924011,,,,367.889008,,,,,50.182999,,,,,710.257996,1039.381958,2337.449951,-1298.067993,0.0,176.285004,,,,,176.285004,1215.666962,,229.095993,229.095993,,,,60.077999,,,,,,173.189015,,,,173.189015,462.363007,151.154007,,,,,491.230011,,,491.230011,642.384018,1104.747025,0.0,317.631012,,,-0.176,,503.722997,821.178009,0.0,821.178009,1925.925034,
03/31/1996,1987.71106,0.864,0.864,0.0,320.583008,,,,395.362,,,,,54.040001,,,,,770.848999,1039.708984,2364.061035,-1324.352051,0.0,177.153,,,,,177.153,1216.861984,,234.330002,234.330002,,,,62.068001,,,,,,191.527992,,,,191.527992,487.925995,151.108002,,,,,500.223999,,,500.223999,651.332001,1139.257996,0.0,321.944,,,-0.009,,526.517972,848.452972,0.0,848.452972,1987.710968,
06/30/1996,2055.305908,6.869,6.869,0.0,326.535004,,,,413.865997,,,,,52.686001,,,,,799.955994,1058.753052,2411.166992,-1352.41394,0.0,196.597,,,,,196.597,1255.350052,,235.751007,235.751007,,,,101.655998,,,,,,192.913002,,,,192.913002,530.320007,151.011993,,,,,499.373993,,,499.373993,650.385986,1180.705994,0.0,324.794006,,,-0.006,,549.81203,874.600037,0.0,874.600037,2055.30603,
09/30/1996,2081.214111,15.309,15.309,0.0,323.34201,,,,427.481995,,,,,54.179001,,,,,820.312012,1068.217041,2442.431885,-1374.214966,0.0,192.684998,,,,,192.684998,1260.902039,,221.658997,221.658997,,,,232.955002,,,,,,177.14003,,,,177.14003,631.754028,140.929993,,,,,422.089996,,,422.089996,563.019989,1194.774017,0.0,314.144012,,,-10.446,,582.742021,886.440033,0.0,886.440033,2081.21405,
12/31/1996,2071.337891,5.342,5.342,0.0,313.932007,,,,419.506989,,,,,54.852001,,,,,793.632996,1094.328979,2483.199951,-1388.870972,0.0,183.376007,,,,,183.376007,1277.704986,,237.020004,237.020004,,,,136.830002,,,,,,154.097992,,,,154.097992,527.947998,165.835007,,,,,455.326996,,,455.326996,621.162003,1149.110001,0.0,323.903992,,,-7.938,,606.261975,922.227967,0.0,922.227967,2071.337968,
03/31/1997,2157.575928,10.974,10.974,0.0,345.998993,,,,425.182007,,,,,55.916,,,,,838.070984,1121.546021,2522.481934,-1400.936035,0.0,197.959,,,,,197.959,1319.50502,,235.087006,235.087006,,,,198.164001,,,,,,158.800995,,,,158.800995,592.052002,142.806,,,,,479.966003,,,479.966003,622.772003,1214.824005,0.0,312.048004,,,-12.465,,643.16898,942.751984,0.0,942.751984,2157.575989,
06/30/1997,2178.64502,9.906,9.906,0.0,363.68399,,,,425.596985,,,,,55.306999,,,,,854.494019,1120.078979,2544.059082,-1423.97998,0.0,204.072006,,,,,204.072006,1324.150986,,242.985001,242.985001,,,,185.695007,,,,,,138.564987,,,,138.564987,567.244995,142.688004,,,,,483.511993,,,483.511993,626.199997,1193.444992,0.0,321.834991,,,-1.921,,665.28599,985.199982,0.0,985.199982,2178.644974,
09/30/1997,2224.235107,31.836,31.836,0.0,349.252014,,,,439.919006,,,,,51.306999,,,,,872.314026,1146.465942,2592.179932,-1445.713989,0.0,205.455002,,,,,205.455002,1351.920944,,237.001007,237.001007,,,,172.757996,,,,,,155.042999,,,,155.042999,564.802002,166.626999,,,,,488.927002,,,488.927002,655.554001,1220.356003,0.0,322.027008,,,-1.93,,683.78199,1003.878998,0.0,1003.878998,2224.235001,
12/31/1997,2326.550049,9.824,9.824,0.0,357.423004,,,,445.852997,,,,,42.070999,,,,,855.171021,1220.515991,2677.785889,-1457.27002,0.0,250.863007,,,,,250.863007,1471.378998,,284.890015,284.890015,,,,156.585007,,,,,,138.089005,,,,138.089005,579.564026,202.845993,,,,,512.064026,,,512.064026,714.910019,1294.474045,0.0,326.937012,,,-5.868,,711.006977,1032.075989,0.0,1032.075989,2326.550034,
03/31/1998,2425.031982,15.985,15.985,0.0,395.105011,,,,480.105988,,,,,49.389,,,,,940.585022,1244.802002,2704.641113,-1459.838989,0.0,239.645004,,,,,239.645004,1484.447006,,234.115997,234.115997,,,,204.869003,,,,,,170.587021,,,,170.587021,609.572021,239.813995,,,,,537.515991,,,537.515991,777.329987,1386.902008,0.0,330.681,,,-36.324001,,743.772976,1038.129974,0.0,1038.129974,2425.031982,
06/30/1998,2469.770996,22.103001,22.103001,0.0,383.431,,,,488.058014,37.466,294.115997,156.475998,,46.779999,,,,,940.372009,1279.409058,2766.075928,-1486.666992,0.0,249.990005,149.897995,,,,100.09201,1529.399063,,239.705994,239.705994,,,,118.737999,,,,,,143.599007,,,,143.599007,502.042999,339.759003,,,,,564.377991,,,564.377991,904.136993,1406.179993,0.0,321.552002,,,-25.368,,767.407001,1063.591003,0.0,1063.591003,2469.770996,
09/30/1998,2466.698975,18.906,18.906,0.0,357.527008,,,,510.628998,40.415001,295.157013,175.057007,,43.990002,,,,,931.052002,1300.751953,2726.977051,-1426.224976,0.0,234.895004,145.938004,,,,88.957001,1535.646957,,224.371094,224.371094,,,,138.667999,,,,,,136.212921,,,,136.212921,499.252014,340.178986,,,,,562.98999,,,562.98999,903.168976,1402.42099,0.0,315.242004,,,-22.979,,772.015011,1064.278015,0.0,1064.278015,2466.699005,
12/31/1998,2450.031006,0.32,0.32,0.0,350.483002,,,,457.246002,43.898998,229.397003,183.949997,0.0,42.287998,,,,,850.336975,1349.53894,2789.131104,-1439.592041,0.0,250.154999,150.139999,,,,100.014999,1599.693939,,221.822998,221.822998,,,,144.311996,,,,,,124.28801,,,,124.28801,490.423004,325.085999,,,,,578.440979,,,578.440979,903.526978,1393.949982,0.0,314.220001,,,-27.216999,,769.078022,1056.081024,0.0,1056.081024,2450.031006,
03/31/1999,2523.983,11.012,11.012,0.0,373.814,373.814,,,456.22,41.347,231.667,183.206,,41.444,,,,,882.49,1368.014,2827.739,-1459.725,0.0,273.479,160.178,160.178,0.0,,113.301,1641.493,,226.176,226.176,,,,183.865,,,,,,149.845,,,,149.845,559.886,327.076,,,,,586.415,,,586.415,913.491,1473.377,0.0,316.12,,,-26.484,824.235,-63.265,1050.606,0.0,1050.606,2523.983,
06/30/1999,2471.516,19.577,19.577,0.0,356.619,356.619,,,415.637,40.685,212.473,162.479,,43.712,,,,,835.545,1369.316,2851.275,-1481.959,0.0,266.655,155.159,155.159,0.0,,111.496,1635.971,,220.99,220.99,,,,148.169,,,,,,149.357,,,,149.357,518.516,327.978,,,,,576.99,,,576.99,904.968,1423.484,0.0,315.444,,,-25.386,825.353,-67.379,1048.032,0.0,1048.032,2471.516,
09/30/1999,2459.287,18.379,18.379,0.0,358.873,358.873,,,422.908,43.89,213.963,165.055,0.0,39.276,,,,,839.436,1373.079,2885.457,-1512.378,0.0,246.772,154.059,154.059,0.0,,92.713,1619.851,,210.609,210.609,,,,178.73,,,,,,117.744,,,,117.744,507.083,327.645,,,,,568.415,,,568.415,896.06,1403.143,0.0,315.416,,,-25.302,826.649,-60.619,1056.144,0.0,1056.144,2459.287,
12/31/1999,2441.318,7.906,7.906,0.0,339.326,,,,446.588,38.655,235.251,172.682,0.0,39.706,,,,,833.526,1381.474,2912.733,-1531.259,0.0,226.318,153.847,,,,72.471,1607.792,,236.602,236.602,,,,122.547,,,,,,198.512,,,,198.512,557.661,327.343,,,,,510.333,,,510.333,837.676,1395.337,0.0,311.351,,,-38.152,,772.782,1045.981,0.0,1045.981,2441.318,
03/31/2000,2492.282,9.62,9.62,0.0,394.033,394.033,,,478.387,54.693,247.418,176.276,0.0,39.901,,,,,921.941,1349.779,2893.828,-1544.049,0.0,220.562,156.27,156.27,0.0,,64.292,1570.341,,241.101,241.101,,,,141.288,,,,,,205.823,,,,205.823,588.212,326.302,,,,,535.083,,,535.083,861.385,1449.597,0.0,311.651,,,-41.943,841.954,-68.977,1042.685,0.0,1042.685,2492.282,
06/30/2000,2509.971924,6.45,6.45,0.0,406.157013,,,,484.376007,37.880001,267.381989,179.113998,0.0,38.929001,,,,,935.911987,1344.490967,2907.98291,-1563.491943,0.0,229.569,154.080994,154.080994,0.0,,75.488007,1574.059967,,248.285004,248.285004,,,,181.619995,,,,,,176.514008,,,,176.514008,606.419006,305.90799,,,,,562.414001,,,562.414001,868.321991,1474.740997,0.0,311.411011,,,-49.129002,,772.949009,1035.231018,0.0,1035.231018,2509.972015,
09/30/2000,2489.124023,18.921,18.921,0.0,380.110992,380.110992,,,500.598999,39.720001,274.234985,186.643997,0.0,35.421001,,,,,935.052002,1335.307007,2919.846924,-1584.540039,0.0,218.764999,151.677002,151.677002,0.0,,67.087997,1554.072006,,233.742996,233.742996,,,,212.692993,,,,,,164.324997,,,,164.324997,610.760986,305.623993,,,,,559.968994,,,559.968994,865.592987,1476.353973,0.0,310.582001,,,-59.308998,849.107971,-87.610985,1012.769989,0.0,1012.769989,2489.123962,
12/31/2000,2564.105,10.927,10.927,0.0,354.972,,,,489.549,40.515,247.806,201.228,0.0,43.094,,,,,898.542,1363.772,2974.379,-1610.607,0.0,301.791,151.487,151.487,0.0,,150.304,1665.563,,239.182,239.182,,,,209.423,,,,,,138.847,,,,138.847,587.452,305.181,,,,,666.79,,,666.79,971.971,1559.423,0.0,309.937,,,-59.584,,754.329,1004.682,0.0,1004.682,2564.105,
03/31/2001,2601.091,18.872,18.872,0.0,404.343,404.343,,,488.396,40.302,249.644,198.45,0.0,44.903,,,,,956.514,1331.867,2957.331,-1625.464,0.0,312.71,151.117,151.117,0.0,,161.593,1644.577,,246.557,246.557,,,,259.779,,,,,,145.223,,,,145.223,651.559,303.592,,,,,661.665,,,661.665,965.257,1616.816,0.0,310.043,,,-59.079,830.666,-97.355,984.275,0.0,984.275,2601.091,
06/30/2001,2556.168945,15.652,15.652,0.0,388.779999,,,,466.471008,39.191002,235.317993,191.960999,0.0,42.655998,,,,,913.559021,1318.73999,2948.214111,-1629.473999,0.0,323.869995,149.487,149.487,0.0,,174.382996,1642.609985,,249.725006,249.725006,,,,218.490005,,,,,,152.107986,,,,152.107986,620.322998,325.454987,,,,,650.567017,,,650.567017,976.022003,1596.345001,0.0,309.660004,,,-58.277,,708.441002,959.824005,0.0,959.824005,2556.169006,
09/30/2001,2534.068,25.915,25.915,0.0,371.878,371.878,,,458.249,38.424,237.057,182.768,0.0,47.08,,,,,903.122,1307.406,2960.962,-1653.556,0.0,323.54,148.096,148.096,0.0,,175.444,1630.946,,250.352,250.352,,,,225.206,,,,,,257.373,,,,257.373,732.931,365.142,,,,,521.295,,,521.295,886.437,1619.368,0.0,309.819,,,-60.942,763.97,-98.147,914.7,0.0,914.7,2534.068,
12/31/2001,2533.084,33.392,33.392,0.0,307.759,,,,429.231,36.658,212.04,180.533,0.0,57.998,,,,,828.38,1305.345,2971.793,-1666.448,0.0,399.359,155.099,150.041,5.058,,244.26,1704.704,,258.001,258.001,,,,128.864,,,,,,254.291,,,,254.291,641.156,368.151,,,,,742.042,,,742.042,1110.193,1751.349,0.0,309.487,,,-60.624,,532.872,781.735,0.0,781.735,2533.084,
03/31/2002,2555.272,17.05,17.05,0.0,356.718,356.718,,,446.366,36.843,226.066,183.457,0.0,58.24,,,,,878.374,1281.039,2963.958,-1682.919,0.0,395.859,153.506,148.431,5.075,,242.353,1676.898,,265.156,265.156,,,,153.824,,,,,,253.387,,,,253.387,672.367,367.279,,,,,732.323,,,732.323,1099.602,1771.969,0.0,308.236,,,-58.342,758.809,-225.4,783.303,0.0,783.303,2555.272,
06/30/2002,2603.064,31.094,31.094,0.0,382.943,382.943,,,458.793,37.063,232.892,188.838,0.0,58.172,,,,,931.002,1264.026,2965.755,-1701.729,0.0,408.036,155.052,149.828,5.224,,252.984,1672.062,,296.415,296.415,,,,148.8,,,,,,274.811,,,,274.811,720.026,367.996,,,,,725.818,,,725.818,1093.814,1813.84,0.0,254.279,,,-50.023,754.918,-169.95,789.224,0.0,789.224,2603.064,
09/30/2002,2542.043,36.812,36.812,0.0,376.416,376.416,,,464.394,34.432,241.708,188.254,34.432,42.79,,,,,920.412,1237.407,2951.614,-1714.207,0.0,384.224,265.908,129.526,136.382,,118.316,1621.631,,263.303,263.303,,,,131.432,,,,,,272.242,,,,272.242,666.977,350.515,,,,,705.478,,,705.478,1055.993,1722.97,0.0,309.728,,,0.0,736.212,-226.867,819.073,0.0,819.073,2542.043,
12/31/2002,2748.356,82.05,82.05,0.0,361.316,,,,488.923,34.493,243.485,210.945,0.0,36.003,,,,,968.292,1226.244,2945.076,-1718.832,0.0,553.82,129.943,129.943,0.0,,423.877,1780.064,,296.543,296.543,,,,111.134,,,,,,226.393,,,,226.393,634.07,350.085,,,,,1155.115,,,1155.115,1505.2,2139.27,0.0,311.056,,,-0.739,,298.769,609.086,0.0,609.086,2748.356,
03/31/2003,3877.886963,43.286999,43.286999,0.0,603.35199,,,,738.127014,36.727001,357.718994,343.681,0.0,35.351002,,,,,1420.116943,1557.100952,3291.49707,-1734.395996,0.0,900.669006,320.868011,320.868011,0.0,,579.800995,2457.769958,,389.335999,389.335999,,,,218.632004,,,,,,278.982986,,,,278.982986,886.950989,778.065979,,,,,1271.527954,,,1271.527954,2049.593933,2936.544922,0.0,631.723022,,,-0.471,,310.089988,941.34201,0.0,941.34201,3877.886932,
06/30/2003,4001.503,52.445,52.445,0.0,610.69,610.69,,,744.352,43.363,351.34,349.649,0.0,34.51,,,,,1441.997,1650.127,3440.993,-1790.866,0.0,909.379,192.8,192.8,0.0,,716.579,2559.506,,512.012,512.012,,,,272.884,,,,,,281.372,,,,281.372,1066.268,744.523,,,,,1219.786,,,1219.786,1964.309,3030.577,0.0,632.671,,,-0.064,760.33,-422.011,970.926,0.0,970.926,4001.503,
09/30/2003,3862.057,38.043,38.043,0.0,618.866,618.866,,,740.958,41.753,354.739,344.466,0.0,35.194,,,,,1433.061,1626.285,3435.727,-1809.442,0.0,802.711,305.267,206.831,98.436,,497.444,2428.996,,472.175,472.175,,,,240.971,,,,,,402.559,,,,402.559,1115.705,698.464,,,,,1086.425,,,1086.425,1784.889,2900.594,0.0,632.628,,,-0.046,747.931,-419.05,961.463,0.0,961.463,3862.057,
12/31/2003,3689.789,28.626,28.626,0.0,602.262,602.262,,,695.946,42.052,323.439,330.455,0.0,50.271,,,,,1377.105,1610.848,3503.805,-1892.957,0.0,701.836,173.099,173.099,0.0,,528.737,2312.684,,425.157,425.157,,,,121.194,,,,,,508.205,,,,508.205,1054.556,613.446,,,,,932.16,,,932.16,1545.606,2600.162,0.0,689.336,,,-0.176,758.849,-358.382,1089.627,0.0,1089.627,3689.789,
03/31/2004,3825.634033,35.014999,35.014999,0.0,691.166992,691.166992,,,718.182983,46.268002,343.981995,327.933014,0.0,50.033001,,,,,1494.397949,1583.229004,3514.925049,-1931.696045,0.0,748.007019,398.29599,202.852997,195.442993,,349.711029,2331.236023,,511.902008,511.902008,,,,188.123001,,,,,,509.43605,,,,509.43605,1209.46106,624.140991,,,,,884.995972,,,884.995972,1509.136963,2718.598022,0.0,693.109985,,,-0.005,775.705017,-361.774022,1107.03598,0.0,1107.03598,3825.634003,
