Date,Cash from Operating Activities,Net Income,Depreciation & Amortization,Non-Cash Items,Stock-Based Compensation,Deferred Income Taxes,Other Non-Cash Adj,Chg in Non-Cash Work Cap,(Inc) Dec in Accts Receiv,(Inc) Dec in Inventories,Inc (Dec) in Accts Payable,Inc (Dec) in Other,Net Cash From Disc Ops,Cash from Investing Activities,Change in Fixed & Intang,Disp in Fixed & Intang,Disp of Fixed Prod Assets,Disp of Intangible Assets,Acq of Fixed & Intang,Acq of Fixed Prod Assets,Acq of Intangible Assets,Net Change in LT Investment,Dec in LT Investment,Inc in LT Investment,Net Cash From Acq & Div,Cash from Divestitures,Cash for Acq of Subs,Cash for JVs,Other Investing Activities,Cash from Financing Activities,Dividends Paid,Cash From (Repayment) Debt,Cash From (Repay) ST Debt,Cash From LT Debt,Repayments of LT Debt,Cash (Repurchase) of Equity,Increase in Capital Stock,Decrease in Capital Stock,Other Financing Activities,Effect of Foreign Exchange Rates,Net Changes in Cash,Cash Paid for Taxes,Cash Paid for Interest,Source: Bloomberg
01/31/1997,19.702,13.855,1.071,2.356,,,2.356,2.42,,,,2.42,,,-8.535,,,,-8.535,,,,,,,,,,8.535,,,,,,,,,,,,,,,
04/30/1997,28.579,28.48,2.086,5.933,,,5.933,-7.92,,,,-7.92,,,-18.990999,,,,-18.990999,,,,,,,,,,18.990999,,,,,,,,,,,,,,,
07/31/1997,80.434,35.724,5.942,68.682,,11.694,56.988,-29.914,-40.375,-18.284,,28.745,,-47.946,-47.946,0.0,,,-47.946,,,0.0,0.0,0.0,,,,,0.0,190.753,0.0,-1.685,,,,192.438,192.438,0.0,0.0,,223.241,,,
10/31/1997,6.502,37.908,4.309,8.011,,,8.011,-43.726,,,,-43.726,,-18.874,-18.874,0.0,,,-18.874,,,0.0,0.0,0.0,,,,,0.0,35.585,0.0,-0.575,,,,0.568,0.568,0.0,35.592,,23.213,,,
01/31/1998,34.536999,39.698002,6.027,3.044,,,3.044,-14.232,,,,-14.232,,-53.483002,-21.312,0.0,,,-21.312,,,0.0,0.0,0.0,,,,,-32.171001,7.64,0.0,-0.246,,,,1.059,1.059,0.0,6.827,,-11.306,,,
04/30/1998,-24.657,15.21,7.901,11.226,,,11.226,-58.993999,,,,-58.993999,,-58.703999,-36.842999,0.0,,,-36.842999,,,0.0,0.0,0.0,,,,,-21.861,9.712,0.0,-0.249,,,,9.903,9.903,0.0,0.058,,-73.649002,,,
07/31/1998,-13.089,-0.25,9.178,-0.881,,,-0.881,-21.136,,,,-21.136,,2.847,-20.950001,0.0,,,-20.950001,,,0.0,0.0,0.0,,,,,23.797001,42.235999,0.0,0.332,,,,23.073,23.073,0.0,18.830999,,31.993999,0.0,0.0,
10/31/1998,29.414,-8.958,10.517,19.316,,,19.316,8.539,,,,8.539,,2.364,-9.808,0.0,,,-9.808,,,0.0,0.0,0.0,,,,,12.172,-1.389001,0.0,0.262,,,,22.917,22.917,0.0,-24.568001,,30.389,,,
01/31/1999,44.527,-1.881,11.557,3.865,,,3.865,30.986,,,,30.986,,-86.168999,-12.36,0.0,,,-12.36,,,0.0,0.0,0.0,,,,,-73.808999,6.559,0.0,1.725,,,,1.904,1.904,0.0,2.93,,-35.083,,,
04/30/1999,3.294,-0.985,12.023,3.762,,,3.762,-11.506,,,,-11.506,,-22.527,-12.308,0.0,,,-12.308,,,0.0,0.0,0.0,,,,,-10.219001,4.255,0.0,0.013,,,,3.284,3.284,0.0,0.958,,-14.978,,,
07/31/1999,-0.472,-5.557,13.691,6.37,,,6.37,-14.976,,,,-14.976,,-68.697998,-13.062,0.0,,,-13.062,,,0.0,0.0,0.0,,,,,-55.635998,5.71,0.0,-1.571,,,,3.872,3.872,0.0,3.409,,-63.459999,,,
10/31/1999,-35.838001,4.499,13.226,8.814,,,8.814,-62.376999,,,,-62.376999,,26.957001,-9.744,0.0,,,-9.744,,,0.0,0.0,0.0,,,,,36.701001,9.927,0.0,0.659,,,,14.926,14.926,0.0,-5.658,,1.046,,,
01/31/2000,4.607,9.062,13.899,21.724001,,,21.724001,-40.077999,,,,-40.077999,,-8.249,-16.997,0.0,,,-16.997,,,0.0,0.0,0.0,,,,,8.748,8.531,0.0,0.046,,,,8.416,8.416,0.0,0.069,,4.889,,,
04/30/2000,-25.51,18.407,14.533,6.38,,,6.38,-64.830002,,,,-64.830002,,-67.440002,-30.474001,0.0,,,-30.474001,,,0.0,0.0,0.0,,,,,-36.966002,34.625001,0.0,-0.195,,,,10.672,10.672,0.0,24.148001,,-58.325001,,,
07/31/2000,77.431,28.155001,16.243,73.244003,,,73.244003,-40.210999,,,,-40.210999,,72.880997,-37.097,0.0,,,-37.097,,,0.0,0.0,0.0,,,,,109.977997,-30.413,0.0,-0.062,,,,8.343,8.343,0.0,-38.694,,119.899002,,,
10/31/2000,17.167,25.763,18.929001,118.441002,,,118.441002,-145.966003,,,,-145.966003,,-100.361,-39.379002,0.0,,,-39.379002,,,0.0,0.0,0.0,,,,,-60.981998,16.478,0.0,-0.068,,,,16.546,16.546,0.0,0.0,,-66.716003,,,
01/31/2001,54.437,53.245998,20.780001,62.919998,,,62.919998,-82.509003,,,,-82.509003,,-29.993,-42.166,0.0,,,-42.166,,,0.0,0.0,0.0,,,,,12.173,9.094,0.0,0.474,,,,8.59,8.59,0.0,0.03,,33.537998,,,
04/30/2001,63.408001,-50.68,52.937,77.042,,,77.042,-15.891,,,,-15.891,,-656.971985,-92.790001,0.0,,,-92.790001,,,0.0,0.0,0.0,,,,,-564.181984,1561.050994,0.0,670.75,,,,890.330994,890.330994,0.0,-0.03,,967.487,,,
07/31/2001,-22.775999,5.654,131.117996,41.778999,,,41.778999,-201.326996,,,,-201.326996,,-261.308014,-56.125999,0.0,,,-56.125999,,,0.0,0.0,0.0,,,,,-205.182014,9.476,0.0,2.636,,,,3.563,3.563,0.0,3.277,,-274.608002,,,
01/31/2002,177.070007,-70.591003,40.066002,32.851002,,,32.851002,174.744003,,,,174.744003,,-105.891998,-29.531,0.0,,,-29.531,,,0.0,0.0,0.0,,,,,-76.360998,3.465,0.0,-0.313,,,,2.995,2.995,0.0,0.783,,74.642998,,,
04/30/2002,-28.572001,-612.153015,42.921001,305.712006,,,305.712006,234.947998,,,,234.947998,,242.248001,-16.83,0.0,,,-16.83,,,0.0,0.0,0.0,,,,,259.078001,-171.478,0.0,-178.903,,,,7.245,7.245,0.0,0.18,,42.198002,,,
07/31/2002,-81.349998,-159.985001,36.25,36.026001,,,36.026001,6.359,,,,6.359,,277.204987,-10.993,0.0,,,-10.993,,,0.0,0.0,0.0,,,,,288.197987,4.594,0.0,0.17,,,,3.072,3.072,0.0,1.352,,200.449005,,,
01/31/2003,-38.306,-107.141998,31.729,26.643999,,,26.643999,10.463,,,,10.463,,104.540001,-5.813,0.0,,,-5.813,,,0.0,0.0,0.0,,,,,110.353001,-138.37,0.0,-140.125,,,,0.545,0.545,0.0,1.21,,-72.136002,,,
04/30/2003,-75.085999,-75.460999,30.507,11.587,,,11.587,-41.719002,,,,-41.719002,,274.303009,-8.382,0.0,,,-8.382,,,0.0,0.0,0.0,,,,,282.685009,5.137,0.0,0.0,,,,4.781,4.781,0.0,0.356,,204.354004,,,
07/31/2003,-61.324001,-88.874001,28.221001,13.279,,,13.279,-13.95,,,,-13.95,,137.546997,-10.636,0.0,,,-10.636,,,0.0,0.0,0.0,,,,,148.182997,-0.372,0.0,-0.968,,,,0.532,0.532,0.0,0.064,,75.850998,,,
01/31/2004,-58.558998,-76.706001,21.150999,12.111,,,12.111,-15.115,,,,-15.115,,87.780998,-5.869,0.0,,,-5.869,,,0.0,0.0,0.0,,,,,93.649998,-42.572,0.0,-49.204,,,,6.632,6.632,0.0,0.0,,-13.35,,,
04/30/2004,-40.623001,-76.218002,21.573,12.717,,,12.717,1.305,,,,1.305,,-45.074001,-7.777,0.0,,,-7.777,,,0.0,0.0,0.0,,,,,-37.297001,7.527,0.0,0.007,,,,7.52,7.52,0.0,0.0,,-78.169998,,,
07/31/2004,-97.571999,-141.466995,42.931,53.796001,,,53.796001,-52.832001,,,,-52.832001,,135.246994,-5.182,0.0,,,-5.182,,,0.0,0.0,0.0,,,,,140.428994,-0.09,0.0,0.026,,,,0.0,0.0,0.0,-0.116,,37.584999,,,
01/31/2005,-43.331,-56.995,19.761,8.588,,,8.588,-14.685,-6.244,0.242,,-8.683,,33.265,-4.024,0.177,,,-4.201,,,0.0,0.0,0.0,,,,,37.289,0.392,0.0,0.0,,,,0.347,0.347,0.0,0.045,,-9.674,,,
