Date,Total Assets,"Cash, Cash Equivalents & STI",Cash & Cash Equivalents,ST Investments,Accounts & Notes Receiv,"Accounts Receivable, Net","Notes Receivable, Net",Inventories,Raw Materials,Work In Process,Finished Goods,Other Inventory,Other ST Assets,Prepaid Expenses,Derivative & Hedging Assets,Assets Held-for-Sale,Deferred Tax Assets,Taxes Receivable,Misc ST Assets,Total Current Assets,"Property, Plant & Equip, Net","Property, Plant & Equip",Accumulated Depreciation,LT Investments & Receivables,Other LT Assets,Total Intangible Assets,Goodwill,Other Intangible Assets,Investments in Affiliates,Misc LT Assets,Total Noncurrent Assets,Liabilities & Shareholders' Equity,Payables & Accruals,Accounts Payable,Accrued Taxes,Interest & Dividends Payable,Other Payables & Accruals,ST Debt,ST Borrowings,ST Lease Liabilities,ST Finance Leases,ST Operating Leases,Current Portion of LT Debt,Other ST Liabilities,Deferred Revenue,Derivatives & Hedging,Deferred Tax Liabilities,Misc ST Liabilities,Total Current Liabilities,LT Debt,LT Borrowings,LT Lease Liabilities,LT Finance Leases,LT Operating Leases,Other LT Liabilities,Accrued Liabilities,Pension Liabilities,Misc LT Liabilities,Total Noncurrent Liabilities,Total Liabilities,Preferred Equity and Hybrid Capital,Share Capital & APIC,Common Stock,Additional Paid in Capital,Treasury Stock,Retained Earnings,Other Equity,Equity Before Minority Interest,Minority/Non Controlling Interest,Total Equity,Total Liabilities & Equity,Source: Bloomberg
12/31/1989,5.829,0.965,0.965,0.0,2.862,,,1.534,,,,,0.076,,,,,,,5.437,0.331,0.607,-0.276,0.0,0.061,,,,,0.061,0.392,,1.143,1.143,,,,0.015,,,,,,1.52,,,,1.52,2.678,1.0,,,,,0.0,,,0.0,1.0,3.678,1.539,0.609,,,0.0,,0.003,2.151,0.0,2.151,5.829,
03/31/1990,16.471001,10.663,9.702,0.961,3.313,,,1.897,,,,,0.1,,,,,,,15.973,0.384,0.703,-0.319,0.0,0.114,,,,,0.114,0.498,,1.451,1.451,,,,0.011,,,,,,0.961,,,,0.961,2.423,0.0,,,,,0.0,,,0.0,0.0,2.423,0.0,13.497,,,0.0,,0.551,14.048,0.0,14.048,16.471,
06/30/1990,19.702,13.06,12.099,0.961,3.493,,,2.204,,,,,0.089,,,,,,,18.846001,0.746,0.99,-0.244,0.0,0.11,,,,,0.11,0.856,,1.466,1.466,,,,0.0,,,,,,3.4,,,,3.4,4.866,0.0,,,,,0.0,,,0.0,0.0,4.866,0.0,13.507,,,0.0,,1.329,14.836,0.0,14.836,19.702,
09/30/1990,20.304001,13.427,8.102,5.325,2.759,,,2.469,,,,,0.572,,,,,,,19.226999,0.988,1.3,-0.312,0.0,0.089,,,,,0.089,1.077,,0.832,0.832,,,,0.0,,,,,,3.809,,,,3.809,4.641,0.0,,,,,0.0,,,0.0,0.0,4.641,0.0,13.513,,,0.0,,2.15,15.663,0.0,15.663,20.304,
12/31/1990,18.889,11.842,5.552,6.29,2.895,,,2.583,,,,,0.461,,,,,,,17.781,1.028,1.4,-0.372,0.0,0.08,,,,,0.08,1.108,,0.703,0.703,,,,0.0,,,,,,2.598,,,,2.598,3.301,0.0,,,,,0.0,,,0.0,0.0,3.301,0.0,13.516,,,0.0,,2.072,15.588,0.0,15.588,18.889,
03/31/1991,18.556999,12.008,11.044,0.964,2.55,,,2.652,,,,,0.279,,,,,,,17.489,0.998,1.429,-0.431,0.0,0.07,,,,,0.07,1.068,,0.655,0.655,,,,0.0,,,,,,2.226,,,,2.226,2.881,0.0,,,,,0.0,,,0.0,0.0,2.881,0.0,13.518,,,0.0,,2.158,15.676,0.0,15.676,18.557,
06/30/1991,18.497999,11.427,9.97,1.457,3.213,,,2.57,,,,,0.227,,,,,,,17.437,0.993,1.488,-0.495,0.0,0.068,,,,,0.068,1.061,,0.644,0.644,,,,0.0,,,,,,1.857,,,,1.857,2.501,0.0,,,,,0.0,,,0.0,0.0,2.501,0.0,13.52,,,0.0,,2.477,15.997,0.0,15.997,18.498,
09/30/1991,19.809,11.866,9.032,2.834,3.431,,,2.894,,,,,0.447,,,,,,,18.638,1.104,1.665,-0.561,0.0,0.067,,,,,0.067,1.171,,1.129,1.129,,,,0.0,,,,,,2.006,,,,2.006,3.135,0.0,,,,,0.0,,,0.0,0.0,3.135,0.0,13.822,,,0.0,,2.852,16.674,0.0,16.674,19.809,
12/31/1991,19.879,11.535,4.835,6.7,3.693,,,2.812,,,,,0.62,,,,,,,18.66,1.147,1.776,-0.629,0.0,0.072,,,,,0.072,1.219,,0.955,0.955,,,,0.0,,,,,,1.933,,,,1.933,2.888,0.0,,,,,0.0,,,0.0,0.0,2.888,0.0,13.828,,,0.0,,3.163,16.991,0.0,16.991,19.879,
03/31/1992,21.74,11.782,1.971,9.811,4.799,,,3.026,,,,,0.84,,,,,,,20.447001,1.185,1.894,-0.709,0.0,0.108,,,,,0.108,1.293,,1.773,1.773,,,,0.0,,,,,,2.45,,,,2.45,4.223,0.0,,,,,0.0,,,0.0,0.0,4.223,0.0,13.862,,,0.0,,3.655,17.517,0.0,17.517,21.74,
