Date,Returns,Margins,Gross Margin,EBITDA Margin,Operating Margin,Pretax Margin,Income before XO Margin,Net Income Margin,Net Income to Common Margin,Additional,Effective Tax Rate,Dvd Payout Ratio,Source: Bloomberg
03/31/2019,,,,,,,,2.101442,2.101442,,,,
09/30/2019,,,17.406947,10.344828,4.476709,3.031171,2.410291,2.101442,2.101442,,22.89916,527.583473,
12/31/2019,,,20.285235,13.795143,8.948112,7.581085,6.171338,6.099044,6.099044,,19.549198,99.385776,
03/31/2020,,,20.75772,13.96689,8.634193,7.516714,5.845272,5.778415,5.778415,,23.761118,99.755372,
06/30/2020,,,22.894327,14.707099,9.860948,8.374964,5.638464,5.698921,5.698921,,24.278116,110.361554,
