Date,Cash From Operating Activities,Net Income,Depreciation & Amortization,Other Non-Cash Adjustments,Changes in Non-Cash Capital,Cash From Operations,Cash From Investing Activities,Disposal of Fixed Assets,Capital Expenditures,Increase in Investments,Decrease in Investments,Other Investing Activities,Cash from Financing Activities,Dividends Paid,Change in Short-Term Borrowings,Increase in Long-Term Borrowings,Decrease In Long-Term Borrowings,Increase in Capital Stocks,Decrease in Capital Stocks,Other Financing Activities,Net Changes in Cash,Direct Method Cashflow,Source: Bloomberg
03/31/1990,,35.247002,14.676,-7.38,-63.909,-21.365999,,,,,,,,,,,,,,,,,
06/30/1990,,34.914001,14.727,5.468,-5.807,49.301998,,,,,,,,,,,,,,,,,
09/30/1990,,40.369999,11.399,-6.323,-18.434999,27.011,,,,,,,,,,,,,,,,,
12/31/1990,,32.988998,14.544,25.337,29.236,102.106003,,,,,,,,,,,,,,,102.106003,,
03/31/1991,,38.685001,16.263,0.309,-92.073997,-36.817001,,,,,,,,,,,,,,,,,
06/30/1991,,39.049999,15.943,-3.83,52.633999,103.796997,,,,,,,,,,,,,,,,,
09/30/1991,,46.349998,16.045,2.39,3.064,67.848999,,,,,,,,,,,,,,,,,
12/31/1991,,38.564999,14.399,16.865,44.507,114.335999,,,,,,,,,,,,,,,114.335999,,
03/31/1992,,23.757,19.240999,2.14,-104.718002,-59.580002,,,,,,,,,,,,,,,,,
06/30/1992,,43.658001,18.677,3.237,10.478,76.050003,,,,,,,,,,,,,,,,,
09/30/1992,,52.623001,16.287001,3.486,-37.870998,34.525002,,,,,,,,,,,,,,,,,
12/31/1992,,44.056999,15.714,4.551,61.578999,125.901001,,,,,,,,,,,,,,,125.901001,,
03/31/1993,,49.616001,21.138,-0.604,-56.262001,13.888,,,,,,,,,,,,,,,,,
06/30/1993,,50.575001,23.247,3.116,13.692,90.629997,,,,,,,,,,,,,,,,,
09/30/1993,,60.381001,20.219999,-3.276,-38.416,38.909,,,,,,,,,,,,,,,,,
12/31/1993,,50.841,16.254999,26.693001,50.18,143.968994,,,,,,,,,,,,,,,143.968994,,
03/31/1994,,50.620998,25.171,7.046,-125.491997,-42.653999,,,,,,,,,,,,,,,,,
06/30/1994,,56.145,24.025999,12.114,-16.290001,75.995003,,,,,,,,,,,,,,,,,
09/30/1994,,66.759003,19.396999,-2.484,-16.332001,100.681,,,,,,,,,,,,,,,,,
12/31/1994,,54.601002,25.129999,-4.926,36.707001,78.170998,,,,,,,,,,,,,,,78.170998,,
03/31/1995,,54.140999,26.421,-1.532,-89.82,-10.79,,,,,,,,,,,,,,,,,
06/30/1995,,28.809999,28.646,-3.452,34.164001,88.167999,,,,,,,,,,,,,,,,,
09/30/1995,,50.289001,25.524,-2.393,-76.581001,-3.161,,,,,,,,,,,,,,,,,
12/31/1995,,-73.468002,23.566999,111.213997,94.490997,155.804001,,,,,,,,,,,,,,,155.804001,,
03/31/1996,,41.676998,26.889,-15.855,-5.65,47.061001,,,-22.691,,,,,,,,,,,,,,
06/30/1996,,44.75,26.400999,-6.836,22.870001,87.184998,,,-35.674999,,,,,,,,,,,,,,
09/30/1996,,46.108002,24.908001,-4.84,-10.001,56.174999,,,-37.139999,,,,,,,,,,,,,,
12/31/1996,,19.863001,30.884001,72.027,2.046,124.82,-76.258003,,-76.258003,,,,,,,,,,,,48.561997,,
03/31/1997,,34.025002,33.598999,-5.914,-34.101002,27.608999,-32.941002,0.0,-41.277,0.0,0.0,8.336,32.220001,-22.495001,0.0,58.237999,-3.091,0.0,0.0,-0.432,26.888,,
06/30/1997,,46.595001,30.24,-34.651001,23.775999,65.959999,208.679993,0.0,-39.458,0.0,0.0,248.138,-292.634003,-22.49,0.0,1.179,-272.075012,0.0,0.0,0.752,-17.993999,,
09/30/1997,,30.125999,28.917999,-3.016,-32.792999,23.235001,-33.612999,0.0,-29.226,0.0,0.0,-4.387,23.934,-22.469999,0.0,109.024002,-59.417,0.0,-2.575,-0.628,13.556,,
12/31/1997,,31.790001,25.375999,4.465,79.632004,141.263,-39.633999,0.0,-35.886002,0.0,0.0,-3.748,-37.653999,-23.966999,-176.121002,-168.440994,331.548004,0.0,0.0,-0.673,63.974998,,
03/31/1998,,9.046,33.293999,-6.721,-58.568001,-22.948999,-150.113007,0.0,-34.092999,0.0,0.0,-116.019997,52.893002,-23.968,0.0,77.336998,-0.511,0.0,0.0,0.035,-120.168999,,
06/30/1998,,52.523998,32.866001,5.042,-16.392,74.040001,-79.264999,0.0,-38.251999,0.0,0.0,-41.013,58.047001,-23.931,0.0,90.896004,-8.97,0.0,0.0,0.052,52.821999,,
10/02/1998,,17.518,31.987,-15.052,-14.014,20.438999,-45.035,0.0,-47.483002,0.0,0.0,2.448,13.447,-23.996,199.117996,-159.761993,-2.016,0.0,0.0,0.103,-11.149,,
