Date,Revenue,Consensus Estimate,Comparable Actual,Revenue Surprise %,GAAP Actual,Adjusted Actual,Earnings Per Share,EPS Surprise %,EBIT,EBITDA,Gross Margin %,Pretax Income (Loss),Pretax Income (Loss) Surprise %,Net Income,Source: Bloomberg
03/31/1990,,,27.610001,,27.610001,27.610001,,,,,,,,,
06/30/1990,,,28.523001,,28.523001,28.523001,,,,,,,,,
09/30/1990,,,29.875,,29.875,29.875,,,,,,,,,
12/31/1990,,,0.0,,31.319,31.319,,,,,,,,,
03/31/1991,,,57.504002,,57.504002,57.504002,,,,,,,,,
06/30/1991,,,26.285,,26.285,26.285,,,,,,,,,
09/30/1991,,,27.254,,27.254,27.254,,,,,,,,,
12/31/1991,,,0.0,,28.226999,28.226999,,,,,,,,,
03/31/1992,,,36.231998,,36.231998,36.231998,,,,,,,,,
06/30/1992,,,38.701,,38.701,38.701,,,,,,,,,
09/30/1992,,,41.872002,,41.872002,41.872002,,,,,,,,,
12/31/1992,,,0.0,,43.638,43.638,,,,,,,,,
03/31/1993,,,42.654999,,42.654999,42.654999,,,,,,,,,
06/30/1993,,,43.216999,,43.216999,43.216999,,,,,,,,,
09/30/1993,,,46.272999,,46.272999,46.272999,,,,,,,,,
12/31/1993,,,0.0,,47.683998,47.683998,,,,,,,,,
03/31/1994,,,51.290001,,54.196999,54.196999,,,,,,,,,
06/30/1994,,,51.041,,53.879002,53.879002,,,,,,,,,
09/30/1994,,,51.816002,,55.153,55.153,,,,,,,,,
12/31/1994,,,0.0,,57.113998,57.113998,,,,,,,,,
03/31/1995,,,54.335999,,54.335999,54.335999,,,,,,,,,
06/30/1995,,,62.660999,,62.660999,62.660999,,,,,,,,,
09/30/1995,,,64.636002,,64.636002,64.636002,,,,,,,,,
12/31/1995,,,0.0,,65.475998,65.475998,,,,,,,,,
03/31/1996,,,69.75,,69.75,69.75,,,,,,,,,
06/30/1996,,,71.509003,,71.509003,71.509003,,,,,,,,,
09/30/1996,,,73.614998,,73.614998,73.614998,,,,,,,,,
12/31/1996,,,0.0,,78.125999,78.125999,,,,,,,,,
03/31/1997,,,86.0,,86.0,86.0,,,,,,,,,
06/30/1997,,,92.0,,92.0,92.0,,,,,,,,,
09/30/1997,,,101.0,,101.0,101.0,,,,,,,,,
12/31/1997,,,0.0,,101.0,101.0,,,,,,,,,
03/31/1998,,,106.0,,106.0,106.0,,,,,,,,,
06/30/1998,,,109.0,,109.0,109.0,,,,,,,,,
09/30/1998,,,111.0,,111.0,111.0,,,,,,,,,
12/31/1998,,,0.0,,110.0,110.0,,,,,,,,,
03/31/1999,,,121.0,,121.0,121.0,,,,,,,,,
06/30/1999,,,123.0,,123.0,123.0,,,,,,,,,
09/30/1999,,,126.0,,126.0,126.0,,,,,,,,,
12/31/1999,,,84.901001,,249.0,249.0,,,,,,,,,
03/31/2000,,,150.0,,150.0,150.0,,,,,,,,,
06/30/2000,,,148.0,,148.0,148.0,,,,,,,,,
09/30/2000,,,150.0,,150.0,150.0,,-0.881057268722468,,,,,,,
12/31/2000,,,147.0,,147.0,147.0,,-1.7467248908297,,,,,,,
03/31/2001,,,154.0,,,,,1.30718954248366,,,,,,,
06/30/2001,,,167.0,,,,,4.16666666666667,,,,,,,
09/30/2001,,,170.0,,,,,2.61569416498994,,,,,,,
12/31/2001,,,171.0,,171.0,171.0,,1.76125244618395,,,,,,,
03/31/2002,,,178.0,,178.0,178.0,,-0.369003690036901,,,,,,,
06/30/2002,,,178.0,,178.0,178.0,,3.05343511450382,,,,,,,
09/30/2002,,,182.0,,182.0,182.0,,1.26582278481013,,,,,,,
12/31/2002,,,181.0,,477.0,477.0,,0.719424460431655,,,,,,,
03/31/2003,,,146.0,,96.0,96.0,,-5.78158458244112,,,,,,,
06/30/2003,,,174.0,,-23.0,-23.0,,8.7866108786611,,,,,,,
09/30/2003,,,225.0,,202.0,202.0,,14.5833333333333,,,,,,,
12/31/2003,,,237.0,,447.0,447.0,,7.73899848254931,,,,,,,
03/31/2004,,,228.0,,217.0,217.0,,1.82370820668693,,,,,,,
06/30/2004,,,231.0,,220.0,220.0,,-0.146842878120411,,,,,,,
09/30/2004,,,188.0,,177.0,177.0,,-12.9746835443038,,,,,,,
12/31/2004,,,215.0,,184.0,184.0,,9.77701543739281,,,,,,,
03/31/2005,,,226.0,,226.0,226.0,,7.54414125200643,,,,,,,
06/30/2005,,,220.0,,,,,-3.22580645161291,,,,,,,
09/30/2005,,,239.0,,,,,6.19469026548671,,,,,,,
12/31/2005,,,249.0,,249.0,249.0,,1.50891632373114,,,,,,,
03/31/2006,,,282.0,4.51787612538577,292.0,292.0,,9.37499999999999,,,,,,,
06/30/2006,,,310.0,5.79460979346663,227.0,227.0,,10.7142857142857,,,,,,,
09/30/2006,,,268.0,-3.72958024171578,278.0,278.0,,-0.990099009900991,,,,,,,
12/31/2006,,,291.0,3.41914401849048,291.0,291.0,,1.53482880755608,,,,,,,
03/31/2007,,,314.0,1.81092582509771,314.0,314.0,,2.53583241455348,,,,,,,
06/30/2007,,,366.0,6.9301419426663,366.0,366.0,,5.62685093780851,,,,,,,
09/30/2007,,,452.115997,12.1201367265024,358.0,358.0,,20.7983193277311,,,,,,,
12/31/2007,,,540.0,5.35486612834679,223.0,223.0,,2.29799851742031,,,,,,,
03/31/2008,,,547.0,6.09850239308322,530.0,530.0,,6.02593440122044,,,,,,,
06/30/2008,,,570.0,2.06821839390005,548.0,548.0,,3.09278350515463,,,,,,,
09/30/2008,,,542.254028,0.56329705027532,477.0,477.0,,0.895036615134247,,,,,,,
12/31/2008,,,531.859009,8.65116067323885,65.0,65.0,,7.27272727272726,,,,,,,
03/31/2009,,,487.05,-11.8943122144384,445.0,456.05,,1.94174757281554,,,,,-19.0610569522832,,
06/30/2009,,,486.454,-3.90531372439346,-3314.0,377.0,,6.55737704918033,,,,,6.92520775623269,,
09/30/2009,,,523.0,-0.592503116112407,327.0,334.15,,4.68594217347958,,,,,4.76570820021299,,
12/31/2009,,,492.0,3.40346426825657,498.0,502.97615,,1.64271047227926,,,,,6.90524873633845,,
03/31/2010,,,371.0,-7.38627667169832,492.0,500.45,,-2.84974093264249,,,,,-23.8202099999146,,
06/30/2010,,,464.0,-1.39244736548958,432.0,458.65,,6.52920962199313,,,,,-2.22261555217102,,
09/30/2010,,,427.0,-4.74543362000337,540.0,554.95,,3.36538461538462,,,,,-11.5136735760321,,
12/31/2010,,,435.0,5.30279045482049,81.0,190.2,,1.63551401869159,,,,,-3.196430331589,,
03/31/2011,,,439.0,1.85354271202382,466.0,478.35,,2.08816705336427,,,,,0.118813839262953,,
06/30/2011,,,483.0,1.89276432236937,502.0,513.05,,-1.23456790123457,,,,,2.18773346462214,,
09/30/2011,,,476.0,0.897899119699355,543.0,598.25,,7.26256983240223,,,,,8.73465482183827,,
12/31/2011,,,454.0,-6.88537814121803,371.0,447.95,,-0.641025641025642,,,,,-1.96831362911496,,
