Date,Total Assets,"Cash, Cash Equivalents & STI",Cash & Cash Equivalents,ST Investments,Accounts & Notes Receiv,"Accounts Receivable, Net","Notes Receivable, Net",Inventories,Raw Materials,Work In Process,Finished Goods,Other Inventory,Other ST Assets,Derivative & Hedging Assets,Deferred Tax Assets,Misc ST Assets,Total Current Assets,"Property, Plant & Equip, Net","Property, Plant & Equip",Accumulated Depreciation,LT Investments & Receivables,LT Investments,Other LT Assets,Total Intangible Assets,Goodwill,Other Intangible Assets,Misc LT Assets,Total Noncurrent Assets,Liabilities & Shareholders' Equity,Payables & Accruals,Accounts Payable,Accrued Taxes,Interest & Dividends Payable,Other Payables & Accruals,ST Debt,ST Borrowings,ST Lease Liabilities,ST Finance Leases,ST Operating Leases,Current Portion of LT Debt,Other ST Liabilities,Deferred Revenue,Derivatives & Hedging,Deferred Tax Liabilities,Misc ST Liabilities,Total Current Liabilities,LT Debt,LT Borrowings,LT Lease Liabilities,LT Finance Leases,LT Operating Leases,Other LT Liabilities,Accrued Liabilities,Pension Liabilities,Pensions,Other Post-Ret Benefits,Deferred Compensation,Misc LT Liabilities,Total Noncurrent Liabilities,Total Liabilities,Preferred Equity and Hybrid Capital,Share Capital & APIC,Common Stock,Additional Paid in Capital,Treasury Stock,Retained Earnings,Other Equity,Equity Before Minority Interest,Minority/Non Controlling Interest,Total Equity,Total Liabilities & Equity,Source: Bloomberg
11/02/1991,388.471008,9.325,9.325,0.0,5.173,,,223.641998,,,,,10.648,,,,248.787994,125.165001,184.768997,-59.604,0.0,,14.518,,,,14.518,139.683001,,105.569,105.569,,,,0.0,,,,,,40.445999,,,,40.445999,146.014999,82.370003,,,,,17.559999,,,,,,17.559999,99.930002,245.945002,0.0,100.613998,,,0.0,,41.911999,142.525997,0.0,142.525997,388.470999,
02/01/1992,357.690002,16.374001,16.374001,0.0,4.086,,,185.041,,,,,10.885,,,,216.386002,126.848,190.753998,-63.905998,0.0,,14.456,,,,14.456,141.304,,90.304001,90.304001,,,,0.0,,,,,,48.634003,,,,48.634003,138.938004,40.723,,,,,15.446,,,,,,15.446,56.169,195.107003,0.0,107.010002,,,0.0,,55.573002,162.583004,0.0,162.583004,357.690007,
05/02/1992,392.506012,11.475,11.475,0.0,6.425,,,223.123001,,,,,11.358,,,,252.380997,125.865997,193.641998,-67.776001,0.0,,14.259,,,,14.259,140.124997,,97.434998,97.434998,,,,0.0,,,,,,40.979004,,,,40.979004,138.414001,70.074997,,,,,15.589,,,,,,15.589,85.663997,224.077998,0.0,109.600998,,,0.0,,58.827,168.427998,0.0,168.427998,392.505996,
08/01/1992,387.384003,12.178,12.178,0.0,6.145,,,216.490997,,,,,11.487,,,,246.300995,126.994003,199.279007,-72.285004,0.0,,14.089,,,,14.089,141.083003,,92.530998,92.530998,,,,0.0,,,,,,50.282997,,,,50.282997,142.813995,48.625999,,,,,16.728001,,,,,,16.728001,65.354,208.167995,0.0,110.705002,,,0.0,,68.511002,179.216003,0.0,179.216003,387.383999,
10/31/1992,423.187012,10.121,10.121,0.0,7.21,,,251.645004,,,,,11.837,,,,280.812988,128.498001,205.509995,-77.012001,0.0,,13.876,,,,13.876,142.374002,,117.143997,117.143997,,,,0.0,,,,,,51.656998,,,,51.656998,168.800995,51.576,,,,,17.023001,,,,,,17.023001,68.599001,237.399996,0.0,112.352997,,,0.0,,73.433998,185.786995,0.0,185.786995,423.186991,
01/30/1993,419.869995,40.457001,40.457001,0.0,5.848,,,221.048004,,,,,10.323,,,,277.675995,128.070007,208.580002,-80.510002,0.0,,14.124,,,,14.124,142.194007,,95.731003,95.731003,,,,,,,,,,60.932999,,,,60.932999,156.664001,33.525002,,,,,20.086,,,,,,20.086,53.611002,210.275003,0.0,119.998001,,,0.0,,89.597,209.595001,0.0,209.595001,419.870005,
05/01/1993,451.239014,14.103,14.103,0.0,7.48,,,275.274994,,,,,12.339,,,,309.196991,127.815002,213.052002,-85.237,0.0,,14.227,,,,14.227,142.042003,,102.721001,102.721001,,,,,,,,,,52.706993,,,,52.706993,155.427994,62.771999,,,,,19.959999,,,,,,19.959999,82.731998,238.159992,0.0,121.022003,,,0.0,,92.056999,213.079002,0.0,213.079002,451.238995,
07/31/1993,436.636993,15.073,15.073,0.0,7.588,,,258.515991,,,,,10.684,,,,291.860992,131.492996,220.421005,-88.928001,0.0,,13.283,,,,13.283,144.775996,,93.152,93.152,,,,,,,,,,54.769997,,,,54.769997,147.921997,50.418999,,,,,19.974001,,,,,,19.974001,70.393,218.314997,0.0,120.862,,,0.0,,97.459999,218.321999,0.0,218.321999,436.636995,
10/30/1993,448.294006,13.592,13.592,0.0,6.026,,,271.28299,,,,,11.622,,,,302.52301,132.830994,226.481995,-93.651001,0.0,,12.94,,,,12.94,145.770993,,106.069,106.069,,,,,,,,,,54.923996,,,,54.923996,160.992996,52.863998,,,,,19.724001,,,,,,19.724001,72.587999,233.580996,0.0,118.402,,,0.0,,96.310997,214.712997,0.0,214.712997,448.293993,
01/29/1994,437.371002,32.306999,32.306999,0.0,4.016,,,228.929001,,,,,15.224,,,,280.476013,144.151993,243.322006,-99.169998,0.0,,12.743,,,,12.743,156.894993,,89.560997,89.560997,,,,,,,,,,65.868004,,,,65.868004,155.429001,33.307999,,,,,20.412001,,,,,,20.412001,53.719999,209.149,0.0,122.32,,,0.0,,105.902,228.222,0.0,228.222,437.371,
04/30/1994,489.977997,15.838,15.838,0.0,12.366,,,292.30899,,,,,11.85,,,,332.363007,141.033005,245.292999,-104.260002,0.0,,16.582001,,,,16.582001,157.615005,,129.098999,129.098999,,,,,,,,,,58.014008,,,,58.014008,187.113007,54.450001,,,,,20.325001,,,,,,20.325001,74.775002,261.888008,0.0,122.267998,,,0.0,,105.821999,228.089996,0.0,228.089996,489.978004,
07/30/1994,503.11499,19.011999,19.011999,0.0,11.268,,,297.078003,,,,,11.154,,,,338.511993,148.063995,257.695007,-109.630997,0.0,,16.539,,,,16.539,164.602995,,108.629997,108.629997,,,,0.0,,,,,,59.019997,,,,59.019997,167.649994,83.091003,,,,,20.247,,,,,,20.247,103.338003,270.987997,0.0,121.932999,,,0.0,,110.194,232.126999,0.0,232.126999,503.114996,
10/29/1994,557.817993,17.384001,17.384001,0.0,23.754999,,,327.264008,,,,,12.87,,,,381.27301,155.964005,271.471008,-115.507004,0.0,,20.580999,,,,20.580999,176.545004,,129.153,129.153,,,,0.0,,,,,,64.445007,,,,64.445007,193.598007,102.230003,,,,,20.195999,,,,,,20.195999,122.426003,316.02401,0.0,122.733002,,,0.0,,119.060997,241.793999,0.0,241.793999,557.818008,
01/28/1995,506.240997,23.580999,23.580999,0.0,5.36,,,275.183014,,,,,12.157,,,,316.281006,171.251007,293.255005,-122.003998,0.0,,18.709,,,,18.709,189.960007,,109.588997,109.588997,,,,,,,,,,74.916008,,,,74.916008,184.505005,46.069,,,,,21.115999,,,,,,21.115999,67.184999,251.690004,0.0,125.695,,,0.0,,128.856003,254.551003,0.0,254.551003,506.241007,
04/29/1995,551.892029,25.093,25.093,0.0,8.058,,,320.830994,,,,,12.357,,,,366.338989,167.145996,289.431,-122.285004,0.0,,18.407,,,,18.407,185.552996,,145.565994,145.565994,,,,0.0,,,,,,64.439011,,,,64.439011,210.005005,61.004002,,,,,21.323,,,,,,21.323,82.327002,292.332006,0.0,126.835999,,,0.0,,132.723999,259.559998,0.0,259.559998,551.892004,
07/29/1995,535.096008,25.493,25.493,0.0,8.206,,,303.658997,,,,,11.048,,,,348.406006,168.727997,296.936005,-128.207993,0.0,,17.962,,,,17.962,186.689997,,128.925003,128.925003,,,,0.0,,,,,,70.669998,,,,70.669998,199.595001,45.939999,,,,,21.426001,,,,,,21.426001,67.365999,266.961,0.0,127.272003,,,0.0,,140.863007,268.13501,0.0,268.13501,535.09601,
10/28/1995,577.161987,23.599001,23.599001,0.0,9.197,,,344.003998,,,,,11.75,,,,388.549988,171.054001,304.63501,-133.580994,0.0,,17.558001,,,,17.558001,188.612001,,172.809006,172.809006,,,,,,,,,,74.467987,,,,74.467987,247.276993,37.874001,,,,,21.465,,,,,,21.465,59.339001,306.615993,0.0,127.810997,,,0.0,,142.735001,270.545998,0.0,270.545998,577.161991,
02/03/1996,541.151978,23.426001,23.426001,0.0,9.901,,,295.964996,,,,,13.474,,,,342.765991,181.376007,321.549988,-140.173996,0.0,,17.01,,,,17.01,198.386007,,137.653,137.653,,,,0.0,,,,,,83.563004,,,,83.563004,221.216003,9.806,,,,,18.614,,,,,,18.614,28.42,249.636003,0.0,133.654999,,,0.0,,157.860992,291.515991,0.0,291.515991,541.151995,
05/04/1996,593.896973,35.035999,35.035999,0.0,16.882999,,,332.622986,,,,,13.001,,,,397.542999,179.375,317.049011,-137.673996,0.0,,16.979,,,,16.979,196.354,,165.035995,165.035995,,,,0.0,,,,,,83.957001,,,,83.957001,248.992996,19.736,,,,,18.650999,,,,,,18.650999,38.386999,287.379995,0.0,149.113007,,,0.0,,157.404007,306.517014,0.0,306.517014,593.897009,
08/03/1996,615.19397,35.080002,35.080002,0.0,15.071,,,357.778015,,,,,12.489,,,,420.417999,178.220993,322.906006,-144.684998,0.0,,16.555,,,,16.555,194.775993,,175.820999,175.820999,,,,0.0,,,,,,95.840988,,,,95.840988,271.661987,9.665,,,,,18.773001,,,,,,18.773001,28.438001,300.099988,0.0,153.996994,,,0.0,,161.097,315.093994,0.0,315.093994,615.193982,
11/02/1996,660.377991,25.305,25.305,0.0,18.207001,,,401.812988,,,,,13.269,,,,458.593994,185.891006,338.359009,-152.468002,0.0,,15.893,,,,15.893,201.784006,,196.929001,196.929001,,,,0.0,,,,,,117.844986,,,,117.844986,314.773987,10.0,,,,,22.938,,,,,,22.938,32.938,347.711987,0.0,156.791,,,0.0,,155.875,312.666,0.0,312.666,660.377987,
02/01/1997,659.478027,44.777,44.777,0.0,7.832,,,373.688995,,,,,13.289,,,,439.587006,192.647003,348.703003,-156.056,0.0,,27.243999,,,,27.243999,219.891003,,184.100998,184.100998,,,,0.0,,,,,,120.684006,,,,120.684006,304.785004,0.0,,,,,25.85,,,,,,25.85,25.85,330.635004,0.0,164.658997,,,0.0,,164.184006,328.843002,0.0,328.843002,659.478006,
05/03/1997,683.156006,26.879,26.879,0.0,9.583,,,409.014008,,,,,13.405,,,,458.881012,193.432999,351.239014,-157.806,0.0,,30.841999,,,,30.841999,224.274998,,197.925995,197.925995,,,,0.0,,,,,,107.222992,,,,107.222992,305.148987,0.0,,,,,29.356001,,,,,,29.356001,29.356001,334.504988,0.0,167.856995,,,,,180.794006,348.651001,0.0,348.651001,683.155989,
08/02/1997,704.187012,31.77,31.77,0.0,9.25,,,427.114014,,,,,14.253,,,,482.386993,191.608994,356.066986,-164.457993,0.0,,30.191,,,,30.191,221.799994,,196.444,196.444,,,,0.0,,,,,,112.170013,,,,112.170013,308.614014,0.0,,,,,29.591999,,,,,,29.591999,29.591999,338.206013,0.0,171.298996,,,0.0,,194.682007,365.981003,0.0,365.981003,704.187016,
11/01/1997,737.04303,21.737,21.737,0.0,9.72,,,467.946991,,,,,14.518,,,,513.921997,190.319,362.097992,-171.779007,0.0,,32.801998,,,,32.801998,223.120998,,205.149002,205.149002,,,,0.0,,,,,,145.883987,,,,145.883987,351.03299,25.0,,,,,32.089001,,,,,,32.089001,57.089001,408.12199,0.0,169.074005,,,0.0,,159.847,328.921005,0.0,328.921005,737.042995,
01/31/1998,737.953003,56.368999,56.368999,0.0,8.122,,,418.825012,,,,,15.108,,,,498.424011,204.720993,384.311005,-179.589996,0.0,,34.807999,,,,34.807999,239.528992,,201.998001,201.998001,,,,0.0,,,,,,121.748001,,,,121.748001,323.746002,0.0,,,,,33.526001,,,,,,33.526001,33.526001,357.272003,0.0,196.041,,,,,184.639999,380.680999,0.0,380.680999,737.953002,
05/02/1998,761.307007,29.725,29.725,0.0,10.513,,,460.578003,,,,,15.304,,,,516.119995,204.253006,391.20401,-186.951004,0.0,,40.933998,,,,40.933998,245.187004,,216.013,216.013,,,,0.0,,,,,,120.937012,,,,120.937012,336.950012,0.0,,,,,40.084999,,,,,,40.084999,40.084999,377.035011,0.0,199.485992,,,0.0,,184.785995,384.271988,0.0,384.271988,761.306999,
08/01/1998,802.721985,31.972,31.972,0.0,11.722,,,468.951996,,,,,15.44,,,,528.085999,234.317993,411.588989,-177.270996,0.0,,40.318001,,,,40.318001,274.635994,,212.248993,212.248993,,,,37.5,,,,,,125.766998,,,,125.766998,375.515991,0.0,,,,,41.118999,,,,,,41.118999,41.118999,416.634991,0.0,201.160004,,,0.0,,184.927002,386.087006,0.0,386.087006,802.721996,
10/31/1998,844.400024,26.657,26.657,0.0,12.212,,,511.484009,0.0,0.0,511.484009,0.0,16.371,,,,566.723999,239.837006,425.802002,-185.964996,0.0,,37.839001,0.0,,,37.839001,277.676006,,228.261002,228.261002,,,,0.0,,,,,,177.50499,,,,177.50499,405.765991,30.0,,,,,38.347,,,,,,38.347,68.347,474.112991,0.0,199.332993,,,0.0,,170.953995,370.286987,0.0,370.286987,844.399979,
01/30/1999,870.30603,80.083,80.083,0.0,11.566,,,466.459991,0.0,0.0,466.459991,,15.825,,,,573.934021,248.712006,441.157013,-192.445007,0.0,,47.66,,,,47.66,296.372005,,248.102997,248.102997,,,,0.0,,,,,,155.036011,,,,155.036011,403.139008,0.0,,,,,42.464001,,,,,,42.464001,42.464001,445.603008,0.0,216.292999,,,,,208.410004,424.703003,0.0,424.703003,870.306011,
05/01/1999,881.145996,33.306999,33.306999,0.0,15.199,,,516.106995,0.0,0.0,516.106995,0.0,16.301001,,,,580.914001,249.792999,451.406006,-201.613007,0.0,,50.438999,0.0,,,50.438999,300.231998,,253.473007,253.473007,,,,0.0,,,,,,153.810989,,,,153.810989,407.283997,0.0,,,,,45.57,,,,,,45.57,45.57,452.853996,0.0,218.324997,,,0.0,,209.966995,428.291992,0.0,428.291992,881.145988,
07/31/1999,890.815002,30.118999,30.118999,0.0,14.824,,,522.903992,0.0,0.0,522.903992,0.0,16.177,,,,584.023987,255.018997,463.72699,-208.707993,0.0,,51.771999,0.0,,,51.771999,306.790997,,245.182007,245.182007,,,,17.200001,,,,,,144.790997,,,,144.790997,407.173004,0.0,,,,,47.702999,,,,,,47.702999,47.702999,454.876003,0.0,223.119003,,,0.0,,212.820007,435.939011,0.0,435.939011,890.815014,
10/30/1999,953.47998,31.645,31.645,0.0,15.884,,,570.965027,0.0,0.0,570.965027,0.0,16.591,,,,635.085022,266.671997,483.675995,-217.003998,0.0,,51.723,0.0,,,51.723,318.394997,,263.121002,263.121002,,,,28.9,,,,,,164.510004,,,,164.510004,456.531006,24.0,,,,,47.200001,,,,,,47.200001,71.200001,527.731007,0.0,221.528,,,0.0,,204.220993,425.748993,0.0,425.748993,953.48,
01/29/2000,947.677979,79.329002,79.329002,0.0,15.689,,,500.493988,0.0,0.0,500.493988,0.0,17.681999,,,,613.19397,273.164001,499.552002,-226.388,0.0,,61.32,0.0,,,61.32,334.484001,,254.292999,254.292999,,,,0.0,,,,,,168.177002,,,,168.177002,422.470001,0.0,,,,,51.777,,,,,,51.777,51.777,474.247002,0.0,235.522995,,,0.0,,237.908005,473.431,0.0,473.431,947.678001,
04/29/2000,964.130005,32.632,32.632,0.0,17.003,,,555.619019,0.0,0.0,555.619019,0.0,19.068001,,,,624.322021,276.141998,510.306,-234.164001,0.0,,63.666,0.0,0.0,0.0,63.666,339.807999,,291.507996,291.507996,,,,0.0,0.0,0.0,0.0,,,178.371002,,,,178.371002,469.878998,20.0,20.0,0.0,0.0,,54.762001,,,,,,54.762001,74.762001,544.640999,0.0,226.970993,,,0.0,,192.516006,419.487,0.0,419.487,964.127998,
07/29/2000,1000.625,41.948,41.948,0.0,16.217,16.217,,577.569,0.0,0.0,577.56897,0.0,19.061,,,,654.795,283.492,528.222,-244.73,0.0,,62.338,0.0,0.0,0.0,62.338,345.83,,280.855,280.855,,,,11.8,11.8,0.0,0.0,,,146.819,,,,146.819,439.474,80.0,80.0,0.0,0.0,,53.704,,,,,,53.704,133.704,573.178,0.0,227.007,,,0.0,200.44,0.0,427.447,0.0,427.447,1000.625,
10/28/2000,1020.588989,34.757999,34.757999,0.0,18.747999,,,594.427979,0.0,0.0,594.427979,0.0,19.576,,,,667.51001,292.126007,547.492004,-255.365997,0.0,,60.952999,0.0,0.0,0.0,60.952999,353.079006,,287.954987,287.954987,,,,20.0,20.0,0.0,0.0,,,146.942017,,,,146.942017,454.897003,80.0,80.0,0.0,0.0,,50.223999,,,,,,50.223999,130.223999,585.121002,0.0,226.699005,,,0.0,,208.768997,435.468002,0.0,435.468002,1020.589005,
02/03/2001,975.046997,37.153999,37.153999,0.0,14.421,,,559.565002,0.0,0.0,559.565002,0.0,19.929001,,,,631.06897,301.665009,568.742981,-267.078003,0.0,,42.313,0.0,0.0,0.0,42.313,343.978008,,260.138,260.138,,,,34.0,34.0,0.0,0.0,,,139.927002,,,,139.927002,434.065002,30.0,30.0,0.0,0.0,,43.435001,,,,,,43.435001,73.435001,507.500004,0.0,236.929001,,,0.0,,230.617996,467.546997,0.0,467.546997,975.047001,
05/05/2001,1034.625977,38.282001,38.282001,0.0,20.658001,,,607.252014,0.0,0.0,607.252014,0.0,21.992001,,,,688.184021,306.332001,583.241028,-276.908997,0.0,,40.110001,0.0,0.0,0.0,40.110001,346.442001,,278.125,278.125,,,,40.799999,40.799999,0.0,0.0,,,150.593006,,,,150.593006,469.518005,50.0,,,,,41.370998,,,,,,41.370998,91.370998,560.889004,0.0,237.766998,,,0.0,,235.970001,473.737,0.0,473.737,1034.626003,
08/04/2001,1047.020996,38.956001,38.956001,0.0,20.364,,,612.414978,0.0,0.0,612.414978,0.0,22.485001,,,,694.219971,312.528015,596.077026,-283.549011,0.0,,40.272999,0.0,0.0,0.0,40.272999,352.801014,,247.031998,247.031998,,,,17.5,17.5,0.0,0.0,,,185.895004,,,,185.895004,450.427002,50.0,50.0,0.0,0.0,,43.979,,,,,,43.979,93.979,544.406002,0.0,246.787003,,,0.0,,255.828003,502.615005,0.0,502.615005,1047.021008,
11/03/2001,1149.891968,36.181999,36.181999,0.0,22.221001,,,697.854004,0.0,0.0,697.854004,0.0,29.837,,,,786.093994,323.806,618.140991,-294.334991,0.0,,39.992001,,,,39.992001,363.798,,309.60199,309.60199,,,,15.9,,,,,,185.493006,,,,185.493006,510.994995,75.0,,,,,39.028999,,,,,,39.028999,114.028999,625.023994,0.0,269.544006,,,0.0,,255.324005,524.868011,0.0,524.868011,1149.892006,
02/02/2002,1082.724976,40.351002,40.351002,0.0,20.540001,,,623.390015,0.0,0.0,623.390015,0.0,30.709999,,,,714.991028,331.549988,638.914978,-307.36499,0.0,,36.183998,,,,36.183998,367.733986,,314.529999,314.529999,,,,0.0,,,,,,175.058014,,,,175.058014,489.588013,0.0,,,,,48.681999,,,,,,48.681999,48.681999,538.270012,0.0,290.523987,,,0.0,,253.931,544.454987,0.0,544.454987,1082.724998,
05/04/2002,1181.674,72.63,72.63,0.0,24.464,24.464,,674.033,0.0,0.0,674.03302,0.0,26.94,,,,798.067,344.623,663.026,-318.403,0.0,,38.984,,,,38.984,383.607,,362.315,362.315,,,,0.0,,,,,,204.219,,,,204.219,566.534,0.0,,,,,51.321,,,,,,51.321,51.321,617.855,0.0,301.03,,,0.0,262.789,0.0,563.819,0.0,563.819,1181.674,
08/03/2002,1255.807983,95.321999,95.321999,0.0,25.867001,,,713.453979,0.0,0.0,713.453979,0.0,27.362,,,,862.005005,356.177002,686.432983,-330.256012,0.0,,37.625999,,,,37.625999,393.803001,,398.338989,398.338989,,,,0.0,,,,,,225.343018,,,,225.343018,623.682007,0.0,,,,,49.841,,,,,,49.841,49.841,673.523006,0.0,308.032013,,,0.0,274.252991,0.0,582.285004,0.0,582.285004,1255.80801,
11/02/2002,1341.249023,101.489998,101.489998,0.0,29.238001,,,751.844971,0.0,0.0,751.844971,0.0,46.198002,,,,928.770996,376.743011,719.815979,-343.072998,0.0,,35.735001,,,,35.735001,412.478012,,404.880005,404.880005,,,,0.0,,,,,,270.766968,,,,270.766968,675.646973,25.0,,,,,48.202,,,,,,48.202,73.202,748.848972,0.0,317.092987,,,0.0,275.307007,0.0,592.399994,0.0,592.399994,1341.248966,
02/01/2003,1377.98999,150.649002,150.649002,0.0,18.349001,,,716.518005,0.0,0.0,716.518005,0.0,53.549,,,,939.065002,402.683014,761.375977,-358.692993,0.0,,36.242001,,,,36.242001,438.925014,,397.192993,397.192993,,,,0.0,,,,,,229.491028,,,,229.491028,626.684021,25.0,,,,,83.117996,,,,,,83.117996,108.117996,734.802017,0.0,341.81601,,,0.0,301.372009,0.0,643.188019,0.0,643.188019,1377.990036,
05/03/2003,1399.754,116.544,116.544,0.0,23.26,23.26,,756.002,0.0,0.0,756.002014,0.0,48.563,,,,944.369,415.552,786.154,-370.602,0.0,,39.833,,,,39.833,455.385,,396.23,396.23,,,,0.0,,,,,,225.985,,,,225.985,622.215,50.0,,,,,70.323,,,,,,70.323,120.323,742.538,0.0,343.686,,,0.0,313.53,0.0,657.216,0.0,657.216,1399.754,
08/02/2003,1560.871948,176.860001,176.860001,0.0,27.041,,,815.494995,0.0,0.0,815.494995,0.0,48.064999,,,,1067.46106,443.084015,827.734009,-384.649994,0.0,,50.327,,,,50.327,493.411015,,467.126007,467.126007,,,,0.0,,,,,,270.407013,,,,270.407013,737.53302,50.0,,,,,97.916,,,,,,97.916,147.916,885.44902,0.0,351.862,,,0.0,324.265015,-0.70401,675.423004,0.0,675.423004,1560.872025,
11/01/2003,1576.217041,117.717003,117.717003,0.0,26.309999,,,866.864014,0.0,0.0,866.864014,0.0,47.679001,,,,1058.569946,466.796997,866.549011,-399.752014,0.0,,50.849998,,,,50.849998,517.646996,,448.028992,448.028992,,,,0.0,,,,,,287.811035,,,,287.811035,735.840027,50.0,,,,,99.359001,,,,,,99.359001,149.359001,885.199028,0.0,360.490997,,,0.0,332.408997,-1.881989,691.018005,0.0,691.018005,1576.217033,
