Date,Total Assets,Cash & Cash Equivalents,ST And LT Investments,Real Estate Investments,Other Investments,Net Receivables,Total Loans,Reserve for Loan Losses,Net Loans,Net Fixed Assets,Total Intangible Assets,Goodwill,Other Intangible Assets,Investments in Associates,Total Deferred Tax Assets,Total Derivative Assets,Customer Acceptances & Liab,Other Assets,Liabilities & Shareholders' Equity,Total Deposits,ST Borrowings & Repos,ST Lease Liabilities,ST Finance Leases,Current Portion of LT Debt,ST Borrowings,LT Debt,LT Lease Liabilities,LT Finance Leases,LT Borrowings,Pension Liabilities,Pensions,Other Post-Ret Benefits,Total Deferred Tax Liabilities,Total Derivative Liabilities,Other Liabilities,Total Liabilities,Preferred Equity and Hybrid Capital,Share Capital & APIC,Common Stock,Additional Paid in Capital,Treasury Stock,Retained Earnings,Other Equity,Equity before Minority Interest,Minority/Non Controlling Interest,Total Equity,Total Liabilities & Equity,Source: Bloomberg
09/30/2000,563.52,32.14,,0.0,,5.01,0.0,0.0,0.0,0.0,,,,1.805,,,0.0,524.565,,0.0,135.613,,,,,0.0,,,,,,,,,18.244,153.857,0,382.942,,,0.0,7.289,19.432,409.663,0,409.663,563.52,
12/31/2000,614.644,11.192,,0.0,,4.935,0.0,0.0,0.0,0.0,,,,1.12,,,0.0,597.397,,0.0,155.202,,,,,0.0,,,,,,,,,14.275,169.477,0,448.867,,,,-0.341,-3.359,445.167,0,445.167,614.644,
03/31/2001,623.271973,4.676,,0.0,,7.044,,0.0,0.0,0.0,,,,,,,,611.551972,,0.0,187.298004,,,,,0.0,,,,,,,,,9.938,197.236004,0,455.471985,,,,-0.189,-29.247001,426.035984,0,426.035984,623.271988,
06/30/2001,697.062012,2.225,,0.0,,7.516,0.0,0.0,0.0,0.0,,,,,,,,687.321012,,0.0,130.662003,,,,,0.0,,,,,,,,,10.311,140.973002,0,585.203003,,,,0.287,-29.401,556.089003,0,556.089003,697.062005,
09/30/2001,783.653992,25.882999,,0.0,,9.998,0.0,0.0,0.0,0.0,,,,,,,,747.772992,,0.0,161.276001,,,,,0.0,,,,,,,,,29.653,190.929001,0,638.0,,,,-0.136,-45.139002,592.724998,0,592.724998,783.653999,
12/31/2001,904.184021,18.889999,,0.0,,12.957,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,872.337022,,0.0,251.141006,,,,,0.0,,,,,,,,,12.778,263.919006,0,699.671021,,,0.0,,-59.405998,640.265022,0,640.265022,904.184029,
03/31/2002,983.718994,2.041,,0.0,,14.066,,0.0,0.0,0.0,0.0,0.0,,,,,,967.611994,,0.0,352.56601,,,,,0.0,,,,,,,,,8.063,360.629009,0,706.940979,,,0.0,-3.515,-80.335998,623.089981,0,623.089981,983.71899,
06/30/2002,1086.919,3.692,,0.0,,12.659,,0.0,0.0,0.0,0.0,0.0,,,,,,1070.568,,0.0,463.22,,,,,0.0,,,,,,,,,8.758,471.978,0,711.645,,,0.0,-3.342,-93.362,614.941,0,614.941,1086.919,
09/30/2002,1214.390015,30.940001,,0.0,,12.851,,0.0,0.0,0.0,0.0,0.0,,,,,,1170.599014,,0.0,524.80603,,,,,0.0,,,,,,,,,38.959999,563.766029,0,761.762024,,,0.0,-27.003,-84.135,650.624023,0,650.624023,1214.390053,
12/31/2002,1318.523,13.08,,0.0,,11.552,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,1293.891,,0.0,619.964,,,,,0.0,,,,,,,,,10.9,630.864,0,812.585,,,0.0,-25.718,-99.208,687.659,0,687.659,1318.523,
03/31/2003,1393.86,28.622,,0.0,,12.112,,0.0,0.0,0.0,,,,,,,0.0,1353.126,,0.0,487.319,,,,,0.0,,,,,,,,,6.717,494.036,0,1057.996,,,,-23.321,-134.851,899.824,0,899.824,1393.86,
06/30/2003,1508.248,50.342,,0.0,,12.181,0.0,0.0,0.0,0.0,,,,,,,0.0,1445.725,,0.0,610.491,,,,,0.0,,,,,,,,,7.743,618.234,0,1067.943,,,,-5.862,-172.067,890.014,0,890.014,1508.248,
09/30/2003,1705.413,52.786,,0.0,,14.987,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,1637.64,,0.0,727.966,,,,,0.0,,,,,,,,,50.388,778.354,0,1125.154,,,0.0,-19.435,-178.66,927.059,0,927.059,1705.413,
12/31/2003,2041.723999,8.02,,0.0,,17.636,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,2016.067999,,0.0,840.211,,,,,0.0,,,,,,,,,25.598,865.809,0,1360.839966,,,,-23.684999,-161.240004,1175.914963,0,1175.914963,2041.723963,
03/31/2004,2171.761,8.677,,0.0,,20.716,0.0,0.0,,0.0,,,,,,,0.0,2142.368,,0.0,897.657,,,,,0.0,,,,,,,,,13.309,910.966,0,1461.545,,,,-85.47,-115.28,1260.795,0,1260.795,2171.761,
06/30/2004,2704.738,63.616,,0.0,,20.349,0.0,0.0,0.0,0.0,,,,,,,0.0,2620.773,,0.0,0.0,,,,,1131.216,,,,,,,,,84.063,1215.279,0,1661.332,,,,-74.073,-97.8,1489.459,0,1489.459,2704.738,
09/30/2004,2990.376953,91.661003,,0.0,,21.777,0.0,0.0,0.0,0.0,,,,,,,,2876.93895,,0.0,0.0,,,,,1198.718018,,,,,,,,,99.445,1298.163017,0,1859.953979,,,,-89.623001,-78.117004,1692.213974,0,1692.213974,2990.376991,
12/31/2004,3491.427,58.367,,0.0,,22.053,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,3411.007,,0.0,130.883,,,,,1430.095,,,,,,,,,58.023,1619.001,0,2010.95,,,0.0,-63.032,-75.492,1872.426,0,1872.426,3491.427,
03/31/2005,3819.78,90.117,,0.0,,29.405,0.0,0.0,0.0,0.0,,,,,,,,3700.258,,0.0,142.785,,,,,1595.248,,,,,,,,,94.592,1832.625,0,2087.896,,,,-60.136,-40.605,1987.155,0,1987.155,3819.78,
06/30/2005,4333.633,103.554,,0.0,,27.87,0.0,0.0,0.0,0.0,,,,,,,,4202.209,,0.0,225.569,,,,,1772.182,,,,,,,,,137.496,2135.247,0,2297.549,,,0.0,-26.445,-72.718,2198.386,0,2198.386,4333.633,
09/30/2005,4971.699,116.125,,0.0,,32.508,0.0,0.0,0.0,0.0,,,,,,,,4823.066,,0.0,192.328,,,,,2074.578,,,,,,,,,174.671,2441.577,0,2619.788,,,,-25.313,-64.353,2530.122,0,2530.122,4971.699,
12/31/2005,5449.109,97.134,,0.0,,32.668,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,5319.307,,0.0,180.634,,,,,2286.226,,,,,,,,,84.612,2551.472,0,3002.98,,,,-22.408,-82.935,2897.637,0,2897.637,5449.109,
03/31/2006,5800.142,67.83,,0.0,,34.585,,0.0,0.0,0.0,0.0,0.0,,,,,,5697.727,,0.0,200.636,,,,,2318.446,,,,,,,,,160.11,2679.192,0,3101.476,,,,19.498,-0.024,3120.95,0,3120.95,5800.142,
06/30/2006,7408.622,172.35,,0.0,,39.442,,0.0,0.0,0.0,0.0,0.0,,,,,,7196.83,,0.0,350.607,,,,,3019.694,,,,,,,,,203.72,3574.021,0,3642.5,,,,32.519,159.582,3834.601,0,3834.601,7408.622,
09/30/2006,7855.432,34.129,,0.0,,43.983,,0.0,0.0,0.0,,0.0,,,,,,7777.32,,0.0,279.05,,,,,3324.614,,,,,,,,,232.092,3835.756,0,3814.076,,,,76.168,129.432,4019.676,0,4019.676,7855.432,
12/31/2006,8609.0,77.0,,0.0,,44.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,8488.0,,0.0,353.0,,,,,3573.0,,,,,,,,,341.0,4267.0,0,3981.0,,,,88.0,273.0,4342.0,0,4342.0,8609.0,
03/31/2007,9127.0,153.0,,0.0,,62.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,8912.0,,0.0,183.0,,,,,3823.0,,,,,,,,,340.0,4346.0,0,4422.0,,,,79.0,280.0,4781.0,0,4781.0,9127.0,
06/30/2007,12151.0,172.0,,0.0,,57.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,11922.0,,0.0,433.0,,,,,4938.0,,,,,,,,,305.0,5676.0,0,5479.0,,,,167.0,829.0,6475.0,0,6475.0,12151.0,
09/30/2007,11469.0,92.0,,0.0,,67.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,11310.0,,0.0,75.0,,,,,4472.0,,,,,,,,,364.0,4911.0,0,5713.0,,,,219.0,626.0,6558.0,0,6558.0,11469.0,
12/31/2007,11732.0,143.0,,0.0,,56.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,11533.0,,0.0,267.0,,,,,4557.0,,,,,,,,,467.0,5291.0,0,6022.0,,,,254.0,165.0,6441.0,0,6441.0,11732.0,
03/31/2008,10219.0,37.0,,0.0,,55.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,10127.0,,0.0,157.0,,,,,3922.0,,,,,,,,,421.0,4500.0,0,6303.0,,,,241.0,-825.0,5719.0,0,5719.0,10219.0,
06/30/2008,10456.0,262.0,,0.0,,42.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,10152.0,,0.0,302.0,,,,,4173.0,,,,,,,,,385.0,4860.0,0,6459.0,,,,226.0,-1089.0,5596.0,0,5596.0,10456.0,
09/30/2008,9846.0,320.0,,0.0,,49.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,9477.0,,0.0,160.0,,,,,4382.0,,,,,,,,,243.0,4785.0,0,6573.0,,,,275.0,-1787.0,5061.0,0,5061.0,9846.0,
12/31/2008,7910.0,209.0,,0.0,,44.0,,0.0,0.0,0.0,0.0,0.0,,,,,,7657.0,,0.0,2512.0,,,,,1916.0,,,,,,,,,327.0,4755.0,0,6543.0,,,,76.0,-3464.0,3155.0,0,3155.0,7910.0,
03/31/2009,7211.0,88.0,6839.0,,6839.0,44.0,,,,,0.0,0.0,0.0,,,10.0,0.0,230.0,,,2419.0,,,2419.0,0.0,1958.0,,,1958.0,,,,,102.0,78.0,4557.0,0,6593.0,2.0,6591.0,,21.0,-3960.0,2654.0,0,2654.0,7211.0,
06/30/2009,6628.0,183.0,6185.0,,6185.0,43.0,,,,,0.0,0.0,0.0,,,8.0,0.0,209.0,,,2490.0,,,2490.0,0.0,1831.0,,,1831.0,,,,,92.0,325.0,4738.0,0,6607.0,2.0,6605.0,,-516.0,-4201.0,1890.0,0,1890.0,6628.0,
09/30/2009,6668.0,445.0,5893.0,,5893.0,43.0,,,,,0.0,0.0,0.0,,,9.0,0.0,278.0,,,2654.0,,,2654.0,0.0,1625.0,,,1625.0,,,,,118.0,81.0,4478.0,0,6830.0,3.0,6827.0,,-550.0,-4090.0,2190.0,0,2190.0,6668.0,
12/31/2009,6672.0,835.0,5575.0,,5575.0,38.0,,,,,0.0,0.0,0.0,,,1.0,,223.0,,,2666.0,0.0,0.0,2666.0,0.0,1476.0,0.0,0.0,1476.0,0.0,0.0,0.0,,102.0,99.0,4343.0,0,6738.0,3.0,6735.0,,-709.0,-3700.0,2329.0,0,2329.0,6672.0,
03/31/2010,6757.0,820.0,5698.0,,5698.0,39.0,,,,,0.0,0.0,0.0,,,2.0,0.0,198.0,,,2567.0,,,2567.0,0.0,1459.0,,,1459.0,,,,,109.0,96.0,4231.0,0,6748.0,3.0,6745.0,,-786.0,-3436.0,2526.0,0,2526.0,6757.0,
06/30/2010,6221.0,176.0,5694.0,,5694.0,32.0,,,,,0.0,0.0,0.0,,,3.0,0.0,316.0,,,275.0,,,275.0,0.0,2649.0,,,2649.0,,,,,120.0,64.0,3108.0,0,7054.0,3.0,7051.0,,-1077.0,-2864.0,3113.0,0,3113.0,6221.0,
09/30/2010,5972.0,109.0,5566.0,,5566.0,36.0,,,,,0.0,0.0,0.0,,,4.0,0.0,257.0,,,172.0,,,172.0,0.0,2345.0,,,2345.0,,,,,130.0,54.0,2701.0,0,7063.0,3.0,7060.0,,-1086.0,-2706.0,3271.0,0,3271.0,5972.0,
12/31/2010,6084.0,269.0,5475.0,,5475.0,37.0,,,,,0.0,0.0,0.0,,,4.0,0.0,299.0,,,357.0,0.0,0.0,357.0,0.0,1902.0,0.0,0.0,1902.0,0.0,0.0,0.0,,106.0,51.0,2416.0,0,7134.0,3.0,7131.0,,-1136.0,-2330.0,3668.0,0,3668.0,6084.0,
03/31/2011,6003.0,98.0,5652.0,,5652.0,30.0,,,,,0.0,0.0,0.0,,,5.0,0.0,218.0,,,321.0,,,321.0,0.0,1421.0,,,1421.0,,,,,95.0,50.0,1887.0,0,7148.0,3.0,7145.0,,-1056.0,-1976.0,4116.0,0,4116.0,6003.0,
06/30/2011,6333.0,186.0,5909.0,,5909.0,25.0,,,,,0.0,0.0,,,9.0,8.0,0.0,196.0,,,252.0,,,252.0,0.0,1390.0,,,1390.0,,,,9.0,98.0,43.0,1792.0,0,7163.0,3.0,7160.0,,-1234.0,-1388.0,4541.0,0,4541.0,6333.0,
09/30/2011,5692.0,187.0,5295.0,,5295.0,25.0,,,,,0.0,0.0,0.0,,9.0,13.0,0.0,163.0,,,206.0,,,206.0,0.0,1313.0,,,1313.0,,,,9.0,108.0,40.0,1676.0,0,7103.0,3.0,7100.0,,-1137.0,-1950.0,4016.0,0,4016.0,5692.0,
12/31/2011,5961.0,204.0,5130.0,,5130.0,42.0,,,,,0.0,0.0,0.0,,428.0,10.0,0.0,147.0,,,227.0,0.0,0.0,227.0,0.0,1024.0,0.0,0.0,1024.0,0.0,0.0,0.0,,99.0,48.0,1398.0,0,7056.0,3.0,7053.0,,-999.0,-1494.0,4563.0,0,4563.0,5961.0,
03/31/2012,6421.0,313.0,5379.0,,5379.0,22.0,,,,,0.0,0.0,0.0,,396.0,10.0,0.0,301.0,,,294.0,,,294.0,0.0,838.0,,,838.0,,,,,105.0,70.0,1307.0,0,7027.0,3.0,7024.0,,-1058.0,-855.0,5114.0,0,5114.0,6421.0,
06/30/2012,6325.0,306.0,5220.0,,5220.0,22.0,,,,,0.0,0.0,0.0,,541.0,11.0,0.0,225.0,,,263.0,,,263.0,0.0,678.0,,,678.0,,,,,47.0,57.0,1045.0,0,6956.0,3.0,6953.0,,-1045.0,-631.0,5280.0,0,5280.0,6325.0,
09/30/2012,6266.0,304.0,5309.0,,5309.0,19.0,,,,,0.0,0.0,0.0,,511.0,10.0,0.0,113.0,,,221.0,,,221.0,0.0,582.0,,,582.0,,,,,40.0,47.0,890.0,0,6856.0,3.0,6853.0,,-973.0,-507.0,5376.0,0,5376.0,6266.0,
12/31/2012,6319.0,331.0,5265.0,,5265.0,39.0,,,,,0.0,0.0,0.0,,455.0,10.6,0.0,218.4,,,291.0,0.0,0.0,291.0,0.0,484.0,0.0,0.0,484.0,,,,,37.7,77.3,890.0,0,6786.0,3.0,6783.0,,-875.0,-482.0,5429.0,0,5429.0,6319.0,
03/31/2013,6403.0,360.0,5411.0,,5411.0,48.0,,,,,0.0,0.0,0.0,,452.0,8.0,0.0,124.0,,,180.0,,,180.0,0.0,482.0,,,482.0,,,,,22.0,50.0,734.0,0,6680.0,3.0,6677.0,,-837.0,-174.0,5669.0,0,5669.0,6403.0,
06/30/2013,6260.0,307.0,5281.0,,5281.0,48.0,,,,,0.0,0.0,0.0,,443.0,,0.0,181.0,,,161.0,,,161.0,0.0,453.0,,,453.0,,,,,13.4,53.6,681.0,0,6569.0,3.0,6566.0,,-815.0,-175.0,5579.0,0,5579.0,6260.0,
09/30/2013,6271.0,633.0,5035.0,,5035.0,41.0,,,,,0.0,0.0,0.0,,422.0,,0.0,140.0,,,5.0,,,5.0,0.0,786.0,,,786.0,,,,,11.1,49.9,852.0,0,6410.0,3.0,6407.0,,-831.0,-160.0,5419.0,0,5419.0,6271.0,
12/31/2013,6009.0,315.0,5072.0,,5072.0,38.0,,,,,0.0,0.0,0.0,,414.0,1.9,0.0,168.1,,,5.0,0.0,0.0,5.0,0.0,786.0,0.0,0.0,786.0,0.0,0.0,0.0,,10.4,81.6,883.0,0,6299.0,3.0,6296.0,,-774.0,-399.0,5126.0,0,5126.0,6009.0,
03/31/2014,6134.0,468.0,5020.0,,5020.0,32.0,,,,,0.0,0.0,0.0,,419.0,2.6,0.0,192.4,,,5.0,,,5.0,0.0,785.0,,,785.0,,,,,9.7,256.3,1056.0,0,6181.0,3.0,6178.0,,-748.0,-355.0,5078.0,0,5078.0,6134.0,
06/30/2014,6394.0,135.0,5511.0,,5511.0,38.0,,,,,0.0,0.0,0.0,,431.0,3.1,0.0,275.9,,,5.0,,,5.0,0.0,786.0,,,786.0,,,,,9.8,288.2,1089.0,0,6196.0,3.0,6193.0,,-729.0,-162.0,5305.0,0,5305.0,6394.0,
09/30/2014,7176.0,464.0,5929.0,,5929.0,37.0,,,,,0.0,0.0,0.0,,434.0,3.7,0.0,308.3,,,5.0,,,5.0,0.0,1377.0,,,1377.0,,,,,58.3,294.7,1735.0,0,6218.0,3.0,6215.0,,-667.0,-110.0,5441.0,0,5441.0,7176.0,
12/31/2014,7640.0,676.0,6280.0,,6280.0,46.0,,,,,0.0,0.0,0.0,,354.0,,0.0,284.0,,,5.0,0.0,0.0,5.0,0.0,1698.0,0.0,0.0,1698.0,0.0,0.0,0.0,,84.1,380.9,2168.0,0,6249.0,3.0,6246.0,,-505.0,-272.0,5472.0,0,5472.0,7640.0,
03/31/2015,8034.0,469.0,7035.0,,7035.0,40.0,,,,,0.0,0.0,0.0,,276.0,,0.0,214.0,,,5.0,,,5.0,0.0,1997.0,,,1997.0,,,,,117.3,488.7,2608.0,0,6284.0,3.0,6281.0,,-668.0,-190.0,5426.0,0,5426.0,8034.0,
06/30/2015,8085.0,274.0,7260.0,,7260.0,50.0,,,,,0.0,0.0,0.0,,264.0,,0.0,237.0,,,5.0,,,5.0,0.0,2102.0,,,2102.0,,,,,6.4,515.6,2629.0,0,6234.0,3.0,6231.0,,-824.0,46.0,5456.0,0,5456.0,8085.0,
09/30/2015,8168.0,244.0,7106.0,,7106.0,53.0,,,,,0.0,0.0,0.0,,263.0,,0.0,502.0,,,234.0,,,234.0,0.0,2415.0,,,2415.0,,,,,5.2,206.8,2861.0,0,6115.0,3.0,6112.0,,-806.0,-2.0,5307.0,0,5307.0,8168.0,
12/31/2015,6244.0,483.0,4998.0,,4998.0,48.0,,,,,0.0,0.0,0.0,,198.0,,0.0,517.0,,,204.0,0.0,0.0,204.0,0.0,1053.0,0.0,0.0,1053.0,0.0,0.0,0.0,,4.8,160.2,1422.0,0,5849.0,2.0,5847.0,,-879.0,-148.0,4822.0,0,4822.0,6244.0,
03/31/2016,5515.0,364.0,4737.0,,4737.0,54.0,,,,,0.0,0.0,0.0,,212.0,,0.0,148.0,,,109.0,,,109.0,0.0,778.0,,,778.0,,,,,,148.0,1035.0,0,5563.0,2.0,5561.0,,-877.0,-206.0,4480.0,0,4480.0,5515.0,
06/30/2016,5334.0,881.0,4062.0,,4062.0,37.0,,,,,0.0,0.0,0.0,,235.0,,0.0,119.0,,,5.0,,,5.0,0.0,779.0,,,779.0,,,,,,132.0,916.0,0,5400.0,2.0,5398.0,,-640.0,-342.0,4418.0,0,4418.0,5334.0,
09/30/2016,4700.0,1025.0,3294.0,,3294.0,15.0,,,,,0.0,0.0,0.0,,256.0,,0.0,110.0,,,0.0,,,,,0.0,,,0.0,,,,,,124.0,124.0,0,5414.0,2.0,5412.0,,-443.0,-395.0,4576.0,0,4576.0,4700.0,
