Date,Total Assets,"Cash, Cash Equivalents & STI",Cash & Cash Equivalents,ST Investments,Accounts & Notes Receiv,"Accounts Receivable, Net","Notes Receivable, Net",Inventories,Raw Materials,Work In Process,Finished Goods,Other Inventory,Other ST Assets,Derivative & Hedging Assets,Misc ST Assets,Total Current Assets,"Property, Plant & Equip, Net","Property, Plant & Equip",Accumulated Depreciation,LT Investments & Receivables,LT Investments,Other LT Assets,Total Intangible Assets,Goodwill,Other Intangible Assets,Deferred Tax Assets,Misc LT Assets,Total Noncurrent Assets,Liabilities & Shareholders' Equity,Payables & Accruals,Accounts Payable,Accrued Taxes,Interest & Dividends Payable,Other Payables & Accruals,ST Debt,ST Borrowings,ST Lease Liabilities,ST Finance Leases,ST Operating Leases,Current Portion of LT Debt,Other ST Liabilities,Deferred Revenue,Derivatives & Hedging,Discontinued Operations,Misc ST Liabilities,Total Current Liabilities,LT Debt,LT Borrowings,LT Lease Liabilities,LT Finance Leases,LT Operating Leases,Other LT Liabilities,Accrued Liabilities,Pension Liabilities,Deferred Tax Liabilities,Misc LT Liabilities,Total Noncurrent Liabilities,Total Liabilities,Preferred Equity and Hybrid Capital,Share Capital & APIC,Common Stock,Additional Paid in Capital,Treasury Stock,Retained Earnings,Other Equity,Equity Before Minority Interest,Minority/Non Controlling Interest,Total Equity,Total Liabilities & Equity,Source: Bloomberg
03/31/1995,1072.795044,110.633003,110.633003,0.0,228.505005,,,122.386002,,,,,12.795,,,474.319,563.651001,,,0.0,,34.825001,,,,,34.825001,598.476002,,85.295998,85.295998,,,,5.034,,,,,,68.71201,,,,68.71201,159.042007,33.493999,,,,,195.895996,,,,195.895996,229.389996,388.432003,0.0,85.377998,,,0.0,,598.984985,684.362984,0.0,684.362984,1072.794987,
06/30/1995,1090.869995,52.367001,52.367001,0.0,266.954987,,,136.136993,,,,,14.322,,,469.781006,586.328003,,,0.0,,34.761002,,,,,34.761002,621.089005,,90.390999,90.390999,,,,5.014,,,,,,60.113007,,,,60.113007,155.518005,33.369999,,,,,197.923004,,,,197.923004,231.293003,386.811008,0.0,85.431999,,,0.0,,618.627014,704.059013,0.0,704.059013,1090.870022,
09/30/1995,1130.363037,29.362,29.362,0.0,282.308014,,,138.847,,,,,13.637,,,464.153992,628.596985,,,0.0,,37.612,,,,,37.612,666.208984,,92.266998,92.266998,,,,5.025,,,,,,72.031,,,,72.031,169.322998,33.245998,,,,,202.906006,,,,202.906006,236.152004,405.475002,0.0,85.486,,,0.0,,639.401978,724.887978,0.0,724.887978,1130.36298,
12/31/1995,1143.70105,23.187,23.187,0.0,257.049011,,,137.964005,,,,,12.384,,,430.584015,678.875977,1067.733032,-388.856995,0.0,,34.241001,,,,,34.241001,713.116978,,78.822998,78.822998,,,,5.035,,,,,,74.509998,,,,74.509998,158.367996,28.573999,,,,,207.960007,,,,207.960007,236.534006,394.902002,0.0,85.593002,,,0.0,,663.205994,748.798996,0.0,748.798996,1143.700998,
03/31/1996,1216.641968,5.42,3.32,2.1,278.529999,,,158.809998,,,,,14.179,,,456.938995,726.627014,,,0.0,,33.076,,,,,33.076,759.703014,,84.170998,84.170998,,,,50.046001,,,,,,74.465008,,,,74.465008,208.682007,28.445,,,,,213.789001,,,,213.789001,242.234001,450.916008,0.0,85.685997,,,0.0,,680.039978,765.725975,0.0,765.725975,1216.641983,
06/30/1996,1271.723022,12.887,12.887,0.0,294.145996,,,154.371994,,,,,15.956,,,477.360992,761.562012,,,0.0,,32.799999,,,,,32.799999,794.362011,,66.731003,66.731003,,,,93.056999,,,,,,79.157005,,,,79.157005,238.945007,28.313,,,,,219.839996,,,,219.839996,248.152996,487.098003,0.0,85.697998,,,0.0,,698.927002,784.625,0.0,784.625,1271.723003,
09/30/1996,1290.832031,7.181,7.181,0.0,318.631012,,,130.865005,,,,,15.994,,,472.67099,782.109009,,,0.0,,36.051998,,,,,36.051998,818.161007,,77.591003,77.591003,,,,63.069,,,,,,91.102997,,,,91.102997,231.763,40.174,,,,,224.848007,,,,224.848007,265.022007,496.785007,0.0,85.697998,,,-11.215,,719.563999,794.046997,0.0,794.046997,1290.832005,
12/31/1996,1273.009033,19.459,19.459,0.0,267.148987,,,141.617996,,,,,15.399,,,443.625,792.419006,1240.848999,-448.429993,0.0,,36.965,,,,,36.965,829.384006,,81.570999,81.570999,,,,37.081001,,,,,,68.842995,,,,68.842995,187.494995,69.488998,,,,,229.412994,,,,229.412994,298.901992,486.396987,0.0,85.698997,,,-46.133999,,747.047024,786.612022,0.0,786.612022,1273.009009,
03/31/1997,1460.864014,33.933998,33.933998,0.0,303.084991,,,188.891006,,,,,17.926001,,,543.835999,847.224976,,,0.0,,69.803001,,,,,69.803001,917.027977,,100.444,100.444,,,,60.307999,,,,,,82.910995,,,,82.910995,243.662994,223.304993,,,,,242.942001,,,,242.942001,466.246994,709.909988,0.0,85.773003,,,-100.250999,,765.43203,750.954033,0.0,750.954033,1460.864021,
06/30/1997,1515.686035,20.030001,20.030001,0.0,351.06601,,,205.453003,,,,,17.174999,,,593.723999,849.791992,1342.311035,-492.519012,0.0,,72.169998,,,,,72.169998,921.96199,,87.033997,87.033997,,,,83.469002,,,,,,97.553001,,,,97.553001,268.056,223.856995,,,,,245.925995,,,,245.925995,469.78299,737.838989,0.0,86.272003,,,-100.250999,,791.826012,777.847015,0.0,777.847015,1515.686005,
09/30/1997,1494.796997,15.091,15.091,0.0,345.019012,,,190.348007,,,,,16.837999,,,567.296021,846.658997,1363.115967,-516.45697,0.0,,80.842003,,,,,80.842003,927.500999,,85.521004,85.521004,,,,25.348,,,,,,110.873001,,,,110.873001,221.742004,223.839005,,,,,247.977997,,,,247.977997,471.817001,693.559006,0.0,86.528999,,,-100.250999,,814.959984,801.237984,0.0,801.237984,1494.796989,
12/31/1997,1495.956055,52.91,52.91,0.0,292.415985,,,191.684006,38.695,22.65,130.339005,,17.601999,,,554.612,860.447998,1399.087036,-538.638977,0.0,,80.896004,80.896004,,,,0.0,941.344002,,100.135002,100.135002,,,,11.273,,,,,,88.922992,,,,88.922992,200.330994,205.524994,,,,,256.524994,,,,256.524994,462.049988,662.380982,0.0,86.861,,,-100.250999,,846.964988,833.574989,0.0,833.574989,1495.955971,
03/31/1998,1510.057007,32.875,32.875,0.0,307.779999,,,206.102005,28.76,23.136,154.205994,0.0,17.923,,,564.679993,863.937012,1426.771973,-562.835022,0.0,,81.440002,81.440002,,,,0.0,945.377014,,89.307999,89.307999,,,,11.817,,,,,,89.041001,,,,89.041001,190.166,205.423004,,,,,261.606995,,,,261.606995,467.029999,657.195999,0.0,86.888,,,-100.250999,,866.224022,852.861023,0.0,852.861023,1510.057022,
06/30/1998,1536.545044,37.433998,37.433998,0.0,318.041992,,,209.253998,29.059,20.666,159.529007,0.0,20.426001,,,585.156006,868.960999,1456.869995,-587.908997,0.0,,82.428001,82.428001,,,,0.0,951.389,,84.762001,84.762001,,,,11.352,,,,,,95.374997,,,,95.374997,191.488998,205.281998,,,,,262.786987,,,,262.786987,468.068985,659.557983,0.0,87.050003,,,-100.250999,,890.188011,876.987015,0.0,876.987015,1536.544998,
09/30/1998,1535.203979,22.822001,22.822001,0.0,337.682007,,,191.078003,29.167999,21.816,140.093994,0.0,21.396,,,572.978027,874.905029,1487.953003,-613.047974,0.0,,87.320999,87.320999,,,,0.0,962.226028,,99.501999,99.501999,,,,12.48,,,,,,105.057995,,,,105.057995,217.039993,205.209,,,,,266.269989,,,,266.269989,471.478989,688.518982,0.0,87.063004,,,-155.201004,,914.823013,846.685013,0.0,846.685013,1535.203995,
12/31/1998,1541.275024,41.966,41.966,0.0,319.684998,,,186.386002,33.321999,20.368,132.695999,0.0,21.436001,,,569.473022,885.281982,1508.984985,-623.703003,0.0,,86.519997,86.519997,,,,0.0,971.801979,,94.501999,94.501999,,,,8.378,,,,,,90.108007,,,,90.108007,192.988007,205.285004,,,,,275.06601,,,,275.06601,480.351013,673.33902,0.0,87.077003,,,-155.248993,,936.108002,867.936012,0.0,867.936012,1541.275032,
03/31/1999,1566.167,23.294,23.294,0.0,338.289,338.289,,191.912,28.951,19.193,143.768,0.0,21.729,,,575.224,897.008,1545.883,-648.875,0.0,,93.935,93.935,,,,0.0,990.943,,81.436,81.436,,,,9.181,,,,,,106.001,,,,106.001,196.618,205.218,,,,,275.183,,,,275.183,480.401,677.019,0.0,87.928,,,-155.249,969.403,-12.934,889.148,0.0,889.148,1566.167,
06/30/1999,1621.708008,27.827999,27.827999,0.0,369.347992,,,206.009003,30.829,17.427999,157.751999,0.0,23.58,,,626.765015,900.294983,1575.629028,-675.333984,0.0,,94.648003,94.648003,,,,0.0,994.942986,,90.293999,90.293999,,,,9.798,,,,,,118.290997,,,,118.290997,218.382996,205.179993,,,,,280.171997,,,,280.171997,485.35199,703.734985,0.0,88.088997,,,-155.248993,,985.132965,917.972969,0.0,917.972969,1621.707954,
09/30/1999,1652.796997,40.301998,40.301998,0.0,412.548004,,,167.811005,26.209999,18.259001,123.342003,0.0,23.349001,,,644.01001,908.596985,1611.412964,-702.815979,0.0,,100.190002,100.190002,,,,0.0,1008.786987,,79.116997,79.116997,,,,11.501,,,,,,126.305999,,,,126.305999,216.923996,205.119003,,,,,283.248993,,,,283.248993,488.367996,705.291992,0.0,88.103996,,,-155.248993,,1014.649994,947.504997,0.0,947.504997,1652.796989,
12/31/1999,2757.64502,71.126999,71.126999,0.0,545.155029,,,273.963013,80.487999,25.184999,168.289993,0.0,55.182999,,,945.427979,1227.06897,1961.743042,-734.674011,0.0,,585.14801,585.14801,,,,0.0,1812.21698,,175.686005,175.686005,,,,27.041,,,,,,193.137985,,,,193.137985,395.86499,1046.463013,,,,,339.683014,,,,339.683014,1386.146027,1782.011017,0.0,87.336998,,,-155.248993,,1043.54599,975.633995,0.0,975.633995,2757.645012,
03/31/2000,3142.624023,47.990002,47.990002,0.0,678.171997,,,300.492004,81.007004,33.790001,185.695007,0.0,75.863998,,,1102.517944,1340.932007,2114.365967,-773.434021,0.0,,699.174011,699.174011,,,,0.0,2040.106018,,222.222,222.222,,,,274.735992,,,,,,262.07399,,,,262.07399,759.031982,1046.515015,,,,,353.303986,,,,353.303986,1399.819001,2158.850983,0.0,87.345001,,,-166.718002,,1063.145981,983.77298,0.0,983.77298,3142.623963,
06/30/2000,3109.646973,24.993999,24.993999,0.0,679.161987,,,324.824005,69.265999,31.551001,224.007004,0.0,84.977997,,,1113.958008,1289.995972,2105.465088,-815.468994,0.0,,705.692993,705.692993,,,,0.0,1995.688965,,211.787994,211.787994,,,,202.897995,,,,,,257.238998,,,,257.238998,671.924988,1046.150024,,,,,425.182007,,,,425.182007,1471.332031,2143.257019,0.0,87.568001,,,-195.886993,,1074.709015,966.390022,0.0,966.390022,3109.647041,
09/30/2000,3071.058105,26.4,26.4,0.0,686.952026,,,290.378998,66.190002,28.27,195.919006,0.0,90.839996,,,1094.571045,1313.234985,2156.889893,-843.655029,0.0,,663.252014,663.252014,409.834015,253.417999,,0.0,1976.487,,192.595993,192.595993,,,,192.561996,,,,,,251.88504,,,,251.88504,637.04303,1045.761963,,,,,424.747986,,,,424.747986,1470.509949,2107.552979,0.0,87.775002,,,-197.020996,,1072.750977,963.504982,0.0,963.504982,3071.057961,
12/31/2000,2922.009033,45.794998,45.794998,0.0,588.841003,,,296.459991,71.221001,32.882,192.356995,0.0,100.128998,,,1031.224976,1285.396973,2163.416992,-878.02002,0.0,,605.387024,605.387024,439.442993,165.944031,,0.0,1890.783997,,186.283997,186.283997,,,,170.190002,,,,,,250.03302,,,,250.03302,606.507019,1036.959961,,,,,325.985992,,,,325.985992,1362.945953,1969.452972,0.0,87.830002,,,-197.020996,,1061.747009,952.556015,0.0,952.556015,2922.008987,
03/31/2001,2928.061035,24.881001,24.881001,0.0,592.650024,,,347.660004,59.446999,31.650999,256.562012,0.0,97.456001,,,1062.646973,1261.93396,,,0.0,,603.47998,603.47998,434.520996,168.958984,,0.0,1865.41394,,213.625,213.625,,,,172.802994,,,,,,255.957993,,,,255.957993,642.385986,1036.959961,,,,,318.696014,,,,318.696014,1355.655975,1998.041962,0.0,87.830002,,,-197.020996,,1039.210022,930.019028,0.0,930.019028,2928.060989,
06/30/2001,2909.832031,20.733,20.733,0.0,607.638977,,,340.412994,55.889999,29.535,254.988007,0.0,89.864998,,,1058.650024,1251.286987,,,0.0,,599.89502,599.89502,431.770996,168.124023,,0.0,1851.182007,,208.477997,208.477997,,,,164.723999,,,,,,238.610016,,,,238.610016,611.812012,1036.734985,,,,,318.752014,,,,318.752014,1355.487,1967.299011,0.0,87.874001,,,-197.011993,,1051.67099,942.532997,0.0,942.532997,2909.832008,
09/30/2001,2896.335938,20.474001,20.474001,0.0,603.067993,,,326.329987,62.827,33.801998,229.701004,0.0,92.931,,,1042.802979,1243.89502,,,0.0,,609.638,609.638,430.643005,178.994995,,0.0,1853.53302,,207.613998,207.613998,,,,56.502998,,,,,,283.878975,,,,283.878975,547.995972,1101.678955,,,,,331.079987,,,,331.079987,1432.758942,1980.754913,0.0,88.200996,,,-197.011993,,1024.391998,915.581001,0.0,915.581001,2896.335915,
12/31/2001,2764.25,71.834999,71.834999,0.0,497.179993,,,306.477997,66.155998,32.838001,207.483994,0.0,76.603996,,,952.096985,1206.073975,2233.76001,-1027.686035,0.0,,606.078979,606.078979,427.894989,178.18399,,0.0,1812.152954,,191.802002,191.802002,,,,233.035995,,,,,,223.067032,,,,223.067032,647.905029,882.133972,,,,,323.971008,,,,323.971008,1206.10498,1854.01001,0.0,88.561996,,,-197.020996,,1018.698975,910.239975,0.0,910.239975,2764.249985,
03/31/2002,2809.329102,84.560997,84.560997,0.0,569.278992,,,297.654999,60.623001,39.154999,197.876999,0.0,69.755997,,,1021.250977,1186.895996,,,1.0,,600.182007,601.182007,427.894989,173.287018,,-1.0,1788.078003,,230.020004,230.020004,,,,179.548004,,,,,,252.358017,,,,252.358017,661.926025,885.119019,,,,,332.600006,,,,332.600006,1217.719025,1879.64505,0.0,94.058998,,,-197.011993,,1032.636993,929.683998,0.0,929.683998,2809.329048,
06/30/2002,2838.194092,118.624001,118.624001,0.0,540.984985,,,325.682007,63.91,37.243999,224.528,0.0,64.445,,,1049.735962,1189.047974,,,0.0,,599.409973,599.409973,427.894989,171.514984,,0.0,1788.457947,,220.391998,220.391998,,,,145.151993,,,,,,269.862015,,,,269.862015,635.406006,890.629028,,,,,336.338013,,,,336.338013,1226.967041,1862.373047,0.0,101.005997,,,-197.011993,,1071.826996,975.820999,0.0,975.820999,2838.194046,
09/30/2002,2839.743896,180.128998,180.128998,0.0,519.507019,,,299.095001,61.674999,34.337002,203.082993,0.0,59.958,,,1058.688965,1173.291016,,,0.0,,607.763977,607.763977,427.894989,179.868988,,0.0,1781.054993,,209.153,209.153,,,,146.264999,,,,,,257.404999,,,,257.404999,612.822998,899.164001,,,,,338.140015,,,,338.140015,1237.304016,1850.127014,0.0,103.764999,,,-197.011993,,1082.863983,989.616989,0.0,989.616989,2839.744003,
12/31/2002,2712.208984,44.748001,44.748001,0.0,460.878998,,,280.640991,65.964996,33.457001,181.218994,0.0,74.260002,,,860.528015,1197.974976,2343.071045,-1145.095947,0.0,,653.705994,473.459991,427.894989,45.565002,,180.246003,1851.68097,,206.638,206.638,,,,36.950001,,,,,,190.987988,,,,190.987988,434.575989,875.377991,,,,,460.539001,,,,460.539001,1335.916992,1770.492981,0.0,103.843002,,,-197.011993,1184.11499,-149.230011,941.715988,0.0,941.715988,2712.208969,
03/31/2003,2774.47,33.159,33.159,0.0,514.834,,,319.092,,,,,50.006,,,917.091,1193.491,,,0.0,,663.888,,,,,663.888,1857.379,,238.456,238.456,,,,41.83,,,,,,207.396,,,,207.396,487.682,876.155,,,,,458.611,,,,458.611,1334.766,1822.448,0.0,103.907,,,,,848.115,952.022,0.0,952.022,2774.47,
06/30/2003,2867.097,22.88,22.88,0.0,614.515,614.515,,325.695,75.364,32.51,217.821,0.0,57.908,,,1020.998,1210.463,,,0.0,,635.636,635.636,429.369,206.267,,0.0,1846.099,,224.614,224.614,,,,102.275,,,,,,224.283,,,,224.283,551.172,879.116,,,,,459.141,,,,459.141,1338.257,1889.429,0.0,105.737,,,-197.012,1196.572,-127.629,977.668,0.0,977.668,2867.097,
09/30/2003,2868.272949,37.384998,37.384998,0.0,670.403015,,,284.713989,65.603996,33.301998,185.807999,0.0,51.810001,,,1044.312012,1194.572998,,,0.0,,629.388,629.388,429.368988,200.019012,,0.0,1823.960999,,262.234009,262.234009,,,,33.994999,,,,,,230.50201,,,,230.50201,526.731018,876.653992,,,,,472.173004,,,,472.173004,1348.826996,1875.558014,0.0,106.375999,,,-197.011993,1206.584961,-123.233978,992.714989,0.0,992.714989,2868.273003,
12/31/2003,2876.319092,28.549999,28.549999,0.0,324.372986,,,189.718002,47.515999,14.012,128.190002,0.0,1438.609009,,,1981.25,691.374023,1656.875977,-965.502014,0.0,,203.695007,85.403999,48.172001,37.231998,,118.291008,895.06903,,136.244003,136.244003,,,,0.161,,,,,,455.743007,,,,455.743007,592.14801,863.892029,,,,,389.890015,,,,389.890015,1253.782044,1845.930054,0.0,110.081001,,,-197.011993,1226.999023,-109.679047,1030.388984,0.0,1030.388984,2876.319038,
03/31/2004,2994.117188,110.397003,110.397003,0.0,687.342957,,,308.799011,84.446999,37.271999,187.080002,0.0,58.092999,,,1164.63208,1190.97998,2587.889893,-1396.909912,0.0,,638.505005,476.352997,429.791992,46.561005,,162.152008,1829.484985,,297.699005,297.699005,,,,13.34,,,,,,259.757992,,,,259.757992,570.796997,876.424011,,,,,497.695007,,,,497.695007,1374.119018,1944.916015,0.0,109.262001,,,-194.001999,1242.969971,-109.026993,1049.20298,0.0,1049.20298,2994.118995,
06/30/2004,2925.665039,29.278999,29.278999,0.0,674.244995,,,333.080994,94.688004,35.645,202.748001,0.0,70.627998,,,1107.233032,1183.829956,2612.75,-1428.920044,0.0,,634.60199,475.307007,429.791992,45.515015,,159.294983,1818.431946,,272.531006,272.531006,,,,29.843,,,,,,267.915972,,,,267.915972,570.289978,776.997009,,,,,500.713989,,,,500.713989,1277.710998,1848.000976,0.0,105.454002,,,-180.022003,1268.579956,-116.350983,1077.660972,0.0,1077.660972,2925.661948,
