Date,Total Assets,"Cash, Cash Equivalents & STI",Cash & Cash Equivalents,ST Investments,Accounts & Notes Receiv,"Accounts Receivable, Net","Notes Receivable, Net",Inventories,Raw Materials,Work In Process,Finished Goods,Other Inventory,Other ST Assets,Derivative & Hedging Assets,Deferred Tax Assets,Taxes Receivable,Misc ST Assets,Total Current Assets,"Property, Plant & Equip, Net","Property, Plant & Equip",Accumulated Depreciation,LT Investments & Receivables,Other LT Assets,Total Intangible Assets,Goodwill,Other Intangible Assets,Misc LT Assets,Total Noncurrent Assets,Liabilities & Shareholders' Equity,Payables & Accruals,Accounts Payable,Accrued Taxes,Interest & Dividends Payable,Other Payables & Accruals,ST Debt,ST Borrowings,ST Lease Liabilities,ST Finance Leases,Current Portion of LT Debt,Other ST Liabilities,Deferred Revenue,Derivatives & Hedging,Misc ST Liabilities,Total Current Liabilities,LT Debt,LT Borrowings,LT Lease Liabilities,LT Finance Leases,Other LT Liabilities,Accrued Liabilities,Pension Liabilities,Deferred Tax Liabilities,Misc LT Liabilities,Total Noncurrent Liabilities,Total Liabilities,Preferred Equity and Hybrid Capital,Share Capital & APIC,Common Stock,Additional Paid in Capital,Treasury Stock,Retained Earnings,Other Equity,Equity Before Minority Interest,Minority/Non Controlling Interest,Total Equity,Total Liabilities & Equity,Source: Bloomberg
12/30/2006,14388.1,886.9,818.5,68.4,2826.5,2826.5,,1676.8,0.0,0.0,1676.8,0.0,464.8,,,,,5855.0,649.7,1715.9,-1066.2,0.0,7883.4,7631.8,5108.7,2523.1,251.6,8533.1,,2884.2,2884.2,,,,400.3,,,,,1542.3,,,1542.3,4826.8,866.4,,,,1191.4,,,,1191.4,2057.8,6884.6,0,7159.4,,,-1556.3,1885.1,15.3,7503.5,0.0,7503.5,14388.1,
03/31/2007,14083.9,554.4,483.1,71.3,2895.6,2895.6,,1705.6,0.0,0.0,1705.6,0.0,471.0,,,,,5626.6,633.1,,,0.0,7824.2,7575.5,5107.0,2468.5,248.7,8457.3,,2324.7,2324.7,,,,675.1,,,,,1782.3,,,1782.3,4782.1,849.7,,,,1278.5,,,,1278.5,2128.2,6910.3,0,7308.0,,,-2338.2,2189.1,14.7,7173.6,0.0,7173.6,14083.9,
06/30/2007,14335.2,1046.0,983.7,62.3,2841.2,2841.2,,1574.3,,0.0,1574.3,0.0,481.9,,,,,5943.4,623.7,,,0.0,7768.1,7520.5,5106.7,2413.8,247.6,8391.8,,2578.7,2578.7,,,,600.0,,,,,1600.8,,,1600.8,4779.5,1482.0,,,,1266.6,,,,1266.6,2748.6,7528.1,0,7392.4,,,-3003.5,2404.0,14.2,6807.1,0.0,6807.1,14335.2,
09/29/2007,13925.1,699.6,629.5,70.1,2723.1,2723.1,,1645.7,0.0,0.0,1645.7,0.0,503.5,,,,,5571.9,618.8,,,0.0,7734.4,7465.6,5106.4,2359.2,268.8,8353.2,,2177.8,2177.8,,,,600.0,,,,,1811.0,,,1811.0,4588.8,1488.7,,,,1244.3,,,,1244.3,2733.0,7321.8,0,7487.8,,,-3516.9,2618.8,13.6,6603.3,0.0,6603.3,13925.1,
12/29/2007,16217.9,844.4,774.1,70.3,2856.5,2856.5,,1946.0,0.0,0.0,1946.0,0.0,655.8,,,,,6302.7,725.5,1952.0,-1226.5,0.0,9189.7,9135.2,6230.2,2905.0,54.5,9915.2,,2812.9,2812.9,,,,600.0,,,,,1716.3,,,1716.3,5129.2,2894.4,,,,1319.0,,,,1319.0,4213.4,9342.6,0,7559.4,,,-3516.9,2826.4,6.4,6875.3,0.0,6875.3,16217.9,
03/29/2008,16234.5,611.0,540.6,70.4,3135.6,3135.6,,1967.0,0.0,0.0,0.0,0.0,652.1,,,,,6365.7,724.0,,,0.0,9144.8,9069.8,6234.0,2835.8,75.0,9868.8,,2447.5,2447.5,,,,600.0,,,,,2156.4,,,2156.4,5203.9,3589.9,,,,1266.1,,,,1266.1,4856.0,10059.9,0,7606.8,,,-4517.7,3096.6,-11.1,6174.6,0.0,6174.6,16234.5,
06/28/2008,16545.6,442.6,371.7,70.9,3366.5,3366.5,,2090.0,,,,,695.1,,,,,6594.2,734.6,,,0.0,9216.8,9155.2,6346.2,2809.0,61.6,9951.4,,2812.0,2812.0,,,,600.0,,,,,1828.7,,,1828.7,5240.7,4083.0,,,,1277.0,,,,1277.0,5360.0,10600.7,0,7676.7,,,-5080.2,3359.3,-10.9,5944.9,0.0,5944.9,16545.6,
09/27/2008,16113.1,507.7,440.8,66.9,3318.7,3318.7,,1947.2,0.0,0.0,0.0,0.0,448.3,,,,,6221.9,763.8,,,0.0,9127.4,9073.6,6335.5,2738.1,53.8,9891.2,,2173.6,2173.6,,,,600.0,,,,,2217.8,,,2217.8,4991.4,3985.0,,,,1233.0,,,,1233.0,5218.0,10209.4,0,7742.9,,,-5473.2,3655.0,-21.0,5903.7,0.0,5903.7,16113.1,
12/27/2008,17010.9,1002.4,938.4,64.0,3539.4,3539.4,,1856.5,,,,,699.2,,,,,7097.5,854.1,2217.1,-1363.0,0.0,9059.3,8997.8,6331.4,2666.4,61.5,9913.4,,2878.9,2878.9,,,,600.0,,,,,2319.1,,,2319.1,5798.0,4002.9,,,,1252.1,,,,1252.1,5255.0,11053.0,0,7795.4,,,-5703.0,3929.3,-63.8,5957.9,0.0,5957.9,17010.9,
03/28/2009,17486.2,1861.9,1799.5,62.4,3614.0,3614.0,0.0,1675.6,,,,,453.7,16.3,166.7,214.7,72.3,7605.2,846.1,,,0.0,9034.9,8978.8,6326.9,2651.9,39.8,9881.0,,3506.9,2789.7,,,717.2,600.0,600.0,,,,2071.8,,,2071.8,6178.7,4001.2,4001.2,,,1239.3,,,1050.4,188.9,5240.5,11419.2,0,7834.0,6.5,7827.5,-5918.6,4220.3,-68.7,6067.0,0.0,6067.0,17486.2,
06/27/2009,17770.3,2147.6,2085.5,62.1,3818.1,3818.1,0.0,1497.2,,,,,488.6,13.1,223.3,195.9,69.4,7951.5,862.5,,,0.0,8956.3,8908.5,6331.1,2577.4,34.7,9818.8,,4108.6,3523.0,,,585.6,609.1,609.1,,,,2169.1,,,2169.1,6886.8,3998.4,3998.4,,,1218.9,,,1018.0,200.9,5217.3,12104.1,0,7906.3,6.6,7899.7,-6710.1,4532.5,-62.5,5666.2,0.0,5666.2,17770.3,
09/26/2009,17111.8,2067.9,2020.3,47.6,3456.9,3456.9,0.0,1341.4,,,,,479.9,13.5,222.8,197.5,59.6,7346.1,869.1,,,0.0,8896.6,8835.8,6335.2,2500.6,47.3,9765.7,,3389.6,2768.8,,,620.8,211.7,211.7,,,,2146.7,,,2146.7,5748.0,3999.2,3999.2,,,1202.2,,,995.8,206.4,5201.4,10949.4,0,8060.2,6.6,8053.6,-6710.1,4868.0,-55.7,6162.4,0.0,6162.4,17111.8,
12/26/2009,17915.5,2548.3,2528.2,20.1,3828.8,3828.8,0.0,1285.3,,,,,496.2,14.0,230.8,198.3,67.1,8158.6,912.5,2402.3,-1489.8,0.0,8844.4,8761.8,6333.0,2428.8,68.6,9756.9,,4225.0,3506.4,0.0,0.0,718.6,15.8,15.8,0.0,0.0,,2106.9,0.0,0.0,2106.9,6347.7,4000.1,4000.1,0.0,0.0,1180.5,0.0,81.7,958.8,140.0,5180.6,11528.3,0,8163.3,6.6,8156.7,-6941.5,5209.6,-44.2,6387.2,0.0,6387.2,17915.5,
03/27/2010,16615.3,1580.3,1562.1,18.2,3724.1,3724.1,0.0,1250.4,,,,,337.9,14.1,240.1,24.8,73.0,6892.7,910.6,,,0.0,8812.0,8721.0,6352.0,2369.0,76.9,9722.6,,3628.7,2839.4,,,789.3,21.1,21.1,,,,2273.2,,,2273.2,5923.0,4000.7,4000.7,,,1162.3,,,918.4,243.9,5163.0,11086.0,0,8223.3,6.6,8216.7,-8171.4,5530.1,-52.7,5529.3,0.0,5529.3,16615.3,
06/26/2010,16240.0,1237.7,1183.7,54.0,3880.0,3880.0,0.0,1162.1,,,,,333.3,17.8,232.6,23.7,77.0,6613.1,923.3,,,0.0,8703.6,8641.7,6345.4,2296.3,44.1,9626.9,,3711.3,3158.3,,,553.0,19.1,19.1,,,,2454.9,,,2454.9,6185.3,4004.8,4004.8,,,1124.6,,,897.1,227.5,5129.4,11314.7,0,8298.8,6.6,8292.2,-9199.4,5887.0,-61.1,4925.3,0.0,4925.3,16240.0,
09/25/2010,16570.2,947.4,892.4,55.0,3939.0,3939.0,0.0,998.4,,,,,307.8,18.6,226.1,4.3,77.4,6192.6,962.2,,,0.0,9415.4,9345.0,6881.3,2463.7,51.8,10377.6,,3567.8,2836.4,,,731.4,18.8,18.8,,,,2321.4,,,2321.4,5908.0,5004.8,5004.8,,,1203.4,,,985.7,217.7,6208.2,12116.2,0,8347.7,6.6,8341.1,-10102.9,6258.5,-49.3,4454.0,0.0,4454.0,16570.2,
12/25/2010,17097.3,910.1,853.4,56.7,4448.2,4448.2,0.0,1013.2,,,,,314.2,16.9,238.4,,75.8,6685.7,993.6,2551.1,-1557.5,0.0,9418.0,9349.3,6939.5,2409.8,51.8,10411.6,,4405.6,3495.4,0.0,0.0,910.2,23.6,23.6,0.0,0.0,0.0,2453.2,0.0,0.0,2453.2,6882.4,5003.6,5003.6,0.0,0.0,1224.5,0.0,82.1,985.1,157.3,6228.1,13110.5,0,8469.7,6.7,8463.0,-11066.3,6636.9,-53.5,3986.8,0.0,3986.8,17097.3,
03/26/2011,16211.2,171.1,127.1,44.0,4238.4,4238.4,0.0,1108.8,,,,,315.5,14.4,239.8,,75.7,5833.8,986.3,,,0.0,9391.1,9318.4,6963.9,2354.5,58.3,10377.4,,3856.6,2969.7,,,886.9,26.9,26.9,,,,2522.4,,,2522.4,6405.9,5001.6,5001.6,,,1206.3,,,1004.0,202.3,6207.9,12613.8,0,8557.0,6.7,8550.3,-11902.9,6970.0,-26.7,3597.4,0.0,3597.4,16211.2,
06/25/2011,15990.8,100.6,92.4,8.2,4395.4,4395.4,0.0,833.0,,,,,331.9,16.5,248.3,,83.6,5660.9,1001.9,,,0.0,9328.0,9242.2,6956.6,2285.6,69.3,10329.9,,4068.4,3384.8,,,683.6,2031.9,31.9,,,2000.0,2260.3,,,2260.3,8360.6,3004.2,3004.2,,,1181.8,,,980.6,201.2,4186.0,12546.6,0,8660.2,6.7,8653.5,-12502.9,7312.8,-25.9,3444.2,0.0,3444.2,15990.8,
09/24/2011,15863.6,166.8,161.5,5.3,4270.5,4270.5,0.0,788.1,,,,,336.6,14.0,266.9,,69.7,5562.0,1027.1,,,0.0,9274.5,9172.1,6957.7,2214.4,88.4,10301.6,,3900.5,2960.5,,,940.0,2036.4,36.4,,,2000.0,2201.8,,,2201.8,8138.7,3002.2,3002.2,,,1172.3,,,972.2,200.1,4174.5,12313.2,0,8766.7,6.7,8760.0,-12852.9,7668.2,-31.6,3550.4,0.0,3550.4,15863.6,
12/31/2011,16962.8,231.7,229.1,2.6,4870.3,4870.3,0.0,897.8,,,,,680.7,12.9,280.0,,400.7,6680.5,1108.4,2831.4,-1723.0,0.0,9173.9,9101.8,6953.8,2148.0,59.2,10282.3,,4348.9,3375.5,0.0,0.0,973.4,2042.7,42.7,0.0,0.0,2000.0,2357.7,0.0,0.0,2357.7,8749.3,3001.6,3001.6,0.0,0.0,1202.5,0.0,26.4,988.4,187.7,4204.1,12953.4,0,8827.3,6.7,8820.6,-12852.9,8092.6,-57.6,4009.4,0.0,4009.4,16962.8,
03/31/2012,17177.8,1028.5,1025.9,2.6,4327.4,4327.4,,830.9,,,,,734.1,12.9,316.1,,418.0,6920.9,1139.1,,,,9117.8,9059.8,6973.9,2085.9,45.1,10256.9,,4271.6,3204.2,,,1067.4,2341.0,1041.4,,,1299.6,2238.3,,,2238.3,8850.9,2699.7,2699.7,,,1187.3,,,984.0,203.3,3887.0,12737.9,0,9010.9,6.8,9004.1,-12852.9,8337.7,-55.8,4439.9,,4439.9,17177.8,
