Date,Cash from Operating Activities,Net Income,Depreciation & Amortization,Non-Cash Items,Deferred Income Taxes,Other Non-Cash Adj,Chg in Non-Cash Work Cap,(Inc) Dec in Accts Receiv,(Inc) Dec in Inventories,Inc (Dec) in Accts Payable,Inc (Dec) in Other,Net Cash From Disc Ops,Cash from Investing Activities,Change in Fixed & Intang,Disp in Fixed & Intang,Disp of Fixed Prod Assets,Disp of Intangible Assets,Acq of Fixed & Intang,Acq of Fixed Prod Assets,Acq of Intangible Assets,Net Change in LT Investment,Dec in LT Investment,Inc in LT Investment,Net Cash From Acq & Div,Cash from Divestitures,Cash for Acq of Subs,Cash for JVs,Other Investing Activities,Cash from Financing Activities,Dividends Paid,Cash From (Repayment) Debt,Cash From (Repay) ST Debt,Cash From LT Debt,Repayments of LT Debt,Cash (Repurchase) of Equity,Increase in Capital Stock,Decrease in Capital Stock,Other Financing Activities,Effect of Foreign Exchange Rates,Net Changes in Cash,Cash Paid for Taxes,Cash Paid for Interest,Source: Bloomberg
03/31/1991,-2.821,9.845,0.462,0.296,,0.296,-13.424,,,,-13.424,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06/30/1991,7.082,5.862,0.519,0.567,,0.567,0.134,,,,0.134,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09/30/1991,7.752,13.412,0.568,0.617,,0.617,-6.845,,,,-6.845,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/31/1991,13.915,4.964,0.543,1.747,,1.747,6.661,,,,6.661,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04/05/1992,-22.813,10.264,0.585,0.386,,0.386,-34.048,,,,-34.048,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07/05/1992,3.45,7.252,0.616,0.416,,0.416,-4.834,,,,-4.834,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/04/1992,8.071,17.403999,0.686,0.26,,0.26,-10.279,,,,-10.279,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/31/1992,33.841999,6.383,0.777,0.178,,0.178,26.504,,,,26.504,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04/04/1993,-17.289,14.242,0.823,-0.421,,-0.421,-31.933001,,,,-31.933001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07/04/1993,18.136,8.485,0.899,0.162,,0.162,8.59,,,,8.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/03/1993,-8.344,19.627001,0.972,-0.195,,-0.195,-28.747999,,,,-28.747999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
