Date,Revenue,Sales & Services Revenue,Cost of Revenue,Cost of Goods & Services,Gross Profit,Other Operating Income,Operating Expenses,"Selling, General & Admin",Depreciation & Amortization,Other Operating Expense,Operating Income (Loss),Non-Operating (Income) Loss,"Interest Expense, Net",Interest Expense,Interest Income,Foreign Exch (Gain) Loss,(Income) Loss from Affiliates,Other Non-Op (Income) Loss,Pretax Income,Income Tax Expense (Benefit),Income (Loss) from Cont Ops,Net Extraordinary Losses (Gains),Discontinued Operations,XO & Accounting Changes,Income (Loss) Incl. MI,Minority Interest,"Net Income, GAAP",Preferred Dividends,Other Adjustments,"Net Income Avail to Common, GAAP","Net Income Avail to Common, Adj",Net Abnormal Losses (Gains),Basic Weighted Avg Shares,"Basic EPS, GAAP",Basic EPS from Cont Ops,"Basic EPS from Cont Ops, Adjusted",Diluted Weighted Avg Shares,"Diluted EPS, GAAP",Diluted EPS from Cont Ops,"Diluted EPS from Cont Ops, Adjusted",Source: Bloomberg
12/31/1989,1288.199951,,-979.0,,309.199951,,-33.0,,,,276.200012,5.1,,11.4,,0.0,,-16.5,281.300013,-106.900002,174.399994,0.0,,,174.400011,0.0,174.399994,0.0,,174.399994,174.399994,,1666.799927,0.105,0.105,,1666.799927,0.105,0.105,0.105,
03/31/1990,1303.699951,,-992.200012,,311.499939,,-34.599998,,,,276.899994,10.999999,,7.8,,0.0,,-18.799999,287.899993,-109.400002,178.5,0.0,,,178.499991,0.0,178.5,0.0,,178.5,178.5,,1657.200073,0.1075,0.1075,,1657.200073,0.1075,0.1075,0.1075,
06/30/1990,1539.5,,-1131.699951,,407.800049,,-33.400002,,,,374.399994,10.2,,,,0.0,,-10.2,384.599994,-146.199997,238.399994,0.0,,,238.399997,0.0,238.399994,0.0,,238.399994,238.399994,,1638.0,0.145833,0.145833,,1638.0,0.145833,0.145833,0.145833,
09/30/1990,1712.300049,,-1315.300049,,397.0,,-37.5,,,,359.5,11.4,,,,0.0,,-11.4,370.9,-138.199997,232.699997,0.0,,,232.700003,0.0,232.699997,0.0,,232.699997,232.699997,,1625.172,0.143333,0.143333,0.143333,1625.172,0.143333,0.143333,0.143333,
12/31/1990,1492.400024,,-1184.699951,,307.700073,,-35.900002,,,,271.799988,0.8,,,,0.0,,-0.8,272.599988,-102.199997,170.399994,0.0,,,170.399991,0.0,170.399994,0.0,,170.399994,170.399994,,1596.0,0.106667,0.106667,,1596.0,0.106667,0.106667,0.106667,
03/31/1991,1439.0,,-1207.099976,,231.900024,,-36.5,,,,195.399994,7.2,,,,0.0,,-7.2,202.599994,-76.0,126.599998,0.0,,,126.599994,0.0,126.599998,0.0,,126.599998,126.599998,,1597.200073,0.079167,0.079167,,1597.200073,0.079167,0.079167,0.079167,
06/30/1991,1511.599976,,-1209.599976,,302.0,,-44.900002,,,,257.100006,7.7,,,,0.0,,-7.7,264.800006,-99.300003,165.5,0.0,,,165.500003,0.0,165.5,0.0,,165.5,165.5,,1598.399963,0.103333,0.103333,,1598.399963,0.103333,0.103333,0.103333,
09/30/1991,1739.400024,,-1416.099976,,323.300048,,-43.5,,,,279.799988,-1.3,,,,0.0,,1.3,278.499988,-104.400002,174.100006,0.0,,,174.099986,0.0,174.100006,0.0,,174.100006,174.100006,,1599.095952,0.109167,0.109167,0.109167,1599.095952,0.109167,0.109167,0.109167,
12/31/1991,1936.599976,,-1568.0,,368.599976,,-42.200001,,,,326.399994,5.2,,,,0.0,,-5.2,331.599994,-123.5,208.100006,0.0,,,208.099994,0.0,208.100006,0.0,,208.100006,208.100006,,1598.399963,0.13,0.13,,1598.399963,0.13,0.13,0.13,
03/31/1992,1655.099976,,-1357.400024,,297.699951,,-36.900002,,,,260.799988,0.8,,,,0.0,,-0.8,261.599988,-97.5,164.100006,0.0,,,164.099988,0.0,164.100006,0.0,,164.100006,164.100006,,1611.0,0.103333,0.103333,,1611.0,0.103333,0.103333,0.103333,
06/30/1992,1853.5,,-1464.0,,389.5,,-36.5,,,,353.0,-1.2,,,,0.0,,1.2,351.8,-131.0,220.800003,0.0,,,220.8,0.0,220.800003,0.0,,220.800003,220.800003,,1615.200073,0.136667,0.136667,,1615.200073,0.136667,0.136667,0.136667,
09/30/1992,2058.800049,,-1679.300049,,379.5,,-32.599998,,,,346.899994,9.9,,,,0.0,,-9.9,356.799994,-133.100006,223.699997,0.0,,,223.699988,0.0,223.699997,0.0,,223.699997,223.699997,,1613.429994,0.14,0.14,0.14,1613.429994,0.14,0.14,0.14,
12/31/1992,2391.399902,,-1894.800049,,496.599854,,-43.200001,,,,453.399994,-26.9,,,,0.0,,26.9,426.499994,-151.399994,275.100006,371.500015,,,-96.400015,0.0,-96.400002,0.0,,-96.400002,-96.400002,,1630.200073,-0.06,0.166667,,1630.200073,-0.06,0.166667,0.166667,
03/31/1993,2026.400024,,-1625.0,,401.400024,,-40.299999,,,,361.100006,-28.0,,,,0.0,,28.0,333.100006,-118.300003,214.800003,0.0,,,214.800003,0.0,214.800003,0.0,,214.800003,214.800003,,1638.299927,0.13,0.13,,1638.299927,0.13,0.13,0.13,
06/30/1993,1936.800049,,-1466.900024,,469.900024,,-41.5,,,,428.399994,-26.700001,,,,0.0,,26.700001,401.699993,-142.600006,259.100006,0.0,,,259.099987,0.0,259.100006,0.0,,259.100006,259.100006,,1636.200073,0.16,0.16,,1636.200073,0.16,0.16,0.16,
09/30/1993,2174.600098,,-1818.0,,356.600098,,-39.200001,,,,317.399994,-404.699997,,157.699997,,0.0,,247.0,-87.300003,9.6,-77.699997,0.0,,,-77.700003,0.0,-77.699997,0.0,,-77.699997,-77.699997,,1608.045045,-0.05,-0.05,-0.05,1608.045045,-0.05,-0.05,-0.05,
12/31/1993,2727.300049,,-2102.899902,,624.400146,,-43.599998,,,,580.799988,4.2,,,,0.0,,-4.2,584.999988,-216.399994,368.600006,0.0,,,368.599994,0.0,368.600006,0.0,,368.600006,368.600006,,1635.899963,0.226667,0.226667,,1635.899963,0.226667,0.226667,0.226667,
03/31/1994,2275.800049,,-1865.800049,,410.0,,-37.400002,,,,372.600006,8.4,,,,,,-8.4,381.000006,-132.600006,248.399994,0.0,,,248.4,0.0,248.399994,0.0,,248.399994,248.399994,,1642.5,0.15,0.15,,1642.5,0.15,0.15,0.15,
06/30/1994,2353.600098,,-1861.0,,492.600098,,-39.599998,,,,453.0,-47.700001,,,,,,47.700001,405.299999,-137.800003,267.5,0.0,,,267.499996,0.0,267.5,0.0,,267.5,267.5,,1638.426086,0.163333,0.163333,,1638.426086,0.163333,0.163333,0.163333,
09/30/1994,2698.399902,,-2259.699951,,438.699951,,-41.599998,,,,397.100006,45.099998,,119.900002,,0.0,,-165.0,442.200004,-216.300003,225.899994,0.0,,,225.900001,0.0,225.899994,0.0,,225.899994,225.899994,,1625.700072,0.14,0.14,0.14,1625.700072,0.14,0.14,0.14,
12/31/1994,3301.699951,,-2510.899902,,790.800049,,-42.299999,,,,748.5,-8.6,,36.5,,,,-27.9,739.9,-257.5,482.399994,0.0,,,482.4,0.0,482.399994,0.0,,482.399994,482.399994,,1583.399963,0.303333,0.303333,,1583.399963,0.303333,0.303333,0.303333,
