Date,Cash from Operating Activities,Net Income,Depreciation & Amortization,Non-Cash Items,Stock-Based Compensation,Deferred Income Taxes,Other Non-Cash Adj,Chg in Non-Cash Work Cap,(Inc) Dec in Accts Receiv,(Inc) Dec in Inventories,Inc (Dec) in Other,Net Cash From Disc Ops,Cash from Investing Activities,Change in Fixed & Intang,Disp in Fixed & Intang,Disp of Fixed Prod Assets,Disp of Intangible Assets,Acq of Fixed & Intang,Acq of Fixed Prod Assets,Acq of Intangible Assets,Net Change in LT Investment,Dec in LT Investment,Inc in LT Investment,Net Cash From Acq & Div,Cash from Divestitures,Cash for Acq of Subs,Cash for JVs,Other Investing Activities,Cash from Financing Activities,Dividends Paid,Cash From (Repayment) Debt,Cash From (Repay) ST Debt,Cash From LT Debt,Repayments of LT Debt,Cash (Repurchase) of Equity,Increase in Capital Stock,Decrease in Capital Stock,Other Financing Activities,Effect of Foreign Exchange Rates,Net Changes in Cash,Cash Paid for Taxes,Cash Paid for Interest,Source: Bloomberg
03/31/1990,11.096,3.606,1.804,-6.602,,,-6.602,12.288,,,12.288,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06/30/1990,8.806,12.194,1.851,2.575,,,2.575,-7.814,,,-7.814,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09/30/1990,6.932,7.475,1.901,-0.938,,,-0.938,-1.506,,,-1.506,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/31/1990,9.516,4.171,1.926,1.232,,,1.232,2.187,,,2.187,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03/31/1991,9.262,4.022,1.874,-0.775,,,-0.775,4.141,,,4.141,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06/30/1991,2.683,13.612,1.984,-1.288,,,-1.288,-11.625,,,-11.625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09/30/1991,14.861,8.632,1.959,5.143,,,5.143,-0.873,,,-0.873,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/31/1991,5.181,5.233,1.989,-2.383,,,-2.383,0.342,,,0.342,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03/31/1992,9.961,5.087,1.895,0.872,,,0.872,2.107,,,2.107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06/30/1992,8.399,16.382,1.981,0.07,,,0.07,-10.034,,,-10.034,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09/30/1992,8.724,10.295,2.029,2.084,,,2.084,-5.684,,,-5.684,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/31/1992,6.235,6.238,2.061,0.149,,,0.149,-2.213,,,-2.213,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03/31/1993,7.951,5.867,1.794,-1.395,,,-1.395,1.685,,,1.685,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06/30/1993,11.629,19.070999,2.057,-0.161,,,-0.161,-9.338,,,-9.338,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09/30/1993,12.861,11.688,2.213,0.786,,,0.786,-1.826,,,-1.826,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/31/1993,7.593,7.843,2.246,-0.722,,,-0.722,-1.774,,,-1.774,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03/31/1994,14.572,6.888,1.981,-0.113,,,-0.113,5.816,,,5.816,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06/30/1994,3.94,21.066,2.033,-4.202,,,-4.202,-14.957,,,-14.957,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09/30/1994,10.463,13.011,1.934,-2.481,,,-2.481,-2.001,,,-2.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/31/1994,10.365,8.596,2.182,6.269,,,6.269,-6.682,,,-6.682,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03/31/1995,24.334999,7.807,1.839,3.704,,,3.704,10.985,,,10.985,,,-2.855,,,,-2.855,,,,,,,,,,2.855,,,,,,,,,,,,,,,
06/30/1995,8.288,21.101999,1.895,-5.458,,,-5.458,-9.251,,,-9.251,,,-2.312,,,,-2.312,,,,,,,,,,2.312,,,,,,,,,,,,,,,
09/30/1995,2.327,3.454,2.047,2.51,,,2.51,-5.684,,,-5.684,,,-2.268,,,,-2.268,,,,,,,,,,2.268,,,,,,,,,,,,,,,
12/31/1995,11.96,6.914,2.169,-6.99,,,-6.99,9.867,,,9.867,,,-1.645,,,,-1.645,,,,,,,,,,1.645,,,,,,,,,,,,,,,
03/31/1996,24.027,6.387,1.821,10.383,,,10.383,5.436,,,5.436,,,-3.277,,,,-3.277,,,,,,,,,,3.277,,,,,,,,,,,,,,,
06/30/1996,22.266001,12.841,1.949,-2.669,,,-2.669,10.145,,,10.145,,,-3.087,,,,-3.087,,,,,,,,,,3.087,,,,,,,,,,,,,,,
09/30/1996,9.303,3.306,2.307,3.341,,,3.341,0.349,,,0.349,,,-2.231,,,,-2.231,,,,,,,,,,2.231,,,,,,,,,,,,,,,
12/31/1996,-3.665,0.261,0.969,-0.88,,,-0.88,-4.015,,,-4.015,,,-0.0001,,,,-0.0001,,,,,,,,,,0.0001,,,,,,,,,,,,,,,
03/31/1997,14.809,5.144,1.909,1.033,,,1.033,6.723,,,6.723,,0.943,-2.436,0.0,,,-2.436,,,0.0,0.0,0.0,,,,,3.379,-13.613,-5.193,-0.394,,,,-9.321,0.0,-9.321,1.295,,2.139,,,
06/30/1997,0.063,6.319,2.015,-0.57,,-5.296,4.726,-7.701,-6.848,-8.66,7.807,,7.854,-2.494,0.0,,,-2.494,,,0.0,0.0,0.0,,,,,10.348,-15.219,-5.059,-0.87,,,,-8.174,0.0,-8.174,-1.116,,-7.302,,,
09/30/1997,4.02,-2.334,2.274,-10.813,,,-10.813,14.893,,,14.893,,7.606,-1.046,0.0,,,-1.046,,,0.0,0.0,0.0,,,,,8.652,-5.632,-5.055,-0.733,,,,0.0,0.0,0.0,0.156,,5.994,,,
12/31/1997,-40.001999,-7.632,1.33,-48.337002,,,-48.337002,14.637,,,14.637,,166.248001,-2.467,0.0,,,-2.467,,,0.0,0.0,0.0,,,,,168.715001,-13.385,-5.053,-0.524,,,,-8.588,0.0,-8.588,0.78,,112.861,,,
03/31/1998,-3.775,-1.764,2.092,-6.211,,,-6.211,2.108,,,2.108,,-3.641,-3.516,0.0,,,-3.516,,,0.0,0.0,0.0,,,,,-0.125,-7.391,-4.988,-0.766,,,,-1.678,0.0,-1.678,0.041,,-14.807,,,
06/30/1998,-0.371,6.913,2.169,-7.306,,,-7.306,-2.147,,,-2.147,,-52.291,-2.24,0.0,,,-2.24,,,0.0,0.0,0.0,,,,,-50.051,-17.617,-4.969,-0.78,,,,-11.867,0.0,-11.867,-0.001,,-70.278999,,,
09/30/1998,-0.193,0.88,2.235,-3.023,,,-3.023,-0.285,,,-0.285,,12.729,-2.334,0.0,,,-2.334,,,0.0,0.0,0.0,,,,,15.063,-47.995002,-4.583,-0.826,,,,-42.650002,0.0,-42.650002,0.064,,-35.459,,,
12/31/1998,3.66,0.558,2.438,23.314001,,,23.314001,-22.650002,,,-22.650002,,-5.749,-2.312,0.0,,,-2.312,,,0.0,0.0,0.0,,,,,-3.436999,-1.963999,-1.523999,-0.496,,,,0.0,0.0,0.0,0.056,,-4.053,,,
03/31/1999,4.569,0.467,2.405,-1.402,,1.679,-3.081,3.099,3.839,-0.856,0.116,,-2.693,-3.208,0.0,,,-3.208,,,0.0,0.0,0.0,,,,,0.515,-2.474,-1.524,-0.835,,,,-0.143,0.0,-0.143,0.028,,-0.598,,,
06/30/1999,12.579,7.623,3.773,-4.992,,3.358,-8.35,6.175,-0.517,-0.182,6.874,,-2.53,-1.994,0.0,,,-1.994,,,0.0,0.0,0.0,,,,,-0.536,-6.095,-1.53,-0.849,,,,-3.249,0.0,-3.249,-0.467,,3.954,,,
